source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
141,1178,1191,0,column,10,7.816370661828387e-09,5.602875951166085e-26,5.4165425353858154e-06,0.0,2.359749942115741e-06,6.520898624993148e-21,0.0,9.573142982628752e-21,2.802596928649634e-45,3.9516562553578374e-21,0.999992311000824,5.249766234331662e-31,3.852659618920789e-20,0.0,3.095370216801018e-40,1.4169330252962561e-24,1.908701285913139e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1179,1192,0,column,10,3.0649408011562684e-10,6.2939279841603065e-28,3.0658472951472504e-06,0.0,2.1912628653808497e-06,6.751073993464135e-24,0.0,4.663260270011509e-15,1.8216880036222622e-44,2.5061882252317903e-21,0.9999961853027344,1.494767794765512e-28,1.3107965236642003e-20,0.0,7.486831875510643e-37,2.4816711733882019e-29,5.794339585918351e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1180,1193,0,column,2,1.1983588045640489e-17,5.675694289553057e-11,0.999969482421875,0.0,3.0623185011791065e-05,3.357494837707975e-11,0.0,9.34285133524608e-15,1.4316384834162963e-27,1.628994744910749e-33,1.762401971594236e-14,9.834946330844013e-30,9.572336277579793e-14,0.0,0.0,3.245487713754609e-14,5.411319179207674e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1181,1194,0,column,2,2.175188401252158e-14,1.1918635540924334e-15,0.9807106256484985,3.9422908614638004e-36,0.019209347665309906,5.707782490078351e-19,0.0,5.479885157975853e-15,2.5240421291355358e-22,6.428440650021229e-32,7.857312448322773e-05,2.824268588161346e-31,1.3495120821557625e-16,0.0,0.0,8.565866318663816e-15,2.1256721383089427e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,1182,1195,0,column,10,6.554133422781699e-16,2.560667453514068e-18,0.010365513153374195,1.9454948347465028e-29,2.0543991922750138e-05,1.1810623635510817e-26,0.0,6.199644244829813e-18,4.3184048498966616e-24,1.086913945458517e-32,0.9896134734153748,4.727858941993876e-34,6.060975273351117e-18,0.0,0.0,8.706405122999147e-22,7.739993090893904e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1183,1196,0,column,10,1.6676535944679018e-22,1.761199739565827e-28,3.9247758688853995e-12,2.3789339561395262e-39,8.422597375101759e-08,5.3297927668583004e-24,0.0,2.7813756246123406e-22,1.3910099319779781e-27,1.744904043949344e-34,1.0,1.8823553215955263e-35,4.112166423016313e-26,0.0,0.0,6.783846043413532e-28,7.085496772640809e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1184,1197,0,column,10,8.474656619763391e-17,6.13828858100309e-35,1.3297257175567956e-12,0.0,2.0424688784714817e-07,4.593612547555772e-28,0.0,2.8464840779867486e-24,9.318099637930117e-33,1.549212106610517e-33,1.0,4.819799475000598e-35,3.6078912084364496e-29,0.0,5.28289521050456e-43,9.683800702977995e-30,1.8016496497810786e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1185,1198,0,column,10,8.867717351439611e-14,2.7764061633540563e-28,2.11790394250011e-12,0.0,3.260096193002937e-08,2.115751910821975e-27,0.0,2.4375890718181102e-24,1.1343511068709394e-41,6.727355716523638e-21,1.0,1.6943293454108255e-29,2.0079755460942636e-25,0.0,1.9510278518794428e-41,2.6222414416886857e-26,6.831128024353816e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,1186,1199,0,column,10,2.4250584712753896e-17,1.202753825355063e-12,0.061234001070261,3.3950951462691214e-23,7.974686741363257e-05,2.0461390855911013e-21,0.0,8.885687877378849e-20,1.3579896494586654e-19,2.933956664565231e-36,0.9386858940124512,1.3783393090391123e-33,2.7798793354180196e-15,0.0,1.1196374729955288e-42,1.1701333134326929e-19,2.4844244439492513e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1187,1200,0,column,10,1.6935440469396563e-18,1.0809866814093969e-28,5.345749443108616e-08,6.1075173178057855e-40,5.952244253037975e-10,2.0934860376280215e-30,0.0,6.164581548411732e-24,4.353507503571096e-22,1.7698848019931024e-39,1.0,3.984820651009241e-37,5.622950045317438e-22,0.0,5.465064010866787e-44,5.7538563920207735e-30,1.2242814184312834e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,1188,1201,0,column,10,1.5135728101028455e-18,2.1218230583042659e-26,1.077014810668686e-09,1.5765510115023666e-35,1.903317325968601e-08,7.834413865057547e-28,0.0,1.7775432359629005e-25,1.9695087586046977e-22,1.846677975707891e-37,1.0,1.2415700575702885e-39,1.1094774851578066e-23,0.0,0.0,2.12085662425076e-29,3.5749396064960193e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,1189,1202,0,column,14,3.2624057784756764e-37,5.085222062640449e-23,1.5698995465288296e-15,4.0637655465419695e-44,9.424477785478946e-20,1.648748513844199e-20,1.154665898864072e-36,1.1153729834904343e-21,3.839557792249999e-43,2.225744715059512e-21,2.1205757875536818e-27,1.5323969170613935e-32,5.883472322782649e-17,0.0,0.9999886155128479,7.959696932016774e-29,9.986708391807042e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1190,1203,0,column,14,1.4502584313698619e-39,4.515913792844385e-28,4.548493803989443e-17,8.700942424685654e-41,8.06800788652539e-21,5.166938270546121e-23,0.0,1.7465322065886215e-23,0.0,5.119056657750709e-20,2.191612168294551e-30,4.146439806239869e-35,1.3640677831010214e-21,0.0,1.0,3.145559406105497e-31,2.0582172055583214e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1191,1204,0,column,14,1.6806533135255728e-33,2.0995154339222723e-23,8.926264172259835e-10,3.465631934357616e-34,5.047811127423252e-13,6.08684064726574e-23,0.0,2.024396501664712e-17,0.0,9.390184753948512e-17,8.30209775320204e-23,1.0608934963823026e-32,1.642559425716455e-19,0.0,0.9999236464500427,1.1021432112226157e-13,7.78591274865903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1192,1205,0,column,12,5.197523992804847e-29,9.220947276844527e-07,0.002924240194261074,5.721034004209256e-35,2.6734912894621488e-11,0.00015861251449678093,1.821688003622262e-43,5.179607853733614e-08,7.006492321624085e-45,1.023549236788115e-17,2.29898906334386e-31,3.509752485353118e-17,0.9574407935142517,0.0,1.7719731285541802e-23,8.338976053888035e-24,0.03947385773062706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1193,1206,0,column,16,2.3371146008443507e-26,2.7150794091289343e-15,3.1609504510393682e-12,3.2710638816574805e-31,5.1406879555116716e-17,8.3594443604666215e-19,0.0,2.2493275010594324e-14,2.734219939036017e-26,4.5106968290728466e-13,7.265600807856228e-29,7.409740506026565e-24,9.818041900853426e-15,1.2598987482199145e-34,7.739287433139452e-09,6.8042836922489055e-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,1194,1207,0,column,14,8.511261621360808e-33,3.5674183400266684e-24,1.3476196782026984e-15,1.401298464324817e-44,1.4379542978734176e-20,1.5116167347493107e-18,1.2609303971534001e-40,3.5992678102140616e-24,3.6770434920445153e-37,4.154782006218241e-21,4.588131350934046e-28,5.557007014822327e-33,4.206300434232586e-17,0.0,0.9999886155128479,7.18053192737931e-32,1.04564833236509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,1195,1208,0,column,3,2.7582524948113802e-33,6.709874490881326e-14,6.232488939976333e-17,1.0,1.8669971005495492e-17,8.701386326811258e-23,0.0,9.55947123982415e-33,2.0825101177359756e-30,2.166435501588411e-14,4.6239085071827225e-34,9.503888845894076e-23,1.8203051266528433e-20,1.2532290850012252e-37,0.0,1.2072285840642614e-31,1.0699253262804148e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,1196,1209,0,column,3,5.275567204263282e-37,8.741852316407102e-21,4.856640006143311e-19,1.0,3.729340964417841e-21,1.43774069614859e-27,0.0,1.326142859923291e-33,6.03135145496673e-36,9.808063536751776e-19,3.8950114369148184e-35,2.733090795198572e-28,3.952262468635267e-27,0.0,0.0,4.14367067904478e-36,1.3842489403803528e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,1197,1210,0,column,3,8.219862357428221e-35,1.1413909319646131e-23,5.440120984508763e-16,1.0,6.12292337226249e-20,4.648363846979784e-28,0.0,1.1894841253823841e-29,5.624570389345761e-33,1.9674937547104542e-17,1.2060713236512013e-34,7.376751641624784e-29,1.3179824240502057e-26,0.0,0.0,1.0114251698407892e-37,2.6263646205754165e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1198,1211,0,column,12,0.0,9.85571375622385e-08,2.3353084814583245e-16,3.508851354669342e-41,6.363842552946044e-21,2.4907754230002588e-22,1.0630384675020637e-36,7.026695093424246e-19,1.195880921136734e-29,4.3142699368543325e-25,2.0222648061310898e-26,9.935395617333143e-09,1.0,0.0,3.2936730055965634e-26,1.0123933341513443e-31,1.7341273816223746e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1199,1212,0,column,12,4.893334237422261e-42,7.066902526275953e-06,8.457802384648704e-16,6.363567950308426e-16,1.72064412039666e-21,7.682883902430638e-20,4.584031121314084e-31,4.7520046530491705e-16,1.7769297625027373e-21,4.498122868062695e-19,1.4566723371310238e-25,5.071349118423996e-09,0.999992311000824,3.028707758360035e-36,3.8852225420894985e-25,1.6637170476492425e-26,6.203934077575468e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,1200,1213,0,column,3,7.62334390561987e-41,1.4900858024309842e-16,1.6845092119354856e-20,1.0,1.3160043861452431e-24,1.9508091453234574e-21,4.886679539249674e-31,9.818218411464863e-32,3.1095530737443296e-31,1.2962499285719248e-23,4.722045118337053e-38,2.8802610328254766e-29,1.3156540312018604e-15,0.0,0.0,9.370691889952856e-30,1.2721316622968996e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1201,1214,0,column,3,5.605193857299268e-45,5.317629432423951e-16,2.324546905487577e-22,1.0,4.158690296088579e-25,2.0483000596004275e-23,7.71206296625334e-30,3.4920289457022766e-33,5.070825783931694e-32,4.840940594273497e-25,1.0765590381070257e-35,3.795476363722591e-28,4.2479231700395196e-15,0.0,0.0,1.5183866171944372e-30,2.631441026724105e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1202,1215,0,column,3,1.3485549914260953e-39,8.926821695160036e-22,8.856338677218094e-22,1.0,6.050422725804031e-24,1.1608965433653794e-23,0.0,1.7865208200587428e-35,1.4479454723390848e-34,7.905056493935185e-27,1.483773146611272e-38,3.982635587564469e-28,1.0732990757508746e-20,0.0,0.0,2.177875411840503e-32,1.8535558291858688e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1203,1216,0,column,3,2.7512393399321296e-40,8.260694763458217e-20,1.0727576824048876e-22,1.0,3.313570558224006e-27,4.433933233643439e-25,1.0577505276170876e-39,6.696188229164612e-38,4.1574592765675326e-37,1.018618694904985e-23,1.1737135807338235e-40,1.8913375944323676e-28,3.899754306991186e-20,0.0,0.0,2.655822855816603e-35,1.4941006359788749e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1204,1217,0,column,3,1.8216880036222622e-44,4.212041806976377e-20,1.3102938220523482e-24,1.0,2.1196940968251413e-27,2.6387466613120843e-27,2.3587055738148978e-36,3.1072058638903984e-38,5.041069771399712e-38,4.749010688683566e-25,1.2580423210184267e-38,1.791947427795088e-27,4.628988980199693e-20,0.0,0.0,3.0205977513450266e-35,3.557571336445593e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1205,1218,0,column,3,1.7176910584819352e-38,1.8622685143484929e-23,6.448536527753195e-23,1.0,2.052286725957143e-25,3.434754307370728e-27,0.0,3.4329144303681944e-38,3.432940214259938e-38,6.433639422039207e-25,2.5997645811324742e-39,9.931353268108624e-29,1.04954640084615e-24,0.0,0.0,5.398801471797134e-36,2.0316523645619047e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1206,1219,0,column,3,1.5272232249101732e-36,6.879260385596749e-18,1.329165103141706e-20,1.0,1.7981902580960401e-22,1.325476337641845e-24,0.0,4.75587066960382e-37,8.903467423729076e-35,1.6235850398378308e-18,6.265600600163197e-39,2.03620727551841e-25,3.243778876655503e-22,1.0045908690744614e-41,0.0,1.12224059676934e-35,2.0559995470130022e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1207,1220,0,column,6,0.0,6.244928992291081e-34,1.0735565397554995e-21,5.683204523961413e-36,1.0275877271102991e-30,1.717222873903032e-34,1.0,1.3376483234165246e-29,0.0,4.006880397410631e-28,7.881142914075372e-36,2.736973325521711e-27,4.287239148564696e-22,7.006492321624085e-45,0.0,1.0397634605290143e-42,4.625930330442968e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1208,1221,0,column,6,0.0,2.9854616458455374e-29,2.3539219245951194e-15,3.5032461608120427e-44,5.154488645233627e-26,8.034498245497451e-29,1.0,6.318818764853549e-23,0.0,2.0068233687910406e-21,7.4806087650825154e-37,3.463121139917903e-19,1.2846051097256731e-20,7.774768536903604e-31,0.0,3.7760789718160846e-41,6.839597290291791e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1209,1222,0,column,6,1.2304801815236219e-41,2.8961696537981435e-22,2.9590253858291504e-11,0.0,6.470466860918339e-23,1.7300290148057503e-29,1.0,4.46249216657455e-17,0.0,5.938001148729152e-14,3.639269956115523e-36,3.514197613463388e-11,2.8643280967427997e-15,2.615114038050512e-22,2.6647937488616114e-35,5.462565798385364e-36,3.2573502922739195e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1210,1223,0,column,12,1.793662034335766e-43,1.184495427089538e-12,4.933994446327085e-16,2.110936409564545e-37,2.4038091939556374e-18,6.0400223836295974e-24,2.6018216939322143e-21,3.433071856879547e-23,1.2385355990247962e-27,4.68344562388177e-28,2.3795147169295672e-32,2.1967773022879555e-07,1.0,1.1911036946760945e-43,2.1233140362300127e-25,6.3060825731783175e-30,5.860297734279832e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,1211,1224,0,column,12,1.401298464324817e-45,2.6596598257100368e-09,3.0658584530699265e-14,2.1308144448523168e-41,7.121082863665082e-20,2.6704516334315816e-20,1.863088436948601e-05,3.9632766308756244e-23,8.057326040021266e-41,9.001921455285468e-21,1.6152384074758808e-34,1.2267739180060744e-07,0.9999809265136719,1.401298464324817e-45,2.5682664846252556e-27,3.5232897045134187e-31,4.999194417806829e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,1212,1225,0,column,6,6.532292921296567e-41,3.430106268042944e-27,4.443036193558358e-20,4.7884505880922777e-32,8.491732503222447e-27,2.4463791932698484e-27,1.0,2.775631879331102e-29,0.0,4.340838756253254e-29,4.9367744898163305e-42,1.578994248282156e-28,9.997275931994453e-19,0.0,0.0,3.3941547031794835e-35,2.741161237469052e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1213,1226,0,column,6,8.262055745659121e-41,1.6659199648382315e-27,3.2161563756337737e-21,1.312552433090876e-28,5.534855187018239e-26,2.8847393375398494e-27,1.0,8.437785436784341e-32,2.1860256043467146e-43,2.0067002865260215e-29,9.029317101621674e-39,5.523896971237207e-30,6.094921524919374e-17,0.0,0.0,4.283040012774703e-36,7.831991608896418e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1214,1227,0,column,6,2.421648896448461e-38,6.655166027236926e-30,6.238081607359478e-16,0.0,8.281236834392678e-27,1.1540922236273956e-23,1.0,1.5637234736788768e-25,0.0,3.53011749893904e-27,2.970752744368612e-43,4.35544188172274e-26,2.359608177538407e-19,0.0,0.0,7.445785937724658e-38,9.225293908897702e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1215,1228,0,column,6,3.0828566215145976e-44,6.646200243827088e-33,2.5098348073413777e-20,0.0,9.681436172581429e-30,1.754746745777553e-30,1.0,1.8854639040084839e-31,0.0,4.5846100287719766e-30,3.040817667584853e-42,2.53790838794962e-28,1.0108784434522319e-20,0.0,0.0,4.5554671646889046e-40,5.959259119697432e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1216,1229,0,column,6,1.401298464324817e-45,9.164261957554035e-33,7.73480515706354e-23,0.0,1.3315434828430998e-30,3.69579802614984e-32,1.0,1.2639520226372176e-34,0.0,1.0433627613813144e-32,3.0682831174856195e-41,3.2546342322149075e-31,4.6780161528202954e-21,0.0,0.0,5.92358288137851e-40,6.24657782166028e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1217,1230,0,column,6,8.127531093083939e-44,1.1893313198227822e-34,2.7066914006709526e-16,0.0,1.1050781872319854e-27,5.614938011889184e-28,1.0,8.871557353136076e-29,0.0,2.958524506307744e-29,2.841833285650729e-41,1.9629204950496642e-25,7.967866727773015e-22,0.0,0.0,2.124515327995484e-38,1.5750363815080673e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1218,1231,0,column,6,0.0,1.161860338268302e-34,2.9705235175386965e-21,6.403933981964414e-43,3.184171574343567e-29,1.8291060910147364e-32,1.0,1.3989725777081036e-32,0.0,1.0872883580416692e-30,1.3693791273850407e-38,4.157260300808591e-26,4.87365406121189e-21,0.0,0.0,5.183517926011573e-39,1.9907330928141052e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1219,1232,0,column,6,1.401298464324817e-45,9.331569692583478e-28,5.0952717900950855e-19,0.0,1.0591251135729171e-27,8.018176003005573e-37,1.0,4.480332552974342e-25,0.0,8.198523471790141e-23,2.7069523147345916e-29,1.0816823655927968e-23,3.250199938861867e-19,9.823102234916968e-43,0.0,6.793803240708865e-40,2.6688747234536743e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1220,1233,0,column,6,0.0,1.3937772044185709e-27,3.485258410100892e-16,0.0,8.357529082465678e-27,1.3947522591150639e-32,1.0,8.504818218883776e-22,0.0,2.4031442098094947e-22,1.3068628469832602e-34,1.572585126880459e-22,3.2774023549170414e-20,6.819422928074184e-34,0.0,5.996859580674983e-39,2.6014112933765514e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
