source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1450,671,0672,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.421002599853863e-23,1.1442069129112851e-16,3.453121873482234e-34,0.0,6.09222054551907e-26,3.7345530908498487e-20,1.8073850945895514e-22,4.411871093653946e-22,4.259145171447378e-33,1.2437844502976355e-15,0.0,4.105953587112826e-14,0.0,8.813895433779089e-32,1.6914552479836138e-37,3.828402805951613e-18,0.0,9.426225174230705e-23,4.106158084146258e-21,2.358975723643102e-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,671,0672,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.421002599853863e-23,1.1442069129112851e-16,3.453121873482234e-34,0.0,6.09222054551907e-26,3.7345530908498487e-20,1.8073850945895514e-22,4.411871093653946e-22,4.259145171447378e-33,1.2437844502976355e-15,0.0,4.105953587112826e-14,0.0,8.813895433779089e-32,1.6914552479836138e-37,3.828402805951613e-18,0.0,9.426225174230705e-23,4.106158084146258e-21,2.358975723643102e-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,672,0673,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4941285859982624e-24,2.043077714054732e-17,5.885025313353534e-38,0.0,1.0859900983379372e-24,4.257778303255053e-19,3.3047817615016726e-36,1.4740816433673216e-22,4.6984494508687446e-32,1.3639829783151122e-16,0.0,1.224629338908434e-12,0.0,1.4588770370089175e-29,2.323626028578376e-36,2.7140060854154796e-20,0.0,2.400305508248013e-28,7.932527305386487e-24,1.1725366770089429e-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,672,0673,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4941285859982624e-24,2.043077714054732e-17,5.885025313353534e-38,0.0,1.0859900983379372e-24,4.257778303255053e-19,3.3047817615016726e-36,1.4740816433673216e-22,4.6984494508687446e-32,1.3639829783151122e-16,0.0,1.224629338908434e-12,0.0,1.4588770370089175e-29,2.323626028578376e-36,2.7140060854154796e-20,0.0,2.400305508248013e-28,7.932527305386487e-24,1.1725366770089429e-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,672,0673,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4941285859982624e-24,2.043077714054732e-17,5.885025313353534e-38,0.0,1.0859900983379372e-24,4.257778303255053e-19,3.3047817615016726e-36,1.4740816433673216e-22,4.6984494508687446e-32,1.3639829783151122e-16,0.0,1.224629338908434e-12,0.0,1.4588770370089175e-29,2.323626028578376e-36,2.7140060854154796e-20,0.0,2.400305508248013e-28,7.932527305386487e-24,1.1725366770089429e-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,673,0674,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0363013586541886e-22,1.8044818417273234e-10,1.6412417914362612e-37,5.853774967511014e-36,1.127687757369916e-25,5.6101180829788017e-14,7.71076822975557e-30,6.245796489322188e-16,3.9678985444525557e-19,1.1168699298735874e-09,1.0789647980725508e-34,0.0058274040929973125,0.0,3.2822550939911147e-21,1.369890587112372e-24,1.6248353574069285e-12,0.0,1.6511430670432062e-24,4.853403117461792e-25,4.015655155373815e-17,0.994172990322113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,673,0674,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0363013586541886e-22,1.8044818417273234e-10,1.6412417914362612e-37,5.853774967511014e-36,1.127687757369916e-25,5.6101180829788017e-14,7.71076822975557e-30,6.245796489322188e-16,3.9678985444525557e-19,1.1168699298735874e-09,1.0789647980725508e-34,0.0058274040929973125,0.0,3.2822550939911147e-21,1.369890587112372e-24,1.6248353574069285e-12,0.0,1.6511430670432062e-24,4.853403117461792e-25,4.015655155373815e-17,0.994172990322113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,673,0674,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0363013586541886e-22,1.8044818417273234e-10,1.6412417914362612e-37,5.853774967511014e-36,1.127687757369916e-25,5.6101180829788017e-14,7.71076822975557e-30,6.245796489322188e-16,3.9678985444525557e-19,1.1168699298735874e-09,1.0789647980725508e-34,0.0058274040929973125,0.0,3.2822550939911147e-21,1.369890587112372e-24,1.6248353574069285e-12,0.0,1.6511430670432062e-24,4.853403117461792e-25,4.015655155373815e-17,0.994172990322113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,674,0675,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309675551417675e-20,4.2971801121893805e-06,2.1758798288717335e-27,1.999931491384382e-27,3.137666324532381e-28,4.870422099477467e-13,5.61970940471879e-23,2.6989559219109894e-18,3.331526948844449e-14,7.814539813855159e-12,1.0219873101588008e-27,0.9999961853027344,0.0,9.251769247153115e-16,4.542728097918477e-21,2.2781148079076274e-09,9.907180142776457e-43,5.47055332656448e-21,7.202343452017625e-24,1.659069348936806e-21,4.975014540956058e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,674,0675,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309675551417675e-20,4.2971801121893805e-06,2.1758798288717335e-27,1.999931491384382e-27,3.137666324532381e-28,4.870422099477467e-13,5.61970940471879e-23,2.6989559219109894e-18,3.331526948844449e-14,7.814539813855159e-12,1.0219873101588008e-27,0.9999961853027344,0.0,9.251769247153115e-16,4.542728097918477e-21,2.2781148079076274e-09,9.907180142776457e-43,5.47055332656448e-21,7.202343452017625e-24,1.659069348936806e-21,4.975014540956058e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,674,0675,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309675551417675e-20,4.2971801121893805e-06,2.1758798288717335e-27,1.999931491384382e-27,3.137666324532381e-28,4.870422099477467e-13,5.61970940471879e-23,2.6989559219109894e-18,3.331526948844449e-14,7.814539813855159e-12,1.0219873101588008e-27,0.9999961853027344,0.0,9.251769247153115e-16,4.542728097918477e-21,2.2781148079076274e-09,9.907180142776457e-43,5.47055332656448e-21,7.202343452017625e-24,1.659069348936806e-21,4.975014540956058e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,674,0675,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309675551417675e-20,4.2971801121893805e-06,2.1758798288717335e-27,1.999931491384382e-27,3.137666324532381e-28,4.870422099477467e-13,5.61970940471879e-23,2.6989559219109894e-18,3.331526948844449e-14,7.814539813855159e-12,1.0219873101588008e-27,0.9999961853027344,0.0,9.251769247153115e-16,4.542728097918477e-21,2.2781148079076274e-09,9.907180142776457e-43,5.47055332656448e-21,7.202343452017625e-24,1.659069348936806e-21,4.975014540956058e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,676,0677,1,girder,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91674672039029e-14,9.445107196359714e-11,1.238021680666145e-18,5.773415859564407e-18,8.842424916772416e-31,2.1921825079400266e-21,2.0061726910728654e-21,2.1633608238147417e-09,1.0,9.138088508109377e-09,3.39011909043886e-19,4.571325414558236e-13,1.709462157457942e-37,5.3092287962477814e-27,4.26359301137626e-21,1.3532976734213179e-21,5.605193857299268e-45,1.4475596613180511e-18,1.2553976955209656e-13,5.160823851602103e-11,6.054356964219121e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,679,0680,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.777445649431969e-13,0.9949582815170288,1.2496630851709376e-22,3.3063826063986154e-14,2.2156635377034685e-36,2.125502291628701e-17,1.5150848510261527e-20,1.6045620405546069e-15,0.005040909629315138,3.2762991963863897e-07,1.5373530337532525e-21,1.0774241943067864e-08,0.0,8.377732419081374e-20,1.246083297491917e-22,1.0441754982141045e-16,8.865934668991572e-38,2.353139239019697e-09,1.0373525851391903e-20,1.4100807347661778e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,680,0681,1,girder,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.712341343952338e-17,2.2985597425417836e-08,7.461877801590429e-31,0.031087331473827362,9.82700879495451e-35,2.0727146104194212e-22,9.652550198823994e-40,7.628250808799919e-11,0.9689116477966309,1.254772258318937e-10,1.839600086844806e-12,2.671077205571931e-17,0.0,4.889620464484958e-33,3.2113512004984212e-28,1.9111503434493853e-22,0.0,5.790760896105517e-30,1.3643228439197847e-21,7.400227010497494e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,681,0682,1,girder,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0126675931119186e-16,1.5228376469167415e-05,8.110513652696526e-25,0.9914876818656921,1.239449892993765e-39,7.833713010676693e-24,3.136812082443288e-31,5.402581715330257e-10,0.008495432324707508,1.091448424972441e-07,8.713874208889072e-16,6.28599984937243e-16,1.734178820291089e-36,4.865033187291243e-22,2.7131495112542983e-33,8.16687398995852e-15,0.0,5.651089897098029e-25,6.525593706415149e-16,1.1959557476293181e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,682,0683,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.950637780982368e-12,0.004005311522632837,4.9610010825283826e-24,2.7886928322118365e-09,4.023109197186445e-31,3.2015813611341315e-11,4.857801385823983e-29,0.9675044417381287,0.027379166334867477,0.001109984121285379,6.322075617870701e-15,6.9968855911245204e-15,1.401298464324817e-45,1.3058445996505075e-29,1.1300133373241e-17,5.421982153412418e-20,0.0,6.496706706540225e-16,3.8836589380617653e-14,1.4865775277428384e-08,4.113809076032344e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,682,0683,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.950637780982368e-12,0.004005311522632837,4.9610010825283826e-24,2.7886928322118365e-09,4.023109197186445e-31,3.2015813611341315e-11,4.857801385823983e-29,0.9675044417381287,0.027379166334867477,0.001109984121285379,6.322075617870701e-15,6.9968855911245204e-15,1.401298464324817e-45,1.3058445996505075e-29,1.1300133373241e-17,5.421982153412418e-20,0.0,6.496706706540225e-16,3.8836589380617653e-14,1.4865775277428384e-08,4.113809076032344e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,684,0685,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4115623261026194e-20,0.021377403289079666,1.8638012882529506e-18,1.9116846736503713e-20,7.782985124866416e-32,1.632650258381435e-21,1.0569024055278196e-25,2.507031691620365e-12,1.618460032659641e-09,7.91152388046612e-09,3.4921842864578918e-28,0.9786215424537659,0.0,5.077316287974941e-22,1.1421770647335183e-12,8.62360584417271e-14,0.0,5.943991668811111e-19,5.973320019173669e-17,7.23466920641006e-17,1.0595599509385405e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,685,0686,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0822045476709405e-11,1.0,1.3785051252617267e-14,1.8430395880216238e-22,2.840539813850682e-24,7.818117681024361e-12,5.604009322419758e-26,9.532663720890344e-12,1.27564408688996e-13,9.382739030172615e-09,9.650030875572657e-28,8.044718537159046e-12,1.3900494770032396e-35,3.58943025837873e-35,4.354025899509027e-28,3.2074688093236894e-14,3.1286897087455725e-36,4.985584228750527e-18,6.248150330456781e-10,2.1053263948910706e-19,7.735912710727127e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,686,0687,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.689750328189634e-12,1.0,1.519885976614942e-17,9.154386230646441e-23,3.519603617082438e-19,5.140396787936053e-16,3.7319084044547345e-33,1.9303559673031906e-13,2.1303771734985238e-13,2.6834532859676408e-11,5.112656830543954e-27,1.0137732431303448e-08,1.7101782770251505e-39,5.915673483803239e-33,3.1113761867149296e-26,4.9164866988238125e-15,1.2439885258537409e-30,9.551355553194311e-23,1.9315677945996867e-09,1.786958148051335e-19,3.9334143552345214e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,687,0688,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.320805205798104e-14,0.9999961853027344,5.998154162851376e-20,2.5394682296686632e-20,8.625254915677061e-13,6.45160902479347e-09,9.445515328343327e-16,1.4561560117569166e-17,3.707651251446363e-14,6.955915704542903e-11,3.0188107916416547e-21,3.1786262297828216e-06,7.435532504650365e-32,1.138425559647073e-30,7.561324670784113e-19,5.7955036498711046e-18,1.0450883946934486e-41,1.0254574729781033e-15,2.355950545762653e-09,1.1571854553044003e-18,1.5458238499608627e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,687,0688,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.320805205798104e-14,0.9999961853027344,5.998154162851376e-20,2.5394682296686632e-20,8.625254915677061e-13,6.45160902479347e-09,9.445515328343327e-16,1.4561560117569166e-17,3.707651251446363e-14,6.955915704542903e-11,3.0188107916416547e-21,3.1786262297828216e-06,7.435532504650365e-32,1.138425559647073e-30,7.561324670784113e-19,5.7955036498711046e-18,1.0450883946934486e-41,1.0254574729781033e-15,2.355950545762653e-09,1.1571854553044003e-18,1.5458238499608627e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,687,0688,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.320805205798104e-14,0.9999961853027344,5.998154162851376e-20,2.5394682296686632e-20,8.625254915677061e-13,6.45160902479347e-09,9.445515328343327e-16,1.4561560117569166e-17,3.707651251446363e-14,6.955915704542903e-11,3.0188107916416547e-21,3.1786262297828216e-06,7.435532504650365e-32,1.138425559647073e-30,7.561324670784113e-19,5.7955036498711046e-18,1.0450883946934486e-41,1.0254574729781033e-15,2.355950545762653e-09,1.1571854553044003e-18,1.5458238499608627e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,691,0692,1,girder,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3894950228829987e-23,5.374610623221088e-08,4.479575281530754e-20,1.7434955493129374e-41,2.1932002524840577e-40,7.18260520504721e-12,0.9933237433433533,1.3223555441222996e-16,5.332397451859329e-16,1.1490310924955338e-09,3.495110221928173e-39,0.006435822695493698,3.988843918895639e-33,3.684231213971255e-15,6.789536232184506e-22,0.0002402011159574613,2.7048678177792225e-36,1.120868606263592e-10,1.0849945897719153e-27,6.307449899970461e-16,9.49657087451379e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,692,0693,1,girder,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87888224888907e-19,0.999992311000824,2.4623894488975395e-27,2.562217744830203e-13,6.029570765496324e-24,1.299897516016113e-11,6.9131690004471355e-18,5.3207275391153885e-11,4.4740207272297994e-07,2.5406163839392093e-09,3.582640623376416e-15,5.887613951927051e-06,0.0,8.684847939974834e-21,2.3901193524356046e-12,2.3527640305562227e-15,0.0,1.8042668054052413e-12,9.83077873528129e-16,1.0045978805772737e-11,6.220229743763893e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,693,0694,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8069403512718874e-15,0.015911992639303207,2.1254181272938435e-20,9.965956593305236e-08,3.1494768491750925e-29,5.231419816656771e-14,3.3481035413883383e-28,0.9827703833580017,0.0004962679231539369,0.0008209117804653943,3.50542823934763e-11,5.092352863174388e-13,2.872661851865875e-43,1.4608331739607763e-27,9.80963993620415e-18,2.6327059926758518e-18,0.0,4.28374960314011e-18,3.2744557065811364e-11,1.9190265447832644e-06,1.9813816863353695e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,694,0695,1,girder,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1085030845210873e-18,3.8951009628362954e-05,5.800342472810482e-27,0.9974968433380127,2.833295822795322e-27,1.230676110031521e-18,1.0946631954527005e-37,1.0571504844847368e-06,6.502531846308557e-09,3.390254477153576e-08,3.890028588767426e-17,4.028569144942651e-12,1.3104302004188414e-37,6.335961044084693e-29,3.765014863733266e-16,4.398065550204632e-19,0.0,1.2289969726038916e-25,4.205710859596628e-15,0.0024615461006760597,3.092781671015391e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,695,0696,1,girder,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418429770996999e-18,3.0136888540255313e-07,2.4165651116181913e-30,0.9999809265136719,2.0139195205704666e-26,1.0108602034734902e-18,7.944236941986722e-34,1.5362822125553066e-11,1.2209137034702167e-09,1.9050776511875256e-09,2.9843836395603614e-19,1.4412228355187295e-11,3.039424397327945e-29,1.3757603531967019e-25,1.4193320455567482e-13,3.22155002135821e-19,0.0,9.622689259551346e-19,8.992452983769864e-20,1.778063233359717e-05,5.944294072681231e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,696,0697,1,girder,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0188934713898755e-18,2.2560928819581605e-12,1.906668551094051e-33,1.0,2.802596928649634e-45,2.8525358244211516e-26,7.43286960925959e-39,2.910550015071761e-19,1.3404227272410807e-13,2.0781872045721322e-13,8.2646696247954755e-19,4.7494986101217676e-18,0.0,7.709793321760772e-31,1.5238778455610767e-20,1.8469941161850605e-23,0.0,1.5748565081672615e-27,6.358508288126714e-20,1.5364255456071685e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,697,0702,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9789657475824335e-14,2.135622523269376e-08,1.3813768184878228e-10,2.049316602297004e-30,0.0,1.0099914659208857e-21,8.119632357801796e-21,6.5016830416489566e-18,1.499887277669558e-26,6.3440836514227356e-15,5.605193857299268e-45,1.213532624623091e-21,1.5288166245783754e-42,1.217891046632717e-30,8.098571623631281e-27,1.660390094574207e-24,8.815950903200937e-31,1.0,2.0351457335771733e-15,5.4727573584045786e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,697,0702,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9789657475824335e-14,2.135622523269376e-08,1.3813768184878228e-10,2.049316602297004e-30,0.0,1.0099914659208857e-21,8.119632357801796e-21,6.5016830416489566e-18,1.499887277669558e-26,6.3440836514227356e-15,5.605193857299268e-45,1.213532624623091e-21,1.5288166245783754e-42,1.217891046632717e-30,8.098571623631281e-27,1.660390094574207e-24,8.815950903200937e-31,1.0,2.0351457335771733e-15,5.4727573584045786e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,698,0703,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.986120883178959e-12,1.6113357560243458e-05,5.1645857729321065e-11,5.5082668720906116e-36,0.0,3.1147284751398274e-09,3.8699802478038954e-21,8.064482403980598e-18,5.715348041247004e-25,4.4757378359072675e-10,1.3097936746044065e-41,1.6333691389182612e-18,0.0,1.7898083455541057e-28,2.385073376466103e-27,2.072926088250893e-24,7.442060024780481e-32,0.9999847412109375,9.166854591237565e-17,1.1314201564790934e-16,4.203895392974451e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,699,0704,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0691112315617548e-19,1.8852853145290283e-07,3.1807788749313515e-25,7.433570662770515e-26,0.0,4.736804329173337e-15,6.726232628759122e-44,0.9902554154396057,1.746123275886497e-26,0.009745264425873756,1.084308590799614e-33,1.4753510687434546e-17,0.0,6.991884479729122e-33,8.31514712973925e-25,1.4590353447511524e-18,2.658617883491468e-37,8.095993642216756e-23,1.2845591257359956e-08,2.0788235716162617e-11,4.1499209455161076e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,700,0705,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.351707437796773e-28,1.677656791265747e-09,2.8706521470357533e-29,7.591895165960799e-21,0.0,3.2158404071800626e-19,5.004938220603415e-28,0.9999961853027344,9.767105688721213e-19,4.404861101647839e-06,1.4145765581755352e-19,2.2815581859929553e-17,0.0,1.4721730537580052e-34,1.089677849646664e-19,4.1010286931107236e-26,0.0,1.1251416465185571e-14,1.8415024376430816e-20,7.127829400439853e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,701,0706,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272548601054188e-22,1.189086676345319e-11,1.345947321456571e-19,5.045441864539394e-21,0.0,2.993009461216606e-22,8.939157712669265e-22,1.0,2.264435217114169e-08,9.896725799984907e-11,1.859228220236451e-18,9.29687282515212e-17,0.0,7.813215665734819e-30,2.9845079012629525e-27,5.22705379515965e-28,0.0,4.673970412094608e-12,1.2928454945648546e-26,4.996060785537144e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,701,0706,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272548601054188e-22,1.189086676345319e-11,1.345947321456571e-19,5.045441864539394e-21,0.0,2.993009461216606e-22,8.939157712669265e-22,1.0,2.264435217114169e-08,9.896725799984907e-11,1.859228220236451e-18,9.29687282515212e-17,0.0,7.813215665734819e-30,2.9845079012629525e-27,5.22705379515965e-28,0.0,4.673970412094608e-12,1.2928454945648546e-26,4.996060785537144e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,701,0706,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272548601054188e-22,1.189086676345319e-11,1.345947321456571e-19,5.045441864539394e-21,0.0,2.993009461216606e-22,8.939157712669265e-22,1.0,2.264435217114169e-08,9.896725799984907e-11,1.859228220236451e-18,9.29687282515212e-17,0.0,7.813215665734819e-30,2.9845079012629525e-27,5.22705379515965e-28,0.0,4.673970412094608e-12,1.2928454945648546e-26,4.996060785537144e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,702,0707,1,girder,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3727393787660302e-12,0.004110473673790693,2.104618735414683e-20,1.6374624214999645e-17,0.0,2.094592950961371e-18,1.0554293113253131e-22,0.9955847263336182,3.119671881934849e-11,3.0884784791851416e-06,8.992948844064401e-24,3.1339183692580264e-08,0.0,5.602411262789104e-24,1.332564276370184e-16,1.1190233329876592e-17,7.1165885611776305e-31,1.3760106412519235e-05,1.7341181650568755e-15,0.0002891813637688756,5.314546338918265e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
