beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
213,213,214,12,1.9588791e-27,4.1256797e-11,0.0,2.084084e-22,5.192513e-13,5.8115086e-11,2.9809945e-18,3.5739235e-12,1.6676582e-09,8.227785e-16,4.2375414e-26,1.0954825e-06,1.0,6.514205e-15,4.901311e-18,4.0594912e-16,2.5807134e-09
214,214,215,12,2.6026839e-22,9.937351e-12,0.0,3.1108757e-20,1.6958977e-10,8.563236e-11,4.2199696e-13,5.564584e-09,1.9355943e-10,1.2153065e-14,3.113359e-26,3.6173859e-07,0.99998474,1.3413798e-12,3.6797404e-13,2.6947125e-14,1.3887933e-05
215,215,216,12,8.546958e-17,1.0383766e-08,0.0,5.430725e-25,2.0673765e-07,1.2036421e-08,4.685639e-15,2.0329813e-07,8.6090395e-08,3.0361665e-15,1.5899263e-23,0.00012181162,0.9998779,5.8498703e-13,1.3652909e-14,7.806397e-14,1.0340098e-06
216,216,217,11,8.15961e-17,3.600176e-08,0.0,1.3608317e-26,0.00075489894,2.973447e-07,2.3387176e-13,0.00020046448,4.1813739e-10,3.786873e-12,1.455674e-23,0.9942981,1.7401639e-05,3.7852103e-13,1.032425e-14,6.9617114e-16,0.0047279154
217,217,206,7,9.682689e-23,1.1216699e-15,0.0,8.140527e-23,7.2399167e-09,3.5243319e-12,1.1748724e-15,1.0,1.2598525e-16,8.7140557e-20,2.1263633e-31,4.106821e-11,2.711776e-16,1.2336218e-13,2.9698954e-17,1.1902305e-18,2.0157002e-21
218,218,219,3,4.227079e-26,1.6849465e-12,0.0,0.98581177,1.0880706e-11,1.2266431e-14,1.8816252e-18,4.4328182e-17,2.3246984e-14,1.0641361e-17,0.014187393,1.4154892e-11,2.195306e-19,7.6005966e-19,5.698983e-15,4.9160774e-21,3.2893472e-15
219,219,220,3,8.94961e-27,3.7400698e-13,0.0,1.0,1.2077336e-11,1.0562242e-12,2.6517544e-19,8.852545e-17,2.6673547e-14,1.8323894e-16,1.4190866e-08,1.9217542e-11,1.970271e-19,7.095465e-18,1.5521685e-12,1.1610849e-19,6.337197e-13
220,220,551,3,5.135087e-23,8.18173e-12,0.0,1.0,1.2892585e-06,2.1928324e-08,2.5370277e-13,9.3082264e-10,2.8340646e-11,5.807612e-17,8.474069e-11,1.2729591e-08,1.3482176e-13,1.1004363e-08,6.6020345e-09,1.6372659e-13,1.5498264e-11
221,221,222,2,6.122573e-35,3.304622e-26,1.0,9.756222e-36,3.969469e-21,2.5330124e-22,3.259135e-29,6.998197e-29,1.8790768e-20,3.1730343e-33,5.4979773e-22,4.4328215e-23,1.023673e-27,1.7120122e-24,6.321874e-25,4.546266e-28,1.4823711e-29
222,222,223,2,2.1012625e-30,1.4917223e-18,1.0,1.7624516e-26,6.165594e-16,1.0941243e-15,4.9847543e-23,7.262654e-24,7.315379e-15,1.1930128e-25,3.2629899e-15,1.0972628e-16,5.2006117e-24,5.2701215e-20,1.3383303e-17,4.7057404e-21,4.458055e-23
223,223,224,2,7.457528e-30,6.3748936e-15,1.0,7.546725e-24,2.410036e-13,2.0703582e-16,6.6135497e-18,4.1375852e-23,1.8215506e-14,7.9883483e-22,8.1027324e-11,1.7679689e-16,2.0927188e-23,1.8845712e-17,1.1308603e-14,2.0211516e-21,3.9694386e-21
224,224,225,10,1.9382486e-23,2.3827296e-10,0.005728814,7.673619e-15,6.065678e-08,7.139359e-13,1.3669169e-14,7.371031e-17,1.2522011e-08,1.8276276e-17,0.9942715,1.464349e-11,1.9829131e-14,4.8814355e-12,7.5694936e-11,3.91846e-17,4.9698096e-16
225,225,226,10,1.8837115e-29,1.3002062e-09,0.0,8.887297e-09,2.9143328e-08,6.984926e-11,9.6089535e-15,5.7736386e-17,2.7232913e-10,1.860088e-09,1.0,3.9188867e-13,4.572698e-15,3.799429e-14,2.7406495e-13,4.8826547e-16,3.3339913e-15
226,226,227,10,1.4902813e-28,3.2876774e-12,0.0,1.886807e-07,2.893959e-12,3.4829722e-16,2.6449164e-18,5.7924946e-19,6.4261124e-13,2.627513e-15,1.0,7.595623e-16,8.959326e-16,3.5900503e-18,3.731882e-17,1.23943806e-20,9.1190025e-17
227,227,228,10,1.0256116e-27,2.44226e-14,0.0,6.249641e-10,6.1993456e-15,4.434406e-18,2.2556177e-21,5.97588e-22,6.263304e-14,1.8451236e-20,1.0,4.2543919e-16,2.0942174e-18,1.8692534e-20,5.3167494e-19,1.6684864e-23,4.2684e-18
228,228,229,10,3.034195e-32,9.929138e-14,0.0,5.1132987e-09,3.2205212e-13,5.286563e-16,4.8555563e-23,7.9131994e-20,3.760906e-14,1.8978188e-15,1.0,6.379586e-16,1.8994327e-16,1.7036262e-18,9.665743e-17,4.3747357e-21,6.763909e-17
229,229,218,10,5.0001918e-26,1.8631049e-14,0.0,0.012453428,1.3267819e-12,1.0023135e-13,3.5717845e-19,6.850424e-19,6.30124e-14,8.2786565e-17,0.9875469,4.7022873e-13,1.0974961e-18,5.137607e-18,2.0827088e-15,2.9147735e-18,5.8016807e-16
230,230,231,10,1.5632821e-25,1.2488027e-11,0.0,2.977949e-10,9.836172e-10,4.0964947e-11,1.6111592e-18,3.9380215e-14,2.0867209e-11,2.379139e-20,1.0,4.0196717e-09,5.937992e-17,2.01703e-14,3.3938916e-15,4.9081327e-21,2.2672482e-12
231,231,232,10,6.301773e-24,7.7808754e-10,0.0,4.822944e-05,1.2495057e-07,3.9298959e-10,2.2574744e-16,8.062231e-12,9.0295205e-10,2.3813295e-18,0.9999504,3.0977043e-07,2.0803741e-15,9.869464e-12,3.1917482e-14,4.0894204e-19,4.327621e-10
232,232,1396,3,2.4590175e-21,1.4997743e-09,0.0,0.9999923,4.950061e-07,2.0897171e-10,6.022351e-17,2.5660463e-10,4.1607414e-08,3.387229e-16,4.5850506e-06,2.9973871e-06,3.0235844e-12,1.1162858e-10,3.8273425e-15,7.1070935e-16,1.1854658e-07
233,233,234,10,3.0264824e-26,1.3050571e-15,0.0,5.3577687e-10,3.1050715e-13,2.943357e-13,1.6027653e-20,7.0065894e-20,6.1982293e-13,1.0968671e-20,1.0,4.786333e-13,8.520586e-18,4.6194987e-20,1.9625745e-19,3.5321928e-19,3.6806857e-18
234,234,235,10,3.1801845e-25,3.002927e-13,0.0,8.126889e-12,2.0111942e-11,5.634149e-10,7.1388235e-18,7.8668537e-19,3.6277306e-10,5.942065e-19,1.0,1.05411214e-10,4.5733613e-15,9.942142e-17,1.4680647e-16,1.3530445e-14,1.10082814e-13
235,235,230,10,6.208985e-28,9.736329e-14,0.0,1.0355229e-11,1.0899441e-11,1.1889772e-12,1.0793476e-19,2.7514441e-17,1.7323422e-12,1.6932637e-21,1.0,1.0648743e-11,1.3884465e-16,9.394597e-16,1.2128368e-16,8.221461e-20,6.530207e-14
236,236,237,7,2.0447334e-22,7.9571766e-14,0.0,2.5702164e-05,2.953448e-08,2.5180866e-09,5.78058e-17,0.99997336,4.0461315e-17,1.8393287e-17,9.122215e-22,1.3971603e-08,6.8494447e-15,8.3528795e-11,4.831024e-14,4.3189307e-17,3.1750319e-18
237,237,238,7,6.4209364e-26,7.965434e-15,0.0,8.455013e-12,5.2701537e-08,1.0055766e-09,1.2081684e-16,0.9999923,3.094417e-17,5.4512294e-18,1.0089853e-23,6.386655e-06,1.1997506e-15,7.2481924e-13,3.2815767e-15,6.8351246e-20,1.5582753e-17
238,238,573,7,5.571999e-31,4.492347e-10,0.0,1.9415286e-14,0.002768203,4.47676e-11,1.9844598e-11,0.7756728,2.9138015e-14,6.85767e-18,1.6914303e-21,0.22155933,7.7489105e-11,1.2606834e-10,1.0205175e-14,3.3098336e-18,7.3531804e-14
239,239,240,3,5.334803e-29,4.5499473e-19,0.0,1.0,9.88987e-16,3.9525386e-17,4.4131632e-24,1.0029603e-16,6.6963744e-21,4.7677278e-24,7.7476565e-14,1.859293e-17,1.4234438e-18,1.08243175e-19,1.3941637e-22,3.0450044e-23,2.4471985e-21
240,240,241,3,1.5351717e-30,3.2119804e-18,0.0,1.0,1.9518646e-15,4.4620356e-16,7.1920163e-25,3.492429e-18,4.22495e-19,2.8386996e-23,5.326591e-13,3.1117026e-15,7.838501e-15,2.0170109e-18,2.1429051e-20,3.5189002e-22,6.0630535e-19
241,241,245,3,1.0562634e-29,4.4323698e-21,0.0,1.0,3.9763426e-17,3.5412607e-18,1.9303368e-25,3.4347607e-16,5.2712444e-21,6.466192e-25,1.9596459e-15,2.9515422e-17,6.785647e-16,1.8579934e-19,3.7238801e-22,8.8652875e-24,9.495456e-21
242,242,243,3,1.9311092e-26,1.0267124e-18,0.0,1.0,1.6326873e-14,1.22690994e-14,7.37727e-26,1.0999793e-07,6.5343952e-21,7.259199e-22,2.8843746e-13,4.469365e-14,5.4903203e-17,6.0211767e-18,2.3742667e-23,9.792571e-22,4.9663504e-20
243,243,244,3,1.0149829e-26,4.56872e-16,0.0,1.0,4.856602e-12,4.3206514e-14,5.1321293e-23,3.0854977e-07,1.1916156e-19,1.5882487e-21,1.8650356e-14,3.6795615e-11,7.068857e-17,1.7932286e-17,1.1956343e-22,1.0613361e-22,3.443907e-15
244,244,236,3,1.554015e-22,5.256923e-15,0.0,0.99993134,3.6894885e-09,4.2476864e-12,4.343182e-18,6.922663e-05,3.4258458e-18,3.912243e-19,1.2716761e-18,9.9443336e-11,9.528027e-16,6.779033e-13,3.1138265e-16,9.418551e-19,2.5193867e-14
245,245,246,3,3.6442702e-29,1.1996553e-21,0.0,1.0,8.250594e-18,8.852507e-18,1.0363612e-25,4.0933754e-16,7.9597595e-21,9.828971e-25,5.215516e-15,1.1969881e-17,1.5482456e-15,5.8917764e-19,1.0492645e-20,1.2760706e-23,5.1589276e-21
246,246,247,3,5.2420127e-27,2.743162e-19,0.0,1.0,2.4720408e-16,5.797082e-15,1.0818929e-23,2.7246755e-16,6.7957946e-18,5.312058e-22,1.2316709e-12,1.8440193e-12,6.1612506e-14,3.136667e-17,4.5422126e-19,1.9072684e-22,1.5477613e-15
247,247,242,3,2.1691853e-25,1.0068184e-20,0.0,1.0,2.2253938e-16,7.174789e-15,8.373489e-26,4.7067622e-14,1.2022948e-20,1.3023223e-22,1.0491395e-14,2.3287356e-15,9.6847874e-17,8.2517936e-17,2.8797233e-21,2.0678982e-21,9.558446e-19
248,248,249,7,1.622622e-22,2.8780973e-14,0.0,5.895505e-05,1.3363716e-09,8.020031e-10,7.4100137e-19,0.9999427,4.4999975e-17,3.8307545e-18,6.721346e-23,3.0522596e-09,1.2812957e-14,1.0072066e-12,4.0491754e-16,6.182781e-18,1.5140002e-18
249,249,250,7,5.7096604e-25,3.7485646e-15,0.0,5.3149737e-08,5.8691246e-10,1.574943e-09,5.336887e-19,1.0,4.0046566e-17,5.4871745e-19,1.9818377e-23,1.4078614e-07,2.6744242e-15,9.434434e-14,8.6244484e-17,2.5211397e-19,1.7707278e-18
250,250,587,7,3.0732748e-26,1.05827246e-13,0.0,0.011371788,6.702658e-07,7.5473816e-10,4.8398526e-17,0.98826665,5.7613898e-15,3.5023833e-17,1.686833e-17,0.00036196964,3.9291747e-11,5.285484e-12,8.7916027e-16,1.1579809e-17,9.23736e-13
251,251,252,3,2.5685398e-28,1.9985797e-14,0.0,0.9999962,2.0841718e-14,1.763578e-15,1.3515245e-19,3.9942755e-20,3.5588965e-16,8.0429065e-20,3.4052805e-06,3.961477e-16,8.1727786e-19,5.953341e-19,1.1689828e-18,5.3353366e-20,1.0246738e-18
252,252,253,3,2.0105315e-29,2.9995039e-13,0.0,1.0,1.2775809e-15,4.9270223e-14,2.100234e-18,4.6303513e-19,1.0500633e-16,8.1190465e-20,1.7779113e-08,9.725522e-15,2.5106143e-17,8.426114e-16,6.292334e-16,1.0957094e-19,4.8175908e-21
253,253,257,3,5.031194e-31,6.512031e-19,0.0,1.0,1.0746978e-17,6.552202e-18,1.8589265e-22,5.522095e-19,6.128178e-21,1.4757404e-23,7.293266e-12,8.544802e-18,1.2284435e-18,8.930753e-19,1.4517561e-19,2.4879728e-23,8.7791384e-23
254,254,255,3,7.251155e-27,2.821123e-17,0.0,1.0,4.416773e-14,2.1816787e-14,2.6490166e-25,1.3581274e-07,3.7908902e-20,1.3850794e-20,2.9527897e-11,2.6112383e-13,2.5113913e-16,3.9937616e-18,7.2447547e-23,1.4147533e-21,1.1768615e-19
255,255,256,3,7.003942e-28,2.7263389e-16,0.0,1.0,2.1383737e-12,2.0735388e-13,3.2185954e-23,6.5847127e-07,5.436127e-20,2.1841786e-20,3.3094884e-13,8.743631e-11,7.1213647e-17,1.750553e-17,1.4645196e-22,2.3787827e-22,6.841135e-17
256,256,248,3,1.785762e-23,9.876486e-16,0.0,0.99921066,1.10744254e-10,1.3053429e-12,1.1118821e-19,0.0007893066,4.571468e-19,1.00874876e-19,4.71577e-20,4.279583e-11,1.1826289e-15,1.13594055e-14,4.401559e-18,7.984549e-20,2.2334136e-16
257,257,258,3,6.3800266e-30,6.2240894e-21,0.0,1.0,5.057011e-18,1.9190744e-17,4.8366923e-26,1.1993689e-18,1.0552131e-20,3.2332764e-23,2.0394487e-10,1.1254019e-17,4.930514e-16,3.215546e-19,1.079047e-19,4.488172e-23,1.167177e-20
258,258,259,3,2.2662626e-27,1.3855405e-18,0.0,1.0,8.41169e-17,1.781531e-14,1.1451335e-22,3.6168016e-17,2.3641132e-19,5.106471e-22,6.946631e-12,2.810311e-14,1.9924575e-16,3.648481e-16,1.2785108e-17,1.0902208e-22,4.113482e-20
259,259,254,3,1.219567e-26,1.3269057e-20,0.0,1.0,1.9606244e-16,1.7012648e-15,9.020462e-26,9.592299e-13,1.4393256e-21,1.25231085e-23,1.0356087e-13,1.016969e-15,2.0241338e-17,1.465926e-17,6.038577e-22,1.8971096e-22,4.702905e-21
260,260,261,2,3.3604445e-32,7.3670374e-25,1.0,6.9125e-41,2.7262799e-21,2.762933e-22,5.707455e-27,1.2774519e-26,1.6526085e-20,5.3883783e-33,8.7626703e-32,2.108346e-21,2.5809067e-27,6.657021e-22,7.306257e-23,4.7314252e-29,8.65908e-28
261,261,262,2,2.8087812e-27,6.600056e-21,1.0,2.1841012e-37,1.0242562e-17,6.443386e-19,2.5490922e-23,3.7139193e-23,5.018294e-16,1.1418578e-29,5.4044874e-29,6.7621254e-18,3.2170596e-24,5.9260155e-19,1.5098525e-19,9.010114e-25,1.20776774e-23
262,262,1366,2,2.2385016e-27,4.029018e-18,1.0,6.4295624e-34,3.9860338e-16,1.4253192e-17,5.8259703e-22,5.2707995e-22,8.057207e-15,5.2616056e-27,1.8621104e-25,4.762512e-16,2.939893e-22,1.0025882e-18,8.326827e-18,1.5425627e-22,4.1798834e-21
263,263,264,2,3.1495842e-37,1.3226408e-27,1.0,6.7e-44,1.7544861e-22,6.237057e-24,1.028899e-28,3.5459064e-28,2.5216745e-22,2.8382414e-33,5.7934005e-34,6.795775e-24,1.2620822e-27,9.300919e-24,5.824803e-26,1.2421865e-30,2.730712e-30
264,264,265,2,4.6551234e-36,5.462469e-26,1.0,1.06e-43,9.757037e-22,4.1236877e-23,3.4343992e-28,7.065209e-27,3.3631179e-21,4.9693877e-33,2.148579e-34,8.217153e-23,4.018424e-27,1.089111e-22,3.9549512e-25,5.013802e-29,2.1935787e-29
265,265,260,2,5.4025495e-29,2.8711553e-22,1.0,7.6598e-41,9.176572e-19,1.4903395e-19,3.555178e-24,7.1549684e-24,8.517762e-17,1.575527e-30,1.9266369e-32,1.8683207e-19,6.531145e-24,1.7470497e-18,9.570623e-21,1.3080908e-25,2.8121506e-25
266,266,267,10,9.467562e-30,1.278754e-18,0.0,8.650856e-10,2.4438292e-15,4.1665973e-18,8.50055e-19,9.931124e-22,9.138225e-17,4.221823e-20,1.0,9.361113e-16,3.411079e-21,2.7613793e-18,1.001699e-15,3.54659e-24,3.8039604e-18
267,267,268,10,3.1554545e-21,3.7352344e-14,0.0,0.008619543,7.0498676e-11,2.812405e-12,4.818537e-10,1.1444736e-15,9.573217e-13,1.5598223e-16,0.99138176,4.0287227e-12,7.8512344e-19,4.5189705e-10,6.304036e-08,3.3412148e-20,1.6682386e-15
268,268,620,3,5.0156884e-17,5.945782e-12,0.0,0.9999543,7.497918e-08,1.3691166e-10,2.9252189e-05,2.4213578e-12,4.2206202e-10,7.3133586e-18,1.9988317e-06,3.884522e-12,1.3574582e-16,1.0523871e-05,2.11983e-06,1.5180789e-16,8.1271786e-17
269,269,270,2,1.7901132e-38,2.2633833e-29,1.0,4.421e-42,3.6618083e-25,4.268889e-25,5.547415e-32,2.641783e-31,3.0309683e-24,3.049612e-35,3.2677855e-30,6.645336e-26,1.1314083e-29,2.24621e-26,3.2201606e-27,1.0984395e-31,2.866566e-32
270,270,271,2,2.4188898e-37,1.2170389e-26,1.0,2.6057e-41,1.2546006e-24,1.5220331e-24,3.1044936e-30,1.0671535e-30,3.565092e-24,9.094055e-33,1.2595457e-30,6.5981795e-25,1.5969176e-29,1.0880587e-25,2.676605e-25,1.3266907e-31,1.9742849e-30
271,271,272,2,1.7706986e-35,4.7337457e-25,1.0,1.118e-39,1.3294723e-23,5.7382677e-24,1.3542276e-28,1.08118826e-29,1.7861094e-23,1.5086803e-31,1.996782e-28,3.523638e-24,1.5890007e-28,3.1989481e-24,3.7892508e-23,2.587822e-31,8.24262e-29
272,272,273,2,5.8649764e-35,5.433457e-26,1.0,1.779981e-38,1.0117179e-23,2.2340189e-23,8.904068e-30,8.952634e-30,1.04774745e-22,3.5875056e-32,2.5053335e-24,1.4936081e-24,1.339018e-27,1.1981038e-23,7.894404e-23,1.2302086e-30,2.7335795e-29
273,273,274,14,5.4840255e-15,4.1250923e-06,1.8799372e-05,1.1744091e-18,5.9066814e-09,3.7754053e-05,6.1150185e-10,1.2498369e-11,1.3448476e-06,3.2080102e-12,4.0663117e-08,5.263684e-08,4.9101777e-12,9.404725e-05,0.9998436,1.0650312e-14,1.4792778e-11
274,274,275,14,7.526573e-16,2.8307654e-06,0.2717679,3.303865e-19,3.269493e-08,2.8414126e-05,1.4955802e-10,1.808802e-11,5.3332383e-06,2.8405572e-12,1.0699045e-08,5.303632e-08,7.1310104e-11,1.7075023e-05,0.72817695,5.653065e-13,2.1673006e-09
275,275,276,2,6.1221315e-27,3.075928e-17,1.0,5.0524876e-30,2.1867842e-16,8.5358845e-16,2.0816608e-22,1.0464818e-21,9.962539e-15,5.312985e-24,2.1589733e-14,4.491286e-17,3.3910763e-19,1.0287997e-15,3.1737988e-13,7.5332954e-23,2.6789014e-19
276,276,277,14,2.4219428e-17,1.9030397e-06,6.16485e-28,1.4663958e-17,9.899293e-11,7.726703e-06,1.0270283e-13,3.1778772e-12,8.2868826e-07,4.314216e-12,2.4224926e-06,1.1498873e-07,1.2560367e-10,1.3521521e-06,0.99998474,8.0210274e-13,1.640008e-08
277,277,266,10,4.490734e-26,4.261427e-15,0.0,7.407422e-13,1.7612367e-13,2.5138943e-15,7.38077e-16,4.6660063e-20,9.1386046e-14,1.0501069e-17,1.0,2.3550698e-13,9.535171e-20,2.435162e-14,2.212564e-10,5.4119603e-20,3.1287903e-14
278,278,279,10,1.0713779e-25,2.4383376e-13,1.348e-42,1.2425708e-22,3.3249008e-13,2.1295333e-12,1.7708677e-20,6.927414e-21,1.137634e-10,7.5471926e-22,1.0,1.4210705e-14,1.5420093e-15,1.1153211e-15,3.7032711e-13,5.0834065e-20,1.6135218e-17
279,279,280,10,5.9111805e-27,5.9647366e-13,0.0,1.0836181e-18,2.68581e-14,1.8441644e-15,6.731909e-18,5.463129e-21,4.0021805e-14,2.6760679e-22,1.0,1.6471668e-13,2.3514786e-17,1.0355326e-15,2.3602848e-14,1.5769043e-22,1.4944463e-16
280,280,599,10,1.5015996e-25,5.7103515e-12,0.0,2.2174e-11,9.503264e-10,2.5007059e-14,2.2942593e-15,6.5361636e-14,1.4102706e-13,1.2570615e-19,1.0,6.5831482e-09,4.7741535e-16,1.8647072e-15,7.4451477e-19,9.242045e-21,1.0705581e-15
281,281,282,2,6.579985e-39,5.618149e-29,1.0,6.4803e-41,2.315313e-25,9.90693e-25,2.2166586e-31,1.1275687e-30,9.390259e-24,3.8396602e-35,3.027446e-30,1.4630262e-25,4.2097075e-30,3.724597e-26,1.27005666e-26,1.6321066e-31,2.4909148e-32
282,282,283,2,4.533268e-39,1.0019068e-27,1.0,3.08702e-40,8.953853e-25,5.89311e-24,1.5979885e-31,5.4155675e-30,5.898848e-23,9.439342e-34,4.3139274e-31,9.187121e-25,1.4140091e-28,1.1576317e-25,3.5737756e-26,5.8551332e-30,8.15504e-31
283,283,284,2,4.5664738e-38,3.8025484e-28,1.0,8.4631e-41,3.1300458e-24,3.3106315e-24,1.0169263e-30,2.687105e-30,5.587731e-23,1.4889991e-33,1.4370797e-31,2.605203e-25,8.783237e-28,2.7141546e-25,3.920642e-25,2.1762997e-30,1.464223e-30
284,284,285,2,1.2497059e-37,1.1700336e-29,1.0,1.101e-42,2.5472344e-24,4.2460547e-25,1.0946964e-30,3.9588633e-31,1.0684486e-23,1.730612e-34,1.866636e-30,4.7530866e-26,3.6473456e-28,1.2334401e-25,5.853894e-26,1.8252248e-31,3.4678985e-31
285,285,286,2,2.2475774e-37,2.4622942e-28,1.0,3.8e-44,3.4274172e-24,3.2056177e-24,3.0879247e-29,7.2752446e-31,1.7266059e-23,2.2891155e-33,9.3656084e-32,4.066075e-25,8.060996e-28,5.35455e-25,1.4518244e-24,1.26568185e-30,9.656608e-31
286,286,287,2,4.7026514e-37,7.183615e-28,1.0,4.54e-43,1.7304831e-23,9.087435e-25,2.40833e-29,3.0020307e-30,1.086986e-22,1.31053285e-33,1.3822068e-29,1.8517117e-25,5.3842854e-27,1.2158615e-24,3.1940076e-25,1.2879401e-30,1.2615074e-30
287,287,288,2,9.993236e-34,3.68049e-25,1.0,2.355934e-38,1.5016666e-20,3.9433117e-22,1.200297e-27,8.5320555e-28,1.3722527e-19,2.0819608e-31,2.705878e-22,7.6467336e-23,2.0803568e-24,2.5671957e-22,1.5028965e-23,4.3653013e-28,9.933442e-28
288,288,289,2,7.7043914e-29,8.564746e-17,1.0,1.7928696e-28,3.1688534e-15,3.89847e-15,8.305092e-19,1.7280648e-20,1.373789e-13,4.014632e-23,5.066325e-15,1.2212598e-14,3.2489762e-17,9.139908e-15,8.12914e-15,2.5287368e-21,3.615708e-19
289,289,278,10,2.2024913e-22,2.579247e-09,3.0150253e-13,1.0963358e-20,8.5659934e-08,4.5219046e-09,7.643819e-15,4.4912393e-15,6.174731e-07,3.894035e-18,1.0,1.15727844e-10,4.989864e-11,5.771042e-09,2.6110672e-07,2.0242761e-14,5.400984e-14
290,290,291,10,6.151018e-27,5.3085723e-15,0.0,0.0022495803,1.2538578e-11,1.0943999e-15,5.04504e-20,6.3802667e-16,4.2116649e-16,4.1496387e-19,0.9977519,1.2490021e-12,5.1687845e-18,3.2229087e-15,3.0246544e-14,1.2813352e-21,7.6160276e-14
291,291,292,3,1.18657454e-29,3.4427233e-16,0.0,0.9993517,2.4657665e-10,6.151363e-14,1.3476213e-20,5.457334e-15,7.733947e-16,4.904907e-16,0.00064997457,3.4428992e-13,5.956135e-19,1.002227e-14,9.372592e-14,6.83616e-22,5.171083e-14
292,292,576,3,8.9937114e-30,1.864439e-13,0.0,0.9999695,2.8787912e-05,3.5702752e-10,3.5722907e-18,2.2050135e-07,8.2368765e-12,4.4501937e-13,3.305519e-10,8.5818147e-10,1.05180435e-14,8.7740455e-09,9.526329e-14,4.780636e-18,5.7572214e-13
293,293,294,2,1.427435e-39,7.26865e-29,1.0,2.189722e-39,1.7937628e-24,1.6168864e-24,1.7974424e-30,1.3360005e-30,1.9769523e-23,1.6249659e-34,3.382031e-28,1.2121607e-25,6.363838e-30,2.7140806e-26,7.9305826e-26,5.5146093e-31,3.3550137e-32
294,294,295,2,3.594218e-39,1.1323211e-26,1.0,7.629314e-37,3.5735068e-24,1.47412e-23,3.2104293e-30,3.7988908e-30,2.3552521e-22,8.981252e-33,5.4449935e-26,3.6772503e-24,2.696831e-29,3.006621e-26,1.0755594e-24,2.9595502e-30,9.7131764e-30
295,295,296,2,5.3231417e-34,2.1694877e-21,1.0,9.0773084e-27,6.838123e-20,1.1559672e-19,8.0818183e-26,6.7291604e-26,1.1858578e-17,2.2383308e-27,1.1354981e-15,7.579572e-20,3.1546672e-24,7.676754e-22,4.9623004e-19,1.237767e-25,1.7722773e-23
296,296,297,2,1.4489162e-29,2.7779792e-17,1.0,1.051895e-17,8.664325e-15,2.979835e-14,1.7308942e-21,1.7852333e-20,4.922807e-13,3.0914258e-21,7.861126e-07,8.101526e-15,1.1388545e-17,1.747678e-16,2.2552268e-13,3.4217806e-20,8.414445e-18
297,297,298,10,1.5304159e-25,1.3258289e-11,1.504657e-16,1.7242158e-09,5.9237115e-11,3.6734665e-08,1.1466356e-17,2.1619611e-14,3.2036527e-07,2.646962e-13,1.0,7.4502466e-08,1.5839617e-10,9.359199e-13,1.4164642e-07,3.1867616e-13,2.2428386e-09
298,298,299,10,1.4957603e-28,1.0908113e-15,2.0881129e-35,3.4319048e-09,6.570687e-14,1.5370601e-13,7.856915e-22,5.0366035e-18,9.620778e-12,2.3685127e-16,1.0,1.0333605e-11,2.700372e-14,1.5850018e-17,2.289846e-13,1.7186009e-17,5.2611036e-12
299,299,300,10,1.4815846e-30,1.6530766e-18,0.0,7.897273e-10,1.5406336e-15,4.2580243e-18,6.1084e-24,5.6114895e-21,1.2536011e-16,1.2706281e-19,1.0,3.8675715e-15,2.7627372e-19,8.2452685e-20,1.1970698e-18,4.3486753e-23,1.9845683e-16
300,300,301,10,4.226359e-31,8.774344e-17,0.0,5.092409e-10,3.4662174e-13,7.516842e-17,4.2095177e-21,6.577865e-20,2.4486313e-14,9.4506285e-17,1.0,1.1468727e-12,6.4111965e-18,2.2955426e-18,2.631993e-18,7.649893e-21,2.7780642e-13
301,301,290,10,1.00957135e-29,4.7091975e-17,0.0,7.915717e-06,3.9977884e-13,1.401991e-17,2.7390602e-21,1.1175979e-18,8.2100696e-16,1.6449997e-18,0.9999923,4.7726193e-14,4.6307246e-18,3.371037e-17,6.292163e-17,2.1439017e-21,1.1949125e-13
302,302,303,10,1.8909997e-27,2.1790045e-18,0.0,9.391669e-10,6.597424e-14,1.915403e-17,1.4802879e-19,4.6196748e-20,4.522457e-16,4.2723515e-21,1.0,1.2637526e-14,2.3746869e-20,1.2886797e-19,1.1197791e-17,6.3788295e-24,2.1783894e-18
303,303,304,10,5.320994e-25,4.9771305e-17,0.0,0.00019425643,1.1563748e-12,6.540575e-15,1.1134107e-18,6.656403e-17,4.929212e-14,9.301333e-19,0.9998054,3.8299098e-13,2.5186994e-18,5.483871e-18,3.9342753e-14,1.5592649e-21,6.9398064e-17
304,304,1397,3,1.226524e-25,4.1331137e-19,0.0,1.0,5.930087e-11,4.2094228e-13,7.0365426e-18,2.7393654e-12,8.175855e-14,8.7814625e-20,4.215419e-12,2.139832e-14,6.449463e-18,3.6963816e-14,9.814905e-13,7.51935e-21,3.1340221e-18
305,305,306,2,6.101577e-39,6.0765214e-29,1.0,3.94824e-40,6.694216e-25,6.32144e-25,1.1894194e-31,5.979342e-31,3.092282e-24,5.2457916e-35,2.239927e-28,9.541618e-26,2.4878975e-30,1.571113e-26,2.6166743e-27,4.35377e-31,3.5522625e-32
306,306,307,2,3.8939676e-37,1.2343115e-24,1.0,6.083806e-36,2.2964388e-23,1.357542e-22,2.5846874e-29,5.8467664e-29,1.3155943e-22,1.8841121e-31,4.6254095e-26,4.8086995e-23,1.2024223e-29,4.869723e-25,1.4340456e-24,2.3915211e-29,3.8934488e-29
