beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
948,811,812,1,4.3537457e-27,1.0,0.0,2.5777973e-27,2.395006e-09,4.999268e-14,3.9637245e-11,2.5093475e-19,6.7204894e-11,8.490087e-18,7.884748e-22,6.741162e-10,1.0217262e-12,4.16186e-12,5.2104926e-12,4.3035745e-15,4.643728e-17
949,812,813,1,1.8251748e-25,1.0,0.0,5.8508384e-25,5.431538e-08,8.9361935e-14,4.9499448e-08,4.457641e-18,4.8669534e-11,8.693857e-15,1.1617711e-20,1.0084534e-10,1.176923e-14,2.2216335e-11,1.1658692e-12,2.5396406e-14,5.533463e-18
950,813,303,4,5.4443173e-30,4.3990823e-07,0.0,5.5060044e-26,0.9915936,1.0943252e-14,1.0686698e-06,1.3953594e-09,1.2431981e-12,1.7118161e-09,1.894404e-23,0.008404245,2.5109328e-15,1.8529515e-14,1.4801817e-10,7.764328e-18,4.8708406e-09
951,476,814,12,3.961304e-27,1.726299e-05,0.0,9.114331e-27,5.69466e-07,3.3178918e-07,9.620429e-16,1.1599972e-09,1.0205962e-05,1.0086728e-17,1.3518317e-22,3.3307637e-07,0.99949664,0.00047301318,4.3382425e-13,6.519489e-11,2.0823903e-08
952,814,815,1,8.1245084e-18,1.0,0.0,1.02195716e-25,1.6084014e-11,2.5395477e-11,3.8652218e-10,4.8632616e-18,3.2785e-14,4.4168144e-18,3.0858037e-22,6.3815275e-10,6.394357e-14,5.0027915e-09,7.385113e-07,3.7713193e-19,9.675566e-15
953,815,510,16,3.0049184e-22,9.589648e-09,0.0,1.8923383e-23,7.93831e-09,1.4752001e-08,1.2320415e-13,5.189832e-16,2.0555597e-12,1.01537135e-16,1.3784475e-21,0.124400206,1.8377712e-10,1.2133293e-13,2.1407952e-07,3.6748074e-18,0.8755992
954,510,816,11,1.4119065e-21,2.2718513e-07,0.0,4.75855e-25,1.623934e-08,9.4894403e-07,3.6506496e-18,7.327819e-12,7.537103e-12,3.0175552e-14,2.156134e-25,1.0,1.5394391e-10,1.3580405e-13,4.5988705e-14,3.4279094e-19,1.4478384e-07
955,816,817,14,5.5809e-13,0.0016340358,0.0,1.728988e-20,4.55004e-09,2.0636047e-05,2.4142793e-08,1.3365707e-16,2.3813654e-11,7.2249358e-09,2.7796694e-21,6.555636e-08,9.7164645e-17,1.1154101e-08,0.9983458,1.0236825e-16,1.9889645e-08
956,817,360,16,3.7217573e-18,1.8380044e-08,0.0,2.279031e-21,8.6561954e-08,1.6517388e-05,6.5944923e-14,2.611319e-20,1.0517434e-08,3.5727123e-11,6.3904323e-21,2.2730822e-07,4.438422e-08,3.6621838e-11,0.0008059342,1.3155729e-09,0.9991763
957,360,818,12,3.855614e-28,1.8707476e-09,0.0,3.736822e-26,2.1854419e-08,7.7780655e-15,1.5253384e-19,8.331724e-17,1.3668292e-05,7.854294e-18,2.224217e-21,3.6128196e-08,0.99997705,1.0123789e-14,7.133845e-17,3.9582636e-14,9.766201e-06
958,818,365,12,1.2686786e-23,1.3488499e-06,0.0,1.0995954e-26,1.4575028e-07,1.34769956e-11,1.7437455e-05,7.307513e-15,0.00094573264,2.4954432e-16,3.3262517e-17,0.010779539,0.9882554,3.2620398e-10,1.0283477e-09,7.002038e-15,1.6238357e-07
959,365,819,12,6.447921e-23,4.791446e-10,0.0,1.5413002e-27,2.9229126e-11,1.3372493e-08,1.763182e-14,1.8935618e-20,0.0014225807,1.8712782e-14,4.719477e-20,0.009925311,0.9886513,1.6416724e-16,1.8949755e-15,1.1674183e-11,9.255226e-09
960,819,820,8,8.996382e-16,2.6807585e-14,0.0,1.753148e-22,3.3677314e-11,9.111195e-06,4.006323e-09,4.9040915e-13,0.9999886,2.4083628e-17,3.1249801e-21,2.6509124e-06,9.316189e-09,3.4369627e-16,5.1127825e-16,2.8636064e-08,4.1550142e-16
961,820,370,11,5.484997e-12,1.0364239e-11,0.0,1.2103035e-17,6.5676936e-10,0.020498307,7.1541535e-08,1.2949272e-13,0.012800432,2.5120356e-14,4.4669523e-18,0.9667002,8.844346e-09,1.438832e-13,8.9106684e-13,2.2842201e-12,4.8644825e-12
962,370,821,11,6.422867e-20,7.8304106e-13,0.0,1.8531358e-21,1.1644296e-11,0.00039240805,3.5985052e-13,9.234488e-17,8.851606e-08,1.5835824e-16,4.5509862e-20,0.99960715,1.1805399e-11,4.2062445e-13,2.5331291e-14,4.458031e-11,1.7098965e-10
963,821,141,11,5.610035e-28,9.3075464e-11,0.0,5.224126e-27,0.0028884192,1.9721618e-08,2.3121856e-05,1.786358e-12,1.6263538e-13,2.828031e-16,4.9135837e-21,0.9970898,8.329186e-16,1.5108288e-08,5.3162488e-09,2.736064e-13,1.8964537e-12
964,464,499,6,2.4712009e-24,6.6843695e-09,0.0,1.3400225e-30,4.2983254e-07,9.882682e-13,0.98277414,3.0071974e-09,4.8184147e-15,2.3790802e-16,1.6781031e-26,4.212998e-09,5.4654986e-16,1.4978384e-06,0.017224338,1.1777122e-16,1.0671649e-09
965,499,822,11,5.588803e-28,1.38565106e-11,0.0,4.179406e-28,2.5974814e-11,4.4366982e-07,2.278691e-14,1.7245607e-13,5.2179316e-12,1.9345373e-19,2.220367e-22,1.0,1.4282441e-14,4.5906747e-11,3.786974e-12,5.695397e-15,2.1341648e-08
966,822,510,11,8.789607e-20,4.0281584e-10,0.0,1.5613544e-21,6.9071646e-09,4.1525595e-08,6.412128e-10,1.3797565e-15,1.5118138e-09,1.7241578e-15,7.4330473e-22,0.7071504,3.3705855e-10,8.480148e-11,3.4420296e-07,3.370029e-20,0.29284963
967,464,476,1,5.110642e-22,0.744036,0.0,7.212017e-25,0.2525697,1.6492371e-15,0.0027962218,7.1579314e-05,1.11915367e-13,2.6112669e-14,1.7724523e-24,1.01573626e-07,1.0556381e-08,3.9656857e-06,0.00047416938,1.9893921e-13,5.0048817e-05
968,31,823,9,1.4946148e-27,1.4561422e-13,0.0,4.4777098e-29,2.6928817e-08,4.666188e-11,4.178845e-22,2.9178061e-21,1.171081e-10,1.0,1.576466e-21,8.824915e-13,6.079587e-20,7.2041423e-13,5.5797012e-15,3.2748252e-14,6.542794e-08
969,823,205,9,1.2241991e-28,2.7924808e-14,0.0,2.6074792e-33,1.7490882e-09,7.667618e-12,4.8928918e-23,5.9624455e-22,1.7232488e-13,1.0,3.245321e-25,2.1628076e-13,1.7258308e-21,1.1601305e-12,3.076377e-15,8.73644e-16,7.62876e-11
970,205,79,9,1.0828084e-25,1.053779e-09,0.0,1.0815358e-27,0.10362592,1.4642498e-09,2.6720191e-14,9.7069056e-17,8.8032753e-10,0.89630866,7.348655e-17,2.2752845e-08,1.0607818e-14,1.8831147e-07,4.7258455e-09,1.2939358e-11,6.371498e-05
971,528,229,9,1.00721914e-25,1.3478684e-12,0.0,1.9318367e-28,1.1912996e-08,4.7185313e-09,2.2586779e-18,2.5261747e-19,4.3941907e-12,1.0,1.8223912e-18,9.232106e-14,1.5394637e-16,6.222076e-12,2.0024288e-11,3.717989e-15,5.5852467e-12
972,229,124,9,6.797102e-30,1.3587627e-10,0.0,6.3993254e-32,9.4229676e-05,3.7668466e-12,7.4134067e-19,1.3167071e-17,2.0095674e-12,0.9998931,9.208986e-24,4.692952e-09,3.2722963e-18,1.9753286e-11,1.4142841e-13,2.5061577e-15,1.1612659e-05
973,124,824,9,4.169947e-28,1.1518056e-15,0.0,2.7481278e-33,2.5730313e-09,1.0222755e-09,8.069662e-23,5.740537e-19,1.4874388e-13,1.0,2.4637248e-26,2.5276057e-12,4.051087e-18,1.8332854e-11,2.1378159e-15,2.3354765e-17,1.9913481e-16
974,824,825,9,1.7468094e-26,8.2708775e-13,0.0,2.9065588e-32,1.1219172e-09,1.7427038e-10,2.476986e-17,3.612429e-18,1.3623055e-13,1.0,1.7897096e-24,4.8364e-10,5.9214596e-16,1.6624204e-14,1.147737e-12,2.7276663e-19,1.5568442e-16
975,825,136,11,2.8424694e-24,3.3442078e-07,0.0,2.8966908e-28,0.00070208265,2.3870296e-05,9.747193e-19,3.707229e-13,8.9577135e-10,0.0013160034,6.4236194e-22,0.99795747,9.330872e-10,3.8336648e-10,6.64997e-13,4.8575718e-17,7.3305825e-13
976,217,826,11,1.5846853e-27,8.535547e-11,0.0,6.4865174e-27,4.9122723e-06,2.9559756e-06,7.398013e-18,1.6307453e-14,5.4664394e-15,1.3956287e-12,2.790333e-23,0.9999923,8.893491e-19,3.8238605e-12,2.891498e-16,1.5289096e-19,6.526229e-12
977,826,827,9,1.6761885e-28,5.7530087e-12,0.0,1.8200643e-25,8.326044e-08,1.8685761e-05,2.5109109e-17,8.316691e-20,2.6242e-13,0.9999809,1.6937022e-22,9.612727e-08,9.606996e-18,3.2847193e-08,2.667057e-16,1.8061733e-13,1.2685863e-16
978,827,229,9,1.7745178e-29,6.4696255e-16,0.0,7.418033e-30,6.797492e-11,1.15136255e-10,5.555612e-24,2.0762225e-20,3.2801574e-14,1.0,4.9626426e-26,1.0557585e-13,2.8900143e-20,1.006198e-13,4.294466e-18,7.618631e-17,1.7982723e-15
979,528,828,9,2.5254174e-16,2.8394182e-13,0.0,8.2575e-23,4.724588e-07,0.3501998,2.3360289e-17,4.256961e-14,1.4268286e-06,0.6497996,7.2332195e-21,4.6009905e-08,2.6390042e-15,2.3230668e-07,2.1044267e-12,2.3263809e-09,2.1636616e-13
980,828,829,9,3.9866135e-15,9.357271e-13,0.0,1.1704027e-24,2.3220606e-11,0.0067273136,8.0029916e-14,3.018054e-19,4.1799685e-11,0.9932745,2.992734e-23,1.4450552e-10,4.0375397e-19,1.8174903e-10,6.67448e-10,9.246321e-12,3.2505363e-18
981,829,830,5,1.0872433e-14,5.384538e-10,0.0,1.0331413e-23,1.6691521e-11,0.9999923,4.095617e-12,2.4527832e-17,4.1862395e-11,6.47063e-11,2.3152155e-18,4.474552e-06,4.318744e-12,7.5368565e-09,1.8656692e-06,1.9248882e-10,1.8091935e-13
982,830,313,11,1.2496243e-23,4.3450183e-12,0.0,1.1661854e-26,2.113556e-06,8.74753e-12,1.04854556e-10,5.3653528e-15,9.498207e-14,1.0901587e-14,1.0708366e-21,0.9999962,8.2253363e-16,9.240962e-19,1.0294047e-14,3.6322874e-17,9.64665e-12
983,217,830,11,5.077791e-18,3.124972e-11,0.0,5.2964215e-28,2.3857815e-06,0.00011060358,3.4552268e-13,1.0082819e-14,3.160913e-13,2.773404e-10,1.6531979e-24,0.9998856,1.4843072e-13,4.6002378e-07,6.8738765e-12,7.681683e-20,4.8636e-16
984,91,831,11,9.599137e-22,6.2630326e-13,0.0,2.7464512e-18,4.5918596e-06,2.6422704e-06,4.2857704e-13,2.26682e-16,1.1884943e-08,3.81142e-14,8.3833974e-11,0.998342,8.9486296e-10,7.236158e-10,3.456766e-15,1.5494228e-13,0.0016493163
985,831,832,11,3.2163454e-18,6.802583e-05,0.0,1.7512717e-20,5.706403e-07,2.296027e-08,1.2210754e-11,1.7432061e-13,3.8846404e-12,7.7435557e-20,1.099325e-22,0.99993134,1.8614167e-15,6.281174e-11,3.073181e-11,4.9323332e-18,5.6997616e-09
986,832,289,16,1.6542163e-28,4.2565745e-05,0.0,1.7841813e-24,1.4147108e-05,2.020541e-15,1.1067065e-12,1.7205977e-14,2.797116e-12,1.046461e-15,8.531329e-23,0.0004263467,4.847323e-07,6.460656e-14,2.9284635e-08,5.9535936e-18,0.9995156
987,459,833,1,7.707616e-24,0.9956531,0.0,8.679193e-19,5.806047e-07,5.398729e-10,5.0493962e-18,1.1567598e-14,4.0984955e-11,3.1168225e-15,1.6095472e-21,0.0043465635,1.5099032e-13,2.836687e-15,1.03032464e-13,1.2835406e-15,7.906848e-09
988,833,834,1,6.4952546e-28,1.0,0.0,4.8041055e-27,3.2234992e-11,5.824946e-15,2.8345425e-17,6.6094284e-21,7.47261e-14,9.141941e-20,2.5011129e-24,1.1267347e-11,8.789151e-17,1.1947639e-14,2.140581e-16,1.2577385e-18,1.1645294e-15
989,834,835,1,7.0318914e-28,1.0,0.0,5.074546e-30,5.813598e-09,5.171441e-13,4.6228523e-18,7.4875283e-19,1.1010728e-11,1.051447e-22,2.1615128e-24,4.621613e-13,6.804684e-13,7.733971e-10,3.9546694e-15,1.0816709e-14,4.883654e-11
990,835,836,1,1.9739019e-29,1.0,0.0,1.6904228e-30,2.0736854e-09,2.0943277e-12,4.546497e-18,3.3464222e-18,4.2232134e-10,2.3888661e-23,6.856497e-24,5.734601e-13,1.257714e-11,1.7571098e-09,8.017472e-15,3.380496e-13,4.050391e-11
991,836,837,1,7.7507305e-29,1.0,0.0,6.6085725e-28,1.0158128e-09,5.968578e-11,1.4998099e-15,7.265441e-20,3.267582e-10,1.5727572e-17,3.789098e-20,4.9202975e-14,3.535899e-12,1.5661897e-09,4.733702e-13,4.1489634e-09,6.160501e-13
992,837,421,16,2.9106522e-25,0.0030423994,0.0,4.638856e-26,4.9461373e-06,1.7556435e-08,1.2881763e-07,8.107077e-11,3.6882015e-05,9.932414e-14,2.0148202e-17,0.00052796415,1.008151e-07,1.5150881e-08,1.9425875e-07,0.003698081,0.99269116
993,43,838,11,8.715822e-19,5.66311e-10,0.0,1.1120844e-29,9.0569245e-07,2.4105454e-06,3.6279804e-17,2.6363884e-15,4.255244e-12,0.000100336816,1.9152301e-22,0.999897,4.408623e-15,7.2309073e-12,2.2997392e-12,1.461673e-22,5.9055325e-09
994,838,839,9,1.4167615e-22,3.3501603e-13,0.0,5.1500846e-34,3.9005715e-13,3.3388234e-10,3.767139e-17,5.012771e-21,5.088372e-13,1.0,1.5055147e-28,2.235997e-08,5.5826624e-22,2.3652053e-11,1.4810712e-14,6.7204845e-20,2.1228744e-12
995,839,31,9,1.0687143e-29,9.0328646e-17,0.0,7.027327e-37,1.1754002e-13,7.6127386e-12,1.5046403e-23,1.2091163e-19,3.3956496e-13,1.0,6.4193526e-31,1.0572421e-12,3.116531e-19,5.991189e-13,1.7729665e-16,2.331204e-17,7.4836247e-13
996,244,840,11,9.542562e-19,3.3109254e-07,0.0,8.9690607e-26,2.2980677e-09,1.8135187e-06,2.5621808e-19,1.3759833e-14,6.169391e-13,1.3585675e-15,7.3148535e-21,0.9999962,1.1199559e-14,1.5945636e-12,1.0992293e-13,1.5770915e-21,4.6391416e-10
997,840,841,9,5.1645865e-18,2.1818496e-10,0.0,2.0997345e-28,3.2481805e-11,9.654848e-07,1.8247272e-12,1.7087003e-21,3.7284783e-11,0.9997597,2.5885222e-24,0.00023918891,3.5192027e-18,6.925056e-08,2.7935892e-10,1.7057935e-16,2.1397059e-10
998,841,823,9,1.1519502e-23,1.2152463e-14,0.0,3.1481733e-33,4.3592218e-12,4.2860754e-12,4.908921e-20,2.1338497e-21,1.5903144e-12,1.0,1.1566848e-29,1.5245557e-12,5.104977e-20,1.1106679e-11,8.1554365e-14,1.7154446e-16,1.08001e-09
999,244,842,11,5.8394474e-24,2.4983026e-07,0.0,1.9052202e-27,4.8501825e-10,1.3054957e-07,2.387046e-14,9.284224e-16,1.7820137e-14,9.601379e-13,2.123641e-22,1.0,1.1851909e-13,9.0761704e-11,2.2731372e-12,3.6824236e-20,6.087336e-13
1000,301,459,16,6.906825e-23,1.3675656e-11,0.0,2.487368e-21,3.2198848e-08,6.9009015e-15,5.7946102e-21,1.6537058e-20,1.3604261e-12,5.9186626e-15,1.3296232e-25,1.6044995e-09,5.768113e-17,1.2987001e-15,1.29032095e-14,1.4243145e-16,1.0
1001,459,842,1,2.344338e-19,0.99992746,0.0,2.5010762e-23,4.1827622e-10,2.0760815e-11,3.0549741e-16,1.0103177e-16,2.9674893e-13,3.1993146e-16,9.46481e-24,7.070708e-05,1.4888544e-14,9.5688316e-14,8.246142e-14,2.48904e-20,1.5632132e-14
1002,842,843,1,3.3375332e-20,0.9999886,0.0,4.6715155e-25,4.067671e-11,6.909048e-13,4.0254834e-11,2.4953117e-22,3.0502163e-13,2.9452527e-11,8.0980715e-21,1.187644e-05,8.6690815e-16,1.5319674e-13,1.18514235e-11,1.542007e-18,4.898786e-11
1003,843,844,16,1.9447479e-19,4.9586926e-09,0.0,1.7011681e-22,0.025901416,8.083047e-12,5.0379482e-11,3.4685435e-18,2.824522e-12,7.506892e-11,7.5732715e-20,5.299981e-12,1.562647e-14,3.8608192e-08,1.9037847e-09,1.2068043e-17,0.9741
1004,844,205,9,1.4026398e-30,2.3120417e-15,0.0,4.3505446e-33,7.879305e-11,2.7331408e-11,9.11975e-21,3.2694837e-21,1.205553e-13,1.0,9.99904e-25,3.62194e-12,5.1146334e-17,2.4872797e-12,3.330164e-12,2.4224996e-15,7.6794983e-13
1005,79,845,5,5.8601455e-20,2.2348033e-08,0.0,2.6886727e-23,5.4709255e-07,0.9963142,7.356441e-20,3.891565e-13,3.027483e-06,0.0036296814,6.1484924e-17,5.0680716e-05,3.4299733e-13,7.675896e-09,2.2271828e-11,3.323212e-07,1.09792014e-16
1006,845,846,5,1.484449e-20,6.153412e-12,0.0,6.842587e-27,1.980213e-08,0.99008924,2.7606011e-17,9.840373e-18,3.838569e-09,0.009904397,2.107931e-18,9.984055e-11,2.7666343e-15,5.3558836e-08,1.7861794e-06,5.338775e-06,1.5293166e-13
1007,846,847,5,8.2706985e-18,8.131324e-12,0.0,7.353133e-27,1.3270389e-10,1.0,3.4032304e-20,3.1837417e-17,1.2460488e-09,5.0098353e-10,1.1982035e-17,2.8684278e-08,2.0138956e-12,1.9240384e-08,5.8511824e-07,5.3602136e-09,8.563605e-09
1008,847,301,11,3.28097e-26,1.9858911e-11,0.0,1.1439748e-25,3.4509569e-07,1.9417437e-06,1.5281823e-17,1.657839e-17,4.67591e-14,1.6297135e-13,2.6979546e-20,0.9999962,3.6596067e-15,1.2736207e-14,1.3457465e-12,9.504504e-16,1.38526e-11
1009,301,91,16,4.2849553e-27,2.7320694e-13,0.0,2.8956446e-26,6.3395856e-07,7.0763615e-16,2.2080796e-20,3.3168198e-20,2.5284685e-12,1.4588325e-14,1.5093663e-22,3.7135795e-08,1.2183616e-13,5.2130153e-13,5.971247e-17,2.319921e-16,1.0
1010,103,313,16,9.456757e-25,8.5403805e-08,0.0,1.4909042e-24,0.41015032,3.4466202e-19,1.8614214e-10,2.4687383e-12,9.202325e-14,1.05443466e-16,1.7969786e-20,7.87246e-06,1.08908874e-17,9.1799075e-17,6.041739e-13,2.0552758e-21,0.58984196
1011,421,289,14,7.4989355e-11,6.332519e-10,0.0,2.095847e-34,1.0678113e-11,5.025342e-09,2.615321e-09,5.483411e-18,3.1723268e-14,2.8255698e-18,3.3285048e-28,1.2003698e-13,1.1919198e-12,5.3464964e-07,1.0,7.5523416e-16,9.187043e-12
1012,848,55,9,7.014147e-23,8.501353e-06,0.0,2.511395e-28,0.005114553,1.3279329e-06,1.4716476e-16,1.4301008e-10,3.0757763e-09,0.8757328,2.229638e-20,0.11912719,5.4703486e-12,1.6386432e-10,2.98118e-08,8.4772794e-16,1.4103732e-05
1013,256,833,1,5.294143e-34,1.0,0.0,2.6793707e-27,9.542137e-09,5.708924e-16,8.3663754e-17,3.2619924e-16,1.7428322e-15,3.244562e-20,7.554735e-23,5.076387e-07,7.772679e-12,1.2516236e-15,8.070904e-13,2.8453e-17,1.6826252e-15
1014,848,849,1,1.6014873e-21,1.0,0.0,3.3428622e-26,1.1532109e-10,1.5508842e-12,2.307352e-17,5.2652016e-19,1.9355286e-09,8.5010374e-11,1.1330159e-20,5.6216087e-11,1.7733667e-15,3.48606e-14,7.776986e-18,6.540447e-16,1.5912252e-15
1015,849,850,1,2.3121294e-23,1.0,0.0,1.549454e-26,9.134276e-12,9.975098e-13,9.995575e-16,1.6852372e-18,6.783908e-10,1.0016962e-13,9.764819e-22,4.603968e-11,9.991502e-15,2.1422907e-14,7.5970676e-17,3.9630716e-12,7.012697e-17
1016,850,169,15,6.5005247e-31,2.964411e-06,0.0,5.0736414e-28,3.0250167e-11,2.58631e-10,5.021094e-22,1.5316853e-15,4.807308e-07,7.9537664e-17,1.3988797e-20,1.6329396e-10,7.977253e-10,3.554869e-15,6.7165515e-16,0.9999962,3.1795053e-10
1017,169,851,5,6.459798e-20,1.2463668e-10,0.0,3.930483e-24,3.095508e-14,0.9927366,3.584795e-18,1.4886328e-14,8.062743e-07,1.5024308e-17,2.1353198e-17,2.1651049e-07,3.3602668e-16,3.1272348e-13,1.4827037e-08,0.0072628697,3.2755e-14
1018,851,852,0,0.94259703,0.0005621865,0.0,5.4358396e-19,2.2896587e-09,0.015427787,9.72134e-13,1.097994e-11,0.01099441,1.3364814e-20,2.0980204e-21,3.7139475e-08,3.661361e-10,2.0063707e-07,4.8524876e-06,0.030412985,3.176923e-10
1019,852,181,15,5.8267766e-20,3.5056822e-11,0.0,8.703759e-27,2.8836762e-09,0.01868123,7.645849e-18,2.260887e-16,1.9385786e-11,1.4407e-12,9.167885e-21,3.7171526e-07,5.5027896e-12,6.9413635e-11,1.371539e-07,0.9813169,8.692126e-09
1020,181,853,11,4.810825e-24,3.0633455e-06,0.0,1.3903072e-23,0.018580096,2.179076e-06,3.9549508e-10,2.0491852e-06,6.2285593e-12,4.652262e-15,2.5416803e-18,0.9814105,1.1459121e-13,3.9369243e-07,8.586723e-11,1.1289026e-08,5.3292666e-08
1021,853,193,4,1.7719741e-22,7.688095e-07,0.0,5.331768e-23,0.5471443,6.535211e-08,8.162667e-08,0.00040266957,1.8440133e-11,3.5358128e-15,1.7945544e-19,0.45243385,3.7142782e-13,1.5593052e-08,8.594555e-11,1.10753065e-11,1.9248415e-05
1022,540,854,5,7.8089446e-10,0.36866894,0.0,1.9922941e-12,2.7496624e-08,0.4841277,3.792868e-07,3.850927e-12,0.13857691,7.284174e-12,7.856521e-08,0.0072199153,3.0495925e-10,0.00010430155,0.0007886805,0.00045946855,5.4260996e-05
1023,854,387,8,3.1258514e-13,0.025192387,0.0,1.1123202e-17,1.586544e-10,0.0002104443,6.22247e-15,6.4011135e-15,0.97459066,5.0184965e-19,1.3399211e-14,3.1294743e-08,2.2958432e-08,2.407437e-08,1.516849e-12,4.594751e-06,3.3520575e-10
1024,497,855,1,1.6887757e-19,0.9906749,0.0,6.213093e-25,9.405254e-07,1.7458042e-10,4.1321086e-17,4.0491592e-09,6.0294354e-08,4.7781046e-17,1.0512326e-18,1.5482003e-05,0.009307052,8.606474e-09,1.1646207e-11,5.8545996e-14,1.1170558e-12
1025,855,399,12,1.2435254e-27,4.436228e-05,0.0,1.5449463e-24,1.332548e-10,1.7245543e-13,2.0602145e-20,1.2024201e-10,4.4933795e-08,2.163369e-24,8.2057094e-18,5.164495e-08,0.9999543,4.665643e-08,6.161472e-11,2.132091e-22,1.373484e-11
1026,169,869,15,3.4561275e-26,6.791354e-13,0.0,3.7217672e-28,1.415599e-16,1.2781822e-05,2.789036e-22,8.8111014e-18,6.0533543e-09,3.2619718e-21,2.261044e-22,9.400952e-14,9.240056e-17,1.2143375e-15,9.561096e-14,0.9999886,4.3836635e-18
1027,289,856,12,5.355249e-16,2.1104439e-08,0.0,2.7697868e-26,6.520227e-06,7.6827084e-05,7.090739e-08,6.891069e-13,2.809981e-05,1.1672233e-17,3.8024853e-23,1.3521838e-05,0.9984334,0.00021517613,0.00048643534,6.7929426e-11,0.0007416829
1028,856,857,0,0.99793077,6.5928957e-10,0.0,7.120572e-26,9.849782e-14,3.1038227e-05,5.179276e-14,9.913835e-20,0.0020388104,2.063802e-27,4.923779e-26,2.2890448e-11,1.3104775e-11,4.2508215e-09,4.6504613e-11,2.1951885e-12,1.3198401e-17
1029,857,497,12,1.1847144e-16,8.7763596e-08,0.0,7.4586334e-31,8.211911e-10,2.1010664e-11,5.0775033e-17,4.358392e-15,4.6452334e-10,2.698697e-19,5.278791e-21,6.0287493e-07,0.9999886,1.2463518e-11,1.3674596e-06,8.1780263e-17,9.287744e-06
1030,181,540,15,4.268385e-25,1.5218407e-10,0.0,2.7614628e-26,8.61894e-13,5.2801406e-06,1.7297749e-18,1.0011267e-21,8.249112e-11,1.6447135e-15,2.4296645e-21,1.0249115e-12,3.3330106e-16,8.233637e-13,2.362637e-17,0.9999962,6.1139644e-19
1031,193,858,5,4.36886e-16,9.150325e-18,0.0,1.2844477e-21,2.0203458e-10,0.9999962,8.357648e-14,2.0036704e-15,5.3383336e-11,4.546224e-16,2.542935e-23,2.0666128e-06,1.9606972e-18,2.760868e-07,1.7249921e-09,1.2349755e-09,9.233126e-22
1032,858,859,0,1.0,1.2340447e-14,0.0,1.4946033e-27,2.4645083e-16,3.62638e-11,2.8632793e-15,7.9467096e-22,5.2198438e-08,2.90293e-28,1.4722449e-28,8.902085e-18,2.4899312e-21,1.7465862e-11,3.4913138e-12,2.0968646e-17,2.6247653e-17
1033,859,860,0,1.0,5.4661e-17,0.0,2.235805e-27,3.1950304e-18,2.0342515e-13,2.0747766e-17,7.60656e-22,2.2459337e-09,2.6904897e-30,6.108361e-29,1.8545106e-18,5.5027196e-22,1.3500875e-14,1.2682771e-15,1.853054e-18,5.716611e-18
1034,860,387,0,0.69361573,2.9013367e-05,0.0,2.005703e-24,2.20655e-10,3.1139016e-06,8.882216e-16,4.7111795e-15,0.30635053,5.290253e-24,3.507025e-23,6.492583e-12,3.941016e-12,1.4817473e-09,5.659513e-14,4.2119808e-11,3.7346398e-12
1035,387,861,8,2.3217046e-05,1.826877e-07,0.0,1.9404352e-19,3.5223964e-12,7.2210096e-05,2.2512847e-14,1.31273505e-17,0.9999047,3.1519832e-25,1.742275e-21,9.713964e-13,5.7281296e-13,3.9313955e-10,3.462405e-13,3.748133e-09,6.4684205e-15
1036,861,862,8,0.21309672,2.5257844e-08,0.0,2.3109847e-14,1.7227865e-12,0.005361437,7.4088646e-09,2.6681472e-15,0.7815209,1.6347932e-22,3.7912558e-18,4.718185e-11,4.0795698e-13,3.4081211e-09,2.1642543e-07,2.0693356e-05,1.6007113e-14
1037,862,399,12,1.7653029e-28,1.0359343e-10,0.0,2.398967e-30,4.6991375e-14,1.0847616e-14,7.589177e-20,4.6821653e-18,1.6895068e-08,1.8747197e-24,1.4830091e-23,1.1195439e-10,1.0,1.4721854e-10,1.5235694e-13,5.765524e-22,2.9814129e-12
1038,540,497,14,1.714745e-08,0.012498855,0.0,1.2918131e-29,5.5580106e-08,7.7609957e-07,9.705307e-11,3.731279e-12,4.779614e-11,2.9589455e-19,8.318248e-27,2.109637e-10,6.644481e-09,0.00028737343,0.98721176,8.67019e-12,1.5860357e-10
1039,399,863,12,1.1959618e-31,3.3291737e-08,0.0,3.3562825e-31,5.5452474e-13,7.386008e-16,1.701539e-21,1.3943155e-18,3.470571e-09,3.3540804e-24,1.2528707e-22,2.0228919e-09,1.0,5.2611816e-13,7.0053513e-15,1.0876506e-20,8.3860835e-11
1040,863,864,1,6.305826e-20,0.99495447,0.0,5.184132e-24,4.3336883e-08,6.515686e-11,1.6891517e-09,9.459295e-15,4.730156e-09,1.8828817e-18,2.629487e-16,0.0049732756,7.125675e-05,2.4009725e-07,4.147986e-07,1.1242647e-17,1.6329452e-11
1041,864,483,1,9.072249e-28,0.99937844,0.0,1.2576078e-27,3.9920822e-05,1.6842269e-12,1.1720641e-10,1.0218247e-10,6.168025e-06,3.1355376e-20,2.635439e-18,3.3740642e-07,0.00056430715,1.0910373e-05,3.8999637e-12,3.9754883e-12,2.1944203e-10
1042,193,67,6,3.7167853e-14,1.0844128e-09,0.0,1.3565364e-24,3.0043599e-05,1.8432968e-10,0.99277824,1.2002637e-14,2.6611636e-15,2.2928822e-18,3.4280485e-22,1.1825728e-11,5.085318e-16,2.3485794e-05,0.007168623,7.808377e-18,1.8910752e-16
