source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79
801,218,0218,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016651850193738937,3.437672479431729e-30,2.1982077906898822e-32,6.904164916124575e-23,1.9134409430826574e-22,1.1709739872962004e-32,5.288322561886091e-29,4.535200722032502e-19,0.0,4.833465629978239e-33,1.0729640371648472e-34,4.371682656878996e-21,0.981208324432373,0.0001216718228533864,1.4286001129916646e-19,1.4943923106487294e-27,0.0,4.7768615452081775e-11,1.1449002092837728e-25,3.853869758449555e-25,0.0020188891794532537,6.021949974267804e-13,3.3310676028771528e-15,2.6350483808887193e-32,1.2548913472252109e-26,6.188555887768868e-35,4.47402661793439e-12,3.2840501351480315e-26,3.205730020089566e-15,0.0,0.0,0.0,5.815999581172145e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,218,0218,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016651850193738937,3.437672479431729e-30,2.1982077906898822e-32,6.904164916124575e-23,1.9134409430826574e-22,1.1709739872962004e-32,5.288322561886091e-29,4.535200722032502e-19,0.0,4.833465629978239e-33,1.0729640371648472e-34,4.371682656878996e-21,0.981208324432373,0.0001216718228533864,1.4286001129916646e-19,1.4943923106487294e-27,0.0,4.7768615452081775e-11,1.1449002092837728e-25,3.853869758449555e-25,0.0020188891794532537,6.021949974267804e-13,3.3310676028771528e-15,2.6350483808887193e-32,1.2548913472252109e-26,6.188555887768868e-35,4.47402661793439e-12,3.2840501351480315e-26,3.205730020089566e-15,0.0,0.0,0.0,5.815999581172145e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,218,0218,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016651850193738937,3.437672479431729e-30,2.1982077906898822e-32,6.904164916124575e-23,1.9134409430826574e-22,1.1709739872962004e-32,5.288322561886091e-29,4.535200722032502e-19,0.0,4.833465629978239e-33,1.0729640371648472e-34,4.371682656878996e-21,0.981208324432373,0.0001216718228533864,1.4286001129916646e-19,1.4943923106487294e-27,0.0,4.7768615452081775e-11,1.1449002092837728e-25,3.853869758449555e-25,0.0020188891794532537,6.021949974267804e-13,3.3310676028771528e-15,2.6350483808887193e-32,1.2548913472252109e-26,6.188555887768868e-35,4.47402661793439e-12,3.2840501351480315e-26,3.205730020089566e-15,0.0,0.0,0.0,5.815999581172145e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,219,0219,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.489645890643935e-11,3.284461431577009e-40,2.8972445998915383e-35,2.3421924067289858e-19,0.0,4.282787595451879e-32,4.5297161746331305e-13,1.4587836106097254e-35,0.0,9.489238643782661e-26,0.0,2.0891306165304532e-22,5.067211095166613e-09,1.0,4.181839490762161e-31,1.1974187137978824e-15,0.0,1.6992524823854307e-17,5.31753420286819e-21,1.401298464324817e-45,2.73653978294101e-16,5.198778639867118e-27,1.5103355095286485e-20,3.4783175908583037e-28,8.64935716513459e-17,0.0,3.3780114122583527e-11,1.5259102453599684e-32,8.274935740805603e-31,0.0,3.3070643758065683e-43,0.0,1.324857512469182e-27,2.028068696166858e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,219,0219,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.489645890643935e-11,3.284461431577009e-40,2.8972445998915383e-35,2.3421924067289858e-19,0.0,4.282787595451879e-32,4.5297161746331305e-13,1.4587836106097254e-35,0.0,9.489238643782661e-26,0.0,2.0891306165304532e-22,5.067211095166613e-09,1.0,4.181839490762161e-31,1.1974187137978824e-15,0.0,1.6992524823854307e-17,5.31753420286819e-21,1.401298464324817e-45,2.73653978294101e-16,5.198778639867118e-27,1.5103355095286485e-20,3.4783175908583037e-28,8.64935716513459e-17,0.0,3.3780114122583527e-11,1.5259102453599684e-32,8.274935740805603e-31,0.0,3.3070643758065683e-43,0.0,1.324857512469182e-27,2.028068696166858e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,219,0219,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.489645890643935e-11,3.284461431577009e-40,2.8972445998915383e-35,2.3421924067289858e-19,0.0,4.282787595451879e-32,4.5297161746331305e-13,1.4587836106097254e-35,0.0,9.489238643782661e-26,0.0,2.0891306165304532e-22,5.067211095166613e-09,1.0,4.181839490762161e-31,1.1974187137978824e-15,0.0,1.6992524823854307e-17,5.31753420286819e-21,1.401298464324817e-45,2.73653978294101e-16,5.198778639867118e-27,1.5103355095286485e-20,3.4783175908583037e-28,8.64935716513459e-17,0.0,3.3780114122583527e-11,1.5259102453599684e-32,8.274935740805603e-31,0.0,3.3070643758065683e-43,0.0,1.324857512469182e-27,2.028068696166858e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,220,0220,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14372000653762e-11,9.907053465395282e-38,2.1911585606215364e-39,1.2521979438594177e-13,0.0,1.0261776040870527e-30,2.0002657006145704e-21,3.245364912952266e-36,0.0,2.633971579013058e-18,0.0,2.8783292649059454e-28,0.00019723238074220717,0.9998016953468323,2.85041251465392e-35,4.76548521962785e-19,4.390232843270677e-36,1.320238623498654e-16,2.0990145385701986e-12,1.690913225737613e-37,2.941108294407524e-12,2.140352001972396e-24,5.351419446635097e-20,6.50168726027008e-17,4.0950380786830314e-20,9.919272115380931e-37,2.1065420519050804e-09,2.3202502010178914e-22,3.5530458490013656e-26,0.0,2.4142909808927597e-36,3.0831289011333253e-32,8.357781856682361e-20,6.345145513101237e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,220,0220,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14372000653762e-11,9.907053465395282e-38,2.1911585606215364e-39,1.2521979438594177e-13,0.0,1.0261776040870527e-30,2.0002657006145704e-21,3.245364912952266e-36,0.0,2.633971579013058e-18,0.0,2.8783292649059454e-28,0.00019723238074220717,0.9998016953468323,2.85041251465392e-35,4.76548521962785e-19,4.390232843270677e-36,1.320238623498654e-16,2.0990145385701986e-12,1.690913225737613e-37,2.941108294407524e-12,2.140352001972396e-24,5.351419446635097e-20,6.50168726027008e-17,4.0950380786830314e-20,9.919272115380931e-37,2.1065420519050804e-09,2.3202502010178914e-22,3.5530458490013656e-26,0.0,2.4142909808927597e-36,3.0831289011333253e-32,8.357781856682361e-20,6.345145513101237e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,220,0220,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14372000653762e-11,9.907053465395282e-38,2.1911585606215364e-39,1.2521979438594177e-13,0.0,1.0261776040870527e-30,2.0002657006145704e-21,3.245364912952266e-36,0.0,2.633971579013058e-18,0.0,2.8783292649059454e-28,0.00019723238074220717,0.9998016953468323,2.85041251465392e-35,4.76548521962785e-19,4.390232843270677e-36,1.320238623498654e-16,2.0990145385701986e-12,1.690913225737613e-37,2.941108294407524e-12,2.140352001972396e-24,5.351419446635097e-20,6.50168726027008e-17,4.0950380786830314e-20,9.919272115380931e-37,2.1065420519050804e-09,2.3202502010178914e-22,3.5530458490013656e-26,0.0,2.4142909808927597e-36,3.0831289011333253e-32,8.357781856682361e-20,6.345145513101237e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,221,0221,1,girder,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778822471874972e-20,9.020279709742225e-28,0.0,3.389947708955697e-21,2.802596928649634e-45,7.363823430026914e-42,2.871006879257385e-26,7.082967383996098e-34,0.0,4.4763457805914453e-13,0.0,2.865057511224394e-17,2.2312090851528367e-15,2.8350725448915916e-17,1.502541423543093e-30,3.44746545435563e-17,3.35717895210663e-31,2.2550453171454876e-10,1.4727504432706556e-28,0.0,6.210082436979619e-18,3.2730610465595275e-31,3.760575236493184e-18,2.6330398144663313e-42,1.0,2.4258861091137233e-36,3.5850541285631365e-11,2.593415567052267e-16,0.0,0.0,7.00450864620848e-34,3.2215851694827544e-42,4.780909966702856e-18,2.4642896430035428e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,221,0221,1,girder,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778822471874972e-20,9.020279709742225e-28,0.0,3.389947708955697e-21,2.802596928649634e-45,7.363823430026914e-42,2.871006879257385e-26,7.082967383996098e-34,0.0,4.4763457805914453e-13,0.0,2.865057511224394e-17,2.2312090851528367e-15,2.8350725448915916e-17,1.502541423543093e-30,3.44746545435563e-17,3.35717895210663e-31,2.2550453171454876e-10,1.4727504432706556e-28,0.0,6.210082436979619e-18,3.2730610465595275e-31,3.760575236493184e-18,2.6330398144663313e-42,1.0,2.4258861091137233e-36,3.5850541285631365e-11,2.593415567052267e-16,0.0,0.0,7.00450864620848e-34,3.2215851694827544e-42,4.780909966702856e-18,2.4642896430035428e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,221,0221,1,girder,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778822471874972e-20,9.020279709742225e-28,0.0,3.389947708955697e-21,2.802596928649634e-45,7.363823430026914e-42,2.871006879257385e-26,7.082967383996098e-34,0.0,4.4763457805914453e-13,0.0,2.865057511224394e-17,2.2312090851528367e-15,2.8350725448915916e-17,1.502541423543093e-30,3.44746545435563e-17,3.35717895210663e-31,2.2550453171454876e-10,1.4727504432706556e-28,0.0,6.210082436979619e-18,3.2730610465595275e-31,3.760575236493184e-18,2.6330398144663313e-42,1.0,2.4258861091137233e-36,3.5850541285631365e-11,2.593415567052267e-16,0.0,0.0,7.00450864620848e-34,3.2215851694827544e-42,4.780909966702856e-18,2.4642896430035428e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,221,0221,1,girder,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778822471874972e-20,9.020279709742225e-28,0.0,3.389947708955697e-21,2.802596928649634e-45,7.363823430026914e-42,2.871006879257385e-26,7.082967383996098e-34,0.0,4.4763457805914453e-13,0.0,2.865057511224394e-17,2.2312090851528367e-15,2.8350725448915916e-17,1.502541423543093e-30,3.44746545435563e-17,3.35717895210663e-31,2.2550453171454876e-10,1.4727504432706556e-28,0.0,6.210082436979619e-18,3.2730610465595275e-31,3.760575236493184e-18,2.6330398144663313e-42,1.0,2.4258861091137233e-36,3.5850541285631365e-11,2.593415567052267e-16,0.0,0.0,7.00450864620848e-34,3.2215851694827544e-42,4.780909966702856e-18,2.4642896430035428e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,222,0222,1,girder,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.396454748231918e-05,4.896221774373932e-13,3.653999643266141e-37,5.059441531284162e-18,3.0000620788406758e-37,8.12376064329621e-34,8.680285489596979e-19,2.1978133205619864e-25,0.0,0.9996185898780823,0.0,3.562280915939738e-15,0.00019732043438125402,7.205948992616406e-15,6.260482727709965e-26,8.71192156501159e-14,9.81818806992968e-23,5.5651402946664194e-15,1.3220067551452105e-17,1.732644880519325e-36,1.2734648180412478e-07,1.7953751631484595e-20,4.382671613711864e-05,1.7616624141423106e-29,3.2545737514765114e-15,2.6893943336553423e-28,6.652002048213035e-05,7.345477524844934e-12,2.908460476211962e-36,0.0,9.209904116277371e-38,1.6818790969940912e-32,3.4433585919902727e-28,6.766039376630213e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,223,0223,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.037179354183685e-11,1.242785375702428e-35,1.7103175548821167e-36,2.701671896309568e-28,0.0,8.825884437842398e-37,8.410863524481015e-15,2.6276953293857227e-36,0.0,1.4179200480608686e-20,0.0,1.4622938955270968e-27,8.75231335812886e-17,1.0,1.6669497595794954e-27,7.146649083248116e-24,0.0,1.0671115456953626e-17,1.1805871103447553e-15,0.0,4.861589648133675e-19,7.082009278958361e-30,2.4266055642194918e-23,1.094747847332411e-35,1.4845332299461586e-21,0.0,5.680326001233915e-12,2.4955753884164795e-32,1.5293205315061466e-38,0.0,1.2524163501513964e-30,7.146622168056567e-44,1.106529279148584e-27,2.5454735659566193e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,223,0223,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.037179354183685e-11,1.242785375702428e-35,1.7103175548821167e-36,2.701671896309568e-28,0.0,8.825884437842398e-37,8.410863524481015e-15,2.6276953293857227e-36,0.0,1.4179200480608686e-20,0.0,1.4622938955270968e-27,8.75231335812886e-17,1.0,1.6669497595794954e-27,7.146649083248116e-24,0.0,1.0671115456953626e-17,1.1805871103447553e-15,0.0,4.861589648133675e-19,7.082009278958361e-30,2.4266055642194918e-23,1.094747847332411e-35,1.4845332299461586e-21,0.0,5.680326001233915e-12,2.4955753884164795e-32,1.5293205315061466e-38,0.0,1.2524163501513964e-30,7.146622168056567e-44,1.106529279148584e-27,2.5454735659566193e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,223,0223,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.037179354183685e-11,1.242785375702428e-35,1.7103175548821167e-36,2.701671896309568e-28,0.0,8.825884437842398e-37,8.410863524481015e-15,2.6276953293857227e-36,0.0,1.4179200480608686e-20,0.0,1.4622938955270968e-27,8.75231335812886e-17,1.0,1.6669497595794954e-27,7.146649083248116e-24,0.0,1.0671115456953626e-17,1.1805871103447553e-15,0.0,4.861589648133675e-19,7.082009278958361e-30,2.4266055642194918e-23,1.094747847332411e-35,1.4845332299461586e-21,0.0,5.680326001233915e-12,2.4955753884164795e-32,1.5293205315061466e-38,0.0,1.2524163501513964e-30,7.146622168056567e-44,1.106529279148584e-27,2.5454735659566193e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,224,0224,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.241790500600587e-10,1.0888987853022958e-30,2.802596928649634e-45,1.1661898702973368e-26,0.0,7.054405978308398e-28,5.286857159720024e-19,1.7957313463515383e-35,0.0,5.23231479166884e-15,0.0,7.080195726273913e-31,5.240275921525317e-11,1.0,5.307955371368553e-26,1.3002786982224149e-27,0.0,1.4887434330534179e-18,4.884335869244881e-14,1.2200124819951155e-40,7.338517166279111e-16,3.1006454126526685e-31,2.687154093869961e-24,8.027864548840097e-33,1.165329562999487e-22,0.0,9.187658805683094e-15,2.4144320599453474e-26,7.387680659696309e-36,0.0,2.2965118472376377e-28,5.225477039560014e-36,5.233328883215612e-24,1.1398446123648772e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,224,0224,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.241790500600587e-10,1.0888987853022958e-30,2.802596928649634e-45,1.1661898702973368e-26,0.0,7.054405978308398e-28,5.286857159720024e-19,1.7957313463515383e-35,0.0,5.23231479166884e-15,0.0,7.080195726273913e-31,5.240275921525317e-11,1.0,5.307955371368553e-26,1.3002786982224149e-27,0.0,1.4887434330534179e-18,4.884335869244881e-14,1.2200124819951155e-40,7.338517166279111e-16,3.1006454126526685e-31,2.687154093869961e-24,8.027864548840097e-33,1.165329562999487e-22,0.0,9.187658805683094e-15,2.4144320599453474e-26,7.387680659696309e-36,0.0,2.2965118472376377e-28,5.225477039560014e-36,5.233328883215612e-24,1.1398446123648772e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,224,0224,1,girder,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.241790500600587e-10,1.0888987853022958e-30,2.802596928649634e-45,1.1661898702973368e-26,0.0,7.054405978308398e-28,5.286857159720024e-19,1.7957313463515383e-35,0.0,5.23231479166884e-15,0.0,7.080195726273913e-31,5.240275921525317e-11,1.0,5.307955371368553e-26,1.3002786982224149e-27,0.0,1.4887434330534179e-18,4.884335869244881e-14,1.2200124819951155e-40,7.338517166279111e-16,3.1006454126526685e-31,2.687154093869961e-24,8.027864548840097e-33,1.165329562999487e-22,0.0,9.187658805683094e-15,2.4144320599453474e-26,7.387680659696309e-36,0.0,2.2965118472376377e-28,5.225477039560014e-36,5.233328883215612e-24,1.1398446123648772e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,225,0225,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3687940376457846e-08,2.6846555223609645e-38,0.0,3.549559639848619e-21,0.0,1.495251985590593e-29,4.022492961189423e-17,7.04875722578151e-28,0.0,1.0056480608856112e-19,0.0,1.124709724070109e-19,1.0,2.844840682469929e-12,1.3583560767375357e-21,6.650428727349773e-20,1.252340437567089e-41,1.983091403212999e-17,3.9493385217936984e-27,8.170486496209352e-38,1.4282628031658806e-11,2.5061498550373604e-21,3.2662741881538495e-17,1.0621083697938774e-32,1.8634945851914524e-19,0.0,2.266062500404925e-13,2.4254470117511542e-32,5.026502809753004e-35,0.0,0.0,0.0,9.682285389298138e-15,1.3068369348446812e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,225,0225,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3687940376457846e-08,2.6846555223609645e-38,0.0,3.549559639848619e-21,0.0,1.495251985590593e-29,4.022492961189423e-17,7.04875722578151e-28,0.0,1.0056480608856112e-19,0.0,1.124709724070109e-19,1.0,2.844840682469929e-12,1.3583560767375357e-21,6.650428727349773e-20,1.252340437567089e-41,1.983091403212999e-17,3.9493385217936984e-27,8.170486496209352e-38,1.4282628031658806e-11,2.5061498550373604e-21,3.2662741881538495e-17,1.0621083697938774e-32,1.8634945851914524e-19,0.0,2.266062500404925e-13,2.4254470117511542e-32,5.026502809753004e-35,0.0,0.0,0.0,9.682285389298138e-15,1.3068369348446812e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,226,0226,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7591540485734076e-18,1.0858703839006937e-39,0.0,1.4209836581599404e-14,3.639242692452601e-36,1.1989597007087693e-29,2.865106053155419e-21,1.9365065882572147e-36,7.006492321624085e-45,4.214258878931093e-13,0.0,3.8915807285633966e-20,1.0,1.7234730255526979e-16,2.0518311290788127e-34,7.223978214778801e-22,2.82282456171736e-24,1.9188962484956162e-12,2.2351203927552087e-29,3.793627470975979e-26,1.2447803898751886e-09,1.7231733361494947e-28,4.33411439725081e-17,6.290881103171675e-20,2.3926721064507217e-13,6.38820956745332e-30,1.188166787180478e-10,4.242774151672136e-22,0.0,0.0,4.708362840131385e-43,0.0,3.720526575761102e-16,2.112541413160579e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,226,0226,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7591540485734076e-18,1.0858703839006937e-39,0.0,1.4209836581599404e-14,3.639242692452601e-36,1.1989597007087693e-29,2.865106053155419e-21,1.9365065882572147e-36,7.006492321624085e-45,4.214258878931093e-13,0.0,3.8915807285633966e-20,1.0,1.7234730255526979e-16,2.0518311290788127e-34,7.223978214778801e-22,2.82282456171736e-24,1.9188962484956162e-12,2.2351203927552087e-29,3.793627470975979e-26,1.2447803898751886e-09,1.7231733361494947e-28,4.33411439725081e-17,6.290881103171675e-20,2.3926721064507217e-13,6.38820956745332e-30,1.188166787180478e-10,4.242774151672136e-22,0.0,0.0,4.708362840131385e-43,0.0,3.720526575761102e-16,2.112541413160579e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,226,0226,1,girder,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7591540485734076e-18,1.0858703839006937e-39,0.0,1.4209836581599404e-14,3.639242692452601e-36,1.1989597007087693e-29,2.865106053155419e-21,1.9365065882572147e-36,7.006492321624085e-45,4.214258878931093e-13,0.0,3.8915807285633966e-20,1.0,1.7234730255526979e-16,2.0518311290788127e-34,7.223978214778801e-22,2.82282456171736e-24,1.9188962484956162e-12,2.2351203927552087e-29,3.793627470975979e-26,1.2447803898751886e-09,1.7231733361494947e-28,4.33411439725081e-17,6.290881103171675e-20,2.3926721064507217e-13,6.38820956745332e-30,1.188166787180478e-10,4.242774151672136e-22,0.0,0.0,4.708362840131385e-43,0.0,3.720526575761102e-16,2.112541413160579e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
