source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79
1134,456,0457,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.129611420617546e-13,0.0,7.885552071667401e-39,9.618324192661731e-11,0.0,0.0,1.9713275184739558e-15,3.49904630902206e-31,0.0,6.11950731424207e-22,0.0,2.6135662161696506e-16,1.082732650584387e-20,1.305408874852477e-25,2.459679576250851e-39,1.794047732135768e-19,0.0,4.181314314090729e-23,1.4520492963739177e-27,0.0,3.598202141172642e-21,1.0979869963769252e-24,1.0,3.9796876386824805e-43,3.952806384506297e-34,0.0,6.373635885563445e-13,4.079463208114244e-27,0.0,0.0,0.0,1.0209860611070617e-41,2.0195513467849264e-41,1.4136850893119567e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,457,0458,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1942436936753813e-13,3.3005126306205093e-35,7.0816019193118955e-40,4.021610493509797e-06,0.0,4.203895392974451e-45,1.0144502127218402e-08,3.744534433357955e-30,0.0,1.427929967448526e-19,7.006492321624085e-45,1.2336587643362734e-14,3.3428457484746543e-13,6.40336243957015e-22,9.052388079538318e-43,9.590101399226114e-06,0.0,8.651002261936836e-18,5.935910103969175e-39,0.0,9.061508838889752e-17,6.742175800225423e-22,0.9999847412109375,3.276062506815143e-29,1.5894540022599602e-22,6.480576263860564e-36,8.908855164690976e-08,2.7594252771452066e-37,0.0,0.0,0.0,8.861701025785505e-32,6.58285840182971e-28,1.7298828944414856e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,457,0458,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1942436936753813e-13,3.3005126306205093e-35,7.0816019193118955e-40,4.021610493509797e-06,0.0,4.203895392974451e-45,1.0144502127218402e-08,3.744534433357955e-30,0.0,1.427929967448526e-19,7.006492321624085e-45,1.2336587643362734e-14,3.3428457484746543e-13,6.40336243957015e-22,9.052388079538318e-43,9.590101399226114e-06,0.0,8.651002261936836e-18,5.935910103969175e-39,0.0,9.061508838889752e-17,6.742175800225423e-22,0.9999847412109375,3.276062506815143e-29,1.5894540022599602e-22,6.480576263860564e-36,8.908855164690976e-08,2.7594252771452066e-37,0.0,0.0,0.0,8.861701025785505e-32,6.58285840182971e-28,1.7298828944414856e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,458,0459,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991419911384583,3.0707069403768865e-27,4.56654211636255e-31,1.6640220742752153e-18,0.0,2.4654916903421986e-19,7.975006946600076e-31,5.812798993665072e-32,3.852638066034716e-31,9.987934958266553e-12,4.296381091619889e-42,1.1014841726802393e-19,1.2867225507307012e-07,0.0008474615169689059,3.879789071160764e-39,1.3717532350567495e-15,0.0,8.488760805391848e-10,1.8295857376965189e-19,3.0520280552994516e-42,1.427266638209801e-10,3.251658398030085e-22,4.6166725553575816e-08,3.513797492146533e-25,2.2706937580132577e-19,5.102653586523993e-30,9.537494406686164e-06,6.330203289893336e-24,1.370480945632873e-32,0.0,2.018312486228741e-32,3.357898006756143e-15,2.1078500513717476e-26,4.117556064429814e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,458,0459,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991419911384583,3.0707069403768865e-27,4.56654211636255e-31,1.6640220742752153e-18,0.0,2.4654916903421986e-19,7.975006946600076e-31,5.812798993665072e-32,3.852638066034716e-31,9.987934958266553e-12,4.296381091619889e-42,1.1014841726802393e-19,1.2867225507307012e-07,0.0008474615169689059,3.879789071160764e-39,1.3717532350567495e-15,0.0,8.488760805391848e-10,1.8295857376965189e-19,3.0520280552994516e-42,1.427266638209801e-10,3.251658398030085e-22,4.6166725553575816e-08,3.513797492146533e-25,2.2706937580132577e-19,5.102653586523993e-30,9.537494406686164e-06,6.330203289893336e-24,1.370480945632873e-32,0.0,2.018312486228741e-32,3.357898006756143e-15,2.1078500513717476e-26,4.117556064429814e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,459,0460,1,girder,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014025458949618042,1.490925199467209e-19,1.04768261495851e-31,1.3652701507575835e-14,0.0,7.08916893101925e-42,7.947041835091716e-15,7.229651839619381e-31,0.0,2.0847653008216896e-17,4.900719080329253e-40,3.8151774804265973e-19,5.71644932279014e-06,1.2840392082935637e-09,7.703662495158215e-35,1.6423745918814348e-08,0.0,1.2540746300573544e-16,8.586155760933168e-21,1.401298464324817e-45,9.728495949361954e-14,6.019085744034096e-26,0.0002851610188372433,4.822489084135451e-33,8.924869189607832e-17,2.6791949537155712e-36,0.9995689988136292,5.42441667107853e-30,5.869298854130857e-34,0.0,0.0,2.432687402201866e-29,4.539977690069995e-19,2.4705442159818174e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,459,0460,1,girder,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014025458949618042,1.490925199467209e-19,1.04768261495851e-31,1.3652701507575835e-14,0.0,7.08916893101925e-42,7.947041835091716e-15,7.229651839619381e-31,0.0,2.0847653008216896e-17,4.900719080329253e-40,3.8151774804265973e-19,5.71644932279014e-06,1.2840392082935637e-09,7.703662495158215e-35,1.6423745918814348e-08,0.0,1.2540746300573544e-16,8.586155760933168e-21,1.401298464324817e-45,9.728495949361954e-14,6.019085744034096e-26,0.0002851610188372433,4.822489084135451e-33,8.924869189607832e-17,2.6791949537155712e-36,0.9995689988136292,5.42441667107853e-30,5.869298854130857e-34,0.0,0.0,2.432687402201866e-29,4.539977690069995e-19,2.4705442159818174e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,459,0460,1,girder,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014025458949618042,1.490925199467209e-19,1.04768261495851e-31,1.3652701507575835e-14,0.0,7.08916893101925e-42,7.947041835091716e-15,7.229651839619381e-31,0.0,2.0847653008216896e-17,4.900719080329253e-40,3.8151774804265973e-19,5.71644932279014e-06,1.2840392082935637e-09,7.703662495158215e-35,1.6423745918814348e-08,0.0,1.2540746300573544e-16,8.586155760933168e-21,1.401298464324817e-45,9.728495949361954e-14,6.019085744034096e-26,0.0002851610188372433,4.822489084135451e-33,8.924869189607832e-17,2.6791949537155712e-36,0.9995689988136292,5.42441667107853e-30,5.869298854130857e-34,0.0,0.0,2.432687402201866e-29,4.539977690069995e-19,2.4705442159818174e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,460,0461,1,girder,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.339404084483192e-11,4.246744379369367e-28,6.975900695293816e-33,4.245280691941882e-16,0.0,2.0276214904791316e-30,1.8422584263988377e-23,5.254964843404494e-35,0.0,5.958260567464875e-15,0.0,8.253443378253361e-29,1.5913327094074748e-17,4.840001732731025e-09,1.8548044487613538e-29,1.9133728161562122e-17,2.5285059979611214e-28,1.4322348996995875e-18,4.777500741808219e-18,1.9765827714539488e-38,3.7806370676092825e-20,1.061278340228597e-24,3.210770094241866e-09,8.704014054040986e-22,1.178183999446404e-31,0.0,1.7232048321602633e-07,2.4583147589141995e-28,8.050392146170481e-36,0.0,1.5519711185762027e-22,3.576867377743761e-36,1.8560841603959222e-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,461,0462,1,girder,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4426654817756577e-14,3.0817855039448773e-34,2.802596928649634e-45,1.4079888366325122e-09,0.0,1.6312515423205196e-41,9.892448431564859e-21,2.7353088184702993e-38,0.0,1.0343461875093435e-19,0.0,9.175563635520597e-25,1.6962208034018779e-18,3.944433498425958e-18,4.716947194523839e-39,1.3041328542247321e-13,7.439456610421941e-30,8.050853582337719e-21,1.8855682305427126e-27,1.401298464324817e-45,2.8704229504130595e-21,3.0887047557071852e-27,4.2895621277239115e-07,3.180057494765685e-21,1.556783024913782e-33,1.500790655291879e-42,1.5862741520322743e-07,8.989929239297779e-32,5.605193857299268e-45,0.0,1.994563768147567e-31,7.2223355554330235e-34,6.311946287533354e-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,462,0463,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.585970921928585e-12,0.0,2.6223761168539453e-30,5.1875566953185626e-08,0.0,0.0,3.3113700041546845e-13,2.1292201725173124e-31,0.0,1.125130293712804e-19,0.0,1.7581494956221049e-16,1.5437685006966956e-16,5.417354207132155e-19,1.1238464803253011e-36,2.1825173697101436e-16,0.0,4.6004108694856856e-23,1.5095779346891564e-24,0.0,1.454155405652093e-20,8.311253814268609e-31,1.0,9.259780252258391e-42,2.6463129434186097e-30,0.0,1.2287257877829916e-09,1.0537957028003003e-30,1.401298464324817e-45,0.0,0.0,8.826250457001279e-38,6.495801297686894e-35,2.903127838496146e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,463,0464,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2289137353723896e-15,2.997841989964217e-30,4.2428691466433316e-38,5.146011972101405e-07,0.0,0.0,2.832546499575983e-07,1.4278696311081249e-27,0.0,3.0127900495673435e-16,0.0,1.7711588691046014e-19,6.311414957149509e-18,1.6435177273807948e-20,5.241498747463459e-32,6.3372287825254515e-18,0.0,2.2812390728796675e-22,5.7361060745372985e-37,0.0,1.7983271799861325e-15,1.0619045193721595e-27,1.0,3.086538450048534e-34,1.2304959209079732e-36,2.926754063137787e-31,2.2016973313943033e-11,1.5179380175547283e-26,0.0,0.0,0.0,1.530978267589443e-38,2.4345122677687154e-25,7.54818604412705e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,465,0466,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1639162522669722e-08,3.936872007567924e-33,1.664788168032288e-28,4.705909086972367e-18,0.0,0.0,3.254184977041774e-10,4.031435458772189e-31,0.0,1.2472118606984828e-12,0.0,2.018503191352032e-19,3.287194735163146e-12,8.321908786104859e-17,5.042062980003408e-33,1.8252317257177873e-16,7.286752014489049e-44,7.680696872030068e-25,4.307066170246755e-18,1.2611686178923354e-44,1.6576661918121793e-12,4.752319024591935e-21,1.0,1.0203372599180793e-39,1.3720169886454145e-27,2.059956274601391e-34,1.0609782497006393e-10,4.51192820716548e-24,4.6938632596590115e-32,0.0,0.0,1.2424642843695487e-33,5.075916817174643e-24,2.0489753321342247e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,466,0467,1,girder,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004680432844907045,4.9259765951088946e-26,7.869218308047541e-28,9.797391929419626e-22,0.0,3.516320275484193e-39,2.5719477817019026e-16,3.993928191126536e-26,0.0,2.9017845903922534e-09,0.0,1.8745176297078075e-26,2.474620850989595e-05,1.2326545340002326e-10,3.182683648287976e-33,1.4650683010514198e-13,0.0,1.3754976509063862e-18,1.0783461562240035e-29,4.358038224050181e-43,2.3157824546871097e-09,1.9574543052740648e-25,0.995296061038971,4.203895392974451e-45,5.812772116522766e-26,1.30429399252627e-25,3.379522883761865e-09,8.566307746231427e-26,2.822161476655355e-36,0.0,7.006492321624085e-45,4.027115529936509e-09,4.445392016070758e-28,2.247898076666201e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,468,0469,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3746756028231175e-07,0.999847412109375,4.637407578193555e-25,3.7108088722486824e-28,0.0,7.619096433010404e-17,1.8198615534459388e-34,8.485238840601455e-16,1.1770907100328463e-43,4.736200441004059e-18,1.00795644449949e-34,1.4182589437510365e-15,2.3368615798945863e-14,5.602836528062483e-10,5.620089635675107e-25,6.611293956308709e-21,2.656552374039208e-35,0.00015057400742080063,2.607829950232167e-16,0.0,8.987761923595627e-11,3.844167710374016e-16,1.2115985725813516e-07,4.577217278673076e-38,3.171431284362987e-14,9.445477522153787e-39,2.256195040907863e-13,8.288355557439786e-10,0.0,0.0,4.2319960893377355e-28,6.994598333434961e-35,2.0666958337085863e-32,6.81231288290231e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,468,0469,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3746756028231175e-07,0.999847412109375,4.637407578193555e-25,3.7108088722486824e-28,0.0,7.619096433010404e-17,1.8198615534459388e-34,8.485238840601455e-16,1.1770907100328463e-43,4.736200441004059e-18,1.00795644449949e-34,1.4182589437510365e-15,2.3368615798945863e-14,5.602836528062483e-10,5.620089635675107e-25,6.611293956308709e-21,2.656552374039208e-35,0.00015057400742080063,2.607829950232167e-16,0.0,8.987761923595627e-11,3.844167710374016e-16,1.2115985725813516e-07,4.577217278673076e-38,3.171431284362987e-14,9.445477522153787e-39,2.256195040907863e-13,8.288355557439786e-10,0.0,0.0,4.2319960893377355e-28,6.994598333434961e-35,2.0666958337085863e-32,6.81231288290231e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,468,0469,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3746756028231175e-07,0.999847412109375,4.637407578193555e-25,3.7108088722486824e-28,0.0,7.619096433010404e-17,1.8198615534459388e-34,8.485238840601455e-16,1.1770907100328463e-43,4.736200441004059e-18,1.00795644449949e-34,1.4182589437510365e-15,2.3368615798945863e-14,5.602836528062483e-10,5.620089635675107e-25,6.611293956308709e-21,2.656552374039208e-35,0.00015057400742080063,2.607829950232167e-16,0.0,8.987761923595627e-11,3.844167710374016e-16,1.2115985725813516e-07,4.577217278673076e-38,3.171431284362987e-14,9.445477522153787e-39,2.256195040907863e-13,8.288355557439786e-10,0.0,0.0,4.2319960893377355e-28,6.994598333434961e-35,2.0666958337085863e-32,6.81231288290231e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,468,0469,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3746756028231175e-07,0.999847412109375,4.637407578193555e-25,3.7108088722486824e-28,0.0,7.619096433010404e-17,1.8198615534459388e-34,8.485238840601455e-16,1.1770907100328463e-43,4.736200441004059e-18,1.00795644449949e-34,1.4182589437510365e-15,2.3368615798945863e-14,5.602836528062483e-10,5.620089635675107e-25,6.611293956308709e-21,2.656552374039208e-35,0.00015057400742080063,2.607829950232167e-16,0.0,8.987761923595627e-11,3.844167710374016e-16,1.2115985725813516e-07,4.577217278673076e-38,3.171431284362987e-14,9.445477522153787e-39,2.256195040907863e-13,8.288355557439786e-10,0.0,0.0,4.2319960893377355e-28,6.994598333434961e-35,2.0666958337085863e-32,6.81231288290231e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,468,0469,1,girder,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3746756028231175e-07,0.999847412109375,4.637407578193555e-25,3.7108088722486824e-28,0.0,7.619096433010404e-17,1.8198615534459388e-34,8.485238840601455e-16,1.1770907100328463e-43,4.736200441004059e-18,1.00795644449949e-34,1.4182589437510365e-15,2.3368615798945863e-14,5.602836528062483e-10,5.620089635675107e-25,6.611293956308709e-21,2.656552374039208e-35,0.00015057400742080063,2.607829950232167e-16,0.0,8.987761923595627e-11,3.844167710374016e-16,1.2115985725813516e-07,4.577217278673076e-38,3.171431284362987e-14,9.445477522153787e-39,2.256195040907863e-13,8.288355557439786e-10,0.0,0.0,4.2319960893377355e-28,6.994598333434961e-35,2.0666958337085863e-32,6.81231288290231e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,469,0470,1,girder,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6345372222967853e-07,2.8570218651637475e-19,2.4375503047319816e-18,2.6087412778604834e-19,0.0,3.867789752410751e-39,4.787427320259887e-32,9.743945840045163e-29,1.758411670816443e-38,3.173061653379862e-16,0.0,4.645361087407486e-16,1.8998746513100004e-16,5.3060363968773466e-17,1.9650222272790847e-36,1.218325372907915e-19,2.384489286192271e-36,3.020280248122731e-09,1.9199775076521911e-22,2.718519020790145e-43,9.175349369172636e-11,1.0,1.1766077889774351e-08,2.3756973577999893e-31,4.129337681274774e-31,5.555100809112671e-25,2.30647071537346e-18,4.61493527854212e-13,1.7516230804060213e-43,0.0,8.639824528957852e-25,1.0849148562722177e-29,6.482320609085519e-32,1.4293463162881323e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,470,0471,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999427199363708,0.0,1.0900610643431368e-25,3.368461542682666e-12,0.0,0.0,1.9199701870229907e-22,2.5980779080610076e-32,0.0,2.1412280004532075e-22,0.0,2.1644430248102253e-08,1.3857820704288315e-05,3.880364363162414e-10,9.982377375186607e-19,3.845052560791373e-06,0.0,1.501291202465893e-09,1.0738257842933387e-23,1.7815486752531376e-32,1.9245430249448248e-10,4.096414180088104e-12,1.052672178047942e-05,1.7408326234395273e-22,5.129290288513626e-31,1.271367867226061e-22,2.7110259907203726e-05,2.4080828948459346e-28,2.1498398222220827e-13,0.0,3.0127916982983567e-43,2.8890428291268532e-36,8.572555401341261e-25,1.3561949757216038e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,470,0471,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999427199363708,0.0,1.0900610643431368e-25,3.368461542682666e-12,0.0,0.0,1.9199701870229907e-22,2.5980779080610076e-32,0.0,2.1412280004532075e-22,0.0,2.1644430248102253e-08,1.3857820704288315e-05,3.880364363162414e-10,9.982377375186607e-19,3.845052560791373e-06,0.0,1.501291202465893e-09,1.0738257842933387e-23,1.7815486752531376e-32,1.9245430249448248e-10,4.096414180088104e-12,1.052672178047942e-05,1.7408326234395273e-22,5.129290288513626e-31,1.271367867226061e-22,2.7110259907203726e-05,2.4080828948459346e-28,2.1498398222220827e-13,0.0,3.0127916982983567e-43,2.8890428291268532e-36,8.572555401341261e-25,1.3561949757216038e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,470,0471,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999427199363708,0.0,1.0900610643431368e-25,3.368461542682666e-12,0.0,0.0,1.9199701870229907e-22,2.5980779080610076e-32,0.0,2.1412280004532075e-22,0.0,2.1644430248102253e-08,1.3857820704288315e-05,3.880364363162414e-10,9.982377375186607e-19,3.845052560791373e-06,0.0,1.501291202465893e-09,1.0738257842933387e-23,1.7815486752531376e-32,1.9245430249448248e-10,4.096414180088104e-12,1.052672178047942e-05,1.7408326234395273e-22,5.129290288513626e-31,1.271367867226061e-22,2.7110259907203726e-05,2.4080828948459346e-28,2.1498398222220827e-13,0.0,3.0127916982983567e-43,2.8890428291268532e-36,8.572555401341261e-25,1.3561949757216038e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,470,0471,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999427199363708,0.0,1.0900610643431368e-25,3.368461542682666e-12,0.0,0.0,1.9199701870229907e-22,2.5980779080610076e-32,0.0,2.1412280004532075e-22,0.0,2.1644430248102253e-08,1.3857820704288315e-05,3.880364363162414e-10,9.982377375186607e-19,3.845052560791373e-06,0.0,1.501291202465893e-09,1.0738257842933387e-23,1.7815486752531376e-32,1.9245430249448248e-10,4.096414180088104e-12,1.052672178047942e-05,1.7408326234395273e-22,5.129290288513626e-31,1.271367867226061e-22,2.7110259907203726e-05,2.4080828948459346e-28,2.1498398222220827e-13,0.0,3.0127916982983567e-43,2.8890428291268532e-36,8.572555401341261e-25,1.3561949757216038e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,470,0471,1,girder,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999427199363708,0.0,1.0900610643431368e-25,3.368461542682666e-12,0.0,0.0,1.9199701870229907e-22,2.5980779080610076e-32,0.0,2.1412280004532075e-22,0.0,2.1644430248102253e-08,1.3857820704288315e-05,3.880364363162414e-10,9.982377375186607e-19,3.845052560791373e-06,0.0,1.501291202465893e-09,1.0738257842933387e-23,1.7815486752531376e-32,1.9245430249448248e-10,4.096414180088104e-12,1.052672178047942e-05,1.7408326234395273e-22,5.129290288513626e-31,1.271367867226061e-22,2.7110259907203726e-05,2.4080828948459346e-28,2.1498398222220827e-13,0.0,3.0127916982983567e-43,2.8890428291268532e-36,8.572555401341261e-25,1.3561949757216038e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
