source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
504,1541,1554,0,column,24,0.0,6.2633041380412945e-25,1.3104382329018102e-25,4.3669892017716275e-18,0.0,2.3802175455328478e-40,0.0,8.337383525544732e-32,4.736116396996417e-38,0.0,0.0,0.0,0.0,1.42101253199772e-34,2.2993374798694437e-33,0.0,9.269589341508665e-42,1.7796490496925177e-43,2.8055232155444962e-14,0.0,0.0,0.0,0.0,0.0,1.0,1.5343684802814056e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,1542,1555,0,column,24,0.0,3.1765785353525097e-28,1.9420510565425259e-25,3.5261181995094315e-13,0.0,0.0,0.0,2.8357680174816226e-37,2.5452179061594715e-36,0.0,2.802596928649634e-45,2.3401684354224445e-43,3.867583761536495e-43,4.200170803537616e-34,5.5794372837459394e-33,0.0,3.920833103180838e-42,6.547156506300511e-25,1.6801259624825215e-20,0.0,0.0,0.0,0.0,0.0,1.0,2.2386432270732106e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.553072413258226e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,1543,1556,0,column,3,0.0,4.370800267842154e-28,1.8673086632971461e-19,1.0,0.0,6.244760489401758e-40,0.0,8.2991680125469e-27,2.802596928649634e-45,0.0,0.0,0.0,1.1210387714598537e-44,1.401298464324817e-45,4.0411535997088554e-30,0.0,0.0,3.293788129984919e-25,2.820620135815038e-30,0.0,0.0,0.0,0.0,0.0,5.276288916888916e-08,2.677279778683536e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.452365744885022e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1544,1557,0,column,3,0.0,6.594122203109459e-27,3.8309077273545835e-22,0.9999961853027344,0.0,2.758234902125732e-38,0.0,1.1986211583357325e-29,1.18689979928312e-41,0.0,0.0,0.0,1.2653725132853098e-42,1.1350517561031018e-43,4.566746696460631e-33,0.0,0.0,1.685627211513044e-28,8.789370339059917e-28,0.0,7.146622168056567e-43,0.0,0.0,0.0,3.323746113892412e-06,1.1681148323866954e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.469307357922095e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,1545,1558,0,column,24,0.0,1.3675534123423947e-21,2.8532938897743546e-21,0.048433057963848114,0.0,3.1947362765569947e-34,0.0,1.4291081812479208e-25,1.229556165316246e-38,0.0,0.0,0.0,1.9915141671107154e-39,2.986376229453898e-34,8.15281293680602e-28,0.0,0.0,9.963351751540267e-27,4.1662634863779784e-18,0.0,0.0,0.0,0.0,0.0,0.9515677690505981,1.8389836059362808e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2713298029999492e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1546,1559,0,column,16,0.0,7.649011330066193e-30,5.831199240896968e-28,3.1669345293740866e-43,0.0,0.0,0.0,8.390372646037345e-40,5.181762379295467e-38,1.865589143081248e-38,3.5032461608120427e-44,0.0,0.0,4.028904342474563e-21,1.096674969698635e-27,0.0,1.0,0.0,4.868952298755479e-21,0.0,0.0,0.0,9.024276784748806e-27,0.0,3.9370691232768777e-32,0.0,0.0,0.0,0.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,1547,1560,0,column,16,0.0,6.232485007055184e-33,3.9582541137294536e-26,1.000386973681487e-40,0.0,0.0,0.0,0.0,7.757588298502187e-41,7.333799672375682e-28,0.0,0.0,0.0,4.1696090066524424e-22,1.2657757607965451e-34,0.0,1.0,0.0,2.4885646183269606e-28,0.0,0.0,0.0,7.282438235218706e-23,0.0,5.224366174439613e-34,0.0,0.0,0.0,0.0,0.0,4.041334962023522e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,1548,1561,0,column,16,0.0,1.1480688995848868e-36,4.610335055217728e-24,1.511320437947549e-36,0.0,0.0,0.0,0.0,8.737331225543012e-33,3.204319356498829e-33,7.22229766611621e-37,0.0,0.0,2.043249105877653e-17,8.880384298236304e-39,0.0,1.0,0.0,2.9653195145596325e-26,0.0,2.4669915516376978e-39,0.0,5.0774378407119276e-20,0.0,8.060461624322933e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,1549,1562,0,column,30,0.0,3.5770378318862643e-32,1.407321383789672e-26,1.3428643183624722e-41,0.0,0.0,0.0,6.811711835082936e-41,1.0616237165724814e-41,4.29650482694476e-30,0.0,0.0,0.0,9.555690438568883e-31,2.753041388764231e-31,0.0,1.7245294055052802e-19,0.0,6.749385860401097e-28,0.0,0.0,0.0,9.66416135789939e-39,0.0,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1550,1563,0,column,30,0.0,1.1366836599554627e-33,8.047258133232124e-29,1.1651796730860854e-41,0.0,0.0,0.0,6.113570927171669e-40,1.0981135285834996e-40,9.784068812838438e-35,0.0,0.0,0.0,4.744376602902547e-32,1.1000582939020531e-31,0.0,5.409955076552868e-21,0.0,1.8940162018731456e-28,0.0,0.0,0.0,0.0,0.0,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,1551,1564,0,column,30,0.0,3.3226662498873916e-30,3.719471156248502e-26,1.4429170287152641e-41,0.0,0.0,0.0,1.4607415451814758e-40,6.14955234809983e-38,1.5534997807359853e-29,0.0,0.0,0.0,4.075042067408033e-29,9.413573171554468e-31,0.0,7.217767094081518e-18,0.0,5.355942322575019e-24,0.0,0.0,0.0,4.330383318597038e-38,0.0,4.203895392974451e-45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,1552,1565,0,column,30,0.0,2.7764165152275074e-28,4.17186660034544e-23,6.726232628759122e-44,0.0,0.0,0.0,6.213630422051105e-35,1.3225905940552778e-34,1.33677097204889e-29,0.0,0.0,0.0,9.920138560054271e-23,6.952009579472675e-28,0.0,1.4935488826597898e-12,0.0,1.792673681740741e-18,0.0,0.0,0.0,1.179893306961496e-42,0.0,1.961817850054744e-42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,1553,1566,0,column,16,0.0,1.7626878757819409e-25,1.795925742318993e-17,1.1636216742079901e-33,0.0,1.401298464324817e-45,0.0,6.59416219624846e-30,2.7096769319646563e-31,5.5500485392386e-14,0.0,0.0,0.0,4.578545540341291e-15,4.9918770452030665e-28,0.0,1.0,0.0,1.9002797051123553e-17,0.0,0.0,0.0,6.084777744444151e-22,0.0,9.62181358272001e-33,0.0,0.0,0.0,0.0,0.0,1.3543169190277649e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,1554,1567,0,column,16,0.0,1.4173757241755048e-25,9.03430440863445e-26,5.83392892666978e-38,0.0,1.538625713828649e-42,0.0,4.784622175183205e-37,1.5933470062848495e-35,8.544030664325013e-23,4.203895392974451e-45,0.0,0.0,2.6301236705127805e-20,9.260590022113713e-25,0.0,1.0,0.0,7.754337100641322e-22,0.0,0.0,0.0,6.910334187056637e-22,0.0,2.650678462704235e-37,0.0,0.0,0.0,0.0,0.0,2.4155751367245517e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,1555,1568,0,column,30,0.0,6.087523919454342e-20,3.9982481325750996e-08,6.407251628017996e-28,0.0,8.547920632381384e-44,0.0,8.889668387380269e-32,2.5553493128899913e-33,1.2575190101280252e-16,0.0,0.0,0.0,2.3937373590590962e-23,9.550583677400915e-17,0.0,8.662307419744058e-23,0.0,2.102038802742848e-24,0.0,0.0,0.0,3.1344814533037997e-30,0.0,2.802596928649634e-44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,1556,1569,0,column,30,0.0,2.1674617816778113e-28,1.8859911836665098e-21,1.3852007062990604e-35,0.0,0.0,0.0,4.333711682709502e-40,3.713440930460765e-42,7.096359989401182e-25,0.0,0.0,0.0,7.281637785761898e-29,1.3460597863374494e-27,0.0,3.988020229840791e-19,0.0,9.315604503716486e-27,0.0,0.0,0.0,3.8106891395324017e-31,0.0,1.6114932339735396e-43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,1557,1570,0,column,21,6.152912380985587e-14,7.4498423851301e-32,1.9285884800268748e-29,3.379931895951459e-42,0.0,4.203895392974451e-45,0.0,1.961817850054744e-44,7.909834143725995e-24,0.0,3.7302848310272196e-11,3.1448330975334826e-35,0.0,8.466272388013563e-13,1.0081670896561832e-28,0.0,2.802596928649634e-45,0.0,1.4541099090067284e-29,9.907180142776457e-43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,1558,1571,0,column,21,1.6115165780982587e-17,1.0142409761719668e-31,2.7564279503731306e-29,2.802596928649634e-45,0.0,1.471363387541058e-43,0.0,4.256163825693767e-41,2.0661220051711806e-23,0.0,5.219420070299609e-14,1.4883599047706693e-37,0.0,1.5152840093790587e-09,6.107039497920361e-27,0.0,1.4521701275764446e-36,0.0,5.163410187540594e-31,3.2406851478111946e-38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,1559,1572,0,column,21,2.1580416354504143e-34,4.6521254804267423e-20,2.495370988835066e-13,1.3048120585637318e-39,0.0,2.7612815738577814e-35,0.0,9.585316136165909e-35,5.12403984688726e-27,0.0,1.0017221541147592e-07,1.14906474074635e-43,0.0,0.0034423915203660727,9.890705469266584e-15,0.0,3.872880669731643e-40,0.0,1.5901963080024341e-19,3.015636855239757e-34,3.668599379602371e-42,0.9965574741363525,0.0,0.0,3.936247386288411e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,1560,1573,0,column,5,0.0,8.686688521275521e-13,4.6631104172631804e-33,0.0,0.0,1.0,0.0,3.088816413000344e-31,1.1167656945222149e-35,0.0,0.0,0.0,0.0,3.463139423482972e-31,8.461408171258465e-33,1.1631473989716318e-32,0.0,0.0,7.562690380357152e-24,0.0,2.2440485580865754e-10,0.0,0.0,9.983703578353077e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,1561,1574,0,column,5,0.0,1.275749254500691e-12,1.4660144840308618e-26,3.279038406520072e-43,0.0,1.0,0.0,1.3088441748539948e-33,3.9337234312555673e-31,0.0,4.203895392974451e-45,0.0,0.0,5.321162155238639e-23,9.228269069638866e-29,2.1337291456581125e-40,0.0,0.0,1.7358384081574455e-23,0.0,2.653460264012697e-11,1.1538585827928052e-39,0.0,1.1893227662705809e-18,2.802596928649634e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,1562,1575,0,column,21,9.304790333277682e-16,7.996942373691033e-23,3.112747409113028e-30,5.74532370373175e-44,0.0,5.5841905480307614e-24,0.0,0.0,9.31070940613054e-18,0.0,7.2676984430586344e-09,2.9968597194861236e-37,0.0,8.204907463356132e-15,1.1861904842509281e-28,0.0,0.0,0.0,1.3677962634723887e-32,0.0,1.3423962846753877e-39,1.0,0.0,6.778519980448826e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3809861030072976e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,1563,1576,0,column,21,1.434451672603697e-15,5.92950133813074e-33,7.1689749995679035e-34,1.401298464324817e-45,0.0,1.7516230804060213e-43,0.0,0.0,1.5029886623782403e-22,0.0,2.371365473777254e-12,8.245129741768235e-38,0.0,4.9100716550931126e-17,3.1299135762960523e-32,0.0,0.0,0.0,1.9824637288853014e-32,0.0,0.0,1.0,0.0,2.214051573633211e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,1564,1577,0,column,21,9.868411532316348e-19,2.083974987663737e-35,1.2595196972095224e-33,0.0,0.0,0.0,0.0,0.0,1.2674643941404101e-23,0.0,6.317735844565443e-15,2.744947509827311e-40,0.0,7.631462452295827e-16,4.615504365422816e-33,0.0,0.0,0.0,9.663231391487264e-33,0.0,0.0,1.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,1565,1578,0,column,21,2.048900238386493e-17,3.958734652769221e-35,2.2277876366603866e-32,0.0,0.0,0.0,0.0,0.0,1.6355650363173543e-24,0.0,4.685268557673428e-13,1.1973086442761248e-39,0.0,4.262156235229148e-16,1.956356513632317e-33,0.0,0.0,0.0,7.734825562123609e-33,1.401298464324817e-45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,1566,1579,0,column,21,2.8593937063085698e-15,3.4270721580085564e-27,3.538182527335406e-33,1.401298464324817e-45,0.0,3.8923885830021225e-32,0.0,0.0,7.703602838070531e-20,0.0,1.0176390979887984e-10,1.7126007016804289e-38,0.0,2.9344662364237184e-17,1.4694059455516057e-28,0.0,1.401298464324817e-45,0.0,1.0328887834545414e-31,0.0,0.0,1.0,0.0,1.4932765752686231e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
