source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
1169,476,0477,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5235770426237915e-18,5.329485186500449e-10,4.368883004582517e-28,4.065973632002423e-14,3.351834190931644e-21,0.0,2.9951325699024816e-23,0.9923050403594971,0.0,0.0,6.631040745417938e-30,2.750530359030279e-10,0.0,2.2052696474483824e-11,2.315621607694981e-18,0.0,0.0,5.371513962759125e-16,2.261914284175596e-23,4.098303328905721e-28,0.0,3.425555680770346e-27,5.002324819502009e-35,0.0,5.885453550164232e-44,1.201893289622308e-24,3.697680540426518e-06,3.0183961915934195e-21,0.0,4.430808724068581e-31,3.4382528291479475e-13,0.0,5.687061843673291e-07,0.00768998870626092,2.0748180062923893e-08,0.0,0.0,0.0,0.0,1.3919795094352594e-07,3.7920693090153767e-31,0.0,1.2097680192040222e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,478,0479,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599368986811752e-27,0.006797532085329294,4.203895392974451e-45,7.521537800308195e-19,2.7343568187290247e-25,0.0,8.994562064615578e-24,0.9932025074958801,0.0,0.0,2.4275140795468167e-22,7.038167520578148e-14,0.0,4.180052748381513e-09,1.0732792524967417e-19,0.0,0.0,8.725336847683914e-19,1.522011443573357e-22,1.8313524699027074e-34,0.0,2.1883634780670706e-29,4.425300550337772e-42,0.0,0.0,3.777185289967074e-23,3.8767464715858124e-14,5.943933005162069e-16,0.0,2.5761037315332614e-29,7.372942720193657e-32,0.0,1.556970562676882e-14,2.3948423688580078e-08,3.6618938992205585e-09,0.0,0.0,0.0,0.0,1.4044201565588388e-11,3.072616246228168e-35,0.0,3.1753630593773075e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,480,0481,1,girder,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1526311549252553e-12,1.4491925658089398e-14,3.140763389154142e-31,7.31513646314852e-05,1.9214887026136853e-20,0.0,3.806986683368496e-37,0.00010677580576157197,0.0,0.0,0.0,0.9997940063476562,2.4572977754589257e-24,2.8074409658997157e-13,1.9261750243222464e-16,0.0,0.0,3.4457230274758555e-21,1.2121504696352068e-19,2.4943112664981744e-43,0.0,4.867834201896387e-30,3.702548319824855e-22,3.2229864679470793e-44,8.340937816385435e-34,2.7747939117261973e-30,4.0125979694494163e-07,1.2715998302096407e-31,0.0,7.098694080945041e-16,3.0704708695139532e-28,0.0,1.2247271115484182e-05,1.1982107025687583e-05,4.788157093038592e-10,1.401298464324817e-45,0.0,0.0,2.054474366982983e-38,5.226564192345702e-17,5.989348243619381e-21,0.0,3.702301603109742e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,483,0484,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.900933724373019e-18,3.74094112237726e-20,0.0,1.0,1.0162437662152263e-15,3.1488051733508824e-21,1.860670259611505e-31,2.5012853815661927e-16,6.850914627796873e-28,2.0325957539296332e-35,0.0,3.3873441829257445e-09,9.232819560614967e-27,3.0388351329383017e-35,3.5150825342351866e-26,2.1019476964872256e-44,0.0,1.2194822296402274e-28,5.614631322196803e-38,2.1266627014688693e-24,0.0,2.5558867709477063e-32,3.961872242158324e-30,0.0,2.8485081047385785e-14,2.718514057376737e-27,2.620625316751557e-08,0.0,2.6039828276082107e-31,2.4164734213627526e-07,1.2523186129683006e-26,0.0,7.041409772117824e-16,3.4918077747281805e-15,5.6133798997937134e-11,1.744795864604729e-36,0.0,0.0,3.449645899952654e-34,1.7032428430194171e-18,1.4209504968200554e-15,0.0,1.2219439682326083e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,485,0486,1,girder,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851512750223385e-13,1.7999486074525475e-28,0.0,1.0375716258392842e-10,6.64824234076003e-14,2.7162921893745173e-37,9.49784583942764e-36,1.4133495407887505e-15,0.0,7.141579327907266e-09,0.0,1.6866280187894219e-16,4.303853829547005e-30,3.363116314379561e-44,7.364384402857523e-28,0.0,0.0,5.752760452041794e-22,1.4665152311661255e-37,0.0,9.417958822911377e-38,4.353456681886167e-30,3.778611779489423e-31,0.0,2.5848856711531134e-28,3.037710078936197e-28,5.887666049142481e-11,0.0,4.086914090153598e-32,1.0,2.4626839601583633e-39,0.0,1.173620267455516e-19,4.380920991238552e-18,2.0314667145160974e-25,3.4289766590394914e-22,6.089423955609899e-29,0.0,0.0,3.397133840527251e-20,2.703489184545792e-26,0.0,8.466332665040388e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,486,0487,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041118498663087e-15,1.5951066856256801e-10,0.0,0.999992311000824,2.6319341918053092e-17,1.644682933952999e-29,7.562247494154993e-19,6.2604026425105985e-06,0.0,3.0964037118173873e-30,4.12009185584906e-28,4.2421196708618476e-18,4.79344295665256e-38,1.0900330893632854e-23,1.721647269886647e-30,7.328625180097599e-28,0.0,3.960958119371373e-26,1.683962621039023e-13,2.8290596788691816e-21,0.0,5.588939490680192e-25,1.863454770629733e-31,0.0,0.0,1.490666781256433e-22,1.9957419050697922e-10,0.0,1.653666644827181e-29,4.3197206922584996e-10,2.136175190555464e-32,0.0,1.8684312265909242e-15,6.231372751130948e-09,1.772148094936199e-09,1.7292341336842644e-25,3.3601195146078674e-27,0.0,8.366897085228081e-37,2.44134643057059e-11,4.6984598731919295e-20,0.0,3.099541732392659e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,487,0488,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7746897274537616e-10,8.035761736685174e-20,0.0,1.0,1.0035047506775242e-14,1.2736860571758618e-33,4.830617647242474e-22,9.117199005240456e-16,0.0,2.4089159895086347e-23,0.0,1.1919008216680315e-21,1.6587771300272678e-30,6.64270122730072e-40,9.159311636521388e-38,7.958180698450093e-36,0.0,8.803622130370416e-30,1.6940476709342216e-26,1.6895587191374483e-30,0.0,2.0382370861972963e-16,1.6170704018615524e-40,0.0,3.952952747328299e-36,1.9206425756876957e-16,6.394707680046352e-11,1.401298464324817e-45,2.0519279914604937e-24,6.196653840008157e-14,2.129973665773722e-43,0.0,4.020931143600137e-08,2.2712942637781453e-09,1.4830772930067245e-15,3.791831348709844e-27,8.585950732828457e-23,0.0,0.0,1.4953960379010534e-12,2.937565892834666e-34,0.0,1.6841082232088534e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,487,0488,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7746897274537616e-10,8.035761736685174e-20,0.0,1.0,1.0035047506775242e-14,1.2736860571758618e-33,4.830617647242474e-22,9.117199005240456e-16,0.0,2.4089159895086347e-23,0.0,1.1919008216680315e-21,1.6587771300272678e-30,6.64270122730072e-40,9.159311636521388e-38,7.958180698450093e-36,0.0,8.803622130370416e-30,1.6940476709342216e-26,1.6895587191374483e-30,0.0,2.0382370861972963e-16,1.6170704018615524e-40,0.0,3.952952747328299e-36,1.9206425756876957e-16,6.394707680046352e-11,1.401298464324817e-45,2.0519279914604937e-24,6.196653840008157e-14,2.129973665773722e-43,0.0,4.020931143600137e-08,2.2712942637781453e-09,1.4830772930067245e-15,3.791831348709844e-27,8.585950732828457e-23,0.0,0.0,1.4953960379010534e-12,2.937565892834666e-34,0.0,1.6841082232088534e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,488,0489,1,girder,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.427364735135105e-18,1.558563269440562e-21,8.547920632381384e-44,7.172714958869619e-06,4.710364392936789e-25,4.0637655465419695e-44,8.293686022084585e-21,3.287975447463509e-10,0.0,2.382207389352189e-44,2.2751061477238433e-40,9.758024693161453e-18,0.0,5.76383550774965e-28,7.04853127555383e-43,5.4128561850767294e-17,0.0,9.79275822357123e-22,3.853257485628798e-15,9.095233436503876e-26,0.0,2.8624472700495747e-24,3.4567707273333314e-35,0.0,1.858119073201656e-36,2.65735089179656e-29,1.189100901077822e-10,0.0,0.0,1.1911742853903919e-27,4.129362649059258e-19,0.0,0.999992311000824,1.630663888363415e-07,4.739531563505259e-16,3.355829562365072e-41,0.0,0.0,0.0,6.353571638041845e-17,1.0824780156321834e-25,0.0,5.137514987387459e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,488,0489,1,girder,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.427364735135105e-18,1.558563269440562e-21,8.547920632381384e-44,7.172714958869619e-06,4.710364392936789e-25,4.0637655465419695e-44,8.293686022084585e-21,3.287975447463509e-10,0.0,2.382207389352189e-44,2.2751061477238433e-40,9.758024693161453e-18,0.0,5.76383550774965e-28,7.04853127555383e-43,5.4128561850767294e-17,0.0,9.79275822357123e-22,3.853257485628798e-15,9.095233436503876e-26,0.0,2.8624472700495747e-24,3.4567707273333314e-35,0.0,1.858119073201656e-36,2.65735089179656e-29,1.189100901077822e-10,0.0,0.0,1.1911742853903919e-27,4.129362649059258e-19,0.0,0.999992311000824,1.630663888363415e-07,4.739531563505259e-16,3.355829562365072e-41,0.0,0.0,0.0,6.353571638041845e-17,1.0824780156321834e-25,0.0,5.137514987387459e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,488,0489,1,girder,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.427364735135105e-18,1.558563269440562e-21,8.547920632381384e-44,7.172714958869619e-06,4.710364392936789e-25,4.0637655465419695e-44,8.293686022084585e-21,3.287975447463509e-10,0.0,2.382207389352189e-44,2.2751061477238433e-40,9.758024693161453e-18,0.0,5.76383550774965e-28,7.04853127555383e-43,5.4128561850767294e-17,0.0,9.79275822357123e-22,3.853257485628798e-15,9.095233436503876e-26,0.0,2.8624472700495747e-24,3.4567707273333314e-35,0.0,1.858119073201656e-36,2.65735089179656e-29,1.189100901077822e-10,0.0,0.0,1.1911742853903919e-27,4.129362649059258e-19,0.0,0.999992311000824,1.630663888363415e-07,4.739531563505259e-16,3.355829562365072e-41,0.0,0.0,0.0,6.353571638041845e-17,1.0824780156321834e-25,0.0,5.137514987387459e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,489,0490,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.490259328698657e-17,1.3380526070250198e-05,0.0,2.1442283305904766e-14,1.0186719937808645e-18,0.0,4.787786730478837e-27,0.9999847412109375,0.0,3.979701651667124e-40,1.1794395504693966e-07,1.526869864339214e-26,0.0,2.8563353052553285e-19,4.800661572157066e-27,0.0,0.0,9.639582705624356e-28,1.2505923159856336e-23,1.8250339581782972e-34,0.0,1.422739830419588e-23,1.66339375037764e-33,0.0,0.0,1.2983089661611714e-30,2.2039375465149162e-14,2.2817375628933123e-35,1.1002435022492734e-40,6.335117847880916e-28,4.325179448225583e-32,0.0,1.0230308156167212e-08,1.933085358452047e-10,1.2488074810357297e-11,2.02132034596629e-37,0.0,0.0,0.0,6.174469962416272e-15,3.731766243106682e-33,0.0,2.9402660860104513e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,489,0490,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.490259328698657e-17,1.3380526070250198e-05,0.0,2.1442283305904766e-14,1.0186719937808645e-18,0.0,4.787786730478837e-27,0.9999847412109375,0.0,3.979701651667124e-40,1.1794395504693966e-07,1.526869864339214e-26,0.0,2.8563353052553285e-19,4.800661572157066e-27,0.0,0.0,9.639582705624356e-28,1.2505923159856336e-23,1.8250339581782972e-34,0.0,1.422739830419588e-23,1.66339375037764e-33,0.0,0.0,1.2983089661611714e-30,2.2039375465149162e-14,2.2817375628933123e-35,1.1002435022492734e-40,6.335117847880916e-28,4.325179448225583e-32,0.0,1.0230308156167212e-08,1.933085358452047e-10,1.2488074810357297e-11,2.02132034596629e-37,0.0,0.0,0.0,6.174469962416272e-15,3.731766243106682e-33,0.0,2.9402660860104513e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,490,0491,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77768668129071e-33,1.8809018001775257e-05,0.0,4.3581232063798355e-31,8.47806976360397e-28,0.0,8.738169499951942e-32,0.9999809265136719,0.0,0.0,1.1009278540931304e-30,6.945634702823319e-24,0.0,1.2748951079335516e-20,2.0320675236032882e-21,0.0,0.0,3.21208739826803e-20,1.8865425138200033e-24,0.0,0.0,3.1137519248717875e-33,0.0,0.0,9.181195434379055e-40,1.698026936359734e-33,3.894988032848049e-17,1.9489745284317905e-07,0.0,6.572500237779385e-34,5.4731079422423094e-33,0.0,5.3588116463455795e-21,1.130877499527479e-14,1.7038996082130442e-14,0.0,0.0,0.0,1.821688003622262e-43,9.375905000302831e-13,0.0,0.0,3.685414961174269e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,490,0491,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77768668129071e-33,1.8809018001775257e-05,0.0,4.3581232063798355e-31,8.47806976360397e-28,0.0,8.738169499951942e-32,0.9999809265136719,0.0,0.0,1.1009278540931304e-30,6.945634702823319e-24,0.0,1.2748951079335516e-20,2.0320675236032882e-21,0.0,0.0,3.21208739826803e-20,1.8865425138200033e-24,0.0,0.0,3.1137519248717875e-33,0.0,0.0,9.181195434379055e-40,1.698026936359734e-33,3.894988032848049e-17,1.9489745284317905e-07,0.0,6.572500237779385e-34,5.4731079422423094e-33,0.0,5.3588116463455795e-21,1.130877499527479e-14,1.7038996082130442e-14,0.0,0.0,0.0,1.821688003622262e-43,9.375905000302831e-13,0.0,0.0,3.685414961174269e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,490,0491,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77768668129071e-33,1.8809018001775257e-05,0.0,4.3581232063798355e-31,8.47806976360397e-28,0.0,8.738169499951942e-32,0.9999809265136719,0.0,0.0,1.1009278540931304e-30,6.945634702823319e-24,0.0,1.2748951079335516e-20,2.0320675236032882e-21,0.0,0.0,3.21208739826803e-20,1.8865425138200033e-24,0.0,0.0,3.1137519248717875e-33,0.0,0.0,9.181195434379055e-40,1.698026936359734e-33,3.894988032848049e-17,1.9489745284317905e-07,0.0,6.572500237779385e-34,5.4731079422423094e-33,0.0,5.3588116463455795e-21,1.130877499527479e-14,1.7038996082130442e-14,0.0,0.0,0.0,1.821688003622262e-43,9.375905000302831e-13,0.0,0.0,3.685414961174269e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
