source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149
135,1172,1185,0,column,25,0.0,0.0,0.0,0.0,2.6050786284008073e-14,0.0,0.0,1.6367306193160296e-40,0.0,0.0,0.0,0.0,1.6920959216415031e-40,0.0,0.0,0.0,0.0,0.0,1.9700018005774922e-10,1.6403600720217326e-36,0.0,0.0,1.8408411778291794e-21,0.0,0.0,1.0,0.0,0.0,0.0,1.708825769316873e-19,0.0,0.0,0.0,4.483760211866908e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.342557109226987e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1173,1186,0,column,25,0.0,0.0,0.0,0.0,1.559182624963179e-20,0.0,0.0,1.6947193891301077e-34,1.1911036946760945e-43,0.0,0.0,0.0,1.1520260767650383e-36,4.042970277331389e-39,0.0,0.0,0.0,0.0,6.0306429988665755e-12,1.0549854981800358e-24,0.0,1.7796490496925177e-43,1.8208954621915677e-20,0.0,0.0,1.0,0.0,0.0,0.0,1.2599027824484548e-20,1.401298464324817e-45,0.0,0.0,2.0460358877606654e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2799384946713795e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1174,1187,0,column,25,0.0,0.0,0.0,0.0,2.9967847647860424e-11,0.0,0.0,3.723843299115789e-19,0.0,0.0,0.0,0.0,1.265411749642311e-37,0.0,0.0,0.0,0.0,0.0,4.641417449682659e-21,5.189245864421384e-28,0.0,0.0,1.611673441188552e-13,0.0,0.0,1.0,0.0,0.0,0.0,2.8984590417410653e-21,0.0,0.0,0.0,6.651387442964004e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1499620869009583e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1175,1188,0,column,25,0.0,0.0,0.0,0.0,1.128123213080804e-16,0.0,0.0,1.3509743515649464e-32,1.961817850054744e-44,0.0,0.0,0.0,7.540387036531841e-42,0.0,0.0,0.0,0.0,0.0,1.3080804664293596e-18,4.091161492038905e-37,0.0,0.0,4.520333928960178e-17,0.0,0.0,1.0,0.0,0.0,0.0,7.651001421254261e-21,0.0,0.0,0.0,1.2457138884450427e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.131375264939994e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,1176,1189,0,column,25,0.0,0.0,0.0,0.0,6.788466146430785e-17,0.0,0.0,7.391416201664004e-32,0.0,0.0,0.0,0.0,4.3860641933366774e-42,0.0,0.0,0.0,0.0,0.0,5.02669176416022e-21,3.59967502454982e-34,0.0,0.0,3.737279348901853e-18,0.0,0.0,1.0,0.0,0.0,0.0,4.392653128549355e-25,0.0,0.0,0.0,5.5083439584617035e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.206013250519072e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1177,1190,0,column,19,0.0,0.0,0.0,0.0,1.8242103408580469e-41,0.0,0.0,3.208008749079937e-28,1.8472758537106798e-38,0.0,8.462993913137725e-32,0.0,1.5952423186421596e-30,0.0,0.0,0.0,1.401298464324817e-45,0.0,3.1790644917404484e-35,1.0,0.0,6.046391221441534e-37,0.0,0.0,0.0,0.0,0.0,0.0,5.972899536555259e-28,1.6609030178256327e-39,0.0,9.532524501199488e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7673484057781846e-16,3.2114042375549407e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1178,1191,0,column,19,7.006492321624085e-45,0.0,0.0,0.0,3.583332163324536e-33,0.0,0.0,2.786206927437653e-30,1.452143186772689e-35,0.0,0.0,0.0,7.550676827207316e-37,0.0,0.0,0.0,5.731310719088502e-43,0.0,1.383587874832564e-23,1.0,0.0,1.0467839658352816e-39,0.0,0.0,0.0,0.0,0.0,0.0,3.578675883264135e-32,3.777714480570402e-33,0.0,8.407790785948902e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.222852508860085e-19,7.647529524503526e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1179,1192,0,column,19,0.0,0.0,0.0,0.0,8.407790785948902e-45,4.344025239406933e-43,0.0,1.099208265725109e-28,2.668298590420231e-31,0.0,0.0,0.0,2.687870478179515e-25,0.0,0.0,0.0,9.57529257874619e-37,0.0,1.0074435335494432e-22,1.0,0.0,6.391923298123336e-35,8.828180325246348e-44,0.0,0.0,0.0,0.0,0.0,0.0,1.8796755347261647e-31,0.0,2.8446358825793787e-43,0.0,0.0,0.0,0.0,0.0,5.158000280976218e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880139525267138e-23,2.429288424773802e-18,0.0,6.400612904603964e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1180,1193,0,column,7,0.0,1.401298464324817e-45,0.0,0.0,9.90502706987192e-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.516241303444611e-23,3.317546088319718e-39,0.0,0.0,1.7912177407700248e-33,0.0,8.676878928049796e-26,2.0583464103044047e-26,0.0,1.4700839684119662e-36,2.867709625320458e-09,0.0,0.0,1.6518800570138452e-39,0.0,0.0,0.0,7.796556742418295e-19,0.0,0.0,0.0,8.286246641308454e-38,0.0,0.0,0.0,4.673613149342978e-35,0.0,0.0,0.0,0.0,6.321677762108547e-41,0.0,0.0,7.194617765982619e-34,6.399831258849537e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1181,1194,0,column,7,0.0,0.0,0.0,0.0,4.245195639246066e-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.914088794934577e-29,0.0,0.0,0.0,5.561314907744503e-32,0.0,6.47410749343898e-27,2.7590435361726784e-13,0.0,1.9422417105081262e-40,6.435223465217632e-10,0.0,0.0,5.9728289263076436e-36,0.0,0.0,0.0,1.9431549061867462e-14,0.0,0.0,0.0,1.9335199644737015e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4575334949514858e-18,1.9076799110264385e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,1182,1195,0,column,19,0.0,0.0,0.0,0.0,7.762344759078254e-18,0.0,0.0,3.3638358765131215e-10,5.605193857299268e-45,0.0,0.0,0.0,5.025379409087378e-32,0.0,0.0,0.0,3.6054589962894055e-35,0.0,9.265805835654988e-41,1.0,0.0,1.0930128021733573e-43,1.9550957648943563e-18,0.0,0.0,0.0,0.0,0.0,1.9827683876336758e-30,1.5285766041966307e-27,0.0,7.032726555296408e-27,0.0,1.256363705588012e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5468210294051304e-16,7.53604551427661e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1183,1196,0,column,19,0.0,0.0,0.0,0.0,1.096064353609767e-27,0.0,0.0,5.846999994634297e-14,0.0,0.0,0.0,0.0,5.597851035409586e-35,0.0,0.0,0.0,2.763122350909604e-40,0.0,0.0,1.0,0.0,0.0,6.318802813839526e-28,0.0,0.0,0.0,0.0,0.0,0.0,3.5881087958115536e-39,0.0,2.3214057332672013e-33,0.0,4.203895392974451e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9892566200118154e-10,1.3704473126011407e-20,0.0,4.414538578131758e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1184,1197,0,column,19,0.0,0.0,0.0,0.0,4.515840035746046e-30,0.0,0.0,5.9003589779812865e-22,7.707141553786494e-44,0.0,0.0,0.0,7.67138882476771e-39,0.0,0.0,0.0,1.401298464324817e-45,0.0,1.0829234532302186e-41,1.0,0.0,1.401298464324817e-45,6.822070143648123e-36,0.0,0.0,0.0,0.0,0.0,0.0,2.894202611859476e-38,0.0,2.727877463646743e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9484925888594986e-17,1.5004658270248518e-25,0.0,5.044674471569341e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1185,1198,0,column,19,0.0,0.0,0.0,0.0,7.006492321624085e-45,0.0,0.0,3.29164598840422e-29,1.6242135488094174e-37,0.0,1.2604975640837395e-37,0.0,5.244710836286603e-35,0.0,0.0,0.0,5.605193857299268e-45,0.0,1.34420204047599e-35,1.0,0.0,4.335407814370721e-38,0.0,0.0,0.0,0.0,0.0,0.0,1.4855982481779534e-36,7.0201129426973226e-40,0.0,1.2879735943847986e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406175503872837e-15,1.3210066304536183e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,1186,1199,0,column,19,0.0,0.0,0.0,0.0,2.5891837502137194e-13,0.0,0.0,2.3719162189905774e-09,0.0,0.0,0.0,0.0,6.32122234091479e-33,0.0,0.0,0.0,2.0648093500944526e-35,0.0,8.163657215436706e-32,1.0,0.0,1.401298464324817e-45,3.810732672967929e-16,0.0,0.0,2.291182449067514e-36,0.0,0.0,3.3881368841773435e-29,7.27130330576933e-24,0.0,8.540774070362708e-30,0.0,3.236227281084546e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857177575873653e-16,7.620316689850042e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1187,1200,0,column,19,0.0,0.0,0.0,0.0,8.524766681019516e-21,0.0,0.0,6.886173055387079e-12,1.8216880036222622e-44,0.0,0.0,0.0,2.0238087672054e-33,0.0,0.0,0.0,6.909260198630147e-35,0.0,3.074070480143281e-40,1.0,0.0,1.3508517196091237e-42,2.1345568877676793e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.4214422908685214e-26,0.0,4.045657341744822e-30,0.0,7.0115289246165e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.641237485141335e-12,2.29154587192796e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,1188,1201,0,column,19,0.0,0.0,0.0,0.0,7.456233773760899e-26,0.0,0.0,2.3259888955770407e-14,0.0,0.0,0.0,0.0,6.416443877822889e-37,0.0,0.0,0.0,2.3629115094984363e-40,0.0,6.8470385693685644e-40,1.0,0.0,0.0,8.331649976616958e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.69449769980909e-34,0.0,9.965225234560409e-25,0.0,1.1210387714598537e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1903238811283856e-14,3.3011370792918675e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,1189,1202,0,column,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1455589637284075e-34,1.5404894407862012e-40,0.0,0.0,0.0,4.835449868359947e-21,4.680349931544076e-23,0.0,0.0,0.0,5.30917166336671e-33,5.079706933177462e-42,0.0,0.0,2.4857749088025157e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.227728677255688e-39,0.0,3.200507816066288e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1190,1203,0,column,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0311784739365825e-34,1.3044687404399722e-40,0.0,0.0,0.0,1.2868399969186166e-30,2.8315977785116044e-28,0.0,0.0,0.0,0.0,1.8844738875707616e-36,0.0,0.0,6.091733884881616e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.556855526695252e-43,0.0,1.5380651944429192e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
