source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149
1081,418,0418,1,girder,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87631787934344e-30,2.8823652291330283e-33,1.0,4.235225873854473e-28,7.31736763809017e-28,0.0,3.2956297320790448e-21,2.5360315527174468e-20,5.785663275515606e-29,0.0,3.1763410393014176e-25,7.174858798522626e-26,1.266878196532121e-25,0.0,0.0,3.2510124372335756e-42,0.0,0.0,1.8704161331231364e-35,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0,0.0,1.1272150345924899e-32,2.4570046643288295e-26,3.980820502977287e-24,2.2771658197030122e-33,0.0,1.7454380762346026e-25,9.698799352617651e-32,5.006069704445742e-26,0.0,0.0,1.3159593878474357e-41,1.6815581571897805e-44,2.9389742108863367e-29,0.0,0.0,0.0,0.0,3.9083476728725117e-35,0.0,3.8699155221811316e-39,0.0,2.5351648626578233e-32,6.85950253045631e-25,0.0,0.0,0.0,0.0,1.835328482198738e-30,0.0,0.0,0.0,3.59365009942719e-35,0.0,0.0,1.942471371493589e-27,1.759307438878248e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,419,0419,1,girder,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6526579929668787e-41,0.0,0.0,3.366575462893047e-26,4.441624776728915e-30,5.330085561796917e-36,9.886977245735932e-21,6.054309437898858e-29,6.542461397999083e-33,0.0,9.465934798174772e-38,0.0,0.0,0.0,0.0,1.3160995176938682e-41,0.0,8.619526983908382e-41,0.0,0.0,0.0,0.0,0.0,5.202945196708805e-27,0.0,2.0933031871307624e-29,1.8059909407117543e-24,4.8962392524530714e-36,0.0,0.0,2.802596928649634e-45,8.710213173672362e-17,0.0,0.0,0.0,0.0,0.0,1.0844387560361658e-22,1.0,0.0,0.0,0.0,0.0,0.0,6.05603228473722e-32,0.0,1.354593798588148e-29,1.1830701809552164e-24,0.0,6.917843378173969e-39,9.792483901389486e-32,0.0,3.5053418306914097e-37,0.0,0.0,8.070070183501805e-21,0.0,0.0,0.0,5.585296755742804e-32,9.442749348949061e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,419,0419,1,girder,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6526579929668787e-41,0.0,0.0,3.366575462893047e-26,4.441624776728915e-30,5.330085561796917e-36,9.886977245735932e-21,6.054309437898858e-29,6.542461397999083e-33,0.0,9.465934798174772e-38,0.0,0.0,0.0,0.0,1.3160995176938682e-41,0.0,8.619526983908382e-41,0.0,0.0,0.0,0.0,0.0,5.202945196708805e-27,0.0,2.0933031871307624e-29,1.8059909407117543e-24,4.8962392524530714e-36,0.0,0.0,2.802596928649634e-45,8.710213173672362e-17,0.0,0.0,0.0,0.0,0.0,1.0844387560361658e-22,1.0,0.0,0.0,0.0,0.0,0.0,6.05603228473722e-32,0.0,1.354593798588148e-29,1.1830701809552164e-24,0.0,6.917843378173969e-39,9.792483901389486e-32,0.0,3.5053418306914097e-37,0.0,0.0,8.070070183501805e-21,0.0,0.0,0.0,5.585296755742804e-32,9.442749348949061e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,419,0419,1,girder,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6526579929668787e-41,0.0,0.0,3.366575462893047e-26,4.441624776728915e-30,5.330085561796917e-36,9.886977245735932e-21,6.054309437898858e-29,6.542461397999083e-33,0.0,9.465934798174772e-38,0.0,0.0,0.0,0.0,1.3160995176938682e-41,0.0,8.619526983908382e-41,0.0,0.0,0.0,0.0,0.0,5.202945196708805e-27,0.0,2.0933031871307624e-29,1.8059909407117543e-24,4.8962392524530714e-36,0.0,0.0,2.802596928649634e-45,8.710213173672362e-17,0.0,0.0,0.0,0.0,0.0,1.0844387560361658e-22,1.0,0.0,0.0,0.0,0.0,0.0,6.05603228473722e-32,0.0,1.354593798588148e-29,1.1830701809552164e-24,0.0,6.917843378173969e-39,9.792483901389486e-32,0.0,3.5053418306914097e-37,0.0,0.0,8.070070183501805e-21,0.0,0.0,0.0,5.585296755742804e-32,9.442749348949061e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,419,0419,1,girder,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6526579929668787e-41,0.0,0.0,3.366575462893047e-26,4.441624776728915e-30,5.330085561796917e-36,9.886977245735932e-21,6.054309437898858e-29,6.542461397999083e-33,0.0,9.465934798174772e-38,0.0,0.0,0.0,0.0,1.3160995176938682e-41,0.0,8.619526983908382e-41,0.0,0.0,0.0,0.0,0.0,5.202945196708805e-27,0.0,2.0933031871307624e-29,1.8059909407117543e-24,4.8962392524530714e-36,0.0,0.0,2.802596928649634e-45,8.710213173672362e-17,0.0,0.0,0.0,0.0,0.0,1.0844387560361658e-22,1.0,0.0,0.0,0.0,0.0,0.0,6.05603228473722e-32,0.0,1.354593798588148e-29,1.1830701809552164e-24,0.0,6.917843378173969e-39,9.792483901389486e-32,0.0,3.5053418306914097e-37,0.0,0.0,8.070070183501805e-21,0.0,0.0,0.0,5.585296755742804e-32,9.442749348949061e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,420,0420,1,girder,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401298464324817e-45,9.276168391803235e-28,0.0,0.0,1.5558028187455395e-34,7.500558724022881e-28,4.466218465496057e-41,2.3436009886834127e-22,7.6899644372108e-39,0.0,0.0,1.1110951575570048e-39,0.0,0.0,0.0,0.0,0.0,0.0,4.203895392974451e-45,0.0,0.0,0.0,7.359870100105077e-26,1.0,0.0,0.0,0.0,0.0,5.6037925588349435e-42,1.401298464324817e-44,0.0,8.563334915488957e-41,2.3116601871491137e-32,3.279038406520072e-43,0.0,0.0,0.0,0.0,1.693221882795557e-32,0.0,0.0,0.0,0.0,1.8082280049841997e-35,0.0,9.615499867427246e-40,0.0,5.9135075454200145e-40,1.401298464324817e-45,0.0,0.0,4.675369853559417e-31,3.861386903145902e-34,2.490729845066938e-28,0.0,0.0,0.0,0.0,0.0,0.0,7.921117355828948e-34,1.3243057905502595e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,421,0421,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7455803442852794e-34,3.995057661966041e-14,9.88435713101394e-25,2.2754216064915827e-32,0.0,7.272214834545313e-25,8.730672989815493e-17,5.631231548489886e-31,4.236893522563793e-34,2.4791956460559386e-34,3.5818162841421163e-25,3.4857160507396672e-28,0.0,0.0,2.4102333586386854e-43,0.0,0.0,1.211380130868496e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2542959154502064e-26,2.103264889804788e-25,1.0,2.6134216359657838e-42,0.0,1.3233129491091825e-33,4.767006427861385e-29,4.135359033537426e-31,0.0,0.0,4.692220988256421e-30,0.0,4.8210431320443915e-30,1.5420862484122686e-37,8.13771653493694e-27,0.0,0.0,2.3639905093159664e-42,0.0,1.5356887505176368e-28,0.0,1.124220082190433e-35,2.145849477324384e-28,0.0,0.0,0.0,0.0,1.8853631641426184e-31,0.0,0.0,0.0,5.324934164434305e-44,0.0,0.0,2.0596433469363946e-25,1.5325679458071356e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,421,0421,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7455803442852794e-34,3.995057661966041e-14,9.88435713101394e-25,2.2754216064915827e-32,0.0,7.272214834545313e-25,8.730672989815493e-17,5.631231548489886e-31,4.236893522563793e-34,2.4791956460559386e-34,3.5818162841421163e-25,3.4857160507396672e-28,0.0,0.0,2.4102333586386854e-43,0.0,0.0,1.211380130868496e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2542959154502064e-26,2.103264889804788e-25,1.0,2.6134216359657838e-42,0.0,1.3233129491091825e-33,4.767006427861385e-29,4.135359033537426e-31,0.0,0.0,4.692220988256421e-30,0.0,4.8210431320443915e-30,1.5420862484122686e-37,8.13771653493694e-27,0.0,0.0,2.3639905093159664e-42,0.0,1.5356887505176368e-28,0.0,1.124220082190433e-35,2.145849477324384e-28,0.0,0.0,0.0,0.0,1.8853631641426184e-31,0.0,0.0,0.0,5.324934164434305e-44,0.0,0.0,2.0596433469363946e-25,1.5325679458071356e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,421,0421,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7455803442852794e-34,3.995057661966041e-14,9.88435713101394e-25,2.2754216064915827e-32,0.0,7.272214834545313e-25,8.730672989815493e-17,5.631231548489886e-31,4.236893522563793e-34,2.4791956460559386e-34,3.5818162841421163e-25,3.4857160507396672e-28,0.0,0.0,2.4102333586386854e-43,0.0,0.0,1.211380130868496e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2542959154502064e-26,2.103264889804788e-25,1.0,2.6134216359657838e-42,0.0,1.3233129491091825e-33,4.767006427861385e-29,4.135359033537426e-31,0.0,0.0,4.692220988256421e-30,0.0,4.8210431320443915e-30,1.5420862484122686e-37,8.13771653493694e-27,0.0,0.0,2.3639905093159664e-42,0.0,1.5356887505176368e-28,0.0,1.124220082190433e-35,2.145849477324384e-28,0.0,0.0,0.0,0.0,1.8853631641426184e-31,0.0,0.0,0.0,5.324934164434305e-44,0.0,0.0,2.0596433469363946e-25,1.5325679458071356e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,422,0422,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.066259565375667e-34,1.9898507923065374e-17,2.1286743460809895e-25,1.357515795425648e-30,1.401298464324817e-45,3.175881282884958e-32,2.5875390958750365e-21,1.730759090837159e-32,2.3297021371924024e-39,1.6969781749936097e-33,2.6087096653064265e-28,2.530163004890696e-30,0.0,0.0,3.923635700109488e-44,0.0,0.0,1.0058643129032812e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3523076709556347e-35,1.3828112936258234e-32,1.0,1.1210387714598537e-44,0.0,1.39379173917112e-29,1.434780644139095e-29,4.759167554445356e-32,0.0,0.0,3.098544127163003e-29,6.204529210490993e-41,2.3208619953834646e-36,1.0577000808723719e-41,4.021701331112352e-29,0.0,0.0,2.26029442295593e-42,0.0,1.2872959711773005e-31,0.0,3.156811829527497e-38,6.830169954883392e-28,0.0,0.0,0.0,0.0,1.715860953495009e-34,0.0,0.0,0.0,2.1938997232802635e-34,0.0,0.0,1.5134779032486802e-29,6.557098972811181e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,422,0422,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.066259565375667e-34,1.9898507923065374e-17,2.1286743460809895e-25,1.357515795425648e-30,1.401298464324817e-45,3.175881282884958e-32,2.5875390958750365e-21,1.730759090837159e-32,2.3297021371924024e-39,1.6969781749936097e-33,2.6087096653064265e-28,2.530163004890696e-30,0.0,0.0,3.923635700109488e-44,0.0,0.0,1.0058643129032812e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3523076709556347e-35,1.3828112936258234e-32,1.0,1.1210387714598537e-44,0.0,1.39379173917112e-29,1.434780644139095e-29,4.759167554445356e-32,0.0,0.0,3.098544127163003e-29,6.204529210490993e-41,2.3208619953834646e-36,1.0577000808723719e-41,4.021701331112352e-29,0.0,0.0,2.26029442295593e-42,0.0,1.2872959711773005e-31,0.0,3.156811829527497e-38,6.830169954883392e-28,0.0,0.0,0.0,0.0,1.715860953495009e-34,0.0,0.0,0.0,2.1938997232802635e-34,0.0,0.0,1.5134779032486802e-29,6.557098972811181e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,422,0422,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.066259565375667e-34,1.9898507923065374e-17,2.1286743460809895e-25,1.357515795425648e-30,1.401298464324817e-45,3.175881282884958e-32,2.5875390958750365e-21,1.730759090837159e-32,2.3297021371924024e-39,1.6969781749936097e-33,2.6087096653064265e-28,2.530163004890696e-30,0.0,0.0,3.923635700109488e-44,0.0,0.0,1.0058643129032812e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3523076709556347e-35,1.3828112936258234e-32,1.0,1.1210387714598537e-44,0.0,1.39379173917112e-29,1.434780644139095e-29,4.759167554445356e-32,0.0,0.0,3.098544127163003e-29,6.204529210490993e-41,2.3208619953834646e-36,1.0577000808723719e-41,4.021701331112352e-29,0.0,0.0,2.26029442295593e-42,0.0,1.2872959711773005e-31,0.0,3.156811829527497e-38,6.830169954883392e-28,0.0,0.0,0.0,0.0,1.715860953495009e-34,0.0,0.0,0.0,2.1938997232802635e-34,0.0,0.0,1.5134779032486802e-29,6.557098972811181e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,423,0423,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8047866625843477e-38,7.0084971548157315e-25,1.0862794623787336e-25,2.7591904696545496e-17,8.159742819575586e-15,0.0,1.0994169206743575e-30,4.658802098440884e-13,2.3131066329478006e-32,3.4033499396231544e-26,1.7949957185286933e-23,6.600564053587445e-27,3.027169122061255e-15,0.0,0.0,0.0,6.558066507508721e-29,0.0,1.2765292375579495e-29,1.5062649429586448e-31,1.6472938202561803e-23,0.0,0.0,0.0,0.0,0.0,4.3346228651733464e-19,9.427034903472726e-34,1.0,1.0006652513778039e-35,0.0,2.0974187488263622e-15,1.6862677650890428e-16,8.528932226269104e-13,0.0,0.0,3.923635700109488e-44,9.78153070931337e-35,1.5356743409023859e-24,1.1349311323312927e-37,0.0,0.0,0.0,8.087213534008709e-19,0.0,1.4555246056506473e-22,1.401298464324817e-45,2.8217557661243503e-26,1.9065818980915261e-25,0.0,2.1860256043467146e-43,9.926613073033e-30,0.0,8.208271052519623e-27,0.0,0.0,0.0,3.1194347815336917e-18,0.0,5.651436706621987e-42,1.1319300599830732e-30,9.869854267208211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,423,0423,1,girder,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8047866625843477e-38,7.0084971548157315e-25,1.0862794623787336e-25,2.7591904696545496e-17,8.159742819575586e-15,0.0,1.0994169206743575e-30,4.658802098440884e-13,2.3131066329478006e-32,3.4033499396231544e-26,1.7949957185286933e-23,6.600564053587445e-27,3.027169122061255e-15,0.0,0.0,0.0,6.558066507508721e-29,0.0,1.2765292375579495e-29,1.5062649429586448e-31,1.6472938202561803e-23,0.0,0.0,0.0,0.0,0.0,4.3346228651733464e-19,9.427034903472726e-34,1.0,1.0006652513778039e-35,0.0,2.0974187488263622e-15,1.6862677650890428e-16,8.528932226269104e-13,0.0,0.0,3.923635700109488e-44,9.78153070931337e-35,1.5356743409023859e-24,1.1349311323312927e-37,0.0,0.0,0.0,8.087213534008709e-19,0.0,1.4555246056506473e-22,1.401298464324817e-45,2.8217557661243503e-26,1.9065818980915261e-25,0.0,2.1860256043467146e-43,9.926613073033e-30,0.0,8.208271052519623e-27,0.0,0.0,0.0,3.1194347815336917e-18,0.0,5.651436706621987e-42,1.1319300599830732e-30,9.869854267208211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,424,0424,1,girder,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101697079367445e-39,4.227124282223545e-20,8.671878965405257e-34,0.0,4.727018254148107e-31,0.0,2.274265368801897e-19,8.137410235038585e-26,1.0844764955026483e-36,0.0,8.038842913276821e-40,4.742815270898166e-34,0.0,0.0,0.0,0.0,0.0,0.0,2.423740171855844e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522016010036946e-41,0.0,1.401298464324817e-45,1.0602588763696524e-31,0.0,2.1584812831945913e-31,1.9068468374406195e-29,1.398274742498497e-38,0.0,0.0,0.0,0.0,1.0399399209999522e-35,1.0264383610601598e-33,0.0,0.0,0.0,4.3272354865683296e-35,0.0,1.263351700769907e-38,0.0,1.1889344830318492e-30,9.07853630888262e-40,0.0,0.0,1.023735619449356e-34,0.0,1.1492855287763538e-31,0.0,1.0,0.0,0.0,0.0,0.0,1.9742894063872348e-41,3.005776352066282e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,424,0424,1,girder,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101697079367445e-39,4.227124282223545e-20,8.671878965405257e-34,0.0,4.727018254148107e-31,0.0,2.274265368801897e-19,8.137410235038585e-26,1.0844764955026483e-36,0.0,8.038842913276821e-40,4.742815270898166e-34,0.0,0.0,0.0,0.0,0.0,0.0,2.423740171855844e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0522016010036946e-41,0.0,1.401298464324817e-45,1.0602588763696524e-31,0.0,2.1584812831945913e-31,1.9068468374406195e-29,1.398274742498497e-38,0.0,0.0,0.0,0.0,1.0399399209999522e-35,1.0264383610601598e-33,0.0,0.0,0.0,4.3272354865683296e-35,0.0,1.263351700769907e-38,0.0,1.1889344830318492e-30,9.07853630888262e-40,0.0,0.0,1.023735619449356e-34,0.0,1.1492855287763538e-31,0.0,1.0,0.0,0.0,0.0,0.0,1.9742894063872348e-41,3.005776352066282e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
