beam_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
436,1.7943271,0.049725365,-0.38307115,-0.14240618,1.9607872,0.8281544,-0.7651752,0.4110761,0.33834934,-1.3471919,-0.1720102,0.36354062,-0.70618564,0.6992514,-0.16448998,1.1264098,-2.4332998,-0.58708185,1.2003791,-0.20815992,0.5274269,0.37100926,-0.74483526,0.1506571,0.35307038,-1.0489978,-1.5880982,2.1395302,-0.5560434,0.730931,-1.0357476,0.36099467
437,2.8637896,-0.14029782,0.967145,1.4662071,2.071862,0.25529405,-0.7209833,1.1870215,-0.46892324,-0.25241885,0.8684076,0.6851589,0.05072642,-0.108680435,0.44098893,1.6341628,-0.83760995,-0.1894027,1.6870911,0.9041306,0.16844904,-0.34680519,0.5992604,0.34346125,0.1540522,-0.49392474,0.43354282,-1.6748171,0.4644712,-0.20475824,-0.9707898,-0.3723253
438,1.5111164,-0.9870133,0.65670156,1.1305723,0.6872879,-0.29319096,0.98707205,-0.077842236,-0.882401,0.9325461,-0.19493714,1.9558196,1.2891487,-0.9407155,0.42322472,0.025665905,0.21959795,0.43879014,1.4064932,-0.23308781,-0.08078917,-0.38205168,0.9153236,1.8970271,-1.2782243,-0.7718374,0.9424954,-1.3888241,1.3671716,1.4876372,-0.07492489,-1.1838372
439,1.1144147,-0.3296354,0.9177342,0.4288584,1.4148748,-0.65201473,1.170729,-0.57940733,-0.425799,0.5130836,1.2070323,1.6979078,2.3047595,-0.70991147,-0.08583953,2.109985,0.08895968,-0.11443571,0.94250655,-0.26896447,-0.14685144,0.44736692,-1.1038153,1.8269116,0.027362041,-0.10183359,-0.7252861,0.42462,1.3636335,0.9266199,0.18655671,-1.178614
440,-0.035684288,-0.80210525,-1.1087804,1.307499,-1.2167304,0.91565555,-0.5450366,-0.16382882,0.21278022,0.35192406,-0.55909026,-0.099661835,-0.47777057,0.5032978,0.97533464,-1.7496508,-1.1555767,0.14861186,1.1344992,0.19080593,-1.1923882,1.7614063,-1.6310432,-1.5433935,0.9250108,-0.51050866,0.86298335,-0.07560937,-2.2646108,0.08945246,0.4867371,0.87468034
441,-0.3905704,-0.008873926,0.4375085,3.3563054,0.4104327,1.2527417,-0.26101428,-1.0658435,-0.42524657,-1.1140194,0.28009748,-0.35232642,0.35857275,0.48325127,-1.3150543,-0.69207,-1.4326566,-0.7271852,0.42240477,0.5526232,-1.1460766,0.6294788,-0.6002357,-0.44717214,0.42352033,-1.5299631,0.73506975,-1.5345919,-1.3066224,0.16394551,0.96032107,0.32669422
442,-0.7729458,-0.3483727,-0.53688854,2.4295743,1.5146517,1.0832893,0.83622813,-2.401998,-0.39854494,0.11468651,-0.85144734,0.07456449,0.38332674,0.098226115,-1.0135477,1.1393067,0.57849675,0.018657492,0.65211177,-1.5351425,-1.6611438,0.920413,-0.4061125,0.84064734,-0.110259734,-1.3139595,0.46178642,0.50818485,0.04624818,-0.6584682,1.0537359,-0.49227822
443,0.70444274,-0.121763736,-0.18301128,2.4321947,1.0203127,0.6641898,0.013424081,-1.0992198,-0.16518031,-0.60752875,-0.17700548,0.91333795,1.491102,-0.0497065,-0.7753578,-0.66156214,-0.5231126,-0.4677712,-0.7420426,0.57793343,-1.2317245,1.1767905,-0.9920067,-0.8228401,0.45555386,-1.1891186,0.55914956,-1.9213508,-1.9118528,0.93135107,1.0127903,-0.9410043
444,-0.80080026,-1.4346324,-0.49062014,-1.2043296,1.8385298,0.35959926,-0.88704073,-1.6433933,0.17326984,-1.9457419,-0.981783,0.6452018,0.7783817,0.23075734,-0.9481444,0.992204,-0.13382879,-0.8857587,-0.4882398,-1.4674069,-0.29421553,0.81205064,-0.4505244,-0.74423945,0.29204074,-1.2301143,-1.84603,1.1266341,-0.18458994,1.0632358,-0.6662949,-0.3480233
445,-0.20280404,-0.8542635,-0.03192026,-0.8838633,0.27236927,1.899023,-0.17428641,-1.4438738,-1.2548916,0.8352737,-1.045546,1.6524309,1.0973125,-0.48410776,0.55999625,-0.9471207,-0.31110707,0.40808702,-2.1229239,-0.14402902,0.73836,1.9531378,-0.45301127,2.0530438,0.094455965,-1.5895725,-0.5008719,-0.28378528,0.5959333,0.39156574,0.027760116,-0.06630206
446,1.625993,0.3498371,-0.1102484,-0.77698576,1.9454793,0.45359263,-0.3195543,-0.42359558,-0.20006764,-1.0476412,0.34118143,1.5504948,0.26241362,-0.6113771,-0.58957285,1.552969,-1.851835,0.8337236,1.279936,-0.30475265,0.37784034,-0.08449492,-0.60612077,0.15307721,0.010995467,-0.7141114,-1.9649299,1.5141833,0.59170073,1.4604512,-1.3429397,-0.115700595
447,-1.0391526,-0.7276741,-0.9181482,-0.2965478,1.1106279,1.9172124,0.17558986,-1.3455055,-1.0294226,-0.92140085,-0.5500819,0.7903097,0.79064476,0.32407027,-0.10611594,0.4726698,-0.19773187,0.14562155,0.58280027,-1.0624584,1.4650543,0.64361674,-2.0424278,0.75041264,-1.3618354,-0.87735146,-1.9292899,-0.76029545,0.13244203,1.7085279,-0.4537366,0.32963482
448,-0.16469571,-1.8382603,-0.5587843,-0.64489645,1.6612657,1.2956975,-1.2431927,-0.7379898,0.13944739,-1.6901536,-0.26855594,0.72585726,0.74046206,-0.12373537,-0.29957756,0.6921193,-1.3635155,0.5401686,1.1561964,-0.05105507,0.2195463,-0.43503517,-0.83390665,-1.2142795,-1.3145639,-1.4985156,-1.6347148,0.42408538,0.43213946,0.7910447,-1.9011478,-0.9117199
449,1.9681244,-0.06987689,0.75031006,1.7418153,1.97916,0.11510161,-1.1408123,1.1756256,-1.131522,-0.0058286153,0.3000454,0.3931271,-0.13544525,-0.7503892,-0.8353636,2.271575,-0.9910758,-0.1303327,1.567979,0.5727175,0.42339334,-1.1635743,0.21006899,0.1481796,-0.44374663,-0.7115795,0.21104407,-1.0504688,0.34871775,-0.4008649,-1.1379502,0.22616564
450,0.68484205,-2.1705232,1.0485513,0.5826011,1.2786005,1.51953,0.38647163,-0.017237337,0.031682845,-0.56595796,0.5436911,2.0142686,1.4858077,-0.84148455,0.73969156,-1.5050807,-0.036855817,0.034273352,-0.37053183,-0.2938688,0.7035927,0.1765337,0.5793232,1.8164288,-2.072166,-0.042152464,0.87284344,-0.9222063,1.0109057,0.081483945,-0.3322344,-0.43685248
451,0.80456626,-2.0828428,0.9048611,-0.060681216,1.2797122,0.37838605,-0.11227026,-0.39592886,-1.0445186,-1.0243362,0.04446588,1.6115242,1.5839492,-0.82751673,-0.018513627,-0.34685326,0.6876424,0.18699819,1.3786561,0.42150885,0.44682974,0.064757355,0.34838986,1.4257776,-1.6879653,-0.21194996,-0.899752,-0.87680995,1.4010111,-0.34280944,-1.197766,-2.1284466
452,0.8578692,-0.05144959,0.1464314,2.0927267,2.491341,-0.96765983,-0.87090355,0.97823304,-0.045665048,-0.7723525,1.1861145,0.09991374,1.0299251,-1.3923495,0.41089982,0.71757704,-0.16117086,-0.976206,1.7608585,-0.2686941,-0.29043418,1.6155405,1.0366036,0.624615,0.5844156,-0.8641403,0.4751917,-0.9758472,-1.0649999,0.56394815,-0.44477707,0.40228117
453,-0.42262456,-1.9080778,1.1150467,0.4022757,-0.5251713,0.9956272,-0.50143594,-0.7945081,-0.25907302,0.27530408,0.6498436,1.372236,3.1359823,-0.7392856,0.34417176,-1.3627394,-0.077108406,0.35188758,0.96426785,-0.3047897,-1.0155979,1.4675295,0.89756614,-0.039748494,-1.1257962,-0.42431346,0.3156429,-0.40724087,1.4521933,-0.669852,-0.84782827,-0.80751616
454,1.0171838,-0.28978673,1.1389879,0.13667202,1.0229238,-0.18686228,-0.5132713,0.11653912,-0.2725739,0.7412668,1.2380562,1.2951341,3.3487616,-1.0778803,0.55340004,0.956096,-0.29009113,-0.2401855,1.8228496,-0.35149458,0.011660876,1.9056779,0.1675042,0.6503592,0.2333788,0.43146393,0.26992124,-1.0011722,1.3920945,0.5722474,0.27939245,-0.27150798
455,1.9597722,-0.771945,0.3032841,-0.74203837,0.25000212,-0.15209313,-0.57534397,-1.5002455,-0.23090659,-0.38255167,-0.17100792,0.9359265,1.5967097,-0.7603822,-0.35773546,0.8809395,-1.5278082,0.5300352,0.47630343,-0.35829386,-0.8683413,0.32431427,-0.80167663,-1.2755975,-0.39161232,-0.96637785,-2.1802628,1.4339948,1.7118939,0.88688636,-0.8174846,-0.6823506
456,0.79204637,-1.9828409,0.8514755,-0.50672644,-0.5631274,0.28626683,-2.3188598,-1.2517005,-0.08657487,-0.040343832,-0.3007936,2.1962998,2.044491,-1.301039,0.5808821,0.16912591,-0.6921033,0.9121361,0.84112483,-0.24555007,0.20630795,0.92142135,0.05490598,-0.37207773,-0.05969816,-0.7184136,-0.9116556,0.2885012,1.658718,0.116836175,0.09030764,-1.2560315
457,-0.46360058,-0.8687595,1.5159159,1.1849741,0.8766158,0.42368034,-0.31089202,-0.32395366,-0.28654692,0.40122864,-0.4638205,1.9293714,1.9397837,-1.2585689,0.6914058,-0.38749844,0.087263554,0.66606325,-0.009158297,-0.7744246,0.18803085,2.0869167,0.007250838,2.196927,1.122122,-1.3367252,1.2055801,0.004231717,1.2424059,-0.3694681,-0.2145944,-0.5223112
458,0.42569107,0.68809396,0.09341737,0.89097834,1.081242,-0.36154905,-0.012187209,1.8348732,-0.3940289,1.7785587,-1.1068333,-1.7215062,0.3553205,-1.0815521,1.0296481,0.37159565,0.06480164,-1.714739,0.5823186,0.57807916,-0.39788312,0.9227008,-1.1530144,2.2719805,0.572598,0.03706054,1.0139104,0.83709085,-0.25302094,-1.4492043,-0.5245785,1.2245263
459,1.1258261,0.94498813,1.0295396,-0.57871205,0.70873034,0.39700785,0.3074862,0.42989585,0.70311576,1.5160896,-1.2785789,-0.456317,0.7797123,-1.3302343,1.75424,-1.4061971,0.40881935,0.34077066,-0.79951704,-0.03388517,0.09766692,1.451464,-0.12965278,1.8223244,0.9881651,0.62652504,2.3646464,1.3040147,0.0019456255,-0.30241048,0.28489643,0.18113132
460,2.1156,0.48850358,0.7052842,-0.38030255,0.58463717,0.7166475,-0.331882,0.35760692,-0.071782656,1.0102366,-1.503259,1.0277333,0.97155994,-1.3108947,0.8340358,-1.2426935,-0.13028355,0.75732744,-1.1409328,-0.72226596,1.0487149,0.4167646,-0.92802763,1.6879519,2.157329,1.4081014,-0.3157145,-0.8989458,0.5227559,-0.2886341,0.94444287,0.10758932
461,0.994837,0.16498335,0.8631373,-0.64466155,0.5133843,0.74831194,-1.5506177,-0.268013,0.602391,-0.09103432,-1.2245431,0.7912137,1.8451343,-1.3335431,1.4534545,0.17920107,0.37826306,0.87489927,0.2454464,-0.9999227,0.4809848,2.6849356,0.8336701,0.3519565,1.8905085,0.64175546,0.14558999,0.05483678,0.70422214,-0.8362183,0.86358565,-0.3147087
462,0.98449033,-0.47736064,0.82402074,0.010357788,1.1178366,0.4454296,-0.0086961705,-0.7456612,-0.13925992,-0.7959534,-0.7508366,1.1953403,1.3500113,-0.57734746,-0.43616033,1.2066201,-1.6180097,0.3662965,-0.45080957,-0.9810469,0.05961651,0.3820526,-0.61735,0.32110703,0.8953881,-1.3131063,-1.6320012,2.4803827,1.9555907,0.52283937,-0.06859218,-0.78333443
463,-0.06133474,0.7973538,1.4067652,1.0337853,0.58794355,2.5293372,-1.1781172,0.09942897,-0.56503123,0.91943514,-0.3942911,1.1616738,2.5732813,-1.637859,-0.38456985,0.18106066,0.18977416,0.07097541,-1.4261059,0.31116134,0.68716943,1.3712437,0.2558254,1.282895,0.9809956,-0.2158773,0.29331085,-0.23187472,0.18417808,0.06193144,0.76690555,-1.2077054
464,0.5281788,-0.6668515,0.018859385,-0.7293561,0.6364772,1.0148549,-0.84728795,-0.37668365,0.4456829,2.3496795,1.180418,1.3050736,2.674852,-1.4148297,0.8508751,-1.1169544,0.041485526,0.4858231,-0.39517054,0.2719277,0.741712,0.8366712,-0.20918089,0.013956262,0.0096246395,0.96262103,0.7927557,0.28218716,2.0996675,-0.44326895,0.79654866,-0.40346512
465,0.6096273,-0.94763017,0.864372,-0.2951338,-0.02301539,0.49169046,0.2899547,-0.6038492,-0.86669075,1.61943,-0.18362126,1.557096,1.543319,-0.2600053,0.03409324,-1.2036391,0.697122,-0.9211212,-0.8196393,-0.19847977,1.5036601,0.3306106,0.08879853,2.646976,-1.8993456,-0.6688098,2.147147,0.39250627,-0.0494977,0.20959102,-0.2955762,-0.18545033
466,-0.39909145,0.23845933,0.97778994,0.9977772,1.5304508,1.2689549,1.1062564,0.25537583,0.8333084,0.86320883,0.66536164,0.030572962,0.7356141,-1.4724272,0.77763015,-1.3022091,0.39407018,0.6071788,-0.52662355,1.1756426,1.0277079,1.1963166,0.014721494,1.7810074,-0.29361004,-1.0533738,2.1439118,1.2179855,-0.8967917,0.6991423,0.032677032,-0.57313246
467,-1.4980087,-0.3620932,-0.5427653,0.29767966,0.15593839,1.7586173,-0.38141957,0.4232731,-0.6863774,0.657892,2.1405659,-0.3122115,2.3141954,-2.313437,-0.10555594,-0.74029946,-0.28092492,-0.82044995,0.47136176,0.68468535,0.4144462,0.842687,-0.47337505,1.0306379,-0.76533824,-0.9090713,0.18128228,-1.4700266,0.8881726,-0.028534498,-0.6457894,-0.47488338
468,0.87695116,-0.8663068,1.4967008,0.84712726,1.9580464,1.5018296,-1.1489214,2.767528,-0.6176777,-0.64049226,-0.2691419,-0.726054,-0.46947664,-0.25839263,-0.6657771,-0.4490488,-0.09473993,0.09293784,-0.7401541,0.7926814,0.2340109,0.6228001,-0.84046966,1.6408677,-0.67732775,0.7565584,1.8280574,-0.36034772,-0.24492566,-0.22254197,-0.41734573,0.7710312
469,-0.24760814,-1.1225556,-0.011640552,1.9073836,1.5068709,0.26980478,-1.5479513,0.17201126,-0.45408782,-2.436676,0.003941838,-0.67294866,-1.3890861,-0.11020968,-0.9515007,0.68851537,-0.30789748,0.64029217,1.3059078,0.24890055,-0.039223693,-0.28491458,-0.21644826,-1.2489215,0.313964,-0.5188614,-1.1032104,-1.1023732,-2.0607595,0.43181637,-1.0051883,0.2709801
470,-0.872927,0.36539185,0.034720164,-0.7838974,1.291731,1.8330262,-0.7988481,-1.1551005,-0.56023127,-1.633769,-0.3541405,-0.07512319,-0.975048,0.2422701,-1.0117972,-0.5524442,-1.6288202,-0.48349443,-0.7496165,-0.60024005,1.2721237,-0.7796877,0.2509054,-0.2841132,0.28175375,-0.47550282,-1.4321284,1.3197018,-2.1153822,0.1540696,-1.7490703,0.38896403
471,0.017502232,-0.84345746,-0.6046824,0.96638024,-0.38719606,-0.89678746,-1.7429539,-1.475924,-1.3018594,-1.1921121,-0.70772487,0.045164254,0.92132914,0.64350957,-1.6805737,-1.0054218,0.08763323,0.38874266,-2.3666723,0.57024896,-0.7462402,-0.3629828,-0.18491249,-0.92619663,-0.5209668,1.0804727,-0.79601616,0.32069618,-1.9725581,0.46664053,-0.16951245,-0.45930788
472,0.45887187,-0.8577716,-0.24309595,1.4106749,0.76876074,-0.6909198,-1.4882057,-0.4463073,-0.25649175,-1.2373945,0.5857022,-0.7811947,0.6957186,1.4419675,-0.7090135,-1.2636721,-0.5158957,-0.69256055,-2.0101833,1.226417,-2.3033829,0.51204073,0.1805766,0.70280576,-0.91958463,0.3232211,0.026841795,0.1702017,-1.6455458,-0.9860497,-0.13137628,-0.6999539
473,1.2292455,1.2698758,-0.26928324,1.1925477,0.33260527,0.2807527,0.45731145,-0.55455613,0.8039494,1.0615761,-1.2967215,-0.5595888,-1.4890028,-0.17448822,-0.41609046,-2.02634,-2.4806511,-0.2631292,0.6117512,0.45966154,-0.74277544,0.041855935,-1.3687754,0.048157256,0.97847813,-1.0169466,-0.2863574,1.0258363,-1.3082854,-0.22277907,-0.9143102,1.1595931
474,1.451365,0.80114114,1.2798214,-0.8038936,1.227707,0.6128271,-0.71353614,0.3227901,-0.5546714,-0.91642714,-1.3617883,-1.7096173,-1.6181756,-1.3809578,1.092852,-1.6194991,-1.2548394,-0.101509325,0.25978348,-0.21980537,-0.63501674,0.07909215,1.8296939,-0.7903972,0.5313365,-0.40665317,-0.9119269,1.1108953,-0.23260298,0.85776865,-0.86871284,0.87651676
475,1.8698937,-0.048764076,-0.9186663,-0.1177465,0.4773805,-0.93298763,-1.9657276,-1.1633977,0.480585,-0.47559538,-0.35763806,-1.106104,-0.37703276,0.4938318,0.38192168,-0.12835167,-0.49067503,0.1844808,0.29413846,1.3733912,-1.6455126,0.89931434,0.6617575,-0.6113073,0.21963768,1.3459381,-2.3744953,-0.38486096,-1.4737108,0.1938194,-0.70481634,-1.0958518
476,0.47968712,-1.0521418,-1.7109529,1.2262131,0.969061,-0.6205344,-1.3697354,-0.09431501,-0.045242663,-1.2798861,-0.39156678,-0.05061268,-1.4863703,0.666622,-0.019850038,-1.8910829,-0.7115318,0.48913708,0.7722891,0.34098092,-0.7104951,-0.3877294,-0.50661993,0.80139107,-0.96840787,0.59829354,-0.18624867,0.74294007,-2.6570382,-0.22809234,-1.2023504,0.034379788
477,-0.04321649,-1.779516,-0.46689948,0.6675412,-0.2296359,-0.5928628,-1.0740808,0.22043806,-0.16116124,-0.2621908,0.62412286,-0.13228117,1.0079702,2.0816958,0.12052416,-2.0445175,-0.7247334,0.36724776,-1.3459035,0.98487127,-2.5136142,1.2406336,0.31976193,-0.35198277,-0.17516455,0.9781056,-0.89625347,0.5535989,-0.9443991,-0.87357956,-0.5331335,-0.011253202
478,0.57380444,-0.81161964,-1.3268622,-0.6349529,-0.5478042,-1.207605,-1.0332783,-0.7937876,-0.049951684,0.4577222,-0.17358898,-0.7375436,-0.7734399,1.2950844,-0.07172731,-1.6984994,-0.45974022,-1.2994658,-1.8990903,0.55244356,-2.0268521,0.94983035,0.32917503,-0.46179506,0.35119298,0.34588724,-0.98081076,1.5745734,-1.3742056,-0.78645146,-1.3622086,0.082891196
479,0.79257876,0.49377742,0.052203227,1.0795487,1.5841008,0.34780005,-0.97879726,-0.15844195,0.40792176,-1.0191222,-0.63626885,1.4970102,-0.7315755,0.4760979,0.7100037,-1.5207931,-1.0011894,0.8823705,-1.1265368,-0.7347728,-2.506427,1.4127284,0.57683676,0.29256704,1.1908865,-1.0381817,0.5948665,-0.07544913,-0.81564397,-1.6856532,-0.36041525,0.076712795
480,0.42326534,-0.863176,-0.6017584,-0.03446831,0.33068538,-0.024666421,-3.0118985,-0.77395993,-0.24097838,-1.5112709,0.18141823,-0.7329019,0.10765547,0.35276052,0.07444839,-0.45363173,-1.2078063,-0.6296172,-1.4123756,0.6917796,-1.357517,0.067213394,0.6395051,-1.9066681,0.6488266,0.8195741,-0.9269682,-0.022819698,-2.0243347,-0.6371601,-0.550686,-0.32808566
481,-0.8684986,-0.6691986,0.14722176,-0.48847464,1.110419,1.613457,1.1471026,-0.33386037,-0.9122335,-2.1608112,-0.28981507,1.0227122,0.6226693,1.0399514,1.121867,0.4499801,-0.4524,0.20644778,-0.14568129,-1.9566422,0.13801682,0.70712554,-1.2568821,0.05560467,-0.9195432,0.25492775,-1.5324696,1.7117971,-0.18325113,0.79131705,-1.5172801,-0.40555277
482,-0.7723583,-0.8317166,0.14245465,-0.41491598,1.1369168,1.6074764,1.0623754,-0.3180828,-0.7844148,-2.1615999,-0.12019846,1.0007777,0.68473524,1.0687937,1.2351515,0.34626612,-0.4850441,0.28586715,-0.3301371,-1.7497505,-0.06155064,0.80018836,-1.1853737,-0.021394458,-0.9521333,0.3768602,-1.7024168,1.6833447,-0.22248608,0.74841124,-1.6589477,-0.52276903
483,-0.35917896,-1.6345842,1.0488403,-0.1422295,0.66478777,1.0914065,-2.0634658,0.15152483,-1.365082,-1.5316666,-0.85188466,-0.8861898,-0.49764544,0.21536167,-1.3826153,-0.15115374,-0.495588,0.017121658,0.13627763,-0.051788166,0.48164663,-2.0777836,-0.9927463,-0.6532029,-1.2834519,-0.60534555,0.089215696,-0.6838558,-0.4082241,0.42792058,-2.3982475,-0.1473959
484,0.7557501,0.70725673,0.71289206,1.1839846,1.8334168,1.2524347,-1.0467705,0.63616276,-1.8947428,0.093165785,-1.4433285,0.5013621,-0.95689476,-0.4335669,-0.28202254,-0.56720245,0.9004157,0.6076052,-0.5084873,0.30092296,-0.84165967,-0.6111418,-1.227972,0.781811,-1.8862536,0.3876711,0.44118753,-1.8370692,1.3631017,-0.35702914,0.1415043,-0.549169
485,0.91864115,0.973372,0.83410454,0.30488628,2.3995554,0.8134256,-1.217809,-0.6220139,-1.5055355,-0.7647687,-0.015906455,1.9838859,1.1339545,-0.81481457,-1.2512742,0.9474756,-0.32619697,-0.19271575,-0.23181728,-0.26788154,-0.27304035,1.3593168,0.4735601,0.76758003,-0.8785579,-0.33660075,-0.87033087,0.635605,1.2683752,1.6193027,-0.30955473,0.3065398
486,-0.30656984,0.5533296,0.73040724,0.013628945,0.22746427,0.31507534,0.11825293,-0.6805007,-0.78403807,0.47471634,1.723619,0.39324266,1.3105092,0.65214187,-2.1234663,-0.26497138,0.2428298,-0.4280799,-1.691257,1.2596515,-0.5898003,0.8707564,0.26132184,1.355121,-2.0412686,-1.7601231,0.9367782,1.4307935,-0.8908198,-0.2587733,0.0932699,0.2704933
487,1.509823,-0.19267534,1.7920703,0.64292234,0.6215975,1.6448197,-1.3263476,0.27432498,-1.1742036,0.0026442562,0.5340073,0.77763695,0.77960527,0.10213629,-1.518002,0.2999017,-0.7579041,-1.3100325,-0.9907944,-0.7650545,-1.3020016,1.4094975,-0.56195116,-0.07771808,-0.0012642046,-1.9336082,1.1262236,0.44850135,1.1199181,0.14679408,-0.7785216,1.2361908
488,0.2653005,-1.069562,1.2516621,1.0086119,0.9813315,2.0973902,-0.620661,0.4029845,-0.35500905,-1.1362245,-0.314447,-0.58825666,-0.48710063,1.6524832,0.83036005,-1.0785992,-2.0048864,-1.3148172,-1.4261458,-0.53440493,-1.1254805,0.5319265,-1.6270211,0.16322179,-0.122540504,-0.930846,0.026164576,-0.50484926,-0.94345915,-0.99228615,-0.7521851,0.82829505
489,0.6974592,-0.2550547,-1.192808,0.21760741,-0.82578194,-0.13345648,-0.97264254,-0.40694737,-0.5025892,-0.50476587,0.047946487,-1.6278672,-0.6847633,1.9719905,-0.87237,-1.6504838,-1.2062241,-0.79897714,-1.6203054,0.87039,-2.5367584,0.5947763,0.11419588,-0.97359484,0.3980114,0.2509318,-0.41802305,0.22251485,-1.2668524,-0.861608,-0.91369224,-0.1683653
490,0.2936218,-0.7236606,-1.1095377,0.49651453,-0.4602176,-0.6562832,-0.83385766,-1.076079,-0.0587363,-0.6165476,0.055807535,-0.96858895,-0.4072784,1.9460336,-0.49657655,-1.6536497,-0.28476387,-0.73005736,-1.6606896,1.3935981,-1.5086116,1.24658,0.24939255,-0.44425792,-0.3059128,0.13147987,-1.4984416,1.1463553,-1.5233068,-0.69850117,-1.176417,-0.3859141
491,0.99917215,1.301462,-0.44572842,-0.1471923,-0.32907346,-0.5796159,-0.2895433,-0.7930558,0.21425486,1.2429626,-0.6299235,-1.4523139,-0.5366543,1.3569682,-0.79740566,-2.0082693,-3.0363925,-0.2587349,0.52379674,0.7659722,-0.15753931,-0.23595023,-1.13232,-0.027815528,0.05193784,-0.5100448,-0.049285296,1.7606747,-0.92307234,0.1653599,-0.6737436,0.9390594
492,2.0754085,0.6632296,-0.4556281,1.1613054,-0.09380145,1.1739517,0.64744306,0.5353527,-1.2329198,1.3065292,-1.6346458,-1.0758734,-1.2722942,0.22273806,-0.38678536,0.6898121,-2.2808802,-0.94701767,1.0388838,-0.77698827,0.23701946,-1.1149865,-1.8074198,0.61495274,-0.24813941,-0.06754877,-1.1248056,0.5656048,0.25380984,-0.25480214,0.07754273,0.90603226
493,0.98485756,0.10142458,1.1025634,1.3736373,0.35951957,0.9982391,0.739526,-1.0143745,-0.53798777,0.7665841,-1.4964525,0.67605305,0.15975346,-0.61027855,0.3682233,-3.0366657,-1.1156727,0.35430625,0.34823874,-0.38596255,0.3268232,0.20696765,-1.2065737,0.5972245,-1.3691549,-1.5063747,0.52441484,0.903105,0.44465446,0.70125586,-0.76026565,0.44892475
494,2.019093,-0.5846022,-1.3306807,1.1173651,-0.6946422,-0.6872085,-1.1145777,-1.9917151,0.51395524,-0.1605079,-0.29862586,-0.7556549,0.037323378,0.84084624,-0.12236823,-1.4387206,-0.7802002,0.22256011,-0.6235182,0.8882389,-1.6567924,0.35841438,-1.0853103,-1.037125,-0.73581666,0.26984543,-1.0838126,0.46251717,-1.8356711,0.4178461,-0.552112,-1.1240947
495,-0.34094876,-1.8669232,-0.7466418,0.97401655,-0.11355587,-0.92772925,-0.55662227,-0.22970165,-0.32329312,-1.508476,-0.3172367,-0.5113569,-0.5793776,1.846781,0.064805344,-1.8135617,-0.34262958,-0.34478116,-0.7920391,0.100020565,-2.0151227,-0.59505355,0.0074029863,1.0963289,-1.0404524,0.26939076,0.39051166,1.4233731,-1.551592,-0.6134021,-1.5278025,-0.73669404
496,-0.5120243,-0.9924767,-0.49992767,-0.39119282,-0.4442309,-1.2788261,-0.15626524,-0.4638024,-0.63440084,-0.17164883,-0.105375454,-0.3246019,0.4406617,1.7201674,-0.7471198,-1.83282,0.88399565,0.20258477,-1.408544,1.1745006,-2.561458,0.05176897,1.4401616,0.5461619,-0.59986556,0.508724,-0.5475536,1.8246976,-0.44229674,-0.7720268,-1.3887537,-0.5750586
497,0.21855135,0.11960305,-1.3784344,-0.12125378,0.8336519,-0.96056855,-0.4767706,-0.98748785,-0.107878834,-0.047859557,0.34681433,-0.6053916,0.0752071,0.8473319,-0.5440776,-0.8124074,0.055163346,-0.7099806,-2.3302524,1.9459277,-2.0916631,1.4540458,-0.02175341,-0.6463341,-0.542781,0.2864524,-1.2461106,0.57923716,-1.8309708,0.43720824,-0.7766281,-0.979644
498,1.0392063,-0.059520215,-0.453519,0.80509824,1.3583764,1.010765,-0.8775575,0.5890299,0.16606106,-1.5189291,-1.2464333,1.0428866,-0.8454311,1.4426253,1.3506993,-1.2070563,-1.6857445,0.5161136,-1.2705568,-1.0863596,-2.1565259,0.7370744,-0.32355675,0.25936013,0.88151103,0.36858544,0.29554403,0.69956297,-0.63455206,-1.0219734,-1.0232371,0.33316326
499,0.48093426,-0.802335,0.00998951,0.10439763,1.5292941,1.9415776,-1.3921273,0.7570433,0.3227452,-1.0676591,0.5062966,-0.2745267,-0.43883747,1.145272,1.2114671,-0.3093198,-2.5647995,-1.2342242,-1.3751522,0.22439066,-1.1246288,0.9839787,0.02556764,-1.4453769,0.7566456,0.5415578,-0.24974105,0.77353823,-1.1390576,-0.8442935,-0.9437725,0.09955124
500,0.22205861,-1.6850406,1.1304532,0.056021556,-0.34126374,1.6518916,0.33460826,0.6541847,-0.23932174,-0.78698045,-0.0533547,0.9627802,1.7777069,-0.29132217,0.36645484,-1.570353,-0.7901384,1.3822603,-1.8241899,-0.7909469,-0.5336569,-0.039842032,-1.2755494,0.84946525,-1.3656182,-0.19045731,1.6870981,-0.8192738,1.447066,0.7783597,-0.20421062,-0.11043108
501,0.27195734,-1.7456723,1.1038581,0.10936024,-0.31661773,1.6477711,0.1426686,0.69856435,-0.32374728,-0.9528415,0.06339524,0.9032941,1.7531136,-0.16778485,0.3439987,-1.5386287,-0.7775863,1.3090901,-1.8990958,-0.6582216,-0.60868007,-0.0725592,-1.2747858,0.99387103,-1.4953527,-0.12703598,1.5822057,-0.75895846,1.4391717,0.6811127,-0.34432134,-0.13899957
