source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84
0,0,0000,0,column,12,5.76755867699954e-26,0.0,3.514370325341752e-27,8.744580340512795e-30,1.745358436800784e-32,1.401298464324817e-44,4.477695099918877e-40,1.0183852117985623e-24,3.960308816997049e-11,5.613619014077642e-10,9.818263831579347e-38,4.484155085839415e-44,1.0,2.9057583591739084e-26,4.052291572161247e-26,2.500029920027141e-28,7.460389921091285e-18,7.887423401588105e-30,0.0,0.0,2.6063904845415197e-29,0.0,0.0,3.923468605800801e-18,0.0,2.1001135952661285e-33,1.3266092561763043e-41,9.237336831435861e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0000,0,column,12,5.76755867699954e-26,0.0,3.514370325341752e-27,8.744580340512795e-30,1.745358436800784e-32,1.401298464324817e-44,4.477695099918877e-40,1.0183852117985623e-24,3.960308816997049e-11,5.613619014077642e-10,9.818263831579347e-38,4.484155085839415e-44,1.0,2.9057583591739084e-26,4.052291572161247e-26,2.500029920027141e-28,7.460389921091285e-18,7.887423401588105e-30,0.0,0.0,2.6063904845415197e-29,0.0,0.0,3.923468605800801e-18,0.0,2.1001135952661285e-33,1.3266092561763043e-41,9.237336831435861e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0000,0,column,12,5.76755867699954e-26,0.0,3.514370325341752e-27,8.744580340512795e-30,1.745358436800784e-32,1.401298464324817e-44,4.477695099918877e-40,1.0183852117985623e-24,3.960308816997049e-11,5.613619014077642e-10,9.818263831579347e-38,4.484155085839415e-44,1.0,2.9057583591739084e-26,4.052291572161247e-26,2.500029920027141e-28,7.460389921091285e-18,7.887423401588105e-30,0.0,0.0,2.6063904845415197e-29,0.0,0.0,3.923468605800801e-18,0.0,2.1001135952661285e-33,1.3266092561763043e-41,9.237336831435861e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0001,0,column,2,2.3394084296304346e-25,0.0,1.0,7.963829298928624e-36,2.811863715394214e-38,0.0,4.1207465459968095e-38,6.795913964343939e-21,1.3880369702193248e-26,0.0,0.0,5.153127887743047e-35,1.4114343997789053e-26,2.6911077227319658e-21,1.3008809365160248e-24,1.8861477329812038e-42,5.338942654940956e-19,1.0896420033605467e-31,0.0,0.0,5.326670429283542e-36,0.0,1.401298464324817e-45,3.515071918436324e-17,0.0,1.6472683115262201e-31,1.1518993007324515e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,0002,0,column,26,0.0,0.0,2.8107541591986826e-34,6.226266318678388e-31,2.9668061525178055e-23,4.116642930033069e-32,6.463063171965064e-39,5.347353094598446e-22,1.5332108163028052e-38,0.0,5.151241242268851e-35,7.006492321624085e-44,1.7480658001247675e-30,2.7677955633924898e-15,1.2997219132112464e-14,7.580811430428729e-21,1.9926934998982912e-38,5.681516532949466e-20,0.0,1.74251464038791e-41,4.484155085839415e-44,0.0,0.0,1.7791058099130327e-30,5.110674454677394e-32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,0003,0,column,2,6.463293300504748e-29,0.0,1.0,2.1694902824676818e-41,1.401298464324817e-45,0.0,2.8445237787022327e-40,4.2324987570532206e-27,1.7051520485479988e-28,6.58610278232664e-44,0.0,3.783505853677006e-44,2.302175781509165e-30,2.9623827333209144e-24,1.0742575228180564e-20,0.0,3.686368278097178e-15,3.4399513868197815e-32,0.0,4.203895392974451e-45,4.250923417852701e-37,0.0,5.605193857299268e-45,2.6816324851374445e-18,0.0,1.9435921143503254e-33,8.259295187684402e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0004,0,column,2,3.5807089481965906e-18,0.0,1.0,1.0061518264904626e-32,7.987401246651457e-44,0.0,5.176302230815405e-33,2.591793984405858e-23,2.4695969999975054e-33,0.0,0.0,0.0,3.8861361101829996e-35,7.175572611035189e-18,2.0759163148159397e-25,0.0,2.6020280275225673e-30,4.093914616044948e-27,0.0,1.2611686178923354e-44,3.5777756209356224e-39,0.0,1.2146230881013222e-39,1.4509263898087185e-18,0.0,9.623009728578031e-36,5.62827387304785e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,0005,0,column,2,2.5757396552426516e-22,0.0,1.0,2.862404210989593e-31,0.0,0.0,2.4999164603554737e-42,2.877590610586962e-30,2.82135854169329e-33,0.0,0.0,0.0,5.048821117431476e-32,2.3373606517071085e-14,4.968462917830868e-24,9.80908925027372e-45,4.730044993407856e-25,5.620807283394704e-29,0.0,0.0,2.462095414803347e-40,0.0,1.217418475334195e-28,3.988022607985052e-18,0.0,3.9272290600661443e-32,3.1453673303285726e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0006,0,column,26,3.585922770207207e-42,0.0,1.505170103507012e-28,2.356904496761241e-23,1.1589298675859004e-34,0.0,1.2611686178923354e-44,7.977824067877399e-19,2.4374627626157332e-36,0.0,1.9205157701275745e-26,0.0,1.619659499218344e-30,1.8397327949060127e-05,1.024065054977541e-09,1.640377540131813e-30,1.093325229401146e-34,1.1134854728470683e-21,0.0,1.9351931792325724e-42,0.0,0.0,9.300994452159956e-23,1.080056515492003e-33,1.610602668931339e-22,0.0,0.9999809265136719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7,0007,0,column,26,0.0,0.0,5.027039473433678e-35,2.0998070322538106e-20,1.1135729157118294e-24,0.0,1.2312130606204637e-39,2.224796523529225e-26,4.101738773107322e-38,5.484735438708978e-38,5.19544207911196e-37,0.0,5.307129535805744e-32,1.7951855280085027e-10,5.510706366056162e-13,8.19183331649549e-38,3.2887916295116665e-32,1.618436878135525e-22,0.0,3.545285114741787e-43,7.699798749833432e-40,0.0,5.546484283267354e-32,1.3045332001693312e-39,4.230235579925995e-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,0008,0,column,26,0.0,0.0,8.231227179443975e-42,6.06270656237319e-19,2.3268521809689704e-16,1.335995153290352e-38,1.1508135585849651e-29,1.6288294836293347e-30,1.2976023779647806e-42,0.0,6.782796360812485e-32,2.737077180901641e-35,2.0562525949590873e-32,1.8109765003595485e-19,8.041998146006305e-17,9.60570579049558e-27,3.8412393504071886e-41,2.275684667630792e-15,0.0,6.742054162831591e-35,2.9741763429667896e-35,0.0,0.0,1.532156418264055e-33,1.623248248081551e-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,0009,0,column,26,4.810657628027097e-42,0.0,6.623082712488541e-36,3.606921028867678e-33,4.301668469333989e-16,1.230302923943876e-22,1.2632704534849454e-37,8.559489498168086e-24,2.3910323192698336e-26,0.0,3.4974237788715972e-28,2.476456854421118e-32,6.925342044897414e-24,1.4244829683172407e-16,3.355836540320763e-15,1.0135690267502103e-14,1.7138795797065264e-33,1.0256690603593073e-22,0.0,7.030481836738372e-32,3.1243630820278986e-40,0.0,0.0,1.1828046306529963e-23,2.315251536560304e-25,5.670094995674472e-39,1.0,4.624284932271896e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10,0010,0,column,26,4.9213602067087576e-40,0.0,9.031480706450592e-40,1.5162402735415285e-36,4.700824608079808e-21,8.089073858029009e-39,1.748330029014858e-40,1.3041630036717938e-20,4.5015600245777656e-32,0.0,1.67637170653917e-23,3.499396954284933e-29,3.561985043208589e-28,8.990937605968946e-14,2.4103506242664904e-15,5.080616483077449e-12,2.8735014650641476e-36,6.423277075350273e-22,0.0,6.428084385693321e-36,1.401298464324817e-44,4.610271947628648e-43,0.0,2.0824011597540046e-28,2.593966324914752e-26,9.80908925027372e-45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,11,0011,0,column,26,1.401298464324817e-45,0.0,5.170791333358575e-43,9.011892284834418e-27,1.8701992485730418e-23,0.0,6.455501765451567e-40,1.2823648919562903e-24,8.368254652059615e-33,0.0,3.490227848591266e-20,3.7724020542570515e-32,1.5720382012162498e-31,7.168214355424141e-10,7.613729288149466e-15,1.025134472280924e-27,5.257273587777906e-34,5.1697380956709315e-23,0.0,4.2543385015784686e-33,1.0967734668620658e-38,0.0,1.527973042902852e-39,1.5018998110523615e-37,5.765434787571855e-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,0012,0,column,4,0.0,0.0,4.296487310043485e-38,9.654759164549364e-25,1.0,3.5032461608120427e-44,1.5479918517347783e-22,1.5269381674446918e-28,0.0,0.0,2.802596928649634e-45,8.62241141055123e-24,1.4274206295176817e-38,4.120391528712431e-35,1.7827382548023302e-25,1.401298464324817e-45,7.626470168862615e-35,9.010306281525215e-28,0.0,5.573718819817941e-09,5.601477377695067e-22,0.0,0.0,1.363062224460681e-31,5.267143351028907e-29,1.920226069638854e-30,2.0667528133344604e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,13,0013,0,column,2,1.2445283422469973e-32,0.0,1.0,9.862823414472634e-30,0.0,0.0,1.3075515970614868e-41,1.493858796468883e-24,3.194834081360403e-34,0.0,0.0,0.0,8.210324364674238e-30,1.8929231515585343e-08,1.8961602794873922e-16,0.0,1.4812208256848866e-25,3.8244907068674825e-33,0.0,2.1399228848704281e-41,5.718134413212438e-34,0.0,2.5253217246326766e-23,3.3452518048536365e-16,4.864313861903929e-35,9.715835640069832e-39,6.493895268059592e-27,5.885453550164232e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14,0014,0,column,13,1.760875491204096e-30,0.0,0.00027001695707440376,3.2831424047373072e-22,2.5223372357846707e-44,0.0,8.208806404014778e-42,2.932813694349725e-22,3.2406101144118573e-31,1.1936260319118792e-41,1.3203163453901102e-35,0.0,4.091280406104213e-25,0.9997291564941406,9.974294068633427e-14,1.4333711790988116e-34,1.1784326814747274e-21,9.021640504048195e-24,0.0,3.6115525191197078e-40,9.60953054837468e-32,0.0,8.499947038334934e-16,1.809498819743405e-19,1.0139891412009825e-32,8.181598523982143e-36,2.183812592565504e-12,8.207405105550454e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,15,0015,0,column,13,2.971914815740017e-23,0.0,0.0029172429349273443,6.962252392268823e-21,0.0,0.0,1.401298464324817e-45,7.901510872315008e-24,2.7125059263222266e-27,5.570137029522848e-28,1.6869811822467175e-39,0.0,1.3033353983365294e-23,0.9970821142196655,2.979590857897507e-14,3.5115054177274634e-33,3.461539436169852e-17,7.400027103928398e-23,0.0,0.0,4.1857253095807044e-35,0.0,2.4408174199973823e-17,1.111684717970615e-23,1.7679623606298951e-38,2.9288358147325285e-28,1.268496213017306e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,16,0016,0,column,13,1.299519304045343e-28,0.0,1.7857174072766213e-12,9.310373268727417e-29,0.0,0.0,0.0,5.8183993339111504e-21,4.34379325433406e-34,1.1761672543448563e-39,2.7626475756189246e-30,0.0,2.0231180869855382e-29,1.0,1.7072756403058165e-11,2.2116201571259468e-35,6.208747473097462e-28,1.218285401477531e-31,0.0,3.6433760072445244e-44,7.847271400218976e-42,0.0,9.492420738332896e-12,6.336236177621724e-26,1.0038076268564412e-28,1.4544076761227276e-41,1.4722015273527234e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17,0017,0,column,13,7.110333393111014e-20,0.0,3.687733567403484e-07,2.069795986786589e-25,2.1539879707322525e-33,0.0,2.949202175285761e-39,1.4625312366563842e-23,3.0386035352964283e-35,3.909482585619807e-41,1.070221952133927e-25,1.6568784886360918e-39,7.665620536270855e-33,1.0,5.351017962063054e-10,1.9632191485190687e-42,3.780329270775522e-30,5.878074810925274e-29,0.0,2.2644086352471876e-39,8.386342571382893e-33,0.0,7.572350471361562e-19,1.4490317124208267e-22,3.1880721701014366e-22,9.80908925027372e-45,7.92873319083176e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18,0018,0,column,26,8.444982009498448e-36,0.0,1.90234226785663e-29,5.028273353246959e-10,2.7444185812797173e-11,0.0,1.5012682711287846e-24,2.0700328915771883e-25,2.682917699267835e-36,3.977445561139561e-40,4.2418005164344375e-40,7.60190580372041e-33,8.651261896517788e-34,3.644965731151861e-14,2.2378237771961823e-15,0.0,8.937009991523146e-22,8.49885944885784e-20,0.0,2.556090249594506e-18,9.814912592223716e-19,0.0,1.2891945871788317e-43,3.28606547214523e-35,3.6377820447261976e-15,1.1190477779031484e-34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19,0019,0,column,26,1.8979186400815322e-41,0.0,6.5160378591104e-42,4.3869781618048085e-24,1.1253142767756117e-20,0.0,4.254510383188965e-36,1.1416587228166933e-27,1.8190115235554018e-40,0.0,4.594273216098704e-23,3.96389500498954e-39,2.978026316554473e-34,2.897228285782255e-16,4.077072654111387e-17,6.3707866591543805e-37,7.50719442375544e-37,5.1558781503541094e-21,0.0,3.8885183198144293e-38,1.5186832412322938e-36,0.0,7.023111721410978e-40,5.5351289340830274e-43,4.753546757217723e-23,2.550363205071167e-43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,20,0020,0,column,4,2.1338973014738314e-41,0.0,1.8492837742802108e-39,8.312170560328625e-24,1.0,7.567011707354012e-44,3.3342681036334633e-17,2.2997338536937017e-24,3.6376306835407926e-40,0.0,1.6759212370384179e-34,2.3917258081242086e-26,2.1802722091638284e-37,3.7171849129715157e-35,4.624906956967843e-22,3.8666028526114677e-41,1.0758271657030006e-37,1.7204680786531112e-27,0.0,7.73663089148613e-09,1.8761410135346518e-19,0.0,0.0,1.4624055994638712e-27,5.283552866016492e-33,9.855057192191084e-34,4.519869367669571e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,21,0021,0,column,13,1.3384330317233822e-31,0.0,1.576404865442861e-15,6.666977958711277e-31,6.0814259014508585e-33,0.0,0.0,2.1670124240113357e-23,2.8945742073342563e-33,6.965834148944663e-22,1.244724058597785e-23,6.305843089461677e-44,6.284710691231199e-22,0.9998931288719177,0.00010860963811865076,1.1046875669797439e-32,1.717221095156725e-21,2.866609600804377e-32,0.0,6.438966443572534e-42,9.449368927989217e-39,0.0,2.354290383927175e-15,2.120813692287108e-24,6.79162073802253e-11,1.5694542800437951e-43,9.262422079325816e-11,5.114739394785582e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22,0022,0,column,26,0.0,0.0,6.046120755143377e-35,9.578947877952881e-14,7.805763833390632e-16,0.0,1.7256358089116954e-33,9.48205088966501e-31,3.3443389149576084e-41,1.1210387714598537e-44,2.39760289506034e-38,0.0,2.4290557610410794e-34,3.9021212476508804e-12,3.0952447365156094e-16,5.182806066391696e-39,2.32481415030992e-36,4.428129817308784e-20,0.0,1.4520794729125757e-31,9.017023208589882e-33,0.0,7.50600677052842e-33,5.04022338712726e-38,3.6215821160934854e-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1063,1076,0,column,17,8.176756007596676e-30,0.0,0.0,2.0617880018432834e-19,0.0,0.0,1.401298464324817e-45,5.313697006720352e-23,2.7451004590652896e-14,0.0,4.1345337111672395e-26,6.127178896649747e-34,2.628121167141944e-25,1.7155476716190262e-18,1.0861897352962366e-15,1.1563626033279928e-14,4.25651817667216e-31,1.0,0.0,0.0,5.060976168968402e-37,0.0,1.1458261591044792e-33,3.108596238814171e-21,6.128755957850478e-38,1.0077572339491656e-25,2.6544710152726384e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1064,1077,0,column,14,1.2245291472053272e-38,0.0,8.117884554455527e-39,5.249444522648372e-24,1.570263426589014e-17,0.0,0.0,2.5191638764065214e-23,1.3135759987935353e-33,7.176008809811019e-26,4.713553213262573e-22,3.8034438155318995e-30,2.5242627755659525e-30,1.7216099656991446e-09,1.0,3.44792403031744e-33,3.6767574197186952e-25,1.9842355610821618e-23,0.0,5.7032847498020055e-43,4.5388057259480825e-42,0.0,8.505026886388401e-40,1.849187533101681e-37,1.1720894255162762e-09,0.0,7.5000093545400265e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
