source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118
182,1219,1232,0,column,1,0.0,1.0,0.0,0.0,4.668062980674706e-31,0.0,4.1348190114326586e-33,0.0,0.0,0.0,0.0,0.0,1.3830194338991047e-36,0.0,3.0029211012200804e-32,0.0,4.6352309973395374e-33,0.0,2.232897418209555e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.680336870844889e-43,0.0,0.0,0.0,1.0058147890956715e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1220,1233,0,column,1,6.543290311644588e-39,1.0,0.0,0.0,5.245945031335557e-30,0.0,1.99592266820514e-27,0.0,0.0,0.0,0.0,0.0,5.877960007444995e-30,0.0,4.677896788600397e-26,0.0,2.5665364558925685e-32,0.0,9.322067817324766e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.380381836138661e-35,0.0,0.0,0.0,9.813137802350269e-11,4.134678833731323e-32,0.0,0.0,2.1085609844597601e-38,3.699427945817517e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1221,1234,0,column,1,6.683530580396059e-38,1.0,0.0,0.0,3.8712951700670124e-28,0.0,4.179311627230846e-20,0.0,5.053871193390705e-39,0.0,1.6427253741464112e-38,0.0,4.045256357111869e-30,0.0,4.198336039159226e-23,0.0,3.271413473677415e-31,0.0,3.256362049786402e-15,0.0,0.0,0.0,1.401298464324817e-45,0.0,0.0,0.0,1.053209084099466e-30,0.0,0.0,0.0,2.404455301530106e-07,7.122190647519186e-29,6.025583396596713e-44,6.581198237701503e-41,3.0836245330730476e-39,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1222,1235,0,column,4,9.242631209175904e-24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.699657560485825e-29,0.0,9.100322262476314e-36,0.0,2.3697665758460175e-18,0.0,6.8265548727058135e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.853677490881869e-41,0.0,1.5438945960545105e-40,0.0,1.90776753138017e-25,0.0,4.1068456822128743e-14,0.0,7.365808585291234e-08,4.3922923973057845e-14,8.314326980975366e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1223,1236,0,column,4,3.845390063720845e-36,4.654448587970914e-36,0.0,0.0,1.0,0.0,1.5834672646870433e-43,0.0,0.0,0.0,0.0,0.0,6.2819956055448275e-24,0.0,0.0,0.0,9.151262484845124e-19,0.0,5.982483807258177e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.418937946747345e-34,0.0,1.2654945719867464e-36,0.0,1.4794666033108163e-15,0.0,2.669947262590054e-24,0.0,1.2153365625596079e-18,1.961490684658951e-25,2.375409374994862e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1224,1237,0,column,1,0.0,1.0,0.0,0.0,2.4981435679431108e-27,0.0,3.2369994525903274e-42,0.0,2.802596928649634e-45,0.0,0.0,0.0,6.093156811143385e-39,0.0,0.0,0.0,5.164948479281726e-38,0.0,3.222868758876076e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7963608328588474e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1225,1238,0,column,1,0.0,1.0,0.0,0.0,1.192524025243667e-28,0.0,1.053356055632965e-41,0.0,0.0,0.0,0.0,0.0,8.127531093083939e-44,0.0,5.605193857299268e-45,0.0,3.923730315781799e-37,0.0,1.8281735492267889e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3892330453318184e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1226,1239,0,column,1,0.0,1.0,0.0,0.0,6.359504261726239e-27,0.0,3.140438778010633e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.942726775082116e-44,0.0,5.926871789410374e-35,0.0,7.34853526378113e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3185095472449963e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1227,1240,0,column,1,0.0,1.0,0.0,0.0,6.833759166076e-30,0.0,3.6725975643807827e-38,0.0,0.0,0.0,0.0,0.0,3.009708841676842e-41,0.0,1.401298464324817e-44,0.0,2.74051015811018e-38,0.0,5.4215451063925116e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.388448575651476e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1228,1241,0,column,1,0.0,1.0,0.0,0.0,7.056320737859107e-27,0.0,4.708041128908907e-35,0.0,2.802596928649634e-45,0.0,0.0,0.0,3.786028190912791e-40,0.0,3.357931510061559e-41,0.0,2.2223892994959436e-39,0.0,2.5986950778600198e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-44,0.0,0.0,0.0,4.48940633407109e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1229,1242,0,column,1,0.0,1.0,0.0,0.0,2.998825643636985e-30,0.0,2.8718798152189046e-36,0.0,0.0,0.0,0.0,0.0,4.260451798994601e-40,0.0,1.5579075806977586e-40,0.0,8.850796161421779e-38,0.0,3.2922494448677686e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451827774570748e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1230,1243,0,column,1,0.0,1.0,0.0,0.0,7.362046263719726e-30,0.0,2.232992716462278e-34,0.0,0.0,0.0,0.0,0.0,8.580449253893449e-38,0.0,9.453642975746432e-35,0.0,2.1756621838447294e-36,0.0,8.523263906512859e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.783505853677006e-44,0.0,0.0,0.0,3.933664158295436e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1231,1244,0,column,0,1.0,0.0,0.0,0.0,3.3784582591046275e-21,0.0,3.319991012824016e-31,1.5747722487321946e-27,7.171148814817951e-38,0.0,0.0,0.0,0.0,0.0,5.575766589548447e-42,0.0,8.084813929443158e-10,0.0,1.016218629974276e-26,0.0,0.0,0.0,4.639170420390252e-28,0.0,0.0,0.0,1.500965486591838e-23,2.4258199849756365e-22,0.0,0.0,8.29603186588536e-35,0.0,1.679408792982731e-27,6.456379946688367e-33,1.334285040132886e-21,6.443833477086926e-25,0.0,3.363116314379561e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1232,1245,0,column,0,1.0,0.0,0.0,0.0,9.718362455539392e-23,2.802596928649634e-45,2.5265037835467662e-33,9.219579816312019e-21,6.3112819211652914e-37,0.0,2.4018255678527365e-42,0.0,0.0,0.0,1.2127783066990079e-36,0.0,5.381198775467055e-07,0.0,7.304609013187761e-24,2.69857826338311e-38,0.0,0.0,1.4975614358483627e-32,0.0,0.0,0.0,3.9003111055259504e-17,1.3546361267772304e-20,0.0,0.0,4.7157340736276916e-35,0.0,7.57615460397624e-29,5.995629813148748e-30,8.355801308414922e-21,8.882771200607893e-28,0.0,1.103875124059173e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1233,1246,0,column,0,1.0,0.0,0.0,0.0,6.464775303596954e-28,0.0,2.3596753508249246e-38,1.2821058497565384e-24,2.0073046708299903e-37,0.0,2.237873647526733e-42,0.0,0.0,0.0,2.7268945970849923e-28,0.0,2.3696971496178776e-08,0.0,1.1327733617934373e-21,3.4006351323630573e-35,0.0,0.0,1.1273906424282432e-33,0.0,0.0,0.0,2.4311634943299494e-16,9.131263139792603e-23,0.0,0.0,7.412028097199687e-41,0.0,1.1644589227042256e-29,2.714631405554502e-32,1.5482517340713943e-22,3.5384404748770145e-32,0.0,1.6879431221937352e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,1234,1247,0,column,4,2.804273462230036e-20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4305546526566924e-36,0.0,3.576239445777722e-21,0.0,1.086943538528799e-31,0.0,4.1747089487333566e-19,0.0,9.9584862309728e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66137393950626e-38,0.0,0.0,0.0,2.0418240637711967e-24,0.0,7.242658170980576e-07,9.80908925027372e-45,9.945894108298603e-10,2.0554521973359385e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1235,1248,0,column,32,1.9306411378855427e-15,0.0,0.0,0.0,0.002916074823588133,0.0,0.0,0.0,0.0,0.0,5.5221519686308116e-36,0.0,2.6309846099313447e-29,0.0,7.306067605253342e-29,0.0,4.230229133354678e-24,0.0,6.7224467159401385e-31,0.0,0.0,0.0,3.362157348430756e-20,0.0,0.0,0.0,6.558688974085278e-30,0.0,0.0,0.0,3.2241104762263065e-17,0.0,0.9970841407775879,2.0273986181851453e-41,1.3340241800108288e-08,5.549389293495752e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,1236,1249,0,column,32,0.0077270097099244595,0.0,0.0,0.0,4.673906595087374e-09,0.0,7.415520446863641e-36,0.0,2.0412361826814355e-35,3.4001295536445456e-27,2.1979756534427224e-37,0.0,6.591157195441476e-26,0.0,4.769717686333608e-21,0.0,1.6317524208623154e-30,0.0,4.916622777073594e-28,0.0,0.0,0.0,6.0956826344805e-19,0.0,0.0,0.0,0.0,1.585036718967087e-40,0.0,0.0,7.787225018449663e-26,0.0,0.9922747611999512,9.617854048847312e-40,1.485970124726066e-09,3.4454920082092316e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1237,1250,0,column,0,0.9999961853027344,0.0,0.0,0.0,2.336129574021569e-15,0.0,4.295540312541294e-41,0.0,1.105711496027707e-33,4.752158952437618e-27,0.0,0.0,3.400831430736095e-34,0.0,6.51363534913595e-22,0.0,2.353974692394534e-31,0.0,5.49188216254002e-28,0.0,0.0,0.0,2.5022932142886243e-19,0.0,0.0,0.0,1.1056244883522807e-42,2.0657954050358565e-34,0.0,0.0,3.209072042965171e-29,0.0,4.6805330384813715e-06,7.850494386686923e-41,1.8444762488804378e-20,1.73197176919627e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,1238,1251,0,column,0,1.0,0.0,0.0,0.0,3.9606674349351937e-20,0.0,2.4966067054866156e-37,0.0,1.5645293490147084e-32,0.0,0.0,0.0,2.466285297211678e-43,0.0,4.305666376384447e-27,0.0,3.293319404858774e-27,0.0,2.691269677846034e-30,0.0,0.0,0.0,3.528592547609074e-29,0.0,0.0,0.0,3.015493121477882e-38,5.180806578230962e-33,0.0,0.0,3.369730711513524e-29,0.0,5.976914276006884e-12,6.665032306175735e-35,1.9927997506136032e-23,6.323523147762598e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,1239,1252,0,column,0,1.0,0.0,0.0,0.0,6.299289006357365e-19,0.0,3.0871586078000747e-40,0.0,1.0566804327934594e-33,8.973600757215306e-36,0.0,0.0,4.90454462513686e-44,0.0,4.9007014001035704e-30,0.0,4.446831407962944e-29,0.0,1.8983534346641204e-31,0.0,0.0,0.0,1.1386023875507474e-25,0.0,0.0,0.0,4.394082142889851e-38,1.6960387208267874e-34,0.0,0.0,5.220193617651415e-30,0.0,3.31006021203617e-11,2.6890886571786527e-34,4.161761342636657e-21,4.1851421827472235e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1240,1253,0,column,0,1.0,0.0,0.0,0.0,2.4809348615728796e-20,0.0,6.025583396596713e-44,0.0,7.677553089628647e-35,0.0,0.0,0.0,0.0,0.0,3.287665858571884e-30,0.0,5.428394580305552e-21,0.0,1.691067865804808e-30,0.0,0.0,0.0,1.5209085529189857e-22,0.0,0.0,0.0,8.220745466930826e-40,1.3558596649446615e-30,0.0,0.0,1.0817176818642568e-34,0.0,9.233581543951434e-15,4.875832019602844e-40,7.181297136104394e-25,5.971948839756811e-26,0.0,2.4242463432819335e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1241,1254,0,column,0,1.0,0.0,0.0,0.0,7.483429896449433e-23,0.0,7.013432358767337e-36,1.3089599020181333e-39,4.730312327273737e-34,0.0,0.0,0.0,0.0,0.0,3.2256129223851964e-31,0.0,1.2379225223902152e-18,0.0,1.6035384229203337e-32,0.0,0.0,0.0,2.5985886627074285e-28,0.0,0.0,0.0,2.1709481501627103e-33,1.9621867311482922e-25,0.0,0.0,1.1745311507512237e-31,0.0,1.4773438502366714e-18,1.2450736981573819e-33,5.446377012037767e-29,1.2728008031709283e-35,0.0,8.443103507249888e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
