source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118
1472,687,0688,1,girder,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.844938096827322e-37,6.78075285265485e-17,5.6726212923295146e-33,4.7235872424522487e-26,9.528829557408756e-44,0.0,3.616693747610394e-23,2.4345230917959294e-31,2.252669929835358e-27,0.0,1.1379455298839147e-27,3.904044448832522e-11,2.78484944023025e-28,0.0,1.783932322986203e-21,0.0,7.006492321624085e-45,2.3958849955932815e-15,8.529912887134117e-12,0.0,2.441357598829804e-39,0.0,0.0,8.456943370420411e-13,1.0,5.492808071645594e-19,0.0,7.43248705477883e-42,1.7689925347791133e-18,0.0,8.525579136814105e-36,0.0,0.0,4.642507711594135e-09,1.4848160031677217e-29,0.0,1.0275046410781435e-24,0.0,7.612058242691404e-19,0.0,0.0,0.0,0.0,1.0906361735253269e-23,6.547930576063759e-25,1.8132687782408444e-37,0.0,0.0,0.0,3.5916592152287687e-22,7.934896128467121e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,687,0688,1,girder,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.844938096827322e-37,6.78075285265485e-17,5.6726212923295146e-33,4.7235872424522487e-26,9.528829557408756e-44,0.0,3.616693747610394e-23,2.4345230917959294e-31,2.252669929835358e-27,0.0,1.1379455298839147e-27,3.904044448832522e-11,2.78484944023025e-28,0.0,1.783932322986203e-21,0.0,7.006492321624085e-45,2.3958849955932815e-15,8.529912887134117e-12,0.0,2.441357598829804e-39,0.0,0.0,8.456943370420411e-13,1.0,5.492808071645594e-19,0.0,7.43248705477883e-42,1.7689925347791133e-18,0.0,8.525579136814105e-36,0.0,0.0,4.642507711594135e-09,1.4848160031677217e-29,0.0,1.0275046410781435e-24,0.0,7.612058242691404e-19,0.0,0.0,0.0,0.0,1.0906361735253269e-23,6.547930576063759e-25,1.8132687782408444e-37,0.0,0.0,0.0,3.5916592152287687e-22,7.934896128467121e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,691,0692,1,girder,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5802942228043314e-36,5.983094305824083e-20,0.0,1.0,4.230086951095051e-30,0.0,1.7405635013230398e-26,1.8356329223786314e-34,3.9365766914275275e-38,5.5905883140926914e-30,1.4014505946513556e-25,6.440913175700177e-16,0.0,1.9893738730525638e-16,0.0,0.0,0.0,2.234422922128573e-20,1.0506908886724792e-19,0.0,3.946647778207701e-17,0.0,0.0,5.913479519450728e-42,0.0,3.520570125929418e-19,5.748602595966112e-26,0.0,1.0520659795056206e-20,2.8469443256175688e-36,1.6058209758102414e-33,0.0,0.0,1.5536451593170961e-25,0.0,3.2779229852340766e-30,3.31331840179352e-34,0.0,0.0,0.0,2.475253607383357e-41,2.3407394351927688e-24,5.805220581585321e-32,1.5005246711180006e-23,1.808838531364376e-24,0.0,0.0,0.0,6.445972935894159e-44,2.3060313381062514e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,692,0693,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54626670110744e-21,0.9993937015533447,1.9065875521864397e-34,3.1470955936839854e-16,6.589327035335223e-32,1.8567204652303826e-41,4.968413497272878e-21,2.054478516844307e-34,6.458245590485295e-20,0.0,6.727762238636204e-22,2.7668986035678245e-07,1.1204941708246785e-37,1.0152112915761638e-26,4.205952648971316e-22,0.0,7.091971527947899e-42,2.0877344297787204e-09,1.5276093671642286e-19,0.0,1.2286234981348207e-30,0.0,0.0,7.748290960470979e-18,1.0439893715754581e-29,2.1956908947268206e-12,0.0,6.1236742890994506e-43,0.0006054501864127815,4.134918718145605e-38,2.7493743897036864e-19,0.0,5.2198367796099436e-42,5.945782061145266e-12,9.193458174783558e-27,5.527397353884023e-37,6.0968302295668255e-24,0.0,6.123026646526459e-32,0.0,0.0,0.0,0.0,1.715638886354758e-26,2.7585828095416784e-15,0.0,0.0,0.0,0.0,3.9806301158941404e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,693,0694,1,girder,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1987658005082067e-13,4.5175482414139614e-14,6.944078753573861e-22,9.149852489251955e-22,1.5093385759242605e-41,6.156345161463304e-35,3.521766589662979e-26,5.137475490777272e-31,7.192055222755041e-22,2.259529514518282e-27,1.3797912282333701e-33,5.082060994254789e-08,4.589825996968302e-22,1.2105371977335867e-35,2.8858173147564255e-20,0.0,0.0,6.972882955609837e-21,4.6929797474784645e-27,0.0,1.7682302140557257e-33,0.0,0.0,5.115958233046541e-18,0.0,7.637214645417334e-12,0.0,0.0,1.0,3.4698120565539873e-34,1.5912955276389406e-18,0.0,0.0,3.5787933659189797e-20,3.5327992683038688e-34,3.765900242752625e-26,7.565940819373032e-34,0.0,1.1539322028438566e-33,2.4377657766608797e-24,8.463243411813687e-34,0.0,0.0,6.023232457449491e-22,1.855188528840368e-12,6.242582311068812e-38,0.0,0.0,1.3592595103950726e-43,2.518670459838985e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,694,0695,1,girder,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4651080643618354e-27,3.4140888900691113e-12,0.0,1.8795469347555487e-23,1.5274153261140506e-43,0.0,1.9402525029824285e-24,6.383819743807496e-39,1.7516230804060213e-43,8.30267142876462e-37,7.551508301664108e-38,8.565384729611325e-13,1.8948327607480608e-13,0.0,1.0,0.0,0.0,3.3743623418234262e-21,3.90539659660066e-35,0.0,6.663259605593397e-33,0.0,0.0,1.5787091487509982e-23,8.860341015555802e-34,2.765166320184653e-16,0.0,0.0,8.394162875902111e-08,2.1579996350602183e-43,4.094610087559609e-38,0.0,1.6466798608335112e-36,2.0789542943445122e-30,1.2340835230688534e-27,4.862505671207115e-43,7.145082273326849e-35,0.0,6.826198795190142e-24,2.6976979677906243e-12,0.0,1.4701333264095668e-30,0.0,8.803010859609812e-24,3.3392830300983245e-39,0.0,0.0,0.0,0.0,3.89470273964775e-26,5.9649706238859135e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,695,0696,1,girder,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.566077366573855e-31,1.7771526630401165e-22,0.0,1.505226064561275e-30,0.0,2.802596928649634e-45,2.4310746465220294e-28,1.34312582466017e-27,0.0,5.352960133720801e-43,0.0,1.941459437659887e-09,1.0,0.0,7.334697953165215e-12,0.0,6.216854900696715e-20,4.5503612624499793e-20,3.1455487796365655e-30,0.0,6.830447756070344e-38,2.5223372357846707e-44,0.0,1.7615396455123108e-31,0.0,8.675245697844543e-21,0.0,1.0696596027459985e-38,5.828265482199763e-20,1.401298464324817e-45,2.0229554931183414e-37,0.0,2.4596991944293514e-41,1.401298464324817e-45,8.641516005098235e-30,0.0,4.7256892120232026e-29,0.0,1.716134208912399e-21,8.670556534260582e-34,0.0,1.4153114489680652e-43,0.0,4.522993953513468e-23,0.0,9.528829557408756e-44,0.0,0.0,0.0,9.239432950140886e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,696,0697,1,girder,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.744162789063999e-30,6.86095275656725e-22,3.926861780644444e-36,1.8420076674311836e-28,0.0,0.0,1.0722951626958011e-30,3.288350043379068e-26,0.0,0.0,3.6495417204875536e-41,3.848228957714639e-10,1.0,0.0,3.628508357442743e-16,0.0,2.0997025190587493e-13,9.186359709768135e-23,5.627028638968182e-29,0.0,2.284116496849452e-43,0.0,0.0,3.426517508240166e-30,0.0,9.072498346917825e-19,0.0,1.6877095771884736e-38,5.536371538605699e-20,5.280933392654506e-41,5.3812957899679133e-39,0.0,0.0,1.7973211048858108e-35,1.3600173010361276e-33,0.0,1.751232845066154e-26,0.0,4.999084126540122e-19,2.719760365162349e-26,0.0,8.89841325719802e-34,0.0,5.025924764168404e-21,0.0,4.444414261391163e-40,0.0,0.0,0.0,2.036676335057747e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,697,0702,1,girder,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.627709230595934e-38,8.108428918272644e-28,0.0,3.5425913096175527e-22,1.0,3.336659022398188e-25,1.5890724585443426e-42,5.839182674872226e-40,0.0,3.2613231431876182e-22,0.0,2.0467824416131424e-14,1.4346435383741361e-37,5.928200748846597e-29,0.0,0.0,0.0,5.428342694557233e-25,1.0703032184580396e-33,0.0,2.942726775082116e-44,0.0,0.0,4.233246990608199e-39,0.0,4.85136167794306e-27,0.0,9.94067117607382e-41,4.5806136759891245e-27,2.6797372394316986e-28,2.101052266768522e-39,0.0,7.212861783802108e-20,1.0855584719023243e-33,0.0,2.1369113263147784e-37,1.0673925389494468e-17,0.0,2.802596928649634e-45,0.0,3.0779076072529615e-27,1.1210387714598537e-44,3.0151251405011504e-38,8.386973687871364e-35,1.9376992142328594e-33,6.456603656028257e-25,0.0,0.0,0.0,2.1667915366469865e-21,1.60496308802181e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,697,0702,1,girder,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.627709230595934e-38,8.108428918272644e-28,0.0,3.5425913096175527e-22,1.0,3.336659022398188e-25,1.5890724585443426e-42,5.839182674872226e-40,0.0,3.2613231431876182e-22,0.0,2.0467824416131424e-14,1.4346435383741361e-37,5.928200748846597e-29,0.0,0.0,0.0,5.428342694557233e-25,1.0703032184580396e-33,0.0,2.942726775082116e-44,0.0,0.0,4.233246990608199e-39,0.0,4.85136167794306e-27,0.0,9.94067117607382e-41,4.5806136759891245e-27,2.6797372394316986e-28,2.101052266768522e-39,0.0,7.212861783802108e-20,1.0855584719023243e-33,0.0,2.1369113263147784e-37,1.0673925389494468e-17,0.0,2.802596928649634e-45,0.0,3.0779076072529615e-27,1.1210387714598537e-44,3.0151251405011504e-38,8.386973687871364e-35,1.9376992142328594e-33,6.456603656028257e-25,0.0,0.0,0.0,2.1667915366469865e-21,1.60496308802181e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,698,0703,1,girder,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.305436161290058e-37,3.0916687526471334e-24,0.0,1.3211033550064863e-26,1.0,1.931067756019895e-23,8.962956987337354e-37,6.809136250478535e-32,0.0,2.5685945900219597e-16,0.0,7.376042485129908e-12,1.2026164722857376e-34,1.2271957621309988e-36,1.8389091209697356e-38,0.0,0.0,9.945226230106472e-22,2.0563090870623235e-38,0.0,0.0,1.2172421934038593e-35,0.0,1.903364966749755e-30,0.0,3.566945780790005e-22,0.0,4.8831930404359425e-39,2.687951089903267e-26,7.37389801915217e-25,3.9212534927201356e-41,0.0,9.071505020761793e-32,1.401298464324817e-45,0.0,0.0,1.7810224938890541e-28,8.35173884737591e-43,1.6992845827634894e-40,0.0,6.137687273742699e-42,0.0,1.0656874821190234e-40,3.5551598340858973e-34,0.0,1.5883819592224265e-21,0.0,0.0,0.0,8.177033048105278e-31,4.155733056225688e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,699,0704,1,girder,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7819446921009777e-20,4.1849743072017165e-13,3.44786695324884e-28,6.095306347513165e-28,6.8523494905483555e-43,4.447923227540202e-34,1.2408886168766005e-23,1.465216092480755e-32,1.4573504028978098e-43,0.0,7.286752014489049e-44,2.113896514430169e-12,1.1570933826597062e-32,0.0,5.967883531029675e-37,0.0,0.0,2.7963427129407137e-08,3.039416369120528e-42,4.455036103750745e-40,4.3315008895023206e-33,1.559908554190023e-35,0.0,2.1577333883519966e-40,0.0,6.946156136095138e-19,0.0,8.33496810735487e-39,2.4662500530012996e-22,7.344527274846039e-34,1.0,0.0,0.0,2.3244311809544134e-30,0.0,2.598007352858211e-42,1.9337918807682476e-43,0.0,4.3876402841662483e-35,0.0,0.0,0.0,0.0,2.7911299054826165e-24,1.682763815606559e-18,1.2563714629060714e-26,0.0,0.0,1.884746434516879e-42,2.89408989636378e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,700,0705,1,girder,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.938358988744609e-30,3.489242663557018e-20,1.2041387427459744e-22,1.8502472772157583e-28,1.5703021440874256e-36,2.8408504879995795e-34,7.817296511923133e-31,1.811642623677974e-31,1.68344458525069e-18,0.0,0.0,1.9372650678819693e-16,2.1055616452267193e-39,7.119577668214484e-38,0.0,0.0,0.0,2.641957725099509e-21,0.0,0.0,0.0,0.0,0.0,7.032220161429089e-40,0.0,3.4076590832952947e-13,9.80908925027372e-45,8.407790785948902e-45,1.5161242622680274e-14,5.605193857299268e-45,1.3637331035956722e-16,0.0,0.0,9.528829557408756e-44,0.0,9.941989150398818e-32,2.020306712394911e-33,0.0,1.548434803078923e-42,0.0,0.0,0.0,0.0,5.855923655447531e-27,1.0,2.5005576844882413e-33,0.0,0.0,2.0530035024576953e-36,4.062796129369363e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,701,0706,1,girder,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.783480790156538e-33,9.55994636931828e-18,3.3890433319937185e-13,2.4629435389425397e-27,0.0,4.2945240531359407e-29,4.203895392974451e-44,0.0,1.0,0.0,2.2561325665168852e-40,4.532249895817923e-16,2.4338312247779153e-40,3.2147047940229196e-40,1.0516309170935347e-38,0.0,0.0,5.598686052053472e-27,4.4771401857270046e-39,0.0,5.605193857299268e-45,0.0,0.0,1.401298464324817e-45,0.0,1.0241333063716607e-13,8.900362890701876e-38,0.0,4.3744028581718664e-13,0.0,1.9960920961142077e-25,0.0,2.802596928649634e-45,1.643702802061306e-31,0.0,2.411329673572664e-34,6.015638046814362e-20,0.0,2.747694054817388e-40,6.025583396596713e-44,0.0,0.0,0.0,3.0306514493935208e-27,6.309637097858949e-17,1.8637269575520067e-42,3.2276464019122836e-37,0.0,0.0,4.1006280429829135e-23,1.3248703849119237e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,701,0706,1,girder,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.783480790156538e-33,9.55994636931828e-18,3.3890433319937185e-13,2.4629435389425397e-27,0.0,4.2945240531359407e-29,4.203895392974451e-44,0.0,1.0,0.0,2.2561325665168852e-40,4.532249895817923e-16,2.4338312247779153e-40,3.2147047940229196e-40,1.0516309170935347e-38,0.0,0.0,5.598686052053472e-27,4.4771401857270046e-39,0.0,5.605193857299268e-45,0.0,0.0,1.401298464324817e-45,0.0,1.0241333063716607e-13,8.900362890701876e-38,0.0,4.3744028581718664e-13,0.0,1.9960920961142077e-25,0.0,2.802596928649634e-45,1.643702802061306e-31,0.0,2.411329673572664e-34,6.015638046814362e-20,0.0,2.747694054817388e-40,6.025583396596713e-44,0.0,0.0,0.0,3.0306514493935208e-27,6.309637097858949e-17,1.8637269575520067e-42,3.2276464019122836e-37,0.0,0.0,4.1006280429829135e-23,1.3248703849119237e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,701,0706,1,girder,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.783480790156538e-33,9.55994636931828e-18,3.3890433319937185e-13,2.4629435389425397e-27,0.0,4.2945240531359407e-29,4.203895392974451e-44,0.0,1.0,0.0,2.2561325665168852e-40,4.532249895817923e-16,2.4338312247779153e-40,3.2147047940229196e-40,1.0516309170935347e-38,0.0,0.0,5.598686052053472e-27,4.4771401857270046e-39,0.0,5.605193857299268e-45,0.0,0.0,1.401298464324817e-45,0.0,1.0241333063716607e-13,8.900362890701876e-38,0.0,4.3744028581718664e-13,0.0,1.9960920961142077e-25,0.0,2.802596928649634e-45,1.643702802061306e-31,0.0,2.411329673572664e-34,6.015638046814362e-20,0.0,2.747694054817388e-40,6.025583396596713e-44,0.0,0.0,0.0,3.0306514493935208e-27,6.309637097858949e-17,1.8637269575520067e-42,3.2276464019122836e-37,0.0,0.0,4.1006280429829135e-23,1.3248703849119237e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,702,0707,1,girder,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5543923446406958e-31,5.852151356362997e-19,6.964677903682967e-26,2.073439045054513e-25,1.4108133487608574e-29,2.8547021104225983e-26,4.2357048681146246e-41,8.433121869760732e-24,4.1193250708198686e-19,2.382207389352189e-44,1.6306096893298427e-35,0.0011621533194556832,1.7384321790272798e-20,1.3141290117933346e-38,4.371987670009525e-34,0.0,6.198021019903282e-38,7.275914761092558e-15,3.250298366947041e-27,0.0,4.2600453180014636e-30,0.0,0.0,6.298087969242134e-34,0.0,5.993091832805393e-15,0.0,1.4093550336636676e-37,5.2558553195806946e-17,2.2667185836849732e-29,0.9988371729850769,0.0,3.691432954125929e-23,3.308294295955802e-25,0.0,5.788828095532649e-19,1.7915580043798007e-12,0.0,7.130549466771965e-33,0.0,6.950893820813373e-36,0.0,0.0,2.86396102146258e-12,3.2613720379111744e-15,2.7516407982654856e-34,4.235572395483163e-32,0.0,1.6847010118063436e-36,5.457544748695316e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,702,0707,1,girder,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5543923446406958e-31,5.852151356362997e-19,6.964677903682967e-26,2.073439045054513e-25,1.4108133487608574e-29,2.8547021104225983e-26,4.2357048681146246e-41,8.433121869760732e-24,4.1193250708198686e-19,2.382207389352189e-44,1.6306096893298427e-35,0.0011621533194556832,1.7384321790272798e-20,1.3141290117933346e-38,4.371987670009525e-34,0.0,6.198021019903282e-38,7.275914761092558e-15,3.250298366947041e-27,0.0,4.2600453180014636e-30,0.0,0.0,6.298087969242134e-34,0.0,5.993091832805393e-15,0.0,1.4093550336636676e-37,5.2558553195806946e-17,2.2667185836849732e-29,0.9988371729850769,0.0,3.691432954125929e-23,3.308294295955802e-25,0.0,5.788828095532649e-19,1.7915580043798007e-12,0.0,7.130549466771965e-33,0.0,6.950893820813373e-36,0.0,0.0,2.86396102146258e-12,3.2613720379111744e-15,2.7516407982654856e-34,4.235572395483163e-32,0.0,1.6847010118063436e-36,5.457544748695316e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
