beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
0,0,1,14,1.5865183e-19,4.7040052e-11,1.054519e-16,1.3491151e-17,6.728e-42,4.253708e-32,2.7723266e-09,8.0555304e-19,1.3780305e-16,1.3440618e-15,1.1916246e-19,1.5760874e-36,0.0,3.3113734e-11,1.0,1.8492283e-16,7.924488e-15,3.1304047e-31,2.1722902e-33,3.5224778e-19,1.6063416e-18
1,1,2,14,9.087814e-18,6.958677e-11,3.704945e-17,2.6585535e-17,1.74137e-40,9.345164e-31,1.9916143e-08,8.20299e-17,5.740264e-15,1.4267575e-14,2.5178253e-18,5.036269e-36,0.0,1.5704665e-10,1.0,1.7443619e-15,1.5335579e-13,6.0289254e-32,5.4858165e-33,3.186009e-20,5.7096837e-17
2,2,663,14,8.409155e-17,2.5720316e-12,4.0543956e-18,1.7702809e-19,1e-45,8.690508e-30,1.1842888e-10,8.3626066e-18,3.9644099e-16,1.6193003e-16,1.4077959e-16,2.3999927e-37,0.0,1.4658698e-10,1.0,5.0971204e-18,3.8626891e-16,3.137476e-35,1.9252117e-32,3.3115873e-19,1.3845327e-16
3,3,900,13,2.0984228e-19,9.050659e-10,3.6872494e-10,9.601218e-16,4.1599244e-34,2.8328088e-35,1.1840205e-13,2.1979881e-11,1.3569394e-10,3.942919e-08,1.1763179e-05,2.0911971e-28,0.0,0.9999886,1.4630807e-12,5.9509325e-12,1.9147527e-17,8.891909e-24,2.2670372e-30,3.2024366e-11,1.2226058e-16
4,4,983,2,1.9231e-41,0.00019723088,0.75581354,2.0306513e-12,1.94518e-40,8.787171e-10,4.5419455e-07,1.0879309e-16,4.137964e-08,3.5261857e-13,1.7109458e-19,0.24399064,0.0,1.8324797e-09,4.4204324e-13,1.1795922e-15,1.0184859e-17,1.0829305e-21,1.5870156e-33,5.5304256e-10,2.3654202e-27
5,5,907,13,1.0171126e-15,1.8416753e-08,3.959206e-11,1.8766138e-11,1.2922092e-34,2.4479999e-30,4.6271336e-13,2.297523e-10,5.2980254e-10,7.178021e-07,1.7780486e-06,3.2342323e-27,0.0,0.9999962,3.2218336e-11,1.1171201e-11,2.6514086e-13,1.6854078e-29,3.424757e-28,4.6753595e-13,3.785586e-13
6,6,913,13,8.507325e-20,7.706851e-09,1.0229489e-08,6.740168e-15,4.02068e-40,1.9278828e-36,1.9245033e-13,3.492011e-13,2.7953666e-12,3.7595167e-09,3.7603794e-08,7.152958e-29,0.0,1.0,1.197938e-10,5.899033e-14,7.805731e-17,7.607473e-26,1.5413566e-30,1.44707345e-11,1.0541524e-17
7,7,914,13,4.3942274e-18,1.347711e-09,1.886117e-10,1.4606025e-15,8.321407e-38,1.2010382e-36,1.4258333e-13,2.852861e-12,1.3726773e-11,1.7197957e-08,1.3586559e-07,8.175446e-30,0.0,1.0,3.3100727e-11,9.585309e-14,5.01743e-17,8.061004e-26,3.4055896e-30,4.0992596e-12,1.3696558e-16
8,8,1000,2,4.212733e-35,3.088358e-08,0.99988174,2.276616e-13,1.81453e-40,4.4323247e-26,2.5561814e-08,2.646857e-16,1.22583116e-11,5.9287722e-12,2.2288046e-20,0.00011688307,0.0,6.0617136e-11,3.0516051e-18,1.7428121e-15,6.000923e-20,8.804565e-37,3.003448e-39,1.5177291e-19,1.4729162e-32
9,9,994,11,2.6749058e-36,7.854771e-11,6.8811685e-05,7.9458613e-07,6.2932864e-26,0.052568175,2.2957433e-11,6.365488e-08,4.117629e-11,1.959996e-09,1.2736511e-12,0.9473626,0.0,6.147734e-12,8.442194e-25,3.8314132e-10,5.954369e-17,1.8228886e-29,6.1768796e-28,3.719495e-21,1.4263641e-31
10,10,988,5,3.35e-42,2.5063668e-16,3.9933563e-15,2.3080686e-14,2.6335566e-28,1.0,8.0262374e-19,3.3155143e-14,7.792499e-15,1.074077e-13,2.5736428e-18,9.478473e-08,0.0,5.800566e-19,1.0788599e-30,4.939359e-17,1.9623469e-22,6.9163576e-34,3.7028192e-28,1.1551279e-22,2.8254513e-33
11,11,966,5,1.7513995e-34,1.8901382e-08,1.0942011e-12,8.915482e-16,2.5e-44,1.0,9.9449355e-12,1.956379e-18,4.6933074e-10,7.2274604e-12,4.0072654e-19,1.1732737e-07,0.0,7.9749315e-12,2.1022767e-19,2.7104236e-22,1.0626741e-20,3.3465048e-37,1.0816505e-36,8.495676e-14,7.715785e-26
12,12,963,5,1.7220041e-35,5.76952e-10,3.136979e-09,1.8886225e-10,3.570441e-39,1.0,1.8959972e-13,3.9536867e-16,2.372924e-10,8.176933e-10,7.278184e-17,1.6063812e-07,0.0,2.9749758e-09,1.5584275e-20,2.3813374e-19,3.8749812e-17,5.3025104e-34,1.902266e-33,1.8059306e-15,1.35651155e-30
13,13,949,5,1.15e-43,6.0641618e-12,1.831672e-06,1.4012845e-18,8e-45,0.99935937,6.12839e-13,2.2951813e-20,3.6100547e-13,3.3249957e-17,1.8607598e-19,0.0006376096,0.0,9.095641e-13,9.737971e-20,3.6078924e-21,5.7728032e-24,3.2379413e-31,1.715801e-35,1.7534277e-16,5.097029e-31
14,14,969,5,0.0,6.0341543e-15,2.0678246e-16,1.2132197e-18,1e-45,1.0,2.9884453e-15,1.4366665e-19,2.953767e-13,4.4629326e-18,2.5450846e-19,4.623096e-12,0.0,4.2331543e-15,3.6278646e-20,4.3401925e-22,1.1161013e-20,4.9813184e-36,1.4642e-41,3.808331e-18,1.5212457e-29
15,15,955,2,2.8518e-41,2.4420088e-10,1.0,1.33970636e-14,3e-45,5.31022e-35,2.894209e-11,5.6748205e-21,1.732181e-15,1.1567498e-16,3.6251235e-21,1.0997625e-12,0.0,1.3049957e-10,3.0806482e-17,2.7598685e-14,6.302822e-19,3.739887e-19,3.2521e-41,2.5939029e-14,3.5090563e-32
16,16,975,2,5.168434e-39,2.4373158e-12,1.0,4.2758562e-14,0.0,3.3136e-39,5.864556e-11,1.9323274e-16,1.6883991e-15,1.2581488e-14,6.631562e-18,1.8067798e-13,0.0,4.3947482e-10,9.722053e-19,8.2901405e-14,6.6917235e-22,2.4989454e-26,1.7117124e-38,2.6063653e-18,1.9439711e-32
17,17,979,2,1.0896663e-25,9.389353e-11,0.99996185,7.958529e-10,2.4863e-41,3.1432877e-34,4.7787254e-09,1.976621e-15,3.6596938e-13,4.5072587e-12,8.117439e-12,3.8886356e-16,0.0,3.645427e-05,1.013569e-14,2.826159e-13,3.5700583e-17,2.3297118e-31,9.573895e-39,1.1132351e-13,1.4250494e-29
18,18,951,2,3.9760877e-38,1.1733111e-12,1.0,3.8367752e-13,6.4185e-41,6.1962963e-30,2.4001262e-10,5.9485633e-15,3.3783395e-15,9.925294e-14,5.460774e-21,8.7451497e-07,0.0,3.1412598e-13,5.7878035e-22,1.1343006e-12,5.1832357e-19,1.6347133e-28,6.8350715e-35,2.2978848e-23,3.277313e-36
19,19,919,2,1.427817e-39,7.993903e-13,1.0,1.3467621e-14,0.0,9.247914e-33,6.044304e-11,1.02069184e-16,1.2083027e-15,6.144419e-15,3.4399033e-22,6.251089e-08,0.0,1.8918138e-13,1.8948252e-21,8.538625e-15,2.0292333e-20,4.326822e-28,9.993935e-39,3.5479606e-22,8.2940346e-36
20,20,972,11,0.0,1.0849052e-09,8.960877e-06,8.291278e-07,2.5797037e-21,0.019996213,1.5275006e-09,2.0800583e-06,2.8635545e-06,5.262747e-13,1.0750474e-15,0.9799889,0.0,3.290279e-13,5.9645674e-20,2.9930916e-13,2.939067e-12,7.3480735e-30,3.765523e-28,3.969925e-20,7.235919e-30
21,21,945,5,1e-45,3.7678267e-18,7.5902644e-16,6.975867e-20,1.2862262e-38,1.0,2.6167574e-17,5.621592e-17,8.735179e-15,4.875612e-19,7.282891e-21,1.5057484e-08,0.0,1.0164144e-15,1.7551252e-26,1.576351e-22,2.7193001e-21,3.2976006e-38,5.7259744e-33,3.5507795e-28,2.1553501e-35
22,22,960,5,0.0,1.1457536e-15,1.344733e-16,1.9407079e-20,5.802767e-38,1.0,3.4678607e-15,3.6277004e-19,8.1654497e-13,3.2240088e-19,9.975515e-21,1.3762695e-10,0.0,1.0570967e-16,4.254249e-22,5.2549572e-23,4.9877207e-23,4.0655224e-37,3.2711288e-37,9.0169795e-20,6.682947e-30
23,23,937,11,1.3325209e-35,1.2597129e-09,8.595302e-05,1.8527697e-12,2.341682e-35,1.1295979e-05,8.517528e-11,1.3175733e-14,3.1578155e-13,1.8674153e-12,1.5160598e-15,0.9999047,0.0,6.076641e-13,1.8658026e-23,1.6506935e-12,5.554095e-21,2.026444e-32,7.343657e-27,2.5786634e-19,1.9994152e-32
24,24,1006,5,0.0,2.182459e-16,9.163128e-14,1.2138441e-19,5.58e-42,1.0,6.2021845e-15,1.9925606e-19,3.3709133e-14,8.385949e-20,4.6625725e-20,4.4359874e-07,0.0,1.5076054e-15,2.328283e-22,9.293273e-21,7.045933e-21,8.5123114e-38,1.02005904e-35,1.0868112e-23,1.0245293e-33
25,25,544,2,2.26067e-40,2.9410454e-09,0.94700855,1.9758337e-11,1.4117902e-33,1.98662e-40,0.052991793,2.675848e-11,5.047888e-13,2.1696418e-09,1.3607193e-16,1.82588e-15,0.0,9.637837e-09,8.467427e-15,3.036992e-13,1.1946231e-13,4.4446685e-18,2.6012004e-33,8.417583e-20,2.8493094e-31
26,26,27,11,2.819048e-39,2.3319482e-12,0.03758756,1.549092e-13,1.59708e-39,4.874821e-08,2.202638e-11,3.5216197e-18,7.455682e-14,4.920269e-18,4.474491e-18,0.96241355,0.0,3.7821177e-15,4.517249e-24,6.6751823e-13,2.6541854e-25,5.053523e-32,1.2754753e-33,1.9367468e-17,6.9857607e-31
27,27,28,2,1.3306823e-27,1.0462196e-11,0.99987036,7.8127134e-14,4.1492467e-32,2.181023e-20,1.7629e-06,2.5251819e-12,7.3736763e-09,1.408607e-16,5.3846498e-14,0.0001296223,0.0,3.6558988e-13,1.7099114e-23,1.488115e-08,5.0621567e-21,3.3631749e-25,4.112674e-31,3.503905e-18,3.315078e-25
28,28,32,2,1.7557114e-37,4.0661e-13,0.998182,2.2453104e-11,8.728853e-37,7.83678e-27,0.001225079,1.8018286e-08,1.597455e-05,4.4080852e-15,1.6247065e-18,0.00057498954,0.0,7.059147e-12,1.2966539e-18,9.2463245e-11,7.186431e-15,6.287407e-26,4.6386215e-28,1.196706e-23,1.4056027e-29
29,29,30,2,4.88e-42,2.8639953e-11,0.9999962,2.57403e-15,2.791566e-39,4.832e-42,5.181886e-06,1.1885174e-15,2.2704223e-14,1.5033275e-14,5.8212696e-19,6.850104e-13,0.0,1.1360717e-12,1.1797568e-18,1.900239e-14,5.206858e-19,3.4525913e-21,1.6997674e-29,3.6356977e-17,2.140958e-30
30,30,31,2,7.115644e-37,2.2799305e-10,0.99923354,2.542258e-14,1.3629692e-38,2.1e-43,0.0007646633,6.6913905e-15,8.598014e-15,6.6443444e-12,4.715664e-19,7.336058e-15,0.0,1.5152478e-11,1.1003394e-16,2.7745079e-15,9.864732e-17,3.1929594e-18,1.1138275e-32,1.8294323e-19,4.3692286e-30
31,31,25,2,2.4313e-41,1.8224681e-10,0.9978584,6.267764e-13,5.8687616e-34,9.233e-42,0.002142744,2.2970473e-12,8.9608056e-14,9.580096e-11,9.817951e-18,5.1530427e-15,0.0,1.6383243e-10,1.5578115e-17,1.7973816e-14,4.7616787e-15,6.756118e-18,3.5429554e-30,1.2149373e-19,2.0861108e-31
32,32,33,2,1.0126758e-30,5.8614275e-10,0.9997367,1.2569776e-15,0.0,1.752963e-27,0.00024309095,2.7434844e-13,6.981633e-08,3.8247135e-16,5.0791423e-20,1.8351908e-05,0.0,5.2990334e-11,5.2504498e-15,1.2461604e-13,5.2568067e-21,1.3720617e-23,1.3093822e-35,1.5768766e-19,1.5536296e-22
33,33,34,2,1.82495e-27,1.1332222e-07,0.9713022,2.3672369e-18,0.0,2.790279e-31,0.028695965,7.1255805e-16,2.4526812e-09,8.3732764e-16,4.8965833e-18,1.6155275e-12,0.0,2.3302447e-09,3.8116125e-12,3.0938888e-15,2.3143819e-21,1.8501138e-20,6.202e-42,2.5958005e-16,2.9326447e-23
34,34,29,2,1.64483e-40,1.3421483e-11,0.99998474,9.201228e-16,1.34798e-40,6.5914e-41,1.6222522e-05,1.8334462e-15,1.1528705e-13,3.8714683e-15,9.645212e-20,2.2077936e-12,0.0,9.035157e-13,5.640234e-18,5.138223e-15,8.434527e-19,6.605792e-23,2.2816996e-30,6.483575e-19,6.0187492e-31
35,35,36,20,4.0876575e-08,2.3189922e-12,1.8838793e-19,1.0761233e-21,0.0,1.0019879e-33,1.0358725e-15,2.7575386e-17,3.040522e-13,3.4325795e-20,8.233902e-06,2.2218013e-35,0.0,7.1521405e-10,4.8460125e-10,1.6887336e-23,8.0504764e-23,0.0,3.2569085e-30,1.5780932e-14,0.9999923
36,36,37,10,7.8988967e-07,1.8398887e-11,2.1448223e-17,5.662149e-21,0.0,2.087223e-33,3.1955246e-14,2.4359097e-14,2.3222813e-12,3.2138938e-17,0.9591114,7.7362745e-32,0.0,1.5706549e-07,1.603947e-11,2.35363e-19,4.1832287e-23,5.51e-43,2.098269e-28,3.1471638e-11,0.040889412
37,37,570,10,5.2973258e-11,1.4296765e-12,1.958553e-17,5.0221255e-23,0.0,2.3925075e-36,2.0520938e-15,5.9262537e-15,3.299371e-14,1.6679131e-16,1.0,6.7266536e-31,0.0,1.4561375e-08,1.7748826e-15,1.7308374e-18,1.5846507e-25,1.3689701e-33,2.1869523e-30,2.0077955e-10,6.211784e-08
38,38,39,9,9.733014e-16,1.14497725e-05,3.7890013e-10,2.0239935e-11,4.821059e-31,1.3556607e-26,3.1548055e-13,1.0833714e-08,1.9225964e-12,0.99894005,0.00057569845,6.5954853e-18,0.0,0.000471669,1.278873e-15,1.9766619e-12,2.601376e-13,1.2320998e-25,5.3095905e-28,3.3087881e-09,5.5995045e-17
39,39,40,9,1.6820237e-13,9.111613e-06,7.856801e-13,4.040506e-15,8.370872e-33,5.63528e-28,1.5237097e-12,6.467675e-09,5.614151e-11,0.9998779,9.2778326e-05,3.9653415e-19,0.0,2.0375643e-05,6.9364686e-18,3.240045e-14,3.242691e-14,3.723544e-27,1.4266036e-31,9.140429e-08,3.5184274e-16
40,40,44,9,5.2879906e-10,3.998529e-05,9.4522965e-15,7.294781e-16,2.4298444e-33,1.0982852e-30,1.1201591e-10,6.652829e-08,1.0776251e-09,0.99963766,0.00031673364,3.1780545e-22,0.0,5.7789816e-06,1.8133702e-17,7.145567e-14,1.4124296e-13,1.3568842e-30,1.1167898e-30,1.600327e-06,1.3778336e-12
41,41,42,20,9.515143e-10,8.251224e-14,5.091924e-21,2.0746073e-20,0.0,9.615356e-33,3.6068678e-17,8.453052e-18,2.746602e-15,6.24464e-20,1.1167448e-08,3.778011e-36,0.0,8.935061e-12,3.5627064e-09,3.1320285e-24,9.985031e-21,0.0,1.4303855e-31,3.638764e-17,1.0
42,42,43,20,9.430576e-08,2.7775292e-13,2.014626e-19,1.4665224e-20,0.0,5.914436e-32,9.099097e-16,5.780297e-16,5.2693737e-14,1.353997e-18,0.002455825,1.1396025e-31,0.0,5.681372e-10,9.206342e-11,2.9460579e-21,1.4632973e-21,0.0,8.193082e-31,2.9050337e-14,0.99754447
43,43,35,20,4.8487885e-09,8.355437e-13,3.8506175e-20,4.1994274e-22,0.0,2.455937e-33,4.942981e-16,2.689779e-17,4.58707e-14,1.4330423e-20,1.1274476e-05,9.688763e-35,0.0,5.180499e-11,8.676994e-11,3.1993033e-23,1.4965068e-22,0.0,4.5055353e-29,2.9751596e-15,0.9999886
44,44,45,9,0.0037795736,0.051475164,8.8786384e-13,8.97306e-12,3.1752588e-35,1.5912728e-31,3.965048e-07,1.0274827e-06,4.9521542e-08,0.89104164,0.040304802,7.738697e-24,0.0,0.00072174054,3.0520717e-10,4.7383655e-12,1.5642186e-10,1.0111981e-36,1.27072064e-26,6.723767e-05,0.012607604
45,45,46,20,0.0061773825,5.348539e-06,6.436885e-16,1.6295884e-14,7.0154e-40,4.8066574e-33,1.813521e-11,5.5369703e-10,4.012699e-10,2.4590645e-06,0.08545328,1.7326064e-27,0.0,8.893517e-06,2.0256706e-10,6.2315443e-15,9.0130865e-14,1.356e-42,8.421587e-30,1.2354198e-07,0.90835255
46,46,41,20,2.196935e-08,2.3557144e-11,2.2721916e-20,2.0628737e-19,0.0,2.1047974e-33,2.9953713e-16,2.1185512e-15,3.090293e-14,1.845254e-16,9.703031e-07,9.793595e-34,0.0,1.0810791e-10,1.2250044e-10,2.7056625e-21,1.3908199e-18,0.0,1.2446014e-29,4.7786926e-15,0.99999815
47,47,48,0,0.9416052,2.5249901e-11,2.512615e-18,5.4435433e-17,4e-45,2.4581843e-35,2.153472e-09,2.4565645e-11,7.95266e-13,7.676321e-13,2.2757075e-10,1.0117161e-34,0.0,1.2754192e-07,0.058395132,1.8385788e-16,9.547657e-12,4.822e-41,1.2325022e-28,8.5742177e-19,1.477502e-10
48,48,49,0,0.9996606,3.0160176e-11,2.512039e-19,9.148684e-18,0.0,1.0234769e-36,1.2847692e-09,1.6293912e-12,1.1454927e-13,1.9180328e-12,4.1134712e-10,6.255796e-36,0.0,2.0145299e-08,0.0003382072,1.1302732e-15,1.2455526e-12,1.660087e-38,3.711695e-31,1.0929297e-18,6.001317e-11
49,49,667,0,0.99959195,2.4763642e-08,4.3073292e-18,7.5997384e-16,0.0,1.669686e-35,2.8613147e-07,4.4163583e-11,4.41432e-11,1.7951376e-10,3.669893e-09,7.9889977e-35,0.0,3.9714055e-07,0.0004063126,2.6898254e-13,6.1809405e-11,3.865788e-37,9.601772e-30,7.1019954e-17,1.1187856e-07
50,50,51,2,9.156037e-36,7.172255e-12,1.0,1.0568322e-13,1.118e-42,6.985746e-35,3.734428e-11,4.745836e-20,1.0136188e-15,1.978024e-15,2.8448968e-18,2.622296e-15,0.0,1.2444872e-07,1.0835712e-13,9.7743984e-14,5.4698935e-18,5.439662e-17,2.934673e-36,8.6114106e-14,7.2328034e-29
51,51,52,13,2.1650674e-11,1.1785563e-10,4.6999543e-10,4.4520375e-16,2.6549e-41,6.1492633e-33,4.3837854e-08,1.3078467e-17,2.5298413e-10,1.1012486e-12,9.801232e-09,4.449818e-29,0.0,0.99868864,0.0013120784,4.1285568e-13,2.1437356e-16,1.7558673e-20,3.497899e-31,1.3608086e-07,1.2835892e-08
52,52,56,14,0.0022790257,1.723456e-13,3.2906148e-15,5.2335394e-20,0.0,2.3811e-40,1.4684339e-09,4.839193e-15,2.5187263e-12,6.609275e-14,1.00511734e-07,4.4593393e-34,0.0,0.005815391,0.9919038,2.205043e-18,6.946852e-17,1.5571276e-33,4.927111e-31,7.019965e-13,4.541231e-09
53,53,54,0,0.9993155,1.1034885e-15,4.8445736e-20,1.5768279e-20,0.0,1.03695e-40,1.1209231e-12,1.4158157e-15,8.933824e-18,2.137258e-18,2.863293e-13,2.593345e-39,0.0,4.2531853e-11,0.0006848465,3.0830522e-21,3.9835996e-17,0.0,2.820359e-32,2.0163671e-23,3.3253487e-11
54,54,55,0,0.99999815,1.4106341e-16,2.1846274e-21,5.1256194e-21,0.0,4.197e-42,2.804786e-13,3.687606e-15,1.0950999e-18,4.620367e-18,2.8688284e-11,5.3127e-40,0.0,1.5630905e-11,1.965472e-06,1.6223451e-20,4.9919974e-18,1.65e-43,1.5056856e-30,1.0128383e-22,3.5754511e-12
55,55,47,0,0.9961564,3.7467956e-13,8.016778e-20,3.2179408e-18,0.0,8.2505416e-38,3.8067324e-11,5.2135125e-13,6.3794917e-15,5.031578e-16,5.313142e-11,1.6955842e-36,0.0,1.1835126e-09,0.0038440316,1.6037271e-18,5.573833e-14,3e-45,6.2854858e-27,1.1782625e-20,1.3998804e-09
56,56,57,0,0.9999427,2.5211159e-15,3.64382e-17,3.344811e-20,0.0,3e-45,9.813994e-12,1.0002051e-13,2.3511995e-14,2.0465902e-15,6.18138e-10,1.4957899e-34,0.0,1.395209e-07,5.8022335e-05,1.0518172e-20,3.565713e-19,2.75e-42,6.5166776e-34,8.804741e-20,9.384475e-09
57,57,58,0,1.0,1.0915636e-17,9.074082e-21,2.5681555e-22,0.0,0.0,2.2105346e-14,1.1961033e-16,1.9437923e-18,1.1038782e-18,6.80275e-13,1.129553e-38,0.0,4.5409037e-12,2.3212097e-08,2.6560824e-23,2.2945849e-21,0.0,5.5026977e-37,1.457691e-23,1.3950213e-09
58,58,53,0,0.99900866,2.7942427e-15,1.2257794e-19,1.7835045e-20,0.0,4.5056e-41,5.799156e-13,3.1525386e-16,1.5067126e-17,5.181595e-19,1.8465561e-13,1.2178116e-38,0.0,2.4950259e-11,0.0009907961,2.090749e-22,6.521008e-18,0.0,7.163593e-33,6.305263e-23,9.623968e-09
59,59,60,2,9.853219e-33,5.164734e-07,0.9434604,9.135897e-08,1.7291977e-29,6.4655245e-18,1.2638475e-09,1.2864998e-10,5.5855964e-09,1.5769713e-06,9.702495e-18,0.05653851,0.0,3.376029e-10,4.8102037e-23,6.07011e-12,1.5044891e-18,1.5519711e-22,3.7159646e-28,6.1499085e-14,4.8310362e-24
60,60,61,2,1.4754163e-35,5.2012742e-06,0.9954745,2.609026e-07,3.4111808e-30,2.0547639e-16,1.0434069e-09,1.6204529e-12,4.439942e-10,2.890553e-06,5.2044777e-18,0.0045164702,0.0,1.04094934e-10,3.606888e-21,1.0370008e-12,2.6350872e-18,7.800349e-23,1.4201238e-34,4.2913637e-14,2.3684114e-25
61,61,629,2,2.178e-40,2.6479222e-05,0.9999466,1.417513e-07,1.7670074e-28,4.1742765e-20,2.791524e-09,9.500639e-13,4.3940417e-11,2.3263856e-05,7.760301e-18,3.5688122e-06,0.0,2.9115518e-10,1.6245446e-19,2.918787e-13,1.1626785e-15,8.831927e-19,2.0037589e-33,2.6845959e-14,3.1721983e-26
62,62,63,5,0.0,1.2580826e-20,7.139465e-21,1.741697e-21,0.0,1.0,3.171178e-21,2.6002114e-23,5.702821e-19,3.1992214e-21,5.4366167e-23,9.2310145e-14,0.0,1.4383383e-20,9.644221e-27,3.9412006e-25,8.454469e-26,1.63e-42,9.593e-42,8.829436e-26,1.3335087e-33
63,63,64,5,0.0,3.3057198e-18,2.2498723e-18,5.1790796e-21,0.0,1.0,3.0591093e-19,1.58831e-20,7.522751e-17,2.3046666e-19,1.0288486e-19,1.6831461e-14,0.0,6.5125346e-17,1.2410542e-23,1.7515696e-23,9.703973e-26,1.8790472e-36,5.22011e-39,6.587275e-22,5.1493096e-30
64,64,68,5,0.0,4.4818064e-16,2.4048871e-14,6.869541e-15,1e-45,1.0,1.865796e-15,1.3080568e-16,7.290946e-15,4.7492294e-17,2.4259258e-19,2.180086e-10,0.0,3.357128e-16,6.090613e-20,1.541755e-17,4.4717364e-21,1.0933291e-27,5.9000198e-30,1.9249958e-20,2.8867964e-28
65,65,66,5,4.3863e-41,2.0343971e-11,1.15742536e-08,2.2750255e-07,3.1638307e-29,0.9999962,8.4530733e-13,9.0388597e-10,1.5906535e-09,1.1427633e-08,1.4162932e-12,1.7290597e-06,0.0,1.4274028e-10,5.07223e-20,7.931958e-15,2.9177344e-17,2.790291e-30,1.5744283e-29,2.062162e-15,2.1747876e-24
66,66,67,5,1.910492e-39,2.2044728e-09,2.0769638e-08,4.608895e-08,2.4741237e-25,0.9987153,8.7534296e-14,1.4310517e-08,8.289277e-09,1.5096659e-07,1.2184087e-12,0.0012848368,0.0,1.2440533e-10,3.5101854e-22,4.332582e-15,4.9853967e-17,9.5433045e-31,1.0636099e-22,4.981942e-15,5.676228e-21
67,67,59,11,7.677076e-37,4.315414e-06,7.702781e-05,1.288677e-08,4.066807e-31,1.5719231e-10,2.482009e-09,3.2821674e-06,0.022636905,6.5579084e-09,4.9830326e-12,0.97727853,0.0,2.392579e-07,2.2355643e-21,1.5812745e-11,1.2806738e-16,4.861522e-39,2.2595709e-21,8.3300256e-13,9.188017e-21
68,68,69,5,8.1e-44,2.783722e-14,1.242762e-12,4.9458175e-13,2.2e-44,1.0,6.2326175e-14,1.8510773e-16,5.0933463e-12,4.579449e-17,8.039445e-19,8.436858e-08,0.0,9.037866e-16,1.8866327e-20,1.6656751e-16,7.522129e-22,1.9702419e-33,3.547503e-28,1.6643721e-17,1.8794519e-25
69,69,70,5,4.3211e-40,2.8890562e-12,1.3378736e-13,3.1051482e-13,6.181e-42,1.0,2.0652075e-16,3.124045e-17,1.356918e-11,2.3657858e-16,9.994584e-16,5.9624654e-08,0.0,1.4525514e-15,6.0374226e-23,1.5193418e-16,1.8693771e-25,3.187825e-39,1.8523985e-31,4.5462803e-14,8.387605e-22
70,70,65,5,5.905e-42,3.0244956e-12,8.684755e-12,4.5636028e-07,1.342287e-33,1.0,1.2331331e-12,7.3545137e-10,2.1741096e-07,1.9165928e-11,1.0378997e-11,8.105013e-09,0.0,9.281836e-12,4.8827005e-20,1.7078219e-12,1.171627e-16,1.4404076e-36,3.596498e-30,1.2999437e-16,1.2487469e-24
71,71,72,2,4e-45,4.9772166e-13,1.0,4.2356237e-16,0.0,2.7790198e-38,5.6342673e-14,6.5197827e-20,6.3194858e-18,6.010077e-16,5.890762e-20,4.0474468e-08,0.0,7.028643e-14,1.0238206e-21,1.9636653e-14,6.31102e-21,4.518789e-29,2.283421e-39,6.052799e-17,1.8768281e-34
72,72,73,2,1.7619e-41,3.376747e-12,1.0,2.6714584e-14,3.908e-42,4.74e-43,5.0823197e-13,1.2470225e-18,1.3776362e-16,3.7832434e-15,3.113626e-15,1.0973063e-13,0.0,6.64366e-12,9.5735264e-17,7.493681e-09,2.9285477e-19,5.1450083e-23,5.2462494e-36,5.0089083e-14,1.6983414e-29
73,73,580,15,1.5966029e-34,5.0344178e-09,0.04291766,4.0127407e-12,3.167032e-28,1.4e-44,1.642218e-08,1.5268377e-15,4.8938764e-10,2.968086e-15,1.6564922e-10,8.894869e-22,0.0,3.4610818e-07,1.7660878e-09,0.9570829,4.5463584e-18,9.86655e-15,9.287822e-27,1.2786575e-09,4.5257426e-21
74,74,75,11,0.0,3.1094836e-15,7.948494e-08,1.1785427e-10,1.2852433e-26,0.0049213576,9.572291e-16,4.20022e-11,5.5274253e-12,1.8665436e-15,1.5946437e-18,0.99507976,0.0,2.5275268e-17,3.427014e-30,1.2624077e-15,3.2744655e-20,5.603993e-39,1.1423731e-27,3.478482e-25,7.915827e-35
75,75,76,11,3.4509963e-37,9.828351e-14,6.236376e-06,4.5165876e-12,3.6414475e-30,1.2767372e-09,3.448786e-14,3.1075957e-09,1.0140357e-09,3.91069e-12,7.699981e-15,0.9999923,0.0,9.6012635e-14,3.7726774e-31,1.3197803e-16,3.5053397e-23,7.99931e-40,4.3723635e-30,1.1569543e-21,1.1314662e-26
76,76,80,11,8.947623e-36,2.0360565e-13,0.00043986193,3.1480837e-14,5.4368e-41,3.513396e-17,2.4055722e-09,1.7032222e-12,7.1857125e-09,4.1119118e-13,3.0581324e-17,0.9995614,0.0,1.1306723e-11,3.218829e-23,1.8430845e-19,1.0359883e-20,6.8572865e-38,3.3451777e-37,7.305122e-21,7.124135e-25
77,77,78,2,0.0,1.8641271e-12,0.6690315,2.6657842e-17,0.0,8.8021585e-27,1.2141435e-14,5.3956132e-20,9.536203e-17,8.920853e-17,5.944721e-25,0.33096853,0.0,2.775175e-15,2.5031218e-28,6.826153e-22,1.8852485e-23,3.2337697e-38,6.3756e-41,2.7810494e-20,7.134406e-35
