beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1488,213,1115,10,1.5257081e-15,3.4896693e-12,7.1447965e-16,1.02019894e-13,9.978714e-28,1.03616225e-35,7.831128e-13,5.283025e-12,2.763116e-12,4.0810823e-12,1.0,9.859245e-31,0.0,2.6683807e-08,4.3386333e-16,2.157354e-08,6.233766e-19,2.4702698e-30,1.6808324e-26,7.221267e-10,1.3918128e-10
1489,1115,1116,6,1.309322e-13,3.6619657e-08,4.4049004e-11,2.5054459e-11,2.6461874e-26,0.0,0.9998474,1.0501638e-08,3.922279e-07,2.1114625e-12,3.3911547e-11,3.852642e-29,0.0,5.28202e-11,4.9093788e-17,0.00015138838,5.1515937e-13,1.1850746e-26,9.783994e-20,7.60769e-15,3.406109e-15
1490,1116,225,6,4.1166296e-31,3.742282e-13,1.3867232e-13,3.10625e-13,1.3567514e-35,1.33e-43,1.0,8.738905e-09,8.013551e-09,2.117104e-16,1.0411601e-17,6.506578e-31,0.0,2.4705765e-11,1.8633085e-13,2.5622635e-08,4.5636157e-09,1.6471518e-35,1.0422389e-21,1.647432e-23,1.418065e-29
1491,530,1117,15,5.2545636e-35,1.0055405e-12,1.3679017e-08,3.237658e-08,7.442286e-25,1.314e-42,1.418301e-09,4.0711656e-10,1.2624687e-10,3.5776648e-10,2.9256896e-11,3.4753968e-22,0.0,7.727977e-12,8.254457e-20,1.0,2.4173592e-14,9.358591e-13,3.7510027e-19,2.6648757e-12,2.3721133e-22
1492,1117,1118,15,1.153955e-39,1.3888393e-15,1.0384208e-14,1.6614735e-09,1.8963954e-20,2.1046827e-35,3.966923e-15,3.3512684e-08,1.1953035e-11,1.3442376e-13,1.4943965e-14,8.535585e-25,0.0,3.784633e-13,1.4445078e-20,1.0,9.6126195e-15,1.2209493e-19,1.0153979e-17,1.3355304e-17,2.4477634e-25
1493,1118,1119,15,1.3513697e-19,4.9231828e-09,6.606632e-13,2.6545427e-08,1.2962103e-23,4.169943e-37,2.295888e-07,0.39927146,0.008848118,2.4093836e-09,2.6677903e-08,3.392593e-25,0.0,0.0003620428,3.04231e-16,0.5915161,1.2573802e-08,4.120983e-23,1.7346937e-15,2.3351654e-09,1.1940989e-21
1494,1119,309,13,8.514834e-18,2.838788e-07,7.5388e-12,1.1126674e-11,6.85294e-40,4.89793e-39,7.117646e-09,4.829507e-09,2.512367e-10,7.611425e-10,1.699117e-09,1.0660468e-30,0.0,1.0,1.0844325e-11,6.887056e-11,2.174348e-09,8.072191e-37,1.3894663e-20,1.9630713e-09,1.666868e-26
1495,213,1119,10,1.1833578e-11,1.1366315e-11,1.4522832e-18,2.9966453e-20,3.265191e-39,1.0392533e-36,8.678377e-09,4.242377e-11,1.15616e-06,2.086826e-17,0.99998474,6.27203e-33,0.0,1.3148278e-05,4.96494e-16,4.279875e-12,6.44432e-19,9.880743e-39,6.0896675e-25,2.7081484e-08,2.5919727e-15
1496,93,1120,10,9.49111e-21,4.4655607e-08,0.0015240888,8.28124e-11,9.522083e-28,2.9942375e-18,4.94662e-09,5.3855347e-06,1.7381633e-09,0.00068749534,0.99632555,3.7847975e-10,0.0,0.0014556554,2.6427454e-20,1.0953817e-07,5.1783897e-13,3.7497787e-23,3.233925e-26,8.7813014e-11,1.5820197e-22
1497,1120,1121,10,3.5468967e-34,7.844119e-09,9.3164765e-08,7.564606e-21,3.5542062e-29,3.498727e-38,6.4739414e-10,2.1950818e-10,3.6669683e-09,2.2990738e-11,0.99367625,2.9255686e-25,0.0,4.3401797e-05,1.3463016e-19,1.0237169e-10,1.1493146e-19,9.468193e-19,2.5172982e-32,0.006279547,2.261192e-21
1498,1121,285,9,2.411074e-10,0.00010168621,8.8492885e-13,9.722792e-12,8.606027e-36,9.1721175e-36,1.14642835e-05,0.0021844308,5.759295e-10,0.8030323,4.695049e-08,2.628557e-29,0.0,0.19453965,9.680866e-11,2.8897447e-16,0.00013108822,4.2952797e-28,1.5660395e-25,1.0818743e-12,1.8092145e-28
1499,461,1122,17,6e-45,6.4264614e-15,3.217946e-11,1.8581953e-23,7.4e-44,0.0,5.1335776e-12,1.0341726e-19,3.4915743e-19,5.6206025e-18,1.0708323e-14,5.922892e-28,0.0,3.0585443e-15,2.2668686e-19,3.08585e-15,3.1929952e-26,1.0,6.774309e-34,5.400585e-13,4.131552e-27
1500,1122,1123,17,0.0,9.809121e-17,6.8986015e-18,2.149801e-26,0.0,2.412e-42,6.3719273e-15,1.0730792e-18,5.2446915e-20,1.0833002e-17,4.740921e-17,4.977366e-29,0.0,3.7863233e-20,3.5191822e-22,4.484981e-19,1.24343114e-26,1.0,1.6214187e-33,3.3538878e-13,3.6282627e-29
1501,1123,1124,17,0.0,2.4062405e-14,7.312263e-20,2.8210376e-24,0.0,4.067e-42,9.567659e-15,1.2918952e-13,6.7045896e-18,6.2629453e-14,1.3489035e-14,3.5564658e-32,0.0,3.2628232e-18,2.1473395e-21,7.583687e-18,1.0873627e-23,1.0,1.0279492e-21,1.0261317e-09,1.3187355e-28
1502,1124,1125,17,0.0,2.6212464e-07,1.576195e-14,1.4736242e-17,4.8951186e-36,7.5209875e-28,1.0159789e-10,2.7444557e-07,1.6223913e-09,8.4584406e-10,1.4785548e-12,4.3409065e-21,0.0,3.067192e-14,1.0460203e-18,5.106203e-13,2.427695e-18,0.9999962,2.2369725e-13,1.5006981e-06,6.766621e-24
1503,1125,1126,1,0.0,0.9987991,2.1733103e-10,1.4052371e-15,4.503385e-30,5.7512683e-37,2.8592295e-08,4.1299876e-14,2.0226182e-05,6.27513e-14,5.552239e-18,2.1248198e-26,0.0,1.6279648e-09,2.8128833e-23,4.1846008e-16,3.9227612e-20,3.2450812e-28,2.81838e-32,0.0011807022,1.2774089e-25
1504,1126,417,9,6.959839e-20,9.479752e-05,1.4158517e-10,4.726744e-10,1.7083359e-28,0.0,4.278076e-06,0.004685864,8.832376e-09,0.79351926,1.3692127e-07,4.8374603e-29,0.0,0.2016959,1.0717528e-12,4.416238e-12,5.0094703e-11,5.7312126e-20,4.44271e-22,7.703727e-11,5.2921245e-26
1505,45,1127,20,3.593815e-05,2.2797079e-07,8.363663e-17,3.5008371e-15,5.3783e-41,1.15881365e-36,7.0754587e-12,3.7673068e-12,4.8446117e-12,2.020925e-09,8.493091e-05,1.900231e-30,0.0,2.0474017e-08,2.4622028e-11,3.743606e-15,1.273577e-14,4.55e-43,1.2933036e-27,1.5168108e-09,0.9998779
1506,1127,1128,20,1.7897478e-12,2.444689e-06,3.3208052e-14,4.236216e-11,7.821848e-34,2.18146e-40,4.2670075e-07,4.2291512e-15,2.265635e-09,3.3505583e-12,7.162266e-15,1.4584351e-32,0.0,6.2416e-10,2.175665e-11,5.072168e-14,2.0982942e-12,0.0,1.1712266e-28,2.915223e-15,0.9999962
1507,1128,33,6,3.4385272e-36,4.4421146e-08,3.3674922e-08,1.4042812e-18,5.2601794e-35,1.5977415e-35,1.0,6.256653e-14,4.428611e-09,2.035968e-16,6.9704895e-21,1.2428178e-21,0.0,2.1257835e-12,9.037557e-16,2.0474482e-16,7.08903e-17,3.653669e-20,9.118813e-28,1.4930373e-18,2.7744462e-29
1508,246,1129,14,2.931159e-29,6.724468e-10,3.6052398e-12,1.2373852e-09,1.4641e-41,3.4631958e-29,2.642956e-06,2.3876337e-10,8.278746e-11,3.795652e-12,4.0183157e-05,3.614637e-24,0.0,3.2972356e-08,0.99645483,2.8054475e-07,3.1756956e-12,1.2663945e-18,2.677813e-23,5.0153952e-12,0.0035005114
1509,1129,1130,20,1.759303e-24,3.904225e-10,4.9334677e-16,1.3748842e-10,1.0325716e-20,3.05828e-40,1.5641973e-07,1.2682217e-11,4.480308e-06,2.5953803e-12,3.9026893e-11,1.4886975e-26,0.0,1.3612997e-10,3.7976833e-10,1.3265753e-07,5.2523407e-12,6.4990585e-32,1.9197098e-26,1.2005471e-15,0.9999962
1510,1130,1112,6,1.6781442e-38,9.626616e-12,8.013676e-16,5.035007e-19,2.07e-42,2.2570186e-38,1.0,7.385472e-09,3.3258755e-07,1.9030454e-15,6.475909e-20,6.741303e-29,0.0,5.055599e-12,3.2349567e-14,1.8240414e-16,1.160359e-11,2.2833424e-25,3.52809e-24,3.9365636e-22,3.773074e-27
1511,246,1131,10,7.962983e-20,6.42949e-11,5.023164e-14,2.4617107e-14,0.0,5.5618905e-31,3.6996357e-09,1.0937943e-08,1.6594197e-11,4.3519757e-09,0.9628065,1.11353356e-26,0.0,0.00018349398,0.03700976,1.133e-10,5.710607e-14,1.836424e-12,1.1824213e-30,7.34278e-07,2.1974634e-08
1512,297,461,6,8.724298e-13,1.13781375e-07,3.7850844e-11,2.4287789e-18,3.487278e-32,2.4e-44,0.9879388,1.8625058e-05,0.00043856844,5.750626e-09,5.8772126e-10,3.7524348e-26,0.0,0.0116027575,1.02441236e-10,1.178914e-13,4.0689736e-19,1.0458054e-17,1.4560497e-33,6.0840074e-16,1.0557944e-17
1513,461,1131,17,3.9068e-41,8.245502e-13,2.1201904e-13,5.326884e-25,0.0,0.0,1.0391665e-09,3.694813e-16,2.7295558e-15,1.2239357e-16,1.8785451e-10,6.24184e-32,0.0,3.0906337e-11,3.4940445e-16,2.5273811e-14,8.5559964e-24,1.0,8.474956e-30,1.7117811e-08,1.1454063e-26
1514,1131,1132,19,4.86e-43,0.002803399,5.89974e-11,6.322686e-20,7.9665803e-32,4.440982e-37,3.7616028e-06,3.4067614e-06,1.045731e-07,2.4995597e-08,8.879135e-08,4.488987e-26,0.0,1.5321e-08,4.085143e-14,4.5892914e-11,2.8280341e-14,0.004989504,7.086099e-20,0.992199,3.3814926e-26
1515,1132,1133,1,1.371342e-27,0.71933115,2.5674e-08,4.504921e-12,2.66367e-32,1.297664e-39,0.26723936,0.00039791153,0.013026186,2.5608674e-07,2.6839406e-14,6.460161e-22,0.0,7.3201255e-07,1.5083284e-17,4.315151e-06,1.7997435e-12,3.657032e-26,4.8026572e-20,1.9744201e-08,3.908777e-29
1516,1133,201,6,2.299396e-28,1.0459698e-08,1.4102013e-12,4.064365e-12,1.1408155e-32,0.0,1.0,5.8615903e-08,4.951153e-08,6.504131e-13,4.935925e-12,1.5774739e-32,0.0,1.6687029e-08,1.3053309e-15,9.232095e-09,1.00502384e-10,6.005284e-39,1.2598163e-20,7.2617385e-17,1.7311777e-29
1517,81,1134,15,2.69115e-40,1.539966e-12,1.8641378e-08,3.2979635e-09,3.6509745e-23,1.6046e-41,6.620168e-09,5.866634e-12,1.3176113e-10,2.498954e-12,3.0274162e-12,5.9368864e-23,0.0,9.962673e-11,1.3230171e-15,1.0,5.193481e-14,5.5807507e-13,1.0547784e-20,2.2682703e-11,2.1302332e-26
1518,1134,1135,15,2.598019e-39,1.1651349e-13,5.860809e-15,1.2575097e-08,8.998264e-25,1.7378794e-30,6.262407e-14,1.2557587e-10,2.0871577e-12,3.1595488e-14,5.38323e-15,1.9381389e-22,0.0,1.8938067e-13,2.0770675e-15,1.0,1.149625e-13,9.70138e-19,2.0154312e-21,1.6487447e-17,8.70511e-22
1519,1135,1136,15,1.5747836e-28,2.4093547e-10,1.8087955e-11,2.060565e-08,2.7003943e-28,4.1780736e-25,1.5276603e-06,0.00012957187,3.145973e-05,2.4402488e-10,1.71291e-13,3.2299406e-20,0.0,1.7401678e-08,1.988746e-14,0.999836,2.8984753e-10,3.1818274e-22,6.8512565e-20,4.7540714e-16,1.1771047e-18
1520,1136,297,13,6.5191696e-10,8.0204717e-07,9.264592e-08,2.527814e-11,2.4352274e-25,2.7121149e-33,2.2056045e-05,3.8299473e-05,8.264523e-09,0.0031459883,1.0887277e-09,2.6079627e-21,0.0,0.9967514,3.1616621e-12,6.6364777e-16,4.0824514e-05,1.0835243e-38,3.898495e-25,8.362847e-14,5.319968e-29
1521,297,93,7,5.1539644e-31,4.8644825e-12,0.00014974228,3.0094384e-07,5.2209446e-32,4.0686917e-20,4.7885224e-10,0.9993899,8.419891e-06,3.2673626e-07,1.19297e-13,0.00045264722,0.0,2.152347e-09,7.060216e-22,3.5498748e-19,5.9154407e-13,6.3789e-41,1.4993958e-25,1.0638928e-24,1.9925329e-24
1522,105,309,8,5.2503257e-24,1.6449203e-08,0.0005551199,1.23011546e-14,2.8e-44,1.567676e-19,8.439438e-07,2.5880734e-05,0.997691,9.732924e-12,4.7793384e-12,6.6647485e-06,0.0,0.0017218877,1.1236019e-14,3.599375e-18,7.8858205e-17,1.2135715e-33,4.814621e-26,6.154133e-14,1.2635091e-18
1523,417,285,8,0.0,1.0133227e-12,7.0247363e-12,4.0951544e-09,1.8055888e-12,1.5414781e-25,2.220532e-11,0.023530757,0.97646993,2.0847697e-13,7.858755e-19,1.3530136e-14,0.0,1.0470776e-12,6.5752465e-23,5.0021054e-16,8.300869e-14,5.236412e-36,6.2633423e-28,4.3449487e-21,7.475222e-28
1524,1137,57,0,1.0,1.6784495e-14,1.2730929e-19,2.9858805e-23,0.0,0.0,1.7697793e-10,1.2013628e-11,5.1909996e-16,6.106396e-13,4.376411e-07,4.5313374e-37,0.0,9.9247695e-09,5.1322466e-12,1.4541806e-16,1.992477e-19,5.8108846e-27,3.7943017e-29,8.670396e-14,1.9353216e-17
1525,258,1122,17,1.0856971e-37,1.855092e-13,1.6593025e-15,2.5686873e-20,0.0,5.87869e-40,1.8830848e-12,1.9618721e-14,4.7602388e-17,5.4828256e-14,1.4392415e-12,5.475446e-26,0.0,3.8738117e-14,3.819698e-16,2.3563298e-15,1.1758642e-21,1.0,2.0485287e-36,2.3188089e-10,6.9403536e-27
1526,1137,1138,19,1.2840052e-16,6.866422e-08,7.7029515e-14,1.5546967e-22,0.0,2.5e-44,3.3099533e-07,2.9056902e-12,2.918968e-11,1.3259402e-11,1.5871509e-08,1.745189e-28,0.0,2.1802864e-09,1.0581527e-18,7.6452934e-11,9.141493e-19,2.1304711e-09,5.2561036e-29,1.0,1.1852067e-24
1527,1138,1139,19,4.4067763e-29,1.733735e-07,1.2453585e-11,8.963133e-21,9.550631e-22,0.0,5.675629e-11,7.954253e-09,3.241906e-10,1.2438696e-08,1.7576386e-10,2.4171033e-27,0.0,1.5756176e-07,2.2297706e-23,9.58397e-11,3.6945414e-18,9.3354956e-11,4.4941682e-08,1.0,3.1935138e-29
1528,1139,165,18,1.3591162e-31,7.7701555e-13,1.5224202e-19,3.566525e-14,7.008778e-21,2.84706e-39,3.869855e-17,3.3328735e-07,1.987436e-12,5.253449e-10,2.1430687e-20,3.7193052e-24,0.0,3.2316513e-14,3.571632e-28,1.4869004e-16,6.9722887e-16,9.697236e-34,1.0,7.607417e-18,1.1676137e-27
1529,165,1140,18,9.152268e-28,2.1029578e-12,5.3770153e-21,4.461427e-14,1.2188434e-23,3.88e-43,3.1250598e-16,4.768416e-10,4.200234e-12,1.0266645e-12,1.0687866e-16,8.6773375e-27,0.0,1.6931406e-14,2.873207e-20,2.523161e-11,3.760567e-15,6.330453e-29,1.0,5.7451267e-15,2.4518641e-19
1530,1140,1141,18,6.895726e-35,1.7294717e-10,3.4241396e-15,0.09131777,6.8424877e-18,6.6142305e-33,1.8190958e-14,2.2169244e-05,3.4267635e-09,4.18851e-10,1.3584496e-13,2.1539042e-27,0.0,1.8145236e-12,9.555347e-19,7.188269e-07,3.8387595e-09,2.1369252e-32,0.90866095,1.9446743e-11,6.560192e-22
1531,1141,177,18,1.1238774e-27,3.4662672e-11,5.297496e-19,6.544314e-09,1.4097873e-27,2.5787472e-30,1.2998223e-12,1.9518373e-05,2.4498036e-07,1.8884344e-11,2.2440493e-13,3.2194885e-25,0.0,1.6571304e-10,1.1707099e-18,4.2009274e-10,3.5288843e-09,2.583266e-38,0.9999809,3.942698e-13,1.7250699e-18
1532,177,1142,19,1.720042e-19,0.0015383116,4.946141e-12,8.142065e-19,2.52842e-40,5.3235935e-32,1.8589051e-07,2.9380296e-16,0.00077869865,2.4758818e-16,0.06364439,7.623637e-23,0.0,5.1602492e-05,4.2696016e-12,1.0881417e-10,2.3214745e-20,8.640398e-37,2.583319e-20,0.93398535,3.1133978e-09
1533,1142,189,1,4.164674e-18,0.80307513,1.2052708e-12,4.903832e-12,1.943628e-34,2.6230763e-30,2.2111475e-05,1.2299243e-12,0.19516848,2.6588727e-06,2.6701306e-09,1.4962594e-17,0.0,0.00010614228,8.5889697e-14,6.1473114e-12,2.2523412e-14,2.9427347e-35,1.0255193e-24,0.0016262505,3.152918e-12
1534,536,1143,9,1.5217481e-32,1.999434e-06,1.1292007e-14,1.827092e-08,1.9075086e-22,1.099061e-14,6.314964e-08,3.243943e-05,2.5445592e-05,0.999939,9.902948e-13,6.75455e-17,0.0,9.2180284e-07,1.8794318e-16,3.6810357e-11,7.771353e-10,3.1705834e-22,4.529372e-20,2.470105e-11,8.566358e-22
1535,1143,383,9,1.4928615e-32,1.8045782e-10,3.6556126e-17,0.025557501,2.548824e-35,2.0545098e-19,1.7502578e-11,0.00018116883,1.0212601e-09,0.97425234,3.662511e-15,5.7250204e-23,0.0,3.9343192e-11,3.385483e-17,2.0589433e-11,8.118208e-06,7.461902e-32,3.3291483e-23,2.9461297e-18,1.823746e-27
1536,493,1144,9,3.0084648e-28,4.1080317e-09,1.5760577e-13,1.9930229e-13,1.3e-44,5.437997e-19,1.1155392e-13,6.352191e-09,2.1551266e-14,1.0,8.180052e-10,6.7482427e-16,0.0,3.0137333e-08,1.047844e-21,1.1776127e-17,1.9764958e-12,2.3468251e-19,5.945647e-34,5.1745914e-08,8.7877034e-26
1537,1144,395,9,3.5013404e-25,1.2410448e-08,2.0439742e-17,1.4747317e-10,4.009916e-39,5.9615905e-19,1.3972794e-13,1.94292e-08,2.4122387e-13,1.0,5.3431187e-12,2.239527e-19,0.0,1.9964425e-10,8.9385874e-20,8.353618e-17,4.88555e-13,3.0463062e-30,1.992252e-31,9.03848e-10,1.8467644e-20
1538,165,1158,18,4.1276546e-30,3.6643757e-12,5.300629e-19,2.827338e-18,2.737258e-25,2.905e-42,1.6904873e-15,1.107573e-11,1.2193579e-11,4.127546e-14,7.5715216e-17,3.024675e-23,0.0,1.9740149e-14,6.761647e-22,1.9566078e-13,4.2555605e-16,8.199601e-27,1.0,5.852367e-14,1.7231484e-19
1539,285,1145,9,8.491117e-27,1.7630308e-10,1.3763028e-15,4.5932844e-11,1.1915159e-26,4.3628473e-31,4.533359e-15,6.0209805e-07,9.8678194e-17,1.0,4.220819e-15,2.1886898e-21,0.0,3.6303592e-11,5.760594e-24,6.073235e-20,1.4862188e-10,1.725645e-30,3.7060306e-26,8.712726e-20,1.8477649e-35
1540,1145,1146,7,4.022225e-28,8.251836e-07,1.1716836e-11,0.0018320661,7.762925e-06,1.6085568e-31,2.158636e-10,0.99815154,1.534804e-06,4.4482917e-06,1.0626582e-12,7.006089e-18,0.0,1.2020619e-11,5.3572197e-20,3.8580973e-07,6.836805e-09,2.6615694e-23,5.425255e-11,4.8817867e-13,1.9088581e-19
1541,1146,493,9,4.4944905e-17,1.0737434e-09,2.6701138e-14,9.597607e-13,1.3684507e-29,1.761014e-33,2.2682441e-11,0.0025992761,1.1863546e-11,0.9974018,1.5402108e-07,1.7705213e-22,0.0,4.1544948e-07,5.382152e-19,1.06780954e-14,2.8695726e-11,3.411597e-30,6.503198e-25,2.2786524e-10,7.109443e-26
1542,177,536,18,5.0916207e-33,1.3744903e-11,2.372117e-19,1.3246793e-14,3.222016e-27,1.830754e-39,1.8077597e-12,2.54432e-10,1.2655076e-08,1.4218458e-14,5.2993663e-15,5.4674624e-22,0.0,1.4115622e-13,2.3355112e-18,6.8123296e-10,1.1887867e-12,2.3364914e-33,1.0,3.990439e-12,3.539524e-15
1543,189,1147,9,8.175063e-17,0.019223204,7.2473624e-13,3.8663522e-05,1.6785283e-23,4.247584e-37,3.773591e-05,6.142384e-06,0.089699574,0.8903077,5.5575198e-09,1.4692507e-18,0.0,7.13448e-07,1.9089369e-13,0.00058675086,7.3446914e-05,1.2137635e-22,2.026093e-05,6.4610517e-06,1.7954802e-10
1544,1147,1148,3,1.7863498e-36,1.2073012e-10,1.3227914e-13,0.99991226,2.00666e-16,4.7617147e-30,1.3552148e-13,2.7693275e-07,8.706411e-13,8.319706e-05,5.8325895e-17,2.6006952e-25,0.0,2.956157e-13,4.484707e-19,5.283819e-09,3.0866297e-06,2.2869207e-29,1.0316484e-16,2.5522864e-21,8.611336e-31
1545,1148,1149,3,1.1174304e-35,2.8997757e-13,1.0620481e-16,1.0,1.7077003e-17,4.435212e-28,4.770572e-14,2.3495155e-09,9.645058e-14,1.2759818e-10,7.387713e-20,3.5534219e-28,8.689098e-34,7.418648e-17,4.0321526e-19,2.7201945e-12,6.112943e-10,1.7739074e-38,6.309955e-23,3.5491057e-25,1.4847821e-29
1546,1149,383,3,5.006551e-32,6.738027e-17,1.2946508e-20,1.0,7.975157e-39,4.580081e-16,1.8736149e-13,2.3167391e-07,9.715758e-10,1.1267498e-11,1.6814392e-14,2.869518e-26,0.0,2.3137444e-15,4.1713338e-19,7.025085e-12,5.1703694e-08,8.504e-42,3.1976426e-24,4.6151585e-23,3.986033e-24
1547,383,1150,9,1.676316e-36,3.121913e-09,3.474783e-17,0.0014918359,9.849652e-25,1.5765575e-27,6.692728e-12,6.8946706e-06,3.4143768e-11,0.99850196,1.411834e-17,3.0787226e-24,0.0,8.88175e-14,1.706025e-19,7.82823e-13,4.6779398e-08,8.279708e-30,6.130351e-29,2.9100284e-19,1.1049427e-28
1548,1150,1151,4,5.221167e-31,2.322271e-13,2.8679347e-16,9.439693e-06,0.9998779,9.87136e-40,5.753881e-14,1.5668742e-05,2.6039086e-12,9.6455435e-05,5.517254e-18,2.8851969e-30,0.0,5.065345e-13,3.3568277e-19,9.806809e-08,5.2401212e-09,8.939121e-30,1.3624976e-13,6.831928e-17,5.530737e-27
1549,1151,395,9,5.3173196e-18,1.1825728e-11,3.2573959e-21,3.5327634e-09,1.4426765e-24,1.226546e-35,2.3227571e-14,3.1038937e-05,2.0094755e-12,0.9999695,5.377161e-13,3.8294705e-32,0.0,4.1209944e-10,4.5791672e-18,1.1825054e-18,1.6509903e-11,4.0321487e-36,1.0816126e-30,5.181015e-14,4.8010513e-25
1550,536,493,7,1.524921e-32,2.9028082e-13,3.1250923e-18,9.635337e-09,3.7725768e-16,3.838981e-23,3.4975876e-11,0.99968344,0.0003101812,4.8734128e-06,6.849288e-15,1.552978e-22,0.0,2.3103789e-12,6.048932e-21,1.3594056e-10,1.1873177e-13,3.767709e-27,1.2110485e-22,9.6000405e-17,2.284023e-24
1551,395,1152,9,3.6967116e-26,2.9379619e-09,3.885846e-17,1.4613914e-11,3.67753e-40,3.1831684e-26,2.1240783e-15,5.451439e-10,1.2489669e-15,1.0,4.4594133e-09,9.714359e-23,0.0,6.731577e-10,1.8813452e-18,5.073493e-18,7.7965466e-14,1.898676e-27,2.1929362e-35,7.4948005e-08,1.431511e-22
1552,1152,1153,19,1.2246889e-29,1.5901645e-06,1.4081572e-14,2.6806706e-11,1.5016952e-35,1.123046e-27,9.125001e-14,1.4839188e-10,1.172082e-10,0.00012420703,0.0004007938,1.6220463e-22,0.0,2.5800752e-08,4.75144e-17,5.0777903e-11,9.679304e-13,6.6666096e-27,6.5175734e-34,0.9994737,1.2651483e-19
1553,1153,479,19,1e-45,0.00049130083,1.077643e-14,2.998491e-17,1.0665153e-36,2.9707904e-32,4.0242705e-11,2.1859595e-15,1.0634227e-08,1.0168192e-12,2.21722e-13,8.272058e-25,0.0,2.561817e-13,6.6467985e-21,8.079476e-11,1.7957752e-17,1.834518e-21,4.8230575e-34,0.999508,1.9896211e-19
1554,189,69,8,1.3137734e-30,4.5377245e-05,1.4072281e-14,1.2433168e-12,3.0963535e-32,6.969945e-17,5.4754173e-06,1.629059e-08,0.9999504,5.2383365e-11,3.5990132e-13,1.6937245e-11,0.0,8.791631e-10,2.8262101e-15,1.1446594e-11,4.9091777e-15,1.3175e-41,2.2477373e-17,1.51395e-08,2.84955e-15
1555,536,1154,9,1.3753781e-24,4.817993e-07,2.0277576e-18,2.9430686e-07,5.0394454e-19,2.361705e-35,1.2769382e-07,6.34535e-05,1.5531668e-08,0.99993515,9.642426e-18,8.2236504e-29,0.0,7.1169876e-11,3.8286842e-16,1.1026995e-11,3.6052904e-07,6.8951455e-28,2.629539e-22,1.876635e-19,1.0359483e-21
1556,1154,1155,4,3.4532156e-33,9.14971e-15,3.5888333e-17,4.0969066e-08,1.0,6.36e-43,2.523003e-14,4.4709086e-10,4.3587473e-12,9.276722e-08,7.634875e-22,7.512553e-29,0.0,2.4392095e-15,7.047112e-22,5.353815e-10,4.8453352e-11,7.241513e-33,4.1965226e-25,3.3846888e-21,3.759251e-28
1557,1155,1156,4,0.0,3.1929853e-17,2.5855894e-18,5.038719e-10,1.0,5.032e-42,3.813855e-18,6.365326e-13,3.224878e-14,8.2184487e-13,2.8781846e-22,3.29483e-33,0.0,1.3064056e-17,9.327572e-23,3.016052e-11,2.3095294e-15,1.8143477e-30,2.6514705e-27,9.4835595e-18,8.57508e-31
1558,1156,1157,4,0.0,1.1621008e-17,5.1126826e-17,2.2372542e-13,1.0,1e-45,1.05637756e-19,6.669325e-14,7.061184e-15,2.1713397e-16,6.22257e-21,8.5010644e-35,0.0,4.949561e-18,4.9736046e-23,2.6082133e-12,1.1831769e-19,3.0213123e-35,8.305544e-17,1.2137354e-15,1.5561332e-29
1559,1157,1158,4,1.238807e-39,1.5921246e-14,1.5013053e-13,4.8278076e-11,0.848731,6e-45,1.5566385e-13,3.1249683e-06,5.396979e-10,1.463713e-10,2.7175621e-18,1.32689e-28,0.0,2.8585255e-12,6.3195695e-22,1.7513465e-11,2.0469327e-16,1.7860788e-34,0.15126567,3.8171775e-16,1.7708495e-25
1560,1158,417,7,1.887369e-18,7.918007e-11,2.1091157e-16,9.466353e-11,1.5492673e-23,7.806894e-39,1.6636591e-12,0.99997336,6.044534e-11,2.3335584e-05,6.17375e-12,1.8805954e-29,0.0,4.043794e-06,5.603965e-19,2.039887e-15,1.8203463e-13,2.7808043e-36,9.765623e-10,1.3239915e-15,8.1614755e-25
1561,406,273,5,0.0,3.4263532e-12,2.7679432e-15,4.68831e-12,1.0418479e-31,0.99458635,3.920027e-11,3.5541456e-10,0.005412172,1.6183748e-15,1.5653699e-11,1.90908e-08,0.0,2.7109054e-10,1.8882896e-19,2.1780958e-13,5.807131e-15,4.68959e-40,6.9158894e-32,1.5117979e-15,3.389301e-21
1562,105,1159,1,4.6906477e-22,0.92649436,2.4864738e-08,1.4037485e-14,2.895e-42,1.3750325e-23,4.620521e-05,1.9683096e-12,0.07240495,8.544051e-11,3.2879705e-13,1.5852884e-14,0.0,0.001052629,1.8772143e-12,1.4976102e-13,5.680391e-12,1.5733769e-30,2.4895152e-27,5.0347854e-08,6.9573876e-15
1563,1159,1160,8,2.8163806e-25,0.0013288724,5.0755823e-11,1.1204725e-15,2.2097987e-35,3.001239e-31,9.474243e-08,7.1787906e-14,0.9986505,4.998272e-16,4.4334528e-13,1.4193076e-17,0.0,6.8354035e-07,1.3393926e-17,1.0745723e-14,9.810114e-13,6.3e-44,4.2099186e-29,2.0952462e-05,6.6293827e-19
1564,1160,273,1,3.498315e-22,0.54176927,1.4191891e-16,4.6011143e-15,7.75935e-40,1.5080462e-25,2.5182359e-05,2.8518097e-09,0.00818898,2.2832292e-10,1.4935512e-09,1.0615934e-33,0.0,0.45000517,8.5102575e-10,5.435898e-13,2.6363175e-08,0.0,7.036564e-27,1.0067378e-05,4.603497e-17
