source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88
1020,367,0367,1,girder,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1679650814832383e-34,2.476978871172224e-15,1.1003315493188453e-30,9.655808375086394e-10,1.1305842567211396e-14,0.0,3.013647738668839e-19,1.346673047588507e-39,6.460019318524486e-35,1.6958420558574729e-22,1.8700357187512607e-15,1.095883751997504e-21,0.0,1.5094824391322749e-21,0.0,1.0126047273853646e-18,1.2654683074000972e-13,1.436462673111619e-28,1.6894927739043672e-32,0.0,3.616751336422353e-42,4.678647513845174e-33,0.0,0.0,1.0,2.718519020790145e-42,1.6531398243332732e-40,0.0,9.986337502369205e-19,0.0,5.184804318001823e-44,0.0,1.407172923597813e-16,0.0,1.7796490496925177e-42,5.401942971325946e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,367,0367,1,girder,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1679650814832383e-34,2.476978871172224e-15,1.1003315493188453e-30,9.655808375086394e-10,1.1305842567211396e-14,0.0,3.013647738668839e-19,1.346673047588507e-39,6.460019318524486e-35,1.6958420558574729e-22,1.8700357187512607e-15,1.095883751997504e-21,0.0,1.5094824391322749e-21,0.0,1.0126047273853646e-18,1.2654683074000972e-13,1.436462673111619e-28,1.6894927739043672e-32,0.0,3.616751336422353e-42,4.678647513845174e-33,0.0,0.0,1.0,2.718519020790145e-42,1.6531398243332732e-40,0.0,9.986337502369205e-19,0.0,5.184804318001823e-44,0.0,1.407172923597813e-16,0.0,1.7796490496925177e-42,5.401942971325946e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,368,0368,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.428112957228709e-33,0.0,7.785963589412859e-07,1.805912862541017e-19,1.0,2.0075466289348753e-10,0.0,1.3155646476752293e-36,1.155790973375109e-41,4.6239092416078265e-11,5.1684402065229826e-14,3.053282626730436e-10,1.419633889982667e-15,0.0,4.9430374404054975e-31,0.0,7.251944111885678e-08,5.4849406741215405e-17,3.3741615356517933e-18,5.368670819479548e-37,1.401298464324817e-45,1.353008584298547e-21,4.7146905928025964e-35,3.4272917483060603e-36,4.021726592612225e-43,4.3975565376663805e-14,2.6249584428438317e-30,5.585575818101689e-31,0.0,2.4601658362694877e-18,3.907167730239844e-36,0.0,0.0,1.555311806144873e-17,0.0,1.0263051077552345e-33,4.760063442492445e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,368,0368,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.428112957228709e-33,0.0,7.785963589412859e-07,1.805912862541017e-19,1.0,2.0075466289348753e-10,0.0,1.3155646476752293e-36,1.155790973375109e-41,4.6239092416078265e-11,5.1684402065229826e-14,3.053282626730436e-10,1.419633889982667e-15,0.0,4.9430374404054975e-31,0.0,7.251944111885678e-08,5.4849406741215405e-17,3.3741615356517933e-18,5.368670819479548e-37,1.401298464324817e-45,1.353008584298547e-21,4.7146905928025964e-35,3.4272917483060603e-36,4.021726592612225e-43,4.3975565376663805e-14,2.6249584428438317e-30,5.585575818101689e-31,0.0,2.4601658362694877e-18,3.907167730239844e-36,0.0,0.0,1.555311806144873e-17,0.0,1.0263051077552345e-33,4.760063442492445e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,369,0369,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9068652717198235e-25,0.9999961853027344,1.0527484035109768e-20,7.70616063562091e-20,9.76823599785348e-09,5.252036771707935e-06,0.0,3.107174520170356e-28,0.0,2.5149608633688273e-21,2.63980804284518e-24,6.132167218453333e-09,2.7274035032819977e-21,0.0,9.788192422869556e-24,0.0,1.5246960950060052e-22,2.540136759624668e-20,4.277091678800252e-31,1.5679230012055324e-32,0.0,7.349810445383666e-42,1.899680688822513e-37,0.0,0.0,9.030849213277022e-28,8.385751538693767e-14,3.3442149391901896e-33,0.0,1.758610097823965e-11,0.0,0.0,0.0,1.0644584709972872e-29,0.0,2.999845634191126e-29,4.92542332948517e-22,1.6371874426153995e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,369,0369,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9068652717198235e-25,0.9999961853027344,1.0527484035109768e-20,7.70616063562091e-20,9.76823599785348e-09,5.252036771707935e-06,0.0,3.107174520170356e-28,0.0,2.5149608633688273e-21,2.63980804284518e-24,6.132167218453333e-09,2.7274035032819977e-21,0.0,9.788192422869556e-24,0.0,1.5246960950060052e-22,2.540136759624668e-20,4.277091678800252e-31,1.5679230012055324e-32,0.0,7.349810445383666e-42,1.899680688822513e-37,0.0,0.0,9.030849213277022e-28,8.385751538693767e-14,3.3442149391901896e-33,0.0,1.758610097823965e-11,0.0,0.0,0.0,1.0644584709972872e-29,0.0,2.999845634191126e-29,4.92542332948517e-22,1.6371874426153995e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,370,0370,1,girder,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.469157036631393e-23,9.293504181880687e-32,6.609246892044221e-15,1.1497679489078056e-16,0.0,1.0,0.0,9.935511471229177e-31,3.994167199611954e-21,9.01047598915943e-21,3.1833968325920843e-20,0.0,1.4256084442153337e-23,0.0,3.298931609609688e-17,1.6362057738832528e-19,2.3476383057650704e-28,0.0,0.0,6.9327840224006e-41,1.6815581571897805e-44,4.2319213622609476e-43,0.0,2.5122615099348877e-10,9.168129862022343e-36,6.866362475191604e-44,0.0,1.857030814939204e-18,0.0,0.0,0.0,6.176287779824374e-14,0.0,5.267097252842445e-31,3.975652647068607e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,372,0372,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6825345354763764e-28,0.9779535531997681,1.638918064943093e-25,4.3987442588644515e-23,2.0756547869371644e-10,3.626447409033062e-08,0.0,0.0,1.401298464324817e-45,1.187604824609363e-25,1.4108366678310298e-19,2.5870560034502166e-13,9.504186039522786e-14,0.0,2.4150356884214135e-22,0.0,7.203242383671028e-26,2.6925116427077695e-23,2.3990229709240868e-42,1.938863203432723e-30,0.0,0.0,1.2611686178923354e-44,0.0,0.0,1.716060756494251e-30,6.833247274951357e-20,8.150325598282844e-28,0.0,1.2480591646962802e-12,0.0,6.810310536618611e-43,0.0,3.2445470706876765e-29,0.0,7.879990327629889e-31,7.806117999041703e-17,0.022046657279133797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,372,0372,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6825345354763764e-28,0.9779535531997681,1.638918064943093e-25,4.3987442588644515e-23,2.0756547869371644e-10,3.626447409033062e-08,0.0,0.0,1.401298464324817e-45,1.187604824609363e-25,1.4108366678310298e-19,2.5870560034502166e-13,9.504186039522786e-14,0.0,2.4150356884214135e-22,0.0,7.203242383671028e-26,2.6925116427077695e-23,2.3990229709240868e-42,1.938863203432723e-30,0.0,0.0,1.2611686178923354e-44,0.0,0.0,1.716060756494251e-30,6.833247274951357e-20,8.150325598282844e-28,0.0,1.2480591646962802e-12,0.0,6.810310536618611e-43,0.0,3.2445470706876765e-29,0.0,7.879990327629889e-31,7.806117999041703e-17,0.022046657279133797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,372,0372,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6825345354763764e-28,0.9779535531997681,1.638918064943093e-25,4.3987442588644515e-23,2.0756547869371644e-10,3.626447409033062e-08,0.0,0.0,1.401298464324817e-45,1.187604824609363e-25,1.4108366678310298e-19,2.5870560034502166e-13,9.504186039522786e-14,0.0,2.4150356884214135e-22,0.0,7.203242383671028e-26,2.6925116427077695e-23,2.3990229709240868e-42,1.938863203432723e-30,0.0,0.0,1.2611686178923354e-44,0.0,0.0,1.716060756494251e-30,6.833247274951357e-20,8.150325598282844e-28,0.0,1.2480591646962802e-12,0.0,6.810310536618611e-43,0.0,3.2445470706876765e-29,0.0,7.879990327629889e-31,7.806117999041703e-17,0.022046657279133797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,376,0376,1,girder,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2611686178923354e-44,7.083720149371828e-20,3.543980505871501e-39,4.010378487628863e-11,2.995531488569241e-16,0.0,1.9466810975699023e-12,0.0,9.939484703223047e-25,1.2395432794029363e-18,1.117003817727903e-21,6.251906598374293e-21,0.0,1.447703604936243e-25,0.0,6.92708785280928e-16,6.952231650750843e-25,1.1257721622966296e-30,6.739886880995503e-37,0.0,1.236574288415124e-38,1.9455291567054322e-39,0.0,0.0,1.0,5.605193857299268e-45,0.0,0.0,1.6759971680031455e-20,0.0,0.0,0.0,1.592996831363809e-17,0.0,2.6046645151493518e-34,2.8995272824690357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,378,0378,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758115402030107e-43,5.467319720241167e-36,1.0069386990885221e-10,1.55601123940407e-33,1.0,2.669047058020957e-12,0.0,3.710782438860196e-27,3.3461323614942127e-31,6.778188104200809e-26,3.363023879576012e-16,1.0700161324475252e-13,8.064918675666109e-24,0.0,2.2649931466589153e-26,0.0,2.2647190789371052e-09,3.1744143749227944e-18,2.609679743430036e-32,1.1210953453925972e-25,1.401298464324817e-45,1.401298464324817e-45,1.8920603477922475e-27,1.650412014851196e-25,0.0,4.896691125494401e-12,0.0,3.715836007375214e-36,0.0,4.622733661012771e-16,2.802596928649634e-45,0.0,0.0,1.0499928834381556e-13,0.0,5.0418776268865374e-23,1.1587427659097774e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,378,0378,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758115402030107e-43,5.467319720241167e-36,1.0069386990885221e-10,1.55601123940407e-33,1.0,2.669047058020957e-12,0.0,3.710782438860196e-27,3.3461323614942127e-31,6.778188104200809e-26,3.363023879576012e-16,1.0700161324475252e-13,8.064918675666109e-24,0.0,2.2649931466589153e-26,0.0,2.2647190789371052e-09,3.1744143749227944e-18,2.609679743430036e-32,1.1210953453925972e-25,1.401298464324817e-45,1.401298464324817e-45,1.8920603477922475e-27,1.650412014851196e-25,0.0,4.896691125494401e-12,0.0,3.715836007375214e-36,0.0,4.622733661012771e-16,2.802596928649634e-45,0.0,0.0,1.0499928834381556e-13,0.0,5.0418776268865374e-23,1.1587427659097774e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,378,0378,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758115402030107e-43,5.467319720241167e-36,1.0069386990885221e-10,1.55601123940407e-33,1.0,2.669047058020957e-12,0.0,3.710782438860196e-27,3.3461323614942127e-31,6.778188104200809e-26,3.363023879576012e-16,1.0700161324475252e-13,8.064918675666109e-24,0.0,2.2649931466589153e-26,0.0,2.2647190789371052e-09,3.1744143749227944e-18,2.609679743430036e-32,1.1210953453925972e-25,1.401298464324817e-45,1.401298464324817e-45,1.8920603477922475e-27,1.650412014851196e-25,0.0,4.896691125494401e-12,0.0,3.715836007375214e-36,0.0,4.622733661012771e-16,2.802596928649634e-45,0.0,0.0,1.0499928834381556e-13,0.0,5.0418776268865374e-23,1.1587427659097774e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,378,0378,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758115402030107e-43,5.467319720241167e-36,1.0069386990885221e-10,1.55601123940407e-33,1.0,2.669047058020957e-12,0.0,3.710782438860196e-27,3.3461323614942127e-31,6.778188104200809e-26,3.363023879576012e-16,1.0700161324475252e-13,8.064918675666109e-24,0.0,2.2649931466589153e-26,0.0,2.2647190789371052e-09,3.1744143749227944e-18,2.609679743430036e-32,1.1210953453925972e-25,1.401298464324817e-45,1.401298464324817e-45,1.8920603477922475e-27,1.650412014851196e-25,0.0,4.896691125494401e-12,0.0,3.715836007375214e-36,0.0,4.622733661012771e-16,2.802596928649634e-45,0.0,0.0,1.0499928834381556e-13,0.0,5.0418776268865374e-23,1.1587427659097774e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,379,0379,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7163031847827974e-14,1.4335283290042879e-42,3.0680727056142665e-12,3.784825690511401e-18,0.9999427199363708,1.0149041145268711e-06,0.0,4.247032964900226e-37,6.671039839154001e-26,3.8038572552498677e-19,2.68179626689873e-18,5.623513789032586e-05,7.081190194193782e-25,0.0,1.3176078562547794e-30,0.0,9.45200184787609e-09,5.834382741323534e-20,4.6710497224621115e-26,2.952899346422675e-28,0.0,0.0,6.760939230006245e-18,5.077866517548539e-34,0.0,1.7122045632631018e-28,7.91656628269115e-24,1.1674436597383814e-21,0.0,4.92246632344262e-10,5.2660796289326626e-42,0.0,0.0,5.622777075078812e-15,0.0,1.9243741627707203e-25,1.6936008801968216e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,379,0379,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7163031847827974e-14,1.4335283290042879e-42,3.0680727056142665e-12,3.784825690511401e-18,0.9999427199363708,1.0149041145268711e-06,0.0,4.247032964900226e-37,6.671039839154001e-26,3.8038572552498677e-19,2.68179626689873e-18,5.623513789032586e-05,7.081190194193782e-25,0.0,1.3176078562547794e-30,0.0,9.45200184787609e-09,5.834382741323534e-20,4.6710497224621115e-26,2.952899346422675e-28,0.0,0.0,6.760939230006245e-18,5.077866517548539e-34,0.0,1.7122045632631018e-28,7.91656628269115e-24,1.1674436597383814e-21,0.0,4.92246632344262e-10,5.2660796289326626e-42,0.0,0.0,5.622777075078812e-15,0.0,1.9243741627707203e-25,1.6936008801968216e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,379,0379,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7163031847827974e-14,1.4335283290042879e-42,3.0680727056142665e-12,3.784825690511401e-18,0.9999427199363708,1.0149041145268711e-06,0.0,4.247032964900226e-37,6.671039839154001e-26,3.8038572552498677e-19,2.68179626689873e-18,5.623513789032586e-05,7.081190194193782e-25,0.0,1.3176078562547794e-30,0.0,9.45200184787609e-09,5.834382741323534e-20,4.6710497224621115e-26,2.952899346422675e-28,0.0,0.0,6.760939230006245e-18,5.077866517548539e-34,0.0,1.7122045632631018e-28,7.91656628269115e-24,1.1674436597383814e-21,0.0,4.92246632344262e-10,5.2660796289326626e-42,0.0,0.0,5.622777075078812e-15,0.0,1.9243741627707203e-25,1.6936008801968216e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,381,0381,1,girder,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6872283623934034e-37,1.0,1.1220864952408076e-20,2.5925734641014634e-17,2.3753161659811894e-09,9.065598816884908e-15,0.0,7.567011707354012e-44,0.0,6.910474685402529e-27,6.907802712545312e-15,1.3815128566220835e-19,1.447964309801906e-16,0.0,3.9307023002575774e-19,0.0,6.029781391358018e-23,4.446988804587649e-27,4.076375078001866e-31,5.43703804158029e-43,0.0,2.6672725113617664e-22,0.0,0.0,0.0,2.4902635848014024e-21,2.3747805074912675e-41,4.298121258042783e-33,0.0,5.312449721486775e-27,9.388699710976274e-44,0.0,0.0,6.815989658050317e-34,0.0,1.0684221513374069e-19,5.557511980958406e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,382,0382,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1682169676063836e-09,7.60230681724517e-19,2.7168525879007165e-14,2.5944175329134858e-14,0.008983993902802467,0.00022580478980671614,0.0,9.081802097368217e-29,1.7551233102206637e-28,2.1514970252427268e-13,5.545230642966142e-19,0.9907882213592529,5.545708319575052e-22,0.0,1.455011317866235e-18,0.0,1.9016652696990377e-09,4.910649523469042e-18,2.2680032056801574e-25,1.401298464324817e-45,0.0,0.0,2.771443285368852e-13,6.092764447573374e-38,0.0,2.7643858496451466e-31,2.0489654795511995e-22,1.74328753535251e-19,0.0,2.916591768098442e-07,0.0,0.0,0.0,1.13940920500738e-12,0.0,2.505573854047917e-23,1.0092648071446941e-11,3.3743267020941595e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,382,0382,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1682169676063836e-09,7.60230681724517e-19,2.7168525879007165e-14,2.5944175329134858e-14,0.008983993902802467,0.00022580478980671614,0.0,9.081802097368217e-29,1.7551233102206637e-28,2.1514970252427268e-13,5.545230642966142e-19,0.9907882213592529,5.545708319575052e-22,0.0,1.455011317866235e-18,0.0,1.9016652696990377e-09,4.910649523469042e-18,2.2680032056801574e-25,1.401298464324817e-45,0.0,0.0,2.771443285368852e-13,6.092764447573374e-38,0.0,2.7643858496451466e-31,2.0489654795511995e-22,1.74328753535251e-19,0.0,2.916591768098442e-07,0.0,0.0,0.0,1.13940920500738e-12,0.0,2.505573854047917e-23,1.0092648071446941e-11,3.3743267020941595e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,382,0382,1,girder,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1682169676063836e-09,7.60230681724517e-19,2.7168525879007165e-14,2.5944175329134858e-14,0.008983993902802467,0.00022580478980671614,0.0,9.081802097368217e-29,1.7551233102206637e-28,2.1514970252427268e-13,5.545230642966142e-19,0.9907882213592529,5.545708319575052e-22,0.0,1.455011317866235e-18,0.0,1.9016652696990377e-09,4.910649523469042e-18,2.2680032056801574e-25,1.401298464324817e-45,0.0,0.0,2.771443285368852e-13,6.092764447573374e-38,0.0,2.7643858496451466e-31,2.0489654795511995e-22,1.74328753535251e-19,0.0,2.916591768098442e-07,0.0,0.0,0.0,1.13940920500738e-12,0.0,2.505573854047917e-23,1.0092648071446941e-11,3.3743267020941595e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,383,0383,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718147152329763e-11,2.7965959719986995e-25,1.0,2.3501597889996617e-10,0.0,5.3897271178429654e-21,3.828185432548911e-32,3.5382040817812714e-21,1.7977860953394265e-14,1.126539139750804e-11,2.775769319799705e-14,0.0,5.521766223157133e-31,0.0,3.432223242053577e-14,2.4519429876342854e-23,2.4946609396395545e-25,2.8349547722058013e-31,1.753024378870346e-42,1.966828669155415e-37,2.3864112847451635e-42,0.0,0.0,1.217899336936057e-09,1.4146318192128677e-39,1.2611686178923354e-44,0.0,2.0583125346449823e-21,3.6272828409935757e-35,0.0,0.0,4.911308761956248e-24,0.0,4.033263137791668e-25,5.382419526738341e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,387,0387,1,girder,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401298464324817e-45,0.0,2.388621282989334e-07,7.852886965231382e-25,1.0,4.873968863596846e-14,0.0,2.953096303792539e-32,1.9865227419807904e-40,6.377430690873718e-20,6.13978201505043e-14,1.7039343577397053e-15,3.7195783752645113e-22,0.0,2.419266350616607e-31,0.0,3.1752215873953604e-13,7.857202034382941e-25,6.691926462734033e-30,1.657672555037382e-27,1.401298464324817e-45,1.5924162045278675e-29,0.0,1.1210387714598537e-44,0.0,8.776508978891299e-27,5.226843271931568e-43,6.733895489281436e-38,0.0,4.145231500741558e-23,2.7514215869361565e-33,0.0,0.0,2.534368144204391e-20,0.0,1.745418847750038e-24,9.961077305313143e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
