source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88
0,0,0000,0,column,24,5.605193857299268e-45,4.1568604590659936e-20,4.372931404759299e-22,0.0,3.0828566215145976e-44,0.0,4.0593898254562637e-20,1.4641534194070015e-26,0.0,0.0,2.0864676486894172e-32,0.0053901877254247665,0.0,0.0,7.008073731687447e-16,6.808654986560919e-36,0.0,0.0,1.0643130735843442e-05,0.0,1.9567510566976514e-19,7.073485598606526e-35,0.0,0.0,0.994597852230072,3.9675476116388964e-28,2.74864648935762e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0000,0,column,24,5.605193857299268e-45,4.1568604590659936e-20,4.372931404759299e-22,0.0,3.0828566215145976e-44,0.0,4.0593898254562637e-20,1.4641534194070015e-26,0.0,0.0,2.0864676486894172e-32,0.0053901877254247665,0.0,0.0,7.008073731687447e-16,6.808654986560919e-36,0.0,0.0,1.0643130735843442e-05,0.0,1.9567510566976514e-19,7.073485598606526e-35,0.0,0.0,0.994597852230072,3.9675476116388964e-28,2.74864648935762e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0000,0,column,24,5.605193857299268e-45,4.1568604590659936e-20,4.372931404759299e-22,0.0,3.0828566215145976e-44,0.0,4.0593898254562637e-20,1.4641534194070015e-26,0.0,0.0,2.0864676486894172e-32,0.0053901877254247665,0.0,0.0,7.008073731687447e-16,6.808654986560919e-36,0.0,0.0,1.0643130735843442e-05,0.0,1.9567510566976514e-19,7.073485598606526e-35,0.0,0.0,0.994597852230072,3.9675476116388964e-28,2.74864648935762e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0001,0,column,18,0.0,8.856688523964051e-27,7.749412080293542e-26,0.0,4.9049558903173885e-34,4.417313149091121e-41,1.368675538581079e-21,2.167152841252465e-23,1.401298464324817e-43,0.0,1.2723791921477855e-34,1.2313634369904189e-23,0.0,0.0,6.224089050133873e-36,9.309940571567977e-38,0.0,0.0,1.0,0.0,1.702784253098324e-30,0.0,0.0,0.0,1.4067548263527325e-23,1.2032063950440528e-30,3.830998939247518e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,0002,0,column,29,3.8395041083274147e-25,4.516272918593703e-29,3.354148004207882e-41,0.0,0.0,1.312362386972089e-35,5.212246276669658e-33,1.417497474572412e-40,3.1180882836827124e-27,4.411888259267244e-22,0.0,0.0,0.0,5.26926112766988e-26,8.766480091595611e-25,6.889483899852963e-38,0.0,8.502739963226598e-30,6.58206187572331e-26,0.0,3.1244865495956854e-24,1.3954825151784834e-38,0.0,2.5098250799120327e-35,0.0,1.8599129127019193e-14,6.286801049366908e-13,1.5959940496672334e-34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,0003,0,column,18,0.0,1.1608223778185142e-21,1.2528368009707985e-30,0.0,1.1911386749457202e-26,1.317220556465328e-43,3.991078988649647e-19,1.1765904577582083e-22,2.802596928649634e-45,0.0,1.0986179960306566e-42,1.6048712596820616e-26,0.0,0.0,9.378254642978486e-34,1.608354325413452e-39,0.0,1.1852383651532163e-24,1.0,0.0,2.5780320087047683e-28,0.0,0.0,0.0,3.1395285493364396e-24,2.0171697921669874e-28,4.46626196180039e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0004,0,column,18,0.0,4.034915740251386e-22,6.207740997907169e-32,0.0,7.712962836566253e-33,0.0,2.1674975482244976e-18,1.5334139585860882e-25,8.767111738171072e-40,0.0,8.798753057495526e-42,2.9535295603740634e-21,0.0,0.0,1.152912634145251e-31,1.977190094208387e-40,0.0,2.1644272157396946e-30,1.0,0.0,7.353761943772419e-31,0.0,0.0,0.0,8.704856889692866e-19,5.787617560926564e-25,1.3920641386336035e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,0005,0,column,18,0.0,1.0981840394667128e-16,3.829211780176501e-30,0.0,2.195614952061162e-35,0.0,6.913337649339145e-15,4.645067136397479e-28,1.5114124976514612e-40,0.0,9.402712695619523e-43,1.4729105550641782e-17,0.0,0.0,2.1000857707270974e-29,7.124879396876349e-37,0.0,1.2949211081542981e-22,1.0,0.0,1.4869456933028805e-31,0.0,0.0,0.0,1.0003776744428507e-15,6.797196817047757e-25,2.960960008351235e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0006,0,column,29,1.291248323240883e-19,5.317185034098877e-23,7.258726045202552e-42,0.0,0.0,6.874333060856683e-39,3.1266289781162186e-19,1.401298464324817e-45,1.0699715317105526e-20,1.451473046333691e-20,0.0,0.0,0.0,7.928994148047872e-30,5.599631514174331e-25,6.991178035174927e-37,0.0,5.8022711635352664e-11,2.9048635320624033e-24,0.0,4.893643720819543e-21,9.274339743302726e-40,0.0,3.314354765367663e-34,1.7095841264762768e-43,1.3220569083927103e-10,2.5265794955671226e-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7,0007,0,column,29,2.065995268462855e-31,1.2210902338543486e-32,4.498168070482663e-43,0.0,0.0,0.0,1.3798691976216757e-27,5.479076995510035e-43,2.658791537189495e-21,5.626807928148872e-31,1.1210387714598537e-44,0.0,0.0,1.249397710792007e-41,3.1006531120115227e-41,2.6656303357932997e-33,0.0,3.4302180518631406e-38,5.835471434996105e-28,0.0,3.082624067938322e-24,0.0,0.0,0.0,0.0,4.040971566674391e-21,3.282044625778342e-27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,0008,0,column,29,9.036608899368706e-27,3.4342574850389402e-34,1.022247229724954e-41,0.0,0.0,1.878383401948382e-33,7.283767248760037e-39,5.193018729599695e-39,2.531420440019666e-13,1.2401720809578414e-26,2.7721887519737856e-41,0.0,0.0,0.0,9.80908925027372e-44,9.059478914216723e-30,0.0,0.0,2.137565330409845e-28,0.0,7.612773754456332e-29,0.0,0.0,0.0,0.0,2.785692426582075e-18,4.195405274425181e-16,9.818615776428539e-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,0009,0,column,26,7.790204965171039e-24,1.9091509961927014e-25,2.49349247120154e-31,0.0,9.388699710976274e-44,1.0278840974677144e-18,4.217908377617699e-43,1.412732299281005e-34,5.607966502164001e-18,8.775236324384048e-27,1.5978931503305956e-36,1.5414283107572988e-44,0.0,8.282297720865481e-30,2.306520032786309e-21,1.1673218438976306e-31,0.0,1.2256263930857749e-32,1.7426530619732877e-22,0.0,3.1415294950225327e-24,2.523650052900842e-35,0.0,2.105307001269782e-37,0.0,1.1739056162696215e-06,1.0,7.486394163444237e-17,0.0,1.3283043068246236e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10,0010,0,column,26,3.040364973364535e-28,1.0119452471911774e-24,9.481958155099345e-35,0.0,0.0,1.4405995859656344e-14,0.0,6.550552472552587e-33,8.19599582971807e-14,5.577647334184212e-19,1.4272224859148262e-41,1.7137880218692513e-42,0.0,1.4801499773278831e-37,1.2663782778243273e-21,9.445401396760497e-25,0.0,2.1678414586426186e-36,1.6971696393412e-21,0.0,3.3705793243952696e-29,4.0637655465419695e-44,0.0,0.0,0.0,5.209219307289459e-05,0.9999465942382812,4.10324231935196e-15,0.0,1.223896765184529e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,11,0011,0,column,29,9.556416411445666e-24,5.041387621764662e-34,8.72757830589554e-39,0.0,0.0,1.643775969005057e-26,3.3405356788215537e-37,5.292839384926795e-38,8.389921313148255e-19,6.18125294035222e-24,1.820968997380217e-38,0.0,0.0,0.0,2.2857221696142507e-32,2.017509646579799e-27,0.0,2.959728729349769e-39,1.847341530412164e-28,0.0,1.824470722321752e-26,0.0,0.0,0.0,0.0,1.616272491278964e-13,2.845437427345665e-12,1.3739670152214028e-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,0012,0,column,27,6.726866443043863e-29,6.733939770312908e-41,6.923536342285363e-27,0.0,0.0,1.1476670280785584e-08,8.407790785948902e-45,1.816822931549788e-27,4.892090455876994e-15,5.605193857299268e-45,1.1810801441110372e-19,0.0,0.0,0.0,4.0637655465419695e-44,1.2635123585463223e-28,0.0,0.0,6.3986337655923435e-27,0.0,1.5609572836109127e-26,0.0,0.0,0.0,0.0,1.6810499490761374e-19,6.600645187761559e-14,1.0,0.0,2.199794599949678e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,13,0013,0,column,17,0.0,2.426645852576098e-13,7.488495945462998e-35,0.0,4.3000703746132405e-34,0.0,3.3983975633589125e-09,2.405562058623236e-25,0.0,2.802596928649634e-45,1.5694542800437951e-43,1.738260012072355e-27,0.0,6.726232628759122e-43,1.1332372089488712e-26,3.838196259272975e-35,0.0,0.9999886155128479,1.2426904504536651e-05,0.0,6.067499986680256e-25,1.8945555237671527e-42,0.0,0.0,1.0982120158686516e-26,9.876515853616043e-25,1.5465010111981546e-40,0.0,0.0,1.2611686178923354e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14,0014,0,column,17,0.0,1.0214444002806019e-14,7.521092277716859e-38,0.0,4.685354191970435e-37,0.0,2.206122654349607e-12,3.9365628143500915e-30,0.0,0.0,4.203895392974451e-45,4.817813532396181e-35,0.0,0.0,1.4070030209261768e-21,1.6883964936956856e-40,0.0,1.0,2.6240750024275616e-13,0.0,3.696220097364695e-25,1.1804732306135922e-32,0.0,0.0,1.1794983290840132e-29,6.486629674233231e-23,2.4076970084182574e-40,0.0,0.0,4.8861007347494165e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,15,0015,0,column,17,0.0,6.515538027726878e-14,2.6412999083941403e-38,0.0,6.672176677297938e-36,0.0,4.913482815060988e-13,5.0143005986798996e-36,0.0,0.0,0.0,3.10846581057603e-36,0.0,0.0,2.6972595992810685e-24,5.6192068419425165e-42,0.0,1.0,3.4919095880884404e-14,0.0,1.6384690305246992e-24,1.787274775805527e-38,0.0,0.0,1.0086296956214126e-26,3.9922699808518582e-25,1.401298464324817e-45,0.0,0.0,1.0520643387085504e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,16,0016,0,column,17,2.0400442942596194e-36,1.7546310663429983e-17,6.992479336980837e-43,0.0,4.341783161864013e-41,0.0,6.432952315369583e-14,3.2642266817521586e-40,6.966275055697963e-41,7.032040795225655e-39,0.0,1.5483226992017769e-40,0.0,3.939834710357083e-39,2.4770524302474702e-24,1.1417555679564318e-39,0.0,1.0,4.829745469297068e-17,0.0,2.7110113775682885e-23,1.0527272649860532e-37,0.0,1.064986832886861e-43,1.8726008134809574e-35,8.374253995358618e-19,4.844541358156877e-33,0.0,0.0,2.100928365077767e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17,0017,0,column,17,1.0062339976598153e-29,2.0346023619415097e-15,3.0828566215145976e-44,0.0,5.180600422608849e-42,2.802596928649634e-45,9.853376795043722e-13,9.753702028501355e-34,1.5317556555056611e-30,1.689593141528419e-20,9.528829557408756e-44,8.432131308956885e-30,0.0,1.1543802940583447e-35,1.7125045904677173e-21,1.361175438478176e-32,0.0,1.0,7.356316944484576e-12,0.0,1.710840535719808e-20,8.146228197431262e-34,0.0,1.1911036946760945e-43,7.331841483104726e-28,4.856300916955547e-10,1.2563973067288835e-23,0.0,0.0,5.073029389046308e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18,0018,0,column,29,8.201940041539587e-41,7.525821637989849e-32,1.4141629402275725e-24,0.0,1.046866616167528e-33,3.7038273137815286e-33,2.238250034740776e-23,2.268994882415962e-28,1.2917228530520877e-24,2.338346747418822e-41,4.900971717097325e-19,0.0,0.0,0.0,2.14398665041697e-43,5.414398052720935e-27,0.0,0.0,1.2189132397537682e-23,0.0,1.6542290540849658e-13,0.0,0.0,0.0,1.401298464324817e-45,4.8976842220026595e-26,2.6536550924185914e-28,5.125920175597177e-33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19,0019,0,column,29,2.092213171202649e-33,2.1543562590529738e-41,2.7123486440258266e-36,0.0,0.0,2.595991666548044e-29,1.959115698200017e-37,1.4830340648069077e-35,4.3454026829161374e-18,1.880682668970337e-41,6.221626653495952e-34,0.0,0.0,0.0,0.0,4.1496130780354975e-31,0.0,0.0,7.125451487656277e-29,0.0,3.506723613090557e-27,0.0,0.0,0.0,0.0,2.0399165981023723e-24,5.607655483869268e-22,2.3518899620378277e-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,20,0020,0,column,27,1.594854762856671e-28,7.242911327045814e-36,3.3234166190916477e-21,0.0,3.1572319388071015e-39,4.7258992275089895e-09,4.5514027758448057e-35,3.548760732010909e-21,3.724488042976292e-16,6.261001538603283e-42,7.295206105872865e-14,0.0,0.0,0.0,4.203895392974451e-45,4.1582566494671036e-20,0.0,0.0,2.1967449260061394e-21,0.0,9.372921168862164e-20,0.0,0.0,0.0,0.0,5.198301529785569e-20,6.10043769463947e-16,0.9999618530273438,0.0,3.836439282167703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,21,0021,0,column,29,8.737651789858981e-21,6.866945827527523e-23,4.605199247187792e-40,0.0,0.0,3.757268892798831e-30,1.462675849188628e-31,1.8247377896000187e-38,2.871353260952385e-14,7.769759899318245e-23,0.0,9.80908925027372e-45,0.0,2.7650945944202334e-37,1.944093630433995e-28,5.065257467191848e-32,0.0,8.989252349217089e-15,4.0372692594304586e-23,0.0,6.620460450656921e-27,0.0,0.0,2.5343043246700047e-40,1.1210387714598537e-44,3.335798908210563e-07,6.592009490352657e-12,6.071611275524617e-36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22,0022,0,column,29,2.4224455174062024e-29,9.563862019016877e-42,7.778330318371123e-38,0.0,0.0,1.0620156526769563e-31,3.0626491446797117e-33,1.9422417105081262e-40,2.0648875675727957e-13,2.184872248090185e-33,4.8851942403780386e-36,0.0,0.0,0.0,1.401298464324817e-45,1.0209911202384493e-32,0.0,0.0,1.9429120761746953e-31,0.0,1.3639149657553229e-24,0.0,0.0,0.0,0.0,5.4942872103291255e-22,1.1293948661738802e-21,3.4784529325715736e-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1063,1076,0,column,23,3.363116314379561e-44,3.66769014154052e-27,7.651089615213501e-43,0.0,1.3303473757756578e-27,0.0,3.56336404608615e-17,1.1758469645209805e-27,0.0,0.0,0.0,2.0762618956361517e-40,0.0,5.87786403822954e-17,1.8050111261636632e-26,5.335222675296046e-32,0.0,3.211822316534937e-32,3.7723618788481906e-23,0.0,1.9513394860339647e-19,2.9902196572758645e-18,0.0,1.0,1.1639653843480667e-30,4.183569062368605e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1064,1077,0,column,25,2.309390325278061e-21,1.3105022444677617e-19,2.408513954212571e-36,0.0,0.0,4.462133531890893e-25,9.963716564801451e-30,1.4939488111004996e-33,3.570474536689072e-13,1.7372899437774883e-22,1.401298464324817e-45,2.079522975001553e-32,0.0,1.2659743550569868e-33,1.6733383641130506e-29,4.912999969296515e-22,0.0,3.278479434547465e-19,4.079461880007746e-20,0.0,2.07944798692553e-28,6.537115791520971e-35,0.0,0.0,1.212633244281981e-39,1.0,6.095301614550408e-07,3.539813400651063e-27,0.0,2.521436817443434e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
