beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
0,0,1,0,1.0,0.0,2.1024236e-24,8.354526e-21,8.7044235e-12,1.719819e-34,1.212316e-13,3.8910586e-14,4.965656e-10,6.498599e-36,1.646978e-10,1.3054686e-10,3.5585302e-16,1.448854e-16,3.492377e-17,0.0,2.0508156e-10,2.5498036e-07,4.450316e-19
1,1,2,0,1.0,0.0,4.6135038e-23,8.9271374e-20,1.679705e-10,4.3160258e-35,6.7181243e-13,2.8847378e-13,3.061238e-09,3.114604e-35,2.5702293e-10,9.2591423e-10,4.5998355e-14,9.992908e-16,6.7557412e-15,0.0,2.008943e-08,1.2981762e-06,5.3638273e-19
2,2,663,0,1.0,0.0,2.5319483e-23,3.7665564e-21,2.4800554e-12,4.012243e-39,1.0665314e-14,8.963942e-16,4.273268e-12,6.8170516e-35,1.6379986e-11,5.1766738e-12,2.319294e-15,1.2547801e-13,2.9600567e-16,0.0,8.1085033e-10,4.3319713e-07,4.0379532e-20
3,3,900,17,5.7948966e-14,0.0,6.1823955e-28,3.0897462e-17,4.3727647e-07,4.273019e-29,1.0733477e-06,1.960307e-12,9.9906993e-23,2.2087944e-36,1.8959584e-08,2.8643857e-13,1.0497765e-13,8.767635e-06,1.3412833e-11,0.0,4.501672e-13,0.9999886,6.0886213e-18
4,4,983,18,2.9911678e-17,0.0,2.314841e-06,3.428812e-19,6.9146606e-14,2.3380509e-26,4.2069892e-10,1.6000869e-16,1.562016e-13,1.2772645e-37,9.769774e-07,5.3921197e-11,4.5648797e-12,1.14506475e-20,5.808113e-20,0.0,8.92956e-19,3.204086e-11,0.9999962
5,5,907,17,6.6268787e-12,0.0,1.1843714e-23,3.781102e-18,4.6201485e-06,4.355161e-33,5.700354e-07,4.218298e-12,3.115054e-21,4.245339e-34,8.6428615e-09,1.018459e-09,2.5440455e-12,2.6148862e-06,1.5053163e-10,0.0,4.032292e-11,0.9999923,2.5694457e-17
6,6,913,17,3.682366e-13,0.0,6.556666e-29,9.539936e-20,5.0740994e-08,1.4428475e-31,8.661877e-08,2.2319508e-14,2.5338449e-21,1.5559555e-36,2.4557623e-08,9.387445e-13,5.5435887e-16,4.10606e-08,2.0583287e-13,0.0,5.518168e-15,1.0,1.2388119e-16
7,7,914,17,6.2883363e-13,0.0,3.1504862e-29,7.5142824e-19,1.7435374e-07,3.167233e-31,4.848192e-07,3.419977e-14,3.8959293e-22,4.677445e-36,7.083679e-09,2.7047345e-13,7.021538e-15,1.1773717e-07,1.9096734e-12,0.0,1.0192887e-13,1.0,2.1830397e-18
8,8,1000,18,4.9835684e-18,0.0,1.676991e-17,2.9709572e-19,2.0612536e-11,3e-45,2.0642166e-07,2.721642e-16,1.3694339e-12,1.8e-44,3.3207343e-11,1.1320577e-11,8.887909e-16,5.9006097e-21,6.8269743e-18,0.0,1.2270198e-18,5.614127e-12,1.0
9,9,994,2,1.82836e-24,0.0,0.9472108,7.683702e-21,8.454348e-09,1.1696005e-37,6.4478526e-14,2.4185076e-10,2.8914166e-19,5.976768e-30,1.2476592e-12,5.791141e-06,7.244129e-13,1.3734302e-13,5.184547e-09,0.0,1.6315149e-16,1.5254834e-12,0.05278419
10,10,988,2,3.0528176e-32,0.0,1.0,5.617676e-22,5.28268e-13,5.35788e-40,3.799925e-20,2.341035e-16,6.592005e-28,6.063687e-31,1.07231916e-16,2.5967482e-11,2.0512485e-15,8.709574e-19,5.1016635e-14,0.0,7.342507e-20,2.4401539e-19,2.3666866e-10
11,11,966,2,1.386882e-20,0.0,1.0,9.5859e-20,8.9250676e-11,5.773e-42,1.7339713e-09,3.141079e-21,3.9459666e-19,8.49936e-39,3.465982e-08,1.2479645e-11,1.4377429e-09,1.4411346e-19,1.502964e-17,0.0,2.1782526e-14,2.3872297e-13,4.57723e-10
12,12,963,2,1.2973631e-23,0.0,1.0,7.8557997e-16,7.51389e-09,2.561004e-37,2.6032572e-09,3.0509417e-18,1.6698882e-22,4.2183753e-36,7.08727e-10,2.0596614e-08,1.904342e-11,1.1326633e-17,1.0309565e-15,0.0,3.454454e-18,1.2124335e-10,3.147661e-08
13,13,949,2,8.932643e-23,0.0,0.9999427,5.0992833e-24,7.3818643e-17,4.099428e-36,7.5469145e-12,2.1978092e-21,6.078427e-20,1.893846e-39,3.7973013e-13,1.4336639e-15,2.5636327e-15,8.913794e-21,1.1813854e-21,0.0,5.6431494e-22,3.430718e-14,5.6492074e-05
14,14,969,2,3.0900447e-22,0.0,1.0,1.9057637e-21,1.2049472e-15,1.3810252e-38,1.7776047e-17,2.8310043e-20,2.1978976e-17,1.7e-44,2.2465601e-12,3.052789e-13,4.02714e-12,2.0845892e-18,1.7580136e-18,0.0,5.0066797e-19,2.0639177e-14,2.5730323e-12
15,15,955,18,1.1362199e-18,0.0,3.946369e-21,6.88957e-21,6.52819e-14,2.8137967e-22,2.0463456e-10,1.2265369e-12,5.386669e-12,1.1e-44,5.619474e-08,1.210474e-10,2.9715044e-17,4.4510146e-18,5.3074047e-20,0.0,1.3887828e-20,2.2126377e-08,1.0
16,16,975,18,4.210986e-18,0.0,4.2822027e-23,4.3795966e-20,6.643714e-11,9.9057763e-29,2.936172e-07,1.7434675e-11,1.4923708e-11,1.3715e-40,8.218022e-10,4.5740706e-10,1.3812243e-17,1.7662045e-14,1.2269984e-15,0.0,3.67636e-20,3.0524953e-07,1.0
17,17,979,18,3.5361538e-13,0.0,2.8570095e-20,1.2107613e-16,1.8868242e-08,3.4589524e-32,3.3884478e-06,5.544833e-10,2.5079657e-07,1.0601e-41,2.0377722e-07,4.898556e-06,3.385243e-14,5.892034e-08,3.7003607e-14,0.0,7.6908765e-16,0.13023907,0.8697535
18,18,951,18,1.03200734e-22,0.0,6.080051e-20,4.989646e-22,1.362649e-12,8.220543e-37,8.944696e-12,3.9621632e-13,4.531684e-14,3.0040347e-38,4.4657176e-14,3.570315e-11,2.846459e-19,1.1531083e-20,4.680527e-16,0.0,1.2208369e-20,3.1935522e-13,1.0
19,19,919,18,1.1293734e-21,0.0,2.464757e-20,2.5895128e-22,9.565438e-14,2.1494314e-34,1.6326834e-11,7.386463e-15,1.0148618e-13,2.308e-42,1.7456684e-13,3.842973e-12,1.2981479e-19,2.4939332e-21,9.5733384e-18,0.0,5.156977e-22,5.287479e-13,1.0
20,20,972,2,1.927366e-23,0.0,0.99448395,1.2205247e-13,5.9341545e-13,1.1163849e-38,2.6605624e-17,1.0393358e-15,4.4819774e-16,1.7881122e-32,3.1006046e-12,1.0059003e-06,2.4791524e-08,6.6363704e-18,1.080235e-08,1e-45,8.852039e-17,9.698736e-15,0.0055159708
21,21,945,2,1.9490848e-27,0.0,1.0,8.16665e-24,6.5435876e-17,3.81e-43,2.2952163e-20,1.1139697e-21,6.9760156e-23,7.874806e-35,1.6892534e-18,2.8558944e-15,3.1454308e-14,6.1350782e-21,3.893623e-16,0.0,4.3947424e-20,5.691159e-16,2.924362e-11
22,22,960,2,2.4495778e-23,0.0,1.0,7.09145e-21,5.448551e-17,2.301542e-39,2.728032e-18,9.777427e-20,4.1047253e-17,1.2644122e-38,5.415676e-13,2.774712e-13,2.0947442e-11,4.6503717e-19,6.617259e-18,0.0,1.8782769e-17,1.9827229e-15,5.0212553e-11
23,23,937,18,4.9517277e-20,0.0,0.08377714,2.8390695e-22,8.914864e-10,8.193e-41,8.515838e-11,1.8609591e-11,1.2735812e-15,4.201081e-28,4.0612538e-10,5.086597e-09,1.097533e-12,2.9355794e-14,1.1495504e-13,0.0,2.0787151e-16,1.7396465e-12,0.9162245
24,24,1006,2,1.2176172e-22,0.0,1.0,5.854685e-23,1.6475062e-17,5.79e-43,4.669639e-20,5.849939e-20,1.1281437e-18,2.9438195e-38,3.618073e-16,3.1709578e-15,9.7880925e-14,2.2895157e-19,8.09459e-19,0.0,5.7587854e-19,3.4254724e-15,3.2121177e-09
25,25,544,8,4.5176512e-14,0.0,8.10412e-23,9.744818e-18,1.6388019e-07,1.7653361e-21,0.04278085,2.723955e-11,0.94666547,1.1144506e-35,1.5193255e-07,5.5642926e-07,2.304867e-13,1.7218969e-15,5.800393e-10,0.0,1.2947449e-12,1.5078824e-06,0.010552549
26,26,27,18,3.6259496e-23,0.0,8.263185e-05,1.2905605e-24,1.1682747e-17,4.63286e-40,4.877391e-14,7.805177e-14,1.6269655e-16,4.8049773e-38,1.5584032e-13,2.3546247e-13,5.731465e-16,9.846602e-19,3.4186493e-20,0.0,4.9269103e-21,5.36838e-16,0.9999161
27,27,28,18,1.499189e-19,0.0,1.2077844e-11,1.19535644e-14,7.9928236e-16,6.838871e-30,5.0797834e-12,1.1484575e-08,1.0739896e-08,4.1705704e-34,2.3964095e-12,9.649152e-12,3.5149755e-11,4.226057e-14,4.344784e-13,0.0,2.26647e-12,1.7893568e-14,1.0
28,28,32,18,2.043304e-17,0.0,3.4266337e-16,4.087283e-12,5.3509223e-15,5.7744375e-30,4.7772903e-07,5.1686967e-14,2.3952102e-06,9.082705e-36,1.9677134e-15,1.2669266e-10,5.4511038e-11,9.0956425e-20,6.770306e-11,0.0,2.880044e-12,4.1476276e-12,0.9999962
29,29,30,18,4.037594e-15,0.0,6.1977865e-22,3.534338e-18,6.2289424e-11,3.587293e-21,8.505926e-06,1.9926677e-11,0.0016152267,1.376287e-30,1.1896925e-07,1.198917e-09,2.6129994e-15,2.7270464e-16,1.5809893e-13,0.0,3.534992e-14,5.0330906e-10,0.99837625
30,30,31,8,4.5848223e-14,0.0,8.096762e-24,8.738527e-19,3.2651432e-08,8.215191e-20,0.0003061059,4.1393924e-12,0.5958553,7.958432e-34,3.2799502e-07,4.5851163e-08,1.665606e-15,1.1155035e-16,2.1645955e-12,0.0,6.0632597e-12,7.962966e-09,0.4038393
31,31,25,8,1.5515099e-14,0.0,1.5399465e-22,1.13007e-16,3.5755963e-07,3.056054e-19,0.004359549,2.0324579e-11,0.7429781,4.929517e-31,3.5616023e-07,9.124408e-07,5.374512e-14,1.6194123e-15,1.7802518e-09,0.0,3.2992673e-12,2.3151755e-07,0.25266123
32,32,33,18,7.213413e-12,0.0,2.978951e-16,6.85328e-17,8.944784e-15,4.590732e-24,1.5143725e-07,1.3970222e-15,1.9944533e-05,2.129e-42,2.9423455e-10,1.5317337e-13,2.959453e-12,1.1745978e-17,1.6447889e-15,0.0,1.512007e-13,1.8611099e-09,0.9999809
33,33,34,18,3.30131e-10,0.0,9.9420274e-17,9.486708e-18,4.0527821e-13,1.4982531e-24,3.7875202e-06,2.2523595e-13,0.10543823,0.0,4.7720266e-07,4.124135e-12,1.5658366e-10,1.0153443e-16,1.7437355e-16,0.0,3.5734365e-10,2.3849418e-08,0.89455634
34,34,29,18,8.931486e-15,0.0,3.4554113e-21,3.756647e-18,1.0374049e-11,7.757258e-24,8.497101e-07,1.4310432e-12,0.0028305426,2.3067975e-32,5.4417595e-09,4.881589e-10,1.895554e-15,5.6861843e-18,7.774362e-14,0.0,3.606708e-14,9.795167e-11,0.9971697
35,35,36,13,0.000677617,0.0,1.0000831e-24,2.6008887e-21,6.327094e-15,0.0,1.3939939e-14,1.254269e-19,2.6284625e-17,4.4213002e-32,2.3249083e-09,1.03562456e-13,4.735021e-13,0.99930596,1.0788645e-14,0.0,1.5623977e-05,9.12319e-07,1.3220357e-19
36,36,37,13,3.809578e-08,0.0,3.6074392e-28,8.954674e-25,5.2728267e-16,0.0,9.172531e-15,6.489931e-20,1.6625358e-20,2.5358974e-34,2.6381293e-11,3.1451743e-17,4.4192456e-16,1.0,6.720216e-16,0.0,6.862209e-11,6.509196e-09,3.3679562e-22
37,37,570,13,5.128335e-11,0.0,6.3379646e-30,2.149794e-25,1.0561466e-14,1.4709702e-36,1.7193157e-13,1.2545279e-18,1.8475525e-21,2.3087218e-35,1.9218176e-10,1.943125e-18,4.014154e-17,1.0,1.2902366e-15,0.0,8.205241e-14,2.0127504e-09,7.055074e-22
38,38,39,4,2.9807045e-14,0.0,4.872337e-20,6.078775e-20,0.9997367,1.8761048e-27,5.650495e-07,1.8169677e-13,1.2763044e-23,1.2373086e-33,2.802753e-06,1.218457e-09,1.5395165e-16,0.00020826329,3.250787e-09,0.0,4.6575733e-14,5.0642066e-05,4.1666526e-14
39,39,40,4,5.3309997e-14,0.0,4.300706e-21,2.665864e-18,0.99978644,1.2144922e-27,2.742092e-06,6.9339388e-15,3.6891e-21,2.0863908e-37,1.7738086e-05,8.440705e-12,7.714479e-14,0.0001903085,1.7963785e-09,0.0,1.7320053e-12,3.840288e-06,2.75154e-16
40,40,44,4,5.814724e-11,0.0,1.2307248e-23,4.2901764e-18,0.9975197,2.779964e-30,1.1317372e-05,2.437862e-14,1.8082585e-17,7.261058e-36,0.00010729108,6.033634e-12,4.31438e-12,0.0023612573,1.4866058e-08,0.0,4.3074944e-10,1.2085525e-06,1.2628826e-18
41,41,42,13,0.49389282,0.0,2.0265781e-22,1.0514881e-20,2.3476037e-12,0.0,1.6575381e-14,5.2506617e-18,1.2519667e-16,2.081818e-31,7.2893274e-09,7.423738e-11,6.0143974e-13,0.5049017,1.173141e-12,0.0,0.0011986967,8.257508e-06,7.092241e-19
42,42,43,13,9.110014e-06,0.0,7.649235e-25,3.631455e-25,2.9424728e-15,0.0,5.0113137e-15,2.0561956e-19,5.331959e-20,7.781874e-35,9.9992575e-12,2.4498776e-15,1.7345083e-15,0.99999046,2.2041466e-15,0.0,1.0769886e-08,6.8395183e-09,2.6926272e-21
43,43,35,13,0.00014860193,0.0,1.601717e-24,2.1439405e-23,2.8561993e-15,0.0,1.8267093e-15,1.5409654e-19,6.690155e-18,8.1103035e-31,3.9904124e-10,3.5940177e-14,1.0809866e-13,0.9998474,8.943692e-15,0.0,3.6870742e-06,3.9854875e-08,3.1995036e-20
44,44,45,4,0.00021372325,0.0,2.0357498e-24,5.7175463e-19,0.5782437,2.2898096e-37,8.780019e-06,8.1799774e-13,2.2263493e-12,3.7962793e-32,0.005373312,4.9806457e-09,2.614301e-11,0.4160534,8.002161e-08,0.0,2.0263637e-05,8.492346e-05,1.3372586e-17
45,45,46,13,4.5283352e-05,0.0,4.3721553e-26,1.3095464e-21,6.481442e-06,0.0,6.8634554e-10,1.2327549e-15,1.29033864e-17,2.1092874e-36,8.449392e-07,1.2441428e-11,4.7309764e-13,0.9999466,2.6480755e-11,0.0,4.3603885e-07,1.338874e-06,9.4637055e-21
46,46,41,13,0.0032905594,0.0,4.5326808e-24,9.312426e-23,1.05948986e-10,0.0,7.794317e-14,2.6777903e-17,3.0608735e-18,2.48876e-31,1.4902454e-08,1.26969815e-11,5.750352e-13,0.9966791,4.5380726e-12,0.0,2.932459e-05,9.176523e-07,3.077637e-20
47,47,48,0,1.0,0.0,5.9472017e-30,1.4317453e-23,1.4809483e-12,6e-45,1.4454003e-13,1.0099858e-17,9.078195e-15,4.741348e-35,7.4615715e-14,4.1792944e-13,7.7389356e-16,7.8945434e-11,8.200187e-14,0.0,8.578739e-10,4.404621e-08,5.418459e-23
48,48,49,0,1.0,0.0,4.660361e-30,7.7551836e-25,5.352628e-11,3.7139e-41,1.6287317e-13,3.4220224e-16,1.4249904e-13,1.5608063e-36,1.3717238e-12,1.0806986e-12,1.720984e-15,1.0798638e-09,6.6474556e-14,0.0,7.541429e-09,1.0067022e-07,4.8700252e-23
49,49,667,0,0.9999809,0.0,2.5546835e-28,1.43838e-23,3.768491e-09,3.57253e-40,5.4077927e-12,4.2908724e-14,4.831363e-11,2.7350522e-35,2.3046419e-10,7.158183e-11,1.8929843e-12,5.1653983e-09,2.5488246e-12,0.0,1.7459686e-05,1.2512425e-06,1.0307529e-21
50,50,51,18,6.147982e-15,0.0,3.4052675e-21,3.3491134e-20,6.0621733e-12,1.4026384e-17,1.6308247e-08,1.983946e-10,4.4160887e-11,3.2381645e-38,7.591338e-08,1.7548726e-09,1.5475176e-17,2.7979348e-14,2.9037534e-18,0.0,7.021279e-20,0.00059216545,0.99940896
51,51,52,17,1.243961e-06,0.0,2.7466257e-28,1.9073713e-21,3.2503088e-13,5.8810503e-24,1.7563141e-07,2.859364e-13,5.1327627e-13,4.2427905e-37,5.5741656e-09,2.6576956e-14,8.9091346e-14,1.1969977e-09,3.597012e-19,0.0,1.6012223e-09,1.0,4.299306e-16
52,52,56,0,0.99499995,0.0,1.854815e-33,1.8459113e-21,7.700895e-14,9.51651e-39,5.341537e-09,1.0322024e-18,3.0071112e-13,9.869117e-36,9.0657457e-13,1.1512075e-16,2.7984776e-15,1.1174756e-08,1.06311006e-16,0.0,5.589302e-10,0.0049983235,7.158443e-22
53,53,54,0,1.0,0.0,1.8853756e-33,1.4668136e-27,3.471843e-16,0.0,3.711739e-15,2.2789451e-20,4.8604127e-15,6.4430105e-36,2.5979094e-17,1.0146905e-15,1.2271309e-20,1.1175763e-11,1.9753234e-16,0.0,5.4236357e-13,8.927013e-10,3.697505e-24
54,54,55,0,1.0,0.0,5.3449544e-34,2.0998397e-27,8.875142e-15,1.18e-43,1.7944698e-14,1.5086327e-18,1.7469866e-14,7.51506e-33,5.138808e-16,3.4098277e-15,1.5839657e-20,9.191684e-09,7.249402e-15,0.0,1.0817256e-12,2.9172118e-09,2.317064e-24
55,55,47,0,1.0,0.0,1.5115374e-31,2.2827327e-25,9.563936e-15,0.0,9.443935e-15,1.77797e-18,1.158835e-15,1.5331635e-31,3.48231e-15,7.258952e-14,1.0409138e-17,4.5145424e-10,1.6060571e-14,0.0,3.6419845e-10,1.9777961e-09,9.862892e-24
56,56,57,0,0.99999815,0.0,5.992757e-35,4.0323616e-22,6.664534e-13,0.0,5.0945883e-09,2.5568106e-19,1.3879052e-14,2.736272e-36,4.881912e-15,1.2252302e-15,9.1752515e-17,1.3417998e-08,1.8571878e-13,0.0,5.704033e-10,2.0159732e-06,7.2851373e-22
57,57,58,0,1.0,0.0,3.5672353e-35,1.7446392e-25,3.390645e-14,1e-45,7.313915e-11,5.6262596e-20,7.2074094e-14,1.1340309e-37,4.048187e-16,3.6139627e-16,4.3309703e-19,6.0042087e-09,1.6114883e-14,0.0,2.3940272e-10,8.13329e-09,6.059411e-23
58,58,53,0,1.0,0.0,2.3004953e-33,2.4398089e-27,7.1358046e-17,0.0,6.2075576e-15,2.2973e-21,2.3515437e-15,1.2660642e-36,4.4346956e-17,4.990384e-16,1.542529e-20,1.38465775e-11,6.515069e-17,0.0,6.9912136e-12,5.0495524e-10,1.1056496e-23
59,59,60,18,4.2165738e-21,0.0,5.5136706e-13,6.773295e-13,6.1411635e-07,1.00940675e-27,2.6926787e-06,5.45076e-15,2.9442776e-17,1.0182884e-31,1.6341067e-08,6.699456e-09,2.954152e-12,1.6741521e-18,2.8179037e-12,1e-45,4.4267202e-16,1.3522429e-09,0.9999962
60,60,61,18,1.1431494e-19,0.0,4.6125465e-11,4.543487e-15,2.206386e-06,2.6805654e-28,1.7122949e-07,7.604034e-15,3.612279e-17,4.884258e-38,2.9006575e-08,1.214046e-07,4.6162027e-13,3.2081213e-19,1.3245637e-13,2.5e-44,1.8127841e-15,3.1137037e-11,0.9999962
61,61,629,18,9.27667e-19,0.0,2.0568384e-12,5.682612e-16,0.00012431275,2.9273942e-21,4.9155666e-08,5.33729e-13,1.4208413e-16,1.6835465e-34,3.5597006e-07,3.865893e-06,2.0592857e-14,2.3495137e-18,1.8347992e-12,2.5940123e-36,9.810672e-14,2.2180008e-11,0.99987036
62,62,63,2,6.650731e-28,0.0,1.0,7.539117e-27,1.5172379e-18,6.3e-44,3.8446728e-20,9.520618e-23,1.5123207e-25,9.5e-44,1.2545326e-18,1.0403189e-16,9.1100676e-17,3.9652597e-22,5.180028e-21,0.0,9.612906e-24,1.4291561e-19,6.8601103e-16
63,63,64,2,3.4386516e-25,0.0,1.0,1.5101596e-24,1.3817363e-16,1.8145498e-36,5.964986e-17,3.4392094e-21,6.6356416e-24,2.7499e-41,3.017149e-16,3.3031392e-16,2.2149607e-15,2.62842e-19,1.6435758e-18,0.0,1.6337458e-22,3.1485006e-16,4.107643e-15
64,64,68,2,3.0216173e-24,0.0,1.0,3.4694063e-24,1.7219747e-16,3.2960294e-30,1.1731475e-16,1.2728748e-18,1.1946456e-21,5.8437545e-37,4.4148652e-16,6.043188e-14,4.521733e-16,4.1054392e-20,1.11672485e-17,0.0,1.2242962e-22,6.528105e-17,4.134041e-13
65,65,66,2,3.2407363e-22,0.0,1.0,4.500277e-15,2.8932089e-08,3.1094074e-33,4.5638092e-08,3.3307243e-15,8.0506954e-22,9.067551e-34,5.261729e-11,7.698833e-08,6.598025e-11,4.467441e-13,5.6820226e-10,0.0,1.23896245e-17,3.96501e-11,3.588989e-07
66,66,67,2,6.9760084e-25,0.0,1.0,1.28017705e-14,6.986908e-08,8.976829e-34,3.437052e-10,1.2341369e-17,1.0488611e-26,8.37475e-30,3.1511762e-11,6.444055e-10,5.487466e-12,1.5659534e-13,4.091436e-10,3.49e-43,4.11008e-19,3.788087e-12,6.990671e-07
67,67,59,18,2.577333e-21,0.0,0.00010906842,2.920625e-05,2.0257598e-06,6.7111227e-38,0.009394946,3.8330594e-13,1.0074605e-19,9.0878204e-24,2.596912e-07,1.374189e-07,0.011900722,2.7197708e-11,2.2383729e-05,0.0,2.477786e-12,1.2876715e-05,0.9785282
68,68,69,2,4.136999e-24,0.0,1.0,2.3722037e-22,3.196326e-16,3.2299051e-34,7.828607e-16,8.252298e-17,5.105812e-21,4.954078e-32,5.059935e-14,8.19025e-13,1.4946025e-13,3.8956973e-19,1.2313013e-17,0.0,5.0780794e-19,5.660563e-17,2.2136222e-11
69,69,70,2,4.235802e-23,0.0,1.0,2.0124206e-20,5.5361955e-15,2.7802e-41,5.3153583e-16,7.961081e-17,9.943244e-24,4.930872e-38,5.397779e-11,6.852327e-13,4.091916e-12,3.714501e-15,2.2333515e-18,0.0,2.3654416e-17,1.1228687e-15,2.2110999e-10
70,70,65,2,4.929443e-23,0.0,1.0,1.732737e-14,6.533684e-10,3.816351e-37,9.888726e-11,5.6109344e-13,2.2521703e-21,4.2152866e-36,7.25835e-12,9.571567e-07,1.1951595e-08,2.6727249e-12,2.7642888e-10,0.0,2.7020914e-15,4.3031538e-12,4.5145251e-10
71,71,72,18,1.9611851e-24,0.0,5.833634e-25,3.8546824e-23,1.5254121e-14,2.6961145e-34,1.3119517e-13,1.9436415e-13,3.8784245e-18,3.15e-43,4.5796505e-13,3.9146879e-13,2.106713e-22,9.062991e-18,7.023847e-21,0.0,7.1300335e-25,4.5448438e-13,1.0
72,72,73,18,2.514551e-19,0.0,2.1442632e-27,1.528507e-19,1.29856915e-11,4.194874e-25,4.8627247e-10,3.267863e-06,3.5058488e-15,3.7030685e-38,1.4138986e-09,1.4016864e-09,6.357371e-19,2.0858933e-11,1.2486178e-17,0.0,3.571456e-20,4.8496487e-09,0.9999962
73,73,580,7,1.0680862e-15,0.0,1.4328319e-31,3.4524834e-15,3.479948e-14,3.826353e-21,8.474724e-09,0.9999962,1.8876544e-13,2.140272e-30,1.1484051e-08,5.329343e-10,2.9182759e-12,3.8120967e-10,1.2116068e-16,0.0,1.1187786e-12,8.763116e-07,2.3138434e-06
74,74,75,2,7.3601116e-29,0.0,0.9838281,1.8085049e-19,1.1544989e-13,1e-45,2.800145e-14,2.4700531e-15,5.235605e-24,4.1235174e-29,1.1809243e-16,1.7307341e-08,1.2279225e-12,7.319886e-19,7.5060624e-11,5.21e-43,4.0333986e-19,1.4473229e-17,0.01617213
75,75,76,18,1.6238463e-24,0.0,0.0010893292,5.719908e-17,2.7943474e-09,1.77e-43,1.5166627e-06,7.490915e-15,3.8726217e-22,9.8216644e-32,9.7317994e-14,5.4439186e-09,4.563753e-10,4.641719e-13,4.2618968e-08,0.0,1.217618e-13,3.2228628e-13,0.9989096
76,76,80,18,2.1038571e-19,0.0,1.29066455e-08,7.7181095e-19,1.8060789e-11,3.398e-41,0.00025638333,5.654776e-18,5.443902e-15,1.049166e-39,7.3248767e-14,9.570708e-11,6.1602494e-11,9.535621e-17,5.467741e-12,0.0,8.032913e-12,5.924364e-12,0.9997444
77,77,78,18,1.0258844e-29,0.0,3.680393e-17,7.0608135e-28,1.28502856e-17,0.0,2.732826e-16,2.8400536e-23,1.2633908e-22,0.0,6.99528e-16,1.0861022e-16,5.724125e-23,4.722815e-25,1.2219166e-22,0.0,4.4540003e-27,4.193019e-17,1.0
78,78,79,18,2.0249954e-28,0.0,3.987421e-22,3.2609682e-26,3.6971254e-16,5.32905e-40,3.6157274e-16,1.2545715e-17,7.0218874e-22,3.3e-43,3.5092494e-14,5.744798e-15,2.6338245e-23,7.128091e-21,1.9817262e-21,0.0,1.0618975e-25,4.0552348e-16,1.0
79,79,71,18,1.1450132e-26,0.0,1.6188946e-21,4.692251e-25,7.202671e-17,6.849623e-39,1.0062796e-15,2.2404532e-16,8.234707e-20,4.15e-43,1.555249e-14,1.257597e-14,3.4345668e-22,9.742085e-22,8.17735e-22,0.0,2.0968399e-25,1.4133066e-15,1.0
80,80,81,18,1.1819716e-28,0.0,6.6022146e-08,8.639819e-26,5.9483333e-16,0.0,2.2038283e-14,2.8020206e-25,6.577529e-23,3.638e-42,1.1726733e-16,1.21116445e-14,3.3687967e-19,7.0685595e-25,2.5067562e-18,0.0,4.4720215e-23,1.07455486e-16,1.0
81,81,82,18,4.330849e-29,0.0,5.356185e-10,8.418745e-26,5.025133e-16,8.34e-43,2.8608008e-15,1.6171108e-21,3.6516428e-23,1.13427e-40,1.3438619e-15,1.1489323e-13,3.7295706e-20,7.5175604e-24,5.6515166e-19,0.0,1.9768975e-25,2.9968918e-16,1.0
82,82,77,18,7.670667e-29,0.0,4.8010856e-11,5.8843656e-26,2.8759951e-18,0.0,5.1630186e-15,1.607355e-23,3.9770454e-22,2.061e-42,3.304475e-16,7.266092e-16,1.6335426e-19,1.0187071e-25,1.1990108e-20,0.0,6.1899536e-26,1.7512617e-16,1.0
83,83,84,18,1.8848672e-23,0.0,2.8828484e-26,5.443888e-20,5.285119e-13,1.0301884e-33,7.734123e-09,1.494358e-12,1.8366662e-15,1.30799e-40,9.809985e-09,7.688952e-13,4.0694607e-16,1.3619521e-13,7.141061e-17,0.0,1.5059706e-18,1.2068271e-10,1.0
84,84,85,18,1.3062853e-18,0.0,2.2433988e-28,9.926944e-17,2.2642602e-10,1.1649209e-29,4.3075033e-06,4.4931056e-08,8.2445113e-13,1.462492e-39,7.100034e-05,2.1042269e-11,4.1734953e-13,7.1439024e-07,7.6103894e-15,0.0,1.3525852e-14,0.00039059942,0.99953467
85,85,561,17,1.2340782e-13,0.0,1.4141876e-27,8.1827237e-13,2.829845e-08,2.9262793e-35,3.6258702e-06,6.9406823e-09,3.2854863e-14,3.997e-42,0.0006647008,1.8793505e-11,3.9717615e-11,0.003072537,9.7621486e-12,0.0,1.3596324e-12,0.9962343,2.346636e-05
86,86,87,18,4.5076887e-27,0.0,3.596868e-08,1.2968256e-20,9.431114e-16,0.0,1.8753149e-15,1.548824e-23,8.0705545e-23,0.0,1.7820595e-16,4.1936974e-14,5.2401565e-18,1.5964329e-26,4.5748175e-19,0.0,8.2296344e-24,1.7186476e-16,1.0
87,87,88,18,2.1820516e-23,0.0,5.922604e-11,1.3261176e-18,3.2798812e-11,0.0,8.989486e-09,7.2524326e-18,4.5703197e-18,0.0,8.757909e-13,9.9126714e-11,6.302863e-14,7.1769923e-19,1.2705642e-13,0.0,1.4228265e-16,7.120231e-15,1.0
