beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
473,473,474,0,1.0,0.0,5.717344e-21,4.3346845e-21,6.483273e-13,3.6736e-40,5.349675e-16,1.1478783e-10,1.3040538e-12,8.986082e-26,4.1141713e-13,2.5700763e-07,1.5877212e-14,6.680516e-10,6.550772e-12,0.0,5.59658e-09,1.2526269e-07,3.771839e-18
474,474,469,0,0.99992365,0.0,1.02583e-21,1.6204402e-20,9.121731e-14,0.0,1.3500205e-18,1.603332e-15,5.5442773e-12,6.064258e-26,2.649167e-11,3.723679e-08,2.1554906e-12,7.4799325e-12,8.654721e-13,0.0,7.403116e-05,1.49717e-06,6.0730474e-21
475,475,476,0,1.0,0.0,4.8036394e-23,5.363451e-22,1.9721316e-08,8.007e-42,6.721403e-14,2.4661446e-16,2.2606438e-10,3.6594514e-31,1.0407673e-09,2.654726e-07,1.3168778e-17,3.4936448e-16,4.3716548e-11,0.0,4.1018893e-11,1.5130279e-06,5.6521665e-18
476,476,477,0,0.9995499,0.0,1.7859603e-22,1.3494689e-19,2.8083505e-06,1.01601e-40,9.147425e-11,2.5498125e-15,9.910747e-10,8.4575464e-38,9.163579e-07,1.8867335e-05,8.716995e-17,8.477449e-14,3.1450173e-10,0.0,8.870552e-12,0.00042846784,3.6725286e-15
477,477,626,0,0.5879526,0.0,4.517769e-23,3.1127187e-18,0.009790985,2.56532e-34,8.007043e-09,1.9418796e-11,1.1432603e-08,1.1902675e-32,0.31933522,0.013326906,2.852216e-14,3.0742145e-10,3.6043946e-08,0.0,1.2205145e-07,0.069592655,2.1415307e-14
478,478,479,0,0.9966373,0.0,5.3562608e-27,5.4507697e-19,1.0751019e-13,8.193142e-24,1.5965112e-12,9.238084e-09,2.7233136e-09,1.5670125e-34,1.4779095e-08,1.08889335e-10,3.155426e-16,4.2335805e-12,2.398341e-18,0.0,2.114234e-13,0.0033636105,2.1874944e-15
479,479,480,0,0.75090504,0.0,4.1238133e-23,8.511035e-18,3.032609e-10,2.8999632e-21,3.23585e-11,5.4448647e-05,5.578484e-09,1.2748261e-29,0.000240039,1.4083233e-07,3.559581e-13,3.4142815e-06,2.4684814e-14,0.0,2.5523994e-09,0.24879628,1.7112373e-14
480,480,481,0,1.0,0.0,3.537846e-25,6.457285e-20,9.941615e-16,6.924209e-31,4.735142e-15,3.1311773e-11,2.9954105e-13,1.392782e-29,1.1598197e-10,5.045061e-12,4.172418e-18,5.0226134e-12,8.1062707e-19,0.0,3.3854623e-14,1.2615951e-06,8.466413e-18
481,481,482,0,0.99993515,0.0,1.7638514e-25,1.4077554e-20,1.6523277e-09,5.7862064e-32,1.0669219e-14,2.4738503e-10,8.3826124e-15,3.921515e-30,7.791248e-08,1.1651162e-07,1.4783198e-17,3.0759185e-08,1.30523405e-11,0.0,7.3403594e-10,6.59251e-05,1.4460121e-21
482,482,483,0,0.99934417,0.0,1.2540134e-22,4.838684e-19,4.1434178e-06,5.995906e-37,2.2001587e-13,5.268417e-11,1.1504185e-14,7.626303e-33,6.497459e-06,0.00040459115,7.637025e-16,3.5105757e-06,1.4487272e-08,0.0,2.107805e-08,0.00023752225,2.866257e-19
483,483,475,0,1.0,0.0,1.093577e-24,1.7279905e-22,7.1204327e-12,3.98e-43,1.8894011e-17,2.2132956e-16,3.1103362e-16,6.039331e-24,9.216318e-12,8.366027e-09,4.790711e-19,2.2418833e-14,3.3335513e-12,0.0,7.637248e-11,1.7795387e-09,4.5448056e-22
484,484,485,17,4.883499e-06,0.0,2.6971572e-31,9.275741e-21,1.2054054e-10,6.6232005e-16,1.1922991e-09,7.7516896e-11,5.0074764e-06,3.1074496e-34,0.0014494549,8.200579e-10,6.498665e-16,2.1393612e-12,6.735307e-16,0.0,1.5497428e-12,0.9985401,2.2775716e-13
485,485,478,17,0.482071,0.0,5.463065e-29,1.3540175e-18,8.745462e-12,7.4112255e-20,2.5256564e-10,7.6104705e-09,3.766583e-07,1.723183e-32,6.905594e-06,1.2959428e-09,1.8325371e-15,2.7607977e-12,1.261122e-16,0.0,2.8964496e-12,0.51792115,8.5252836e-14
486,486,487,18,2.9052003e-21,0.0,3.3529725e-06,3.48184e-18,4.4728468e-13,1.1299149e-31,9.7517024e-17,1.1914044e-15,7.6201306e-20,7.920599e-35,7.432972e-12,3.1093461e-12,1.5595851e-15,2.4656598e-20,4.0735013e-15,1.813e-42,1.0037171e-18,6.9980835e-16,0.9999962
487,487,488,18,1.945615e-20,0.0,8.355761e-08,5.148089e-16,2.5876003e-12,2.0717183e-30,1.1044293e-12,1.2266198e-14,3.78764e-19,3.5491742e-32,1.5641726e-08,5.0993874e-14,1.1133472e-10,1.2097635e-17,3.7013066e-14,1.0307793e-38,1.2278664e-12,3.099184e-13,1.0
488,488,597,18,8.9797784e-18,0.0,3.166833e-09,7.3018766e-17,5.0269814e-13,2.9486474e-26,7.173839e-13,2.5399096e-16,3.7645837e-16,7.455032e-28,9.460984e-09,6.460747e-16,1.3666732e-12,5.034246e-16,6.9305544e-15,1e-45,3.6051693e-13,6.294414e-11,1.0
489,489,490,2,4.346159e-21,0.0,1.0,4.6216195e-25,1.6184443e-13,0.0,2.0418068e-18,8.027825e-20,1.26994e-19,8e-45,1.7609445e-13,7.1832076e-12,4.158856e-14,5.7383473e-19,4.387126e-18,0.0,2.830813e-18,2.4283076e-17,3.8626176e-15
490,490,491,2,8.779674e-23,0.0,1.0,5.871184e-25,2.2896466e-12,5e-44,2.5232303e-17,2.9793853e-22,5.3946817e-22,1e-45,3.156358e-13,6.953998e-13,2.0034498e-14,5.520151e-21,5.716025e-17,0.0,4.859775e-18,1.5984076e-18,1.2189048e-14
491,491,492,2,2.1673431e-23,0.0,1.0,1.3650593e-25,3.9006976e-17,1.161392e-39,6.372376e-19,4.8724324e-19,1.4032823e-22,1.3171056e-37,1.9187724e-19,1.340275e-12,1.3255069e-16,2.324168e-20,3.0940866e-17,0.0,1.3304529e-21,1.1300198e-21,1.4204209e-13
492,492,493,2,2.0045938e-24,0.0,1.0,2.5192837e-27,9.192176e-16,2.3861714e-37,2.5921354e-19,9.3231485e-18,1.3534726e-22,9.552639e-36,6.992312e-18,1.2079583e-13,1.2304233e-17,3.3856606e-19,5.010296e-17,0.0,1.13767174e-20,3.3113187e-21,5.0300358e-11
493,493,494,2,7.93469e-28,0.0,1.0,1.6051485e-24,9.123131e-12,6.3172346e-36,1.9540027e-15,6.264778e-20,1.0258284e-24,4.417429e-37,6.8920423e-13,5.002528e-15,4.0313937e-14,2.3936795e-18,1.4480644e-15,0.0,4.8211255e-19,3.1389755e-18,4.7665454e-09
494,494,495,2,2.2445127e-27,0.0,1.0,2.671055e-26,7.983987e-16,6.190108e-37,2.3200857e-19,5.937151e-18,4.391162e-25,2.1902871e-34,2.2589032e-17,1.6379594e-13,7.8942776e-17,5.4534706e-20,1.9754817e-16,0.0,1.8308197e-21,5.554731e-21,1.2667345e-08
495,495,496,2,3.082502e-27,0.0,1.0,1.0686426e-26,9.45136e-15,8.809e-42,3.2348794e-16,8.849725e-21,1.4810312e-22,1.295642e-38,6.853833e-16,4.7927706e-14,1.2964424e-16,5.4035175e-22,5.058113e-17,0.0,1.2240272e-19,2.8228074e-21,4.462172e-08
496,496,497,18,5.4626803e-25,0.0,0.21778515,2.4093356e-18,7.585338e-10,9.491553e-34,3.3984183e-12,1.0302007e-17,1.3627652e-17,6.710625e-34,5.1913553e-09,1.3425631e-11,4.1369772e-12,1.9706156e-20,6.702458e-13,6.356e-42,1.1385473e-15,4.0521137e-15,0.7822159
497,497,486,18,2.2690699e-23,0.0,3.4827928e-05,8.256863e-17,8.566785e-14,4.195325e-31,9.173116e-17,6.4779973e-16,3.7162087e-19,4.2760614e-32,5.491104e-14,2.0043547e-11,1.4417156e-14,9.417065e-22,2.2543626e-13,5.0915334e-37,5.1093263e-18,1.7139263e-17,0.99996567
498,498,499,13,0.00018420935,0.0,5.002149e-29,2.9233924e-18,2.2039577e-11,1e-45,6.4428644e-13,5.79876e-16,4.271801e-12,1.43e-43,1.4428438e-06,6.190676e-14,7.1309864e-10,0.99967194,2.3842614e-14,0.0,7.6547134e-05,6.685837e-05,7.473043e-24
499,499,500,13,2.6152785e-11,0.0,1.1246574e-28,3.950541e-21,1.6207665e-14,1.06831e-40,4.5260846e-15,6.4658017e-16,2.3416332e-16,1.4e-44,2.380179e-08,1.03254216e-16,3.7427673e-13,1.0,3.497175e-18,0.0,1.7544508e-09,3.9526302e-09,7.768638e-22
500,500,623,13,5.1761848e-14,0.0,1.5810709e-24,5.9152586e-21,2.8257963e-14,2.906793e-31,4.4348354e-15,4.6575716e-15,2.4628891e-18,0.0,4.880428e-09,1.2671745e-15,9.667892e-15,1.0,7.230057e-18,0.0,2.6864055e-13,9.511653e-11,2.5767855e-19
501,501,502,13,2.8497558e-08,0.0,1.1532754e-20,3.1324848e-15,0.00848769,0.0,3.5636933e-08,5.6656163e-10,9.184715e-15,1.22229675e-33,1.2411224e-05,0.0008204829,6.8120176e-10,0.9728152,1.2969232e-07,0.0,3.873637e-09,0.017863194,9.837794e-16
502,502,506,13,1.3397519e-07,0.0,1.3502509e-20,5.218439e-16,0.00017171967,0.0,9.047212e-09,1.966276e-12,5.406936e-16,5.8179e-41,2.878821e-07,3.235871e-06,2.7183393e-11,0.9973904,2.0834053e-10,0.0,2.5063155e-11,0.002435301,6.0783203e-17
503,503,504,16,0.3573044,0.0,1.0784888e-24,2.2500304e-15,1.5644956e-07,4.743e-42,8.85148e-06,9.132973e-15,0.0005225881,2.2279e-41,0.00028041677,9.0113517e-10,4.963867e-06,3.2783402e-05,5.2018984e-10,0.0,0.6252352,0.016610295,1.7765986e-20
504,504,505,16,0.00016417766,0.0,5.7927513e-22,5.692142e-14,1.4876653e-10,0.0,6.5470704e-06,5.640383e-11,1.8203815e-05,1.2e-43,1.2266623e-06,6.3727426e-11,0.0007416461,0.113915056,3.9207877e-12,0.0,0.88502866,0.00012624195,1.4000129e-18
505,505,498,13,4.962109e-05,0.0,5.586595e-25,3.1108376e-14,1.799463e-11,0.0,1.1931864e-09,4.7854082e-14,5.10586e-10,0.0,3.8481296e-08,5.227612e-13,2.6683529e-06,0.9998665,1.0778244e-13,0.0,4.9987e-05,2.936993e-05,1.2124307e-22
506,506,507,13,4.2455102e-07,0.0,2.2808922e-21,6.392396e-17,2.0829395e-07,0.0,2.4387296e-12,1.2423585e-13,1.1831099e-18,8.3767e-41,1.0184906e-08,1.7999197e-07,2.4351308e-13,0.9998931,1.8093534e-12,0.0,8.259877e-12,0.00010752585,9.005984e-19
507,507,508,13,3.8735968e-07,0.0,6.911223e-24,1.7744492e-15,7.8462275e-13,0.0,2.525841e-16,1.7732468e-13,1.8525369e-19,1.075138e-37,5.889312e-09,1.05671694e-10,3.4755637e-10,0.9999962,1.9757023e-14,0.0,5.0481543e-07,4.0480995e-06,6.0980954e-21
508,508,503,0,0.9659003,0.0,2.9260105e-28,1.5087962e-15,5.5573506e-09,0.0,1.4577452e-10,3.6383633e-16,6.9282985e-10,1.96e-43,1.4160768e-05,3.4674427e-12,7.1987486e-08,0.005402251,2.6206915e-11,0.0,0.02247986,0.0062044705,4.4823673e-25
509,509,510,0,1.0,0.0,2.5443559e-27,1.5568631e-22,1.6245283e-16,1.1e-44,5.7827697e-15,9.92695e-16,7.240782e-14,2.0689567e-35,1.6556848e-16,1.8882541e-11,1.523021e-16,2.075532e-14,4.4710338e-15,0.0,3.3830536e-11,5.1138933e-09,6.1161973e-21
510,510,511,0,1.0,0.0,9.189089e-24,5.0026625e-22,6.861995e-16,0.0,9.1632626e-15,2.1268661e-16,3.5858848e-13,6.733713e-39,2.840271e-15,7.055813e-11,3.627085e-15,3.0461118e-13,1.5344273e-16,0.0,4.161848e-10,4.2169226e-08,1.6850442e-18
511,511,627,0,1.0,0.0,8.1650693e-22,2.3648672e-22,8.203343e-15,0.0,2.427044e-13,6.10388e-17,3.775449e-12,5.93e-42,2.2591747e-13,5.9405474e-11,1.6573106e-14,1.9638995e-12,7.213254e-18,0.0,6.917369e-09,2.870805e-07,6.305379e-17
512,512,513,0,1.0,0.0,3.4719263e-29,7.212316e-26,7.377819e-15,1.1086029e-36,9.203414e-14,7.7040236e-18,1.7841828e-15,4.8555e-41,3.5197283e-17,1.2822598e-13,5.5094017e-21,2.9104245e-14,5.541813e-16,0.0,1.0295137e-16,3.004264e-08,8.517286e-22
513,513,514,0,1.0,0.0,1.21594655e-29,4.192568e-26,4.2169444e-13,2.8846093e-33,2.0001145e-12,9.463111e-17,1.89413e-15,3.00504e-40,3.6080115e-16,5.9263277e-13,6.8332954e-21,2.254252e-12,1.6013036e-14,0.0,1.189311e-15,6.4717295e-07,1.6485213e-21
514,514,515,0,1.0,0.0,1.0945393e-27,2.2283738e-25,2.7184684e-15,1.7736074e-33,3.3833082e-13,1.955463e-16,8.6984307e-16,1.9716664e-37,1.8029008e-16,2.5708531e-13,1.20545895e-20,4.1897523e-12,7.889676e-16,0.0,5.6539432e-15,1.5978314e-07,1.7853568e-19
515,515,516,0,0.9999695,0.0,1.868645e-30,9.130152e-22,3.5061296e-15,7.307015e-29,1.3073111e-12,9.065569e-14,4.370779e-15,5.4250316e-32,1.8019272e-13,1.9409593e-13,8.830613e-19,2.4583977e-07,3.0196407e-13,0.0,2.5978257e-13,3.10586e-05,1.0882151e-20
516,516,517,0,0.99944323,0.0,1.3414502e-29,1.4268885e-21,7.911953e-15,1.1773164e-32,3.4809874e-12,3.422744e-14,1.1345671e-15,4.6244388e-26,5.04585e-12,1.1601542e-13,5.690766e-17,0.00037574332,1.583508e-11,0.0,1.1509169e-10,0.00018133753,4.1381104e-21
517,517,509,0,1.0,0.0,2.4454182e-27,1.1988249e-25,1.9378546e-18,0.0,3.871941e-15,4.4580155e-18,2.7331284e-16,9.901955e-30,1.3693945e-16,4.3006716e-14,9.813004e-19,2.7149193e-11,3.090337e-16,0.0,1.5451569e-11,1.1476555e-09,7.8116126e-21
518,518,519,0,1.0,0.0,8.2010596e-30,2.590392e-22,1.5811227e-12,0.0,2.5450672e-10,5.0876915e-21,3.4182798e-15,4.100955e-31,2.2450802e-10,2.5728531e-14,1.2373566e-17,1.7788737e-09,1.1979271e-13,0.0,8.749989e-07,9.932218e-08,4.0649356e-21
519,519,512,0,1.0,0.0,2.8168324e-32,1.3225455e-26,7.865391e-17,7e-45,5.469905e-14,2.8219568e-21,1.1489519e-17,2.903624e-38,1.4758865e-16,3.0326228e-16,7.297264e-22,1.3185703e-12,6.338901e-17,0.0,1.0941929e-12,1.947943e-09,1.517645e-23
520,520,521,18,7.874327e-27,0.0,5.9070475e-22,3.693625e-26,1.8947794e-16,3.821038e-39,1.5413455e-14,1.0140354e-17,4.644501e-20,3.78e-43,4.1070496e-14,3.0911872e-15,3.1507617e-22,8.0901944e-22,6.053638e-22,0.0,9.083657e-25,4.078179e-16,1.0
521,521,522,18,1.2465374e-18,0.0,6.888314e-27,1.1870378e-19,5.2890496e-14,3.838247e-24,4.214268e-09,8.0879494e-05,5.328707e-12,1.5801428e-31,2.0678081e-09,5.032723e-11,1.0630499e-15,8.425581e-13,1.4414377e-18,0.0,1.8020895e-16,1.5291037e-09,0.99991995
522,522,550,7,2.3252217e-14,0.0,6.458367e-28,1.7463194e-15,6.82279e-16,1.8404214e-27,1.2638322e-10,1.0,1.08939015e-13,4.314535e-24,1.2280275e-09,4.6262563e-11,1.0774853e-09,1.5642656e-11,5.603332e-16,7.342439e-38,6.7439143e-10,5.584741e-10,1.1537157e-12
523,523,524,2,9.3369564e-26,0.0,1.0,9.044836e-23,1.1750363e-18,0.0,7.5554825e-16,3.7686617e-25,1.0138152e-24,3e-45,1.8055547e-19,1.012896e-15,8.1920765e-17,6.3424334e-24,1.989886e-20,0.0,3.0453527e-23,3.875336e-17,8.444715e-08
524,524,525,2,5.828679e-23,0.0,0.999531,1.4879055e-15,2.9742433e-13,0.0,8.130185e-10,1.0896802e-22,9.503853e-23,1e-44,1.0466885e-15,2.4261498e-10,1.0078962e-09,9.927048e-19,4.5100257e-13,0.0,5.3963063e-15,3.505142e-14,0.00046872208
525,525,529,18,2.5942138e-26,0.0,0.0003136879,4.9964785e-24,1.3634888e-16,0.0,1.3598177e-14,1.0588192e-25,1.1732163e-21,6e-44,3.117093e-17,1.6895217e-13,4.1637708e-17,4.906213e-25,1.7208707e-17,0.0,1.308308e-21,4.2181265e-17,0.9996872
526,526,527,18,5.0840182e-31,0.0,5.419207e-14,5.7256164e-28,3.1391087e-17,0.0,4.0300517e-16,3.0919147e-25,1.4084132e-24,2e-44,5.91638e-16,8.744605e-17,8.841622e-22,7.2225306e-26,4.9389912e-21,0.0,6.690154e-26,2.1927464e-18,1.0
527,527,528,18,8.979176e-30,0.0,3.6955886e-16,1.3839546e-27,4.3758107e-18,6e-44,5.9283534e-16,3.7448247e-20,5.5341006e-24,3.3419e-40,5.1379485e-15,1.0900079e-16,3.8440113e-21,7.8322225e-23,2.341958e-21,0.0,4.9557213e-25,2.1864159e-17,1.0
528,528,520,18,2.532447e-26,0.0,1.3525336e-14,3.9128425e-25,1.3978089e-18,5.9e-43,3.7910613e-14,3.4296097e-19,3.3186296e-20,4.3362e-41,6.0512123e-15,6.1524365e-16,9.997009e-19,1.2264037e-23,1.1135577e-21,0.0,2.4699758e-24,5.6007894e-16,1.0
529,529,530,18,1.4361168e-29,0.0,2.598048e-06,9.0564566e-26,5.165496e-17,0.0,1.6486448e-16,2.680108e-26,4.1332766e-24,2.7e-43,5.676001e-17,9.916811e-15,2.7607355e-19,2.3356988e-25,1.0500943e-18,0.0,2.9588364e-24,7.368609e-18,0.99999815
530,530,531,18,4.7326113e-31,0.0,2.9677554e-09,7.6491104e-27,4.738085e-16,0.0,1.9834933e-16,8.109594e-23,1.652517e-24,3.614e-41,1.3107647e-15,9.934271e-14,3.6403828e-20,4.8616882e-24,2.4605602e-18,0.0,7.4406963e-25,8.97252e-18,1.0
531,531,526,18,6.1542913e-31,0.0,5.447118e-09,3.6625887e-26,2.2464429e-17,0.0,2.6927997e-15,8.248708e-25,1.6997716e-24,3.3415e-41,1.1021163e-16,3.8886825e-15,2.3147463e-19,4.1853293e-26,3.9192334e-19,0.0,2.4919502e-25,8.272592e-18,1.0
532,532,533,2,6.815394e-26,0.0,0.5737524,1.5844e-21,1.041392e-14,2.346e-42,2.0898802e-14,4.2890686e-23,4.7223874e-23,1.8792596e-31,3.103761e-14,5.1830735e-13,4.143478e-15,5.3643925e-22,1.0978165e-14,0.0,1.3940908e-20,3.71215e-15,0.42624652
533,533,534,18,1.3247269e-26,0.0,1.5152509e-07,4.8719353e-17,4.8027294e-13,4e-45,3.2112202e-11,1.2551804e-23,1.2947576e-23,1.0687107e-28,3.684193e-13,3.0613018e-13,4.5247204e-15,4.5655555e-21,1.2198032e-13,0.0,1.044154e-19,7.662917e-14,1.0
534,534,595,18,5.4364564e-21,0.0,2.8333517e-18,1.1324498e-05,8.7131363e-10,1.971546e-37,1.6500934e-07,1.0010654e-14,4.8940187e-13,7.89896e-29,2.3150627e-05,5.249307e-08,4.3953352e-10,1.1462794e-13,6.652352e-14,4.503588e-39,1.702656e-13,6.914813e-08,0.99996567
535,535,536,2,2.9456555e-27,0.0,1.0,1.5282435e-28,8.517108e-18,2.8e-43,5.829475e-17,1.3818321e-22,2.4412195e-23,5.9084e-40,2.0226838e-16,1.0893392e-15,4.563373e-16,3.321498e-24,4.932275e-19,0.0,9.963145e-23,3.421704e-19,1.3625303e-11
536,536,537,2,8.926332e-25,0.0,1.0,2.953821e-22,4.7716296e-13,1.4589e-41,6.640445e-11,9.3378035e-20,4.891311e-21,4.549721e-34,6.238475e-12,5.3935957e-13,3.9627435e-10,2.4952652e-21,5.3363096e-14,0.0,3.3680935e-17,4.9617615e-15,1.2241735e-09
537,537,538,2,4.183667e-27,0.0,1.0,5.237386e-23,4.2671203e-15,7.434749e-37,1.747793e-14,4.952559e-20,2.7158143e-23,4.9321505e-31,6.152584e-14,1.6632721e-12,1.2775334e-13,7.8295044e-23,2.0429173e-14,0.0,7.712009e-21,1.2292832e-17,2.0976822e-08
538,538,539,2,9.156773e-28,0.0,1.0,1.9135464e-26,1.9600124e-15,1.0190468e-37,1.4149033e-15,6.9681465e-22,2.941066e-25,3.247091e-33,2.9041344e-15,2.5984006e-13,9.112356e-18,1.5212503e-23,8.005788e-17,0.0,3.997011e-24,4.8186096e-18,7.047592e-08
539,539,540,2,2.781285e-26,0.0,0.9999504,4.348395e-22,3.622026e-14,6.934466e-38,1.8631537e-11,1.2401151e-19,3.2863753e-22,1.8502595e-30,1.02995225e-11,4.8265714e-12,1.2525084e-13,1.1556272e-20,5.723406e-15,0.0,1.1728e-21,1.3698452e-14,5.1292012e-05
540,540,532,2,2.8508403e-25,0.0,0.9899079,1.842963e-21,1.2942195e-15,1.4396763e-37,5.3835615e-14,3.3615532e-21,2.7234528e-21,5.3679095e-31,2.8130476e-13,2.9128041e-12,3.3732677e-14,1.09977e-21,9.647997e-15,0.0,2.0780518e-21,1.7579962e-15,0.010090269
541,541,542,11,1.489733e-24,0.0,0.03038492,3.337943e-11,3.4016728e-05,1.179735e-39,3.2290454e-10,4.0130317e-12,9.94352e-22,8.2403695e-26,7.0199917e-13,0.964538,4.789822e-09,4.480956e-14,0.0050424286,3.1096015e-38,5.3491213e-17,1.36487425e-14,3.7049037e-09
542,542,535,2,2.6174245e-26,0.0,1.0,1.407503e-20,3.3099068e-12,5.451463e-39,5.2617353e-16,9.634012e-17,1.1644587e-22,6.047569e-29,4.6154414e-15,4.397184e-08,1.4245176e-13,4.5655555e-21,5.0601936e-11,0.0,3.7419133e-19,3.6175413e-20,3.1151647e-11
543,543,547,8,2.219812e-11,0.0,2.737682e-28,1.4835243e-15,5.2177844e-15,1.612684e-33,4.022117e-06,6.706686e-11,0.9981592,0.0,1.2221438e-09,4.3145633e-11,1.5102979e-09,2.0423684e-10,2.9894744e-13,0.0,1.3180221e-12,0.0018369086,5.4053333e-14
544,544,543,8,2.723961e-14,0.0,1.22564226e-29,6.289582e-21,2.2448469e-12,2.5252382e-28,1.2855605e-06,1.0668046e-13,0.9999923,0.0,1.3404049e-09,2.2502504e-10,1.8873881e-13,1.1698819e-14,2.3277852e-15,0.0,3.98277e-14,8.012707e-06,3.3934435e-12
545,545,484,18,5.152736e-12,0.0,4.202404e-24,3.440437e-17,8.5576525e-11,1.7866177e-26,7.5138446e-06,9.582415e-15,0.00014920687,1.3936739e-38,1.5382211e-06,5.4736753e-09,1.0410062e-15,3.414568e-21,8.695573e-17,0.0,1.1553737e-16,3.1113857e-05,0.99980927
546,546,901,17,2.4340315e-08,0.0,6.719582e-29,8.675344e-21,9.8757305e-09,5.726381e-36,1.6672084e-07,7.1516605e-18,3.0377606e-18,4.5744095e-37,2.8295752e-08,1.2966479e-12,6.9816614e-15,3.7902445e-10,1.6410042e-14,0.0,1.1641404e-12,1.0,1.6589644e-18
547,547,548,8,2.665637e-13,0.0,7.4952805e-32,8.2710347e-13,4.1489955e-16,1.39844e-40,4.2300766e-05,1.0022022e-10,0.99993515,0.0,1.5482264e-09,1.6462351e-12,9.859742e-07,1.12632004e-11,3.452133e-12,0.0,1.7145274e-10,1.9833835e-05,4.1575335e-17
548,548,549,8,8.959131e-14,0.0,1.971015e-34,1.2280035e-10,2.3222018e-19,0.0,5.6239614e-06,6.724436e-12,0.9995462,9.112422e-34,5.89974e-11,9.430389e-17,0.0004472287,1.8356254e-12,7.6966076e-14,0.0,2.93727e-07,1.1886668e-08,1.366334e-20
549,549,580,12,4.5124983e-23,0.0,7.624361e-39,2.2525167e-11,1.2153431e-15,2.675929e-34,0.004101749,1.5327796e-06,7.0482715e-06,7.7893985e-25,4.0763755e-08,1.3137295e-13,0.99550873,1.5135197e-12,1.8330084e-12,0.0,0.00038071087,6.32499e-09,2.078074e-15
550,550,551,12,5.788519e-19,0.0,4.096257e-35,5.2430003e-09,2.5215225e-13,7.4434875e-30,0.0034738933,0.13239656,0.00024444208,2.5888278e-17,3.9350024e-07,1.3507067e-09,0.75854594,6.3229744e-13,1.1860939e-08,2.316709e-25,0.105337724,4.1362083e-10,4.6772587e-17
551,551,552,8,1.1558948e-07,0.0,3.070682e-28,1.0809254e-12,8.6555134e-13,2.1e-44,9.178558e-06,5.0894564e-14,0.9916428,2.8852733e-23,8.128983e-08,5.2114896e-11,4.5228277e-05,9.9066825e-14,6.093831e-09,0.0,0.008300979,9.52113e-07,4.92563e-22
552,552,553,8,4.8697556e-12,0.0,3.394799e-22,9.2123496e-11,4.0667287e-09,1.885826e-36,3.7809934e-07,5.9366388e-15,0.98549587,1.9561078e-28,4.1617454e-06,1.2137338e-10,0.011967735,4.337108e-17,8.5158234e-07,0.0,0.0025297247,8.870066e-07,1.4431494e-17
553,553,554,8,4.07029e-13,0.0,2.0521623e-32,1.2726626e-16,9.0783474e-12,9.027605e-37,1.5321657e-06,2.9586485e-14,0.9999962,1.2244636e-38,5.001799e-09,1.1042716e-15,3.0654435e-10,3.7526994e-15,1.9864052e-12,0.0,1.2966066e-07,4.898105e-07,2.8405364e-19
554,554,666,0,0.9906031,0.0,1.06145786e-29,6.978002e-18,2.929889e-11,6.111853e-38,1.8279316e-05,3.1538167e-14,0.0007081481,4.546846e-32,1.9843577e-07,3.0737994e-13,2.4192539e-11,0.0014623675,6.6142036e-11,0.0,3.5186218e-05,0.007173027,3.0812935e-18
555,555,556,13,2.0533918e-13,0.0,1.8138194e-25,4.304612e-21,6.251606e-18,6.2e-44,2.2669767e-15,3.5338009e-13,4.090575e-19,5.1860047e-34,1.166503e-12,5.1999806e-15,3.8788006e-15,1.0,2.913811e-15,0.0,1.6109889e-12,1.7415232e-11,9.696745e-21
556,556,557,16,6.9366256e-11,0.0,3.124315e-27,5.9897716e-17,1.1873948e-13,0.0,7.5345236e-10,2.1356667e-05,0.0016157383,1.3950781e-23,6.4046474e-10,2.0538327e-07,2.6402854e-06,8.568689e-12,1.1369069e-07,1.86297e-40,0.998361,3.7091668e-13,6.9014017e-15
557,557,551,8,6.0035876e-10,0.0,9.462557e-27,3.0393466e-12,6.65356e-17,0.0,5.5615365e-06,6.877985e-15,0.9760193,3.9706936e-22,3.768791e-10,5.1423628e-14,0.000501576,8.425218e-15,1.1607935e-10,0.0,0.023473108,9.683123e-10,2.878396e-20
558,550,558,7,1.2069726e-13,0.0,7.758278e-28,1.435687e-10,1.7346331e-16,7e-45,7.4313916e-10,0.8025056,5.6857797e-08,1.1724037e-18,2.0996105e-09,2.8100086e-08,0.0007406255,1.9557347e-13,2.1801252e-12,3.5020553e-21,0.196754,2.3002283e-14,8.530936e-16
559,558,559,7,3.7310295e-16,0.0,6.921123e-30,1.3560124e-11,9.441687e-18,2.4848926e-36,5.068266e-12,0.9705837,3.682936e-09,2.0649709e-16,2.0453379e-11,4.274385e-08,5.3064326e-05,7.537585e-14,4.3913272e-11,1.8981285e-24,0.02936213,3.0999834e-16,6.043247e-17
560,559,560,7,1.0340589e-10,0.0,6.6401996e-24,4.5549736e-08,1.2608613e-10,4.551258e-30,3.6289663e-08,0.9856877,4.997941e-11,1.6276919e-16,2.313658e-06,0.00089450384,0.00840604,0.0012471987,0.0037440858,5.89265e-35,1.3156005e-05,5.447251e-06,7.3226174e-13
561,560,1397,17,3.9821794e-13,0.0,4.092704e-31,1.3317423e-14,1.2328299e-08,6.3742724e-34,5.6541305e-10,9.440967e-18,1.0159903e-18,2.52506e-40,5.7002455e-07,1.7272745e-12,4.823366e-13,6.311887e-06,5.1891946e-10,0.0,3.9451017e-15,0.9999923,2.1926017e-20
