source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43
0,0,0000,0,column,5,0.0,7.870144965414771e-14,1.7416890514185528e-15,8.398380475682528e-18,0.0,1.0,1.219527438391522e-15,9.854351190671411e-41,9.937968226125804e-10,5.0587359891026955e-30,5.03558945883884e-24,2.7561818483305717e-17,8.061623035793275e-10,9.31923982427918e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0000,0,column,5,0.0,7.870144965414771e-14,1.7416890514185528e-15,8.398380475682528e-18,0.0,1.0,1.219527438391522e-15,9.854351190671411e-41,9.937968226125804e-10,5.0587359891026955e-30,5.03558945883884e-24,2.7561818483305717e-17,8.061623035793275e-10,9.31923982427918e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0000,0,column,5,0.0,7.870144965414771e-14,1.7416890514185528e-15,8.398380475682528e-18,0.0,1.0,1.219527438391522e-15,9.854351190671411e-41,9.937968226125804e-10,5.0587359891026955e-30,5.03558945883884e-24,2.7561818483305717e-17,8.061623035793275e-10,9.31923982427918e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0001,0,column,8,1.4267180184676693e-39,1.9969315245244403e-16,4.0876196436728015e-15,5.033000315883378e-15,3.0945625083661813e-37,1.3582074701035118e-11,5.87180261010789e-13,0.0,1.0,3.2489777533987507e-31,2.711672748494196e-16,1.3433882572858793e-18,1.0740001274758846e-19,1.0431038671709914e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,0002,0,column,1,4.203895392974451e-45,0.9691075682640076,0.004407170694321394,0.026486027985811234,6.695984200108206e-38,2.327155048187173e-15,2.3868748939615103e-20,4.108756655076928e-22,3.312802532295933e-10,6.458594169565304e-19,4.7384151317291304e-14,1.9386170449623505e-17,9.493619903294549e-26,3.855073572516874e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,0003,0,column,8,8.491555363471768e-38,5.2283194696055394e-17,1.828520132612155e-17,1.34206715185492e-10,2.1099561104846093e-35,1.2929441371711814e-11,2.051121716917237e-09,0.0,0.9999961853027344,7.696720978223696e-30,2.8023727304293598e-18,2.595975296069376e-19,4.505231968439705e-19,2.304049075974035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0004,0,column,8,0.0,1.5791468293799508e-18,8.0007736769848e-19,2.801781159508798e-13,1.771216035534211e-38,4.4644914528506677e-14,1.2259970760426504e-15,0.0,1.0,5.635314745666903e-31,1.452587187532966e-19,1.4253006963233437e-20,6.216426155785734e-28,4.826656934409541e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,0005,0,column,8,0.0,6.651342503432703e-20,2.5444257621865893e-18,6.888283346495605e-13,6.58610278232664e-44,2.6828277013141166e-12,5.5989206326767516e-12,0.0,1.0,6.155170815056183e-35,6.680542531574003e-25,1.390475885886736e-17,1.3138575997992973e-24,8.146587550871779e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0006,0,column,3,0.0,3.972091508330777e-05,6.00178466925172e-08,0.9999579787254333,1.401298464324817e-45,2.292067588053745e-19,1.3166444323695913e-28,0.0,2.2095698568591615e-06,6.07718877631818e-23,1.3211921655450695e-14,3.256352707012994e-13,2.619091005485657e-27,3.053867997461617e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7,0007,0,column,3,0.0,1.8852566086025035e-07,5.486275322930112e-11,1.0,2.235808133590318e-39,1.526449537160807e-20,2.0601050539738225e-27,0.0,2.5431868166947424e-08,1.2919896852532788e-23,3.383049151893975e-21,9.418523738702334e-10,6.368236620687085e-29,9.306479824863403e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,0008,0,column,3,4.2615287805874555e-28,0.00012666404654737562,0.00015664566308259964,0.9997177720069885,2.1119581369803233e-23,1.152292206352297e-17,2.646804598125005e-25,1.1519973689809166e-25,8.582849600306808e-13,1.0319569770109518e-13,1.5129173288402244e-22,1.0585976539800868e-09,2.7579018284483837e-28,6.164797180006093e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9,0009,0,column,1,2.3034283838812976e-33,0.9976986050605774,9.925453196046874e-05,0.0022035548463463783,1.2845240593972371e-39,2.146251926182785e-12,2.001556716293264e-20,9.67769139361214e-18,1.341159307092013e-13,9.42288409030035e-15,4.847251732373033e-21,7.11903421839995e-23,2.720535036530645e-21,3.30011380836866e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10,0010,0,column,1,1.0558723392593838e-37,0.999885618686676,4.1186631278833374e-05,7.206424925243482e-05,3.402072411687791e-41,1.5756463209688152e-16,1.1832230720594095e-25,2.7086498474490452e-34,6.66288451227527e-16,2.620012078995613e-18,3.434480269702196e-19,3.036242115873286e-26,4.28489214044632e-26,1.5688766762458714e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,11,0011,0,column,3,1.9290975309127594e-40,0.009427831508219242,1.3142391175335888e-08,0.9905728101730347,7.276942925238775e-42,4.4272200478819465e-19,2.0768636296814052e-28,0.0,1.5396380351195837e-11,8.473491949460916e-17,5.075130297608589e-21,1.2259076081875967e-16,3.1615342187180323e-24,1.667446726542345e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,0012,0,column,9,2.4608732086257494e-23,1.0680749362203257e-13,1.2042796806706422e-17,3.263359305005764e-10,2.78747093194593e-23,1.6369829349083985e-23,1.9307677869275193e-21,8.721358222272095e-38,1.701046523396724e-20,1.0,2.135554168435769e-26,2.964673993514754e-19,1.7591245337660204e-36,2.9216517197054477e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,13,0013,0,column,8,0.0,1.443463421565658e-17,4.627677688902469e-22,2.703749446553161e-09,0.0,3.260479451532017e-13,3.64920507811331e-16,0.0,1.0,5.527859421634507e-30,7.567899981172085e-20,8.055266387729451e-16,1.1600302167044517e-28,6.658949514839682e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14,0014,0,column,8,0.0,7.50908666843908e-14,2.238027541559556e-16,4.638281723146065e-07,0.0,1.4752252154234813e-12,1.158240937766018e-18,0.0,1.0,9.856313244639136e-31,8.401122566488445e-21,3.233157014684296e-13,1.6895346826289627e-28,1.8160581206710068e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,15,0015,0,column,8,0.0,3.6017995769070665e-14,4.289217296767588e-15,1.9847808729878125e-08,0.0,1.437986150510176e-14,5.67539470882269e-17,0.0,1.0,3.732599931480523e-36,2.0094116151101835e-22,5.659019802241316e-13,2.36103258615674e-25,1.6121539866964518e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,16,0016,0,column,8,0.0,1.2609436828014964e-09,1.0791691027129194e-14,0.0003757691301871091,0.0,1.628007912534606e-17,1.090299251032707e-23,0.0,0.9996224045753479,2.266510944362844e-29,2.7324389523362172e-17,2.8135825646310314e-14,2.558613820040484e-28,9.005374377288433e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17,0017,0,column,8,5.6430289158360383e-42,8.178175497919327e-11,1.8554730270506136e-18,0.0013131601735949516,1.5288166245783754e-42,4.420609034310785e-17,6.8314057702026665e-25,0.0,0.9986886382102966,7.776055780330184e-28,3.844432211149182e-23,2.7622670852248793e-16,1.2910925828315863e-31,6.168546260453911e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18,0018,0,column,3,3.8433355422846815e-29,4.044327539531878e-09,2.777600393273432e-15,0.9999809265136719,5.850997900103254e-24,2.9322603525251926e-18,8.036482373332903e-16,0.0,4.2541023503872566e-07,5.157269811206788e-08,3.0799472341172445e-22,1.941330083354842e-05,2.118650290943532e-28,5.998123632028557e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19,0019,0,column,3,3.9992878805626846e-37,0.06230944022536278,9.808680090372945e-08,0.9376909732818604,1.7262659726068946e-35,2.0115936482978e-18,1.2217715194716555e-23,3.243646082498003e-35,2.2232473639860473e-08,4.039760273758406e-18,4.851397490517315e-20,2.0193277605606852e-11,2.333408649408163e-26,2.459287282661893e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,20,0020,0,column,9,5.2285319463919674e-27,8.347846025547057e-11,1.2634958863620883e-16,6.458472645576308e-11,1.361334431813706e-20,1.4347906273799252e-23,5.198494915565496e-22,9.942793302468193e-38,4.0201768554742746e-17,1.0,6.0334226723223225e-21,2.46955929930564e-18,1.0544863909547488e-32,1.2882322946720587e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,21,0021,0,column,3,0.0,4.80127582136447e-08,6.682233180010282e-15,0.9999390244483948,0.0,4.174553573195046e-17,1.698157081582599e-25,0.0,6.043238681741059e-05,5.3541078148880515e-30,3.021588995666775e-20,9.13400757998533e-17,1.24199839699068e-28,5.250092149759224e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22,0022,0,column,3,1.3856612613122928e-34,1.3244813246160447e-08,2.621478609275002e-13,1.0,7.328822716236801e-35,2.6139472812172537e-22,3.341242858925346e-26,1.401298464324817e-44,1.8800540291241674e-10,1.3935625335035349e-15,3.192495739674938e-26,4.8974484911923355e-08,5.841117828070732e-32,1.8220310467128394e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1063,1076,0,column,2,7.653892212142151e-42,1.097827717622124e-09,1.0,2.1630543189932183e-10,0.0,6.410833050509706e-17,1.313893023234739e-16,0.0,3.303612374980225e-12,2.472492205849382e-32,1.4393600525503603e-19,1.2437899560117927e-14,1.6013426695771216e-11,4.60528812036135e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1064,1077,0,column,3,0.0,2.2833750890072224e-08,1.479955362828078e-18,1.0,0.0,2.1078223285808668e-22,1.2063670201735056e-32,0.0,5.8875621392062705e-12,3.4602376827641254e-29,2.895582741284659e-23,1.721721676625288e-20,2.7907383171007508e-30,1.5759694218519815e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1065,1078,0,column,3,1.2469874774333682e-40,2.1351258538970797e-08,2.0000753169543278e-13,1.0,0.0,2.3580478717572682e-22,1.4600015995405074e-29,0.0,2.441934154884251e-10,1.0426149758948125e-24,6.1815786202516545e-18,3.0751081163814145e-16,3.477929305325922e-30,8.635472773116765e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1066,1079,0,column,3,1.6353153078670615e-42,1.914265794766834e-07,2.9257165579110733e-08,0.999969482421875,0.0,1.1429237241706439e-17,5.474869493810419e-23,0.0,2.882329499698244e-05,7.6545822328936105e-31,8.278605936624245e-14,2.823742301316873e-15,4.129405979106189e-21,5.970564931345734e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1067,1080,0,column,2,1.566791812961578e-41,1.5456005364455905e-09,0.9999961853027344,6.425066203519236e-07,4.077153271810436e-38,1.201857695837087e-15,3.894022547637077e-17,0.0,1.7996803762798663e-06,6.232275328250356e-32,7.871406705693001e-14,1.0149611817666937e-08,8.01100245167996e-12,6.128969606136887e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1068,1081,0,column,2,4.203895392974451e-45,9.258606381568057e-11,1.0,4.721193436196813e-10,1.6482072537388498e-40,6.055065845424201e-16,2.6288764425703905e-15,0.0,4.071371506597643e-08,2.6516721783761874e-35,9.51687467777595e-16,8.7645689317295e-11,8.461885706023686e-12,4.091324779530132e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1069,1082,0,column,2,2.4859034757122255e-42,1.1930031615370318e-11,1.0,2.9915909749433922e-09,0.0,4.755390617624983e-18,4.9083114147496e-17,0.0,3.770047385387443e-07,1.8121485241965246e-37,8.498224649776252e-17,2.005198007637432e-09,4.970338049290256e-17,6.294819208242072e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1070,1083,0,column,3,2.0492588742286125e-40,1.4443425243371166e-05,9.829135478867101e-07,0.9999847412109375,0.0,6.173491895788183e-19,7.313631911777042e-27,0.0,1.1188496529257463e-07,1.7016209368689761e-31,1.8318609433173871e-13,1.8494330452076187e-16,7.747887626315725e-23,1.075971045117266e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1071,1084,0,column,2,2.244027678864172e-32,4.301639080495079e-07,0.9994316697120667,0.0005661097238771617,1.401298464324817e-45,6.822730862534875e-18,7.926738944209773e-19,0.0,2.7659398256218992e-06,8.619171095049556e-28,2.4184406647448364e-12,2.6580289872742786e-15,9.40014334677916e-18,1.1183954408641855e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1072,1085,0,column,3,2.1201645765234482e-42,4.0185741454479285e-06,0.155556783080101,0.8444390892982483,0.0,4.620109447063059e-15,1.3256950138290767e-22,0.0,1.2236852171554347e-06,7.141619308427543e-28,6.889450121505547e-10,2.550420985514279e-11,1.743628240707063e-17,3.455546233458449e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1073,1086,0,column,12,0.0,2.477613739491415e-21,2.1503903258751622e-12,2.4858502046483912e-21,1.9305072371678702e-39,5.1054209552472626e-14,4.396970780362608e-06,0.0,2.161467212895632e-13,9.226166628215076e-27,9.629889461695657e-26,7.297439062731095e-20,0.9999961853027344,7.317987263122678e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1074,1087,0,column,6,0.0,5.9136858391187e-19,3.374760526911845e-14,3.386873246639899e-20,0.0,8.595071269296151e-13,1.0,0.0,4.765309036258714e-09,3.875637299497255e-29,2.649649398875509e-28,1.9114778644868614e-15,7.765823397676286e-07,4.113052654947059e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1075,1088,0,column,6,1.1248587334943785e-36,3.599318237232349e-19,7.913548775928742e-16,3.54582634109962e-20,0.0,9.36989863475901e-09,1.0,0.0,1.0480821766023496e-09,1.157957674064698e-34,7.55694139992703e-34,3.748908602373863e-22,2.1430376570541476e-11,5.262563862874596e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1076,1089,0,column,13,0.0,3.3860179335940335e-14,2.5882761946448014e-16,1.6026035415618773e-16,2.802596928649634e-45,4.006791284385092e-19,1.4533941763355713e-22,0.0,4.2608108610352885e-14,1.3489675464928e-22,4.3667102764690746e-16,9.126405707437906e-19,1.8880568329574147e-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1077,1090,0,column,13,5.5491419187262756e-43,7.403420324708643e-14,2.406207362604996e-15,6.459962417288334e-15,2.1019476964872256e-44,8.380045686533046e-17,3.1136063764647636e-20,0.0,7.248689495864546e-13,4.323110837492081e-20,3.8142411999024864e-14,6.057207879251244e-18,8.170415805534483e-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1078,1091,0,column,13,1.401298464324817e-45,1.5172536151946902e-20,1.4936297957269217e-18,1.2437990087458867e-22,0.0,3.1601915729766162e-19,1.9444058061079523e-20,0.0,1.5558756124503893e-17,6.679059259858906e-34,1.1906854497037674e-24,4.485570076625421e-23,2.1769103554663762e-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1079,1092,0,column,6,6.800501447368337e-42,6.474881976211932e-17,4.2145719094858716e-17,2.950575214893719e-16,0.0,3.710677276650429e-15,0.9999961853027344,0.0,4.198978218215377e-15,2.6045598244773937e-38,2.1053503307635457e-34,8.416189128202344e-23,3.7897605125181144e-06,5.434126038039722e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1080,1093,0,column,6,3.923635700109488e-43,3.2904039135460774e-21,1.503318665639332e-18,3.13115406965719e-18,0.0,8.031973378726652e-17,0.9999770522117615,0.0,8.976980112360795e-16,1.3788171061667483e-34,2.0610948912607873e-35,3.8096863592621796e-23,2.2926435121917166e-05,7.79421983311074e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1081,1094,0,column,12,0.0,2.114334087419236e-25,7.3334206749146e-17,2.2384646364614323e-22,4.694349855488137e-43,7.507166952967423e-14,3.930317404865491e-09,0.0,1.486612617946151e-14,5.522723859833839e-35,3.7711482425951057e-33,5.526653794617109e-24,1.0,4.462289529134901e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1082,1095,0,column,13,0.0,1.9112835233650257e-20,2.6258287570728943e-23,7.718480658817513e-22,0.0,8.008811659830677e-17,9.85768920362613e-19,0.0,1.1513732707302965e-18,1.5896415112384577e-30,1.0112456477462749e-26,1.1371612372845218e-25,1.770291592648611e-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1083,1096,0,column,13,0.0,3.7921775296241043e-20,3.2029926221539144e-22,3.583422750071792e-21,4.037491200335879e-40,9.483537578554389e-15,3.302940942127332e-14,0.0,2.6007240882672546e-18,3.27625335443557e-27,1.497203945681885e-29,3.581790991289343e-24,1.6413147670487465e-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1084,1097,0,column,13,8.044994613535207e-41,2.7484032734606946e-16,2.0249381395298117e-16,2.8416801297991142e-15,1.401298464324817e-45,8.307280557895425e-11,4.3146756070200354e-05,0.0,2.946283354007123e-13,8.978228979235743e-35,7.82366669448538e-27,2.9082799308707344e-23,1.692902878858149e-05,0.9999390244483948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1085,1098,0,column,12,0.0,1.428937382961736e-20,2.397313304900589e-13,6.377750706373199e-19,5.58487222696963e-39,5.747845301389172e-15,1.294690945552752e-19,0.0,1.552701761799054e-19,1.5227302098800476e-31,9.542688180656466e-23,5.573697909130417e-24,1.0,1.5624568897028104e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1086,1099,0,column,12,0.0,4.118312852973903e-22,2.7913767488858127e-15,3.3776332999243836e-21,9.769545728649245e-38,3.894367806207312e-15,2.9094335011565977e-16,0.0,1.7805356334321377e-18,3.882804318382388e-34,7.319436664629425e-27,1.940262794461798e-21,1.0,1.8752003101831492e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1087,1100,0,column,12,0.0,7.218247063977591e-15,7.360155263036461e-10,1.4475010621890967e-15,1.1371646254077161e-34,2.0203026451781625e-07,0.005063014104962349,2.9605092525943978e-40,9.221223962185832e-08,4.8178915577371363e-26,6.441765428920082e-26,2.2129636664813823e-11,0.9949354529380798,9.811314615053051e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
